271.965;271.357;274.001;279.488;272.537;280.550;283.019;285.583;274.833;287.862;282.794;285.805;285.618;297.140;287.529;297.390;296.464;297.105;288.535;297.139;285.995;307.749;300.432;283.182;294.591;307.823;307.811;308.669;315.746;309.898;313.244;306.683;303.963;317.912;305.427;325.405;305.137;327.707;317.876;313.638;325.665;321.204;312.887;335.347;302.855;332.504;317.783;327.340;328.513;333.831;329.178;339.241;329.480;333.168;280.760;332.273;337.067;335.200;338.287;345.455;343.223;335.139;347.752;352.933;347.859;347.680;350.610;340.759;353.224;358.791;355.364;358.315;358.390;361.959;360.941;368.104;367.968;367.810;369.372;368.042;373.302;372.705;377.211;381.753;385.493;376.604;390.976;385.726;391.235;398.553;402.608;408.814;409.383;410.385;419.418;423.089;421.777;427.371;422.729;447.873;443.440;442.862;436.841;462.337;463.148;470.519;480.029;485.843;486.714;499.642;500.924;518.833;536.062;523.476;554.475;574.743;597.416;603.747;641.713;664.185;697.399;738.474;789.892;858.309;943.754;1032.040;1102.866;1135.427;987.217;737.051;474.514;225.270;0.815;18.051;0.208;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4582.388;4492.508;4543.402;4567.371;4639.721;4636.571;4629.595;4664.738;4681.984;4724.021;4730.728;4750.218;4784.831;4748.130;4827.173;4869.558;4846.879;4920.639;4914.820;4880.026;4839.166;5032.828;4979.291;5098.946;4997.900;5003.735;5053.833;5000.986;5127.458;5179.515;5166.573;5075.169;5243.798;5183.532;5174.654;5228.859;5147.187;5242.109;5205.668;5280.510;5401.694;5275.368;5224.274;5419.899;5226.339;5373.360;5452.344;5455.016;5405.018;5427.973;5494.020;5500.509;5434.253;5524.251;5658.135;5511.708;5686.930;5562.812;5588.144;5569.863;5651.730;5726.016;5608.202;5750.732;5734.548;5739.965;5734.162;5777.825;5825.331;5764.418;5841.389;5908.804;5884.546;5959.547;5911.589;6017.157;6006.533;5996.592;6039.219;6035.086;6192.547;6252.903;6184.358;6215.894;6316.155;6240.143;6361.711;6376.749;6394.953;6438.369;6468.551;6507.091;6628.772;6664.252;6717.126;6816.333;6855.262;6887.188;6843.778;7107.616;7116.160;7162.224;7174.561;7422.962;7428.962;7547.992;7737.305;7825.027;7846.934;8020.893;8065.316;8344.563;8631.773;8554.099;8912.185;9108.298;9463.850;9707.888;10177.568;10491.210;11081.679;11652.022;12558.072;13573.166;14846.995;16365.914;17422.357;17858.944;15569.749;11708.754;7605.741;3684.567;1459.148;407.176;99.089;29.415;17.420;18.986;15.982;14.485;13.890;14.782;13.082;12.914;13.526;11.650;12.414;12.258;10.745;10.634;10.084;9.905;10.443;10.469;9.807;9.751;9.303;9.388;9.494;10.661;8.195;9.175;8.084;8.182;7.310;8.061;9.010;7.880;7.855;8.785;8.082;8.123;7.738;5.685;7.975;12.112;6.923;7.939;6.102;7.217
4841.684;4748.777;4807.257;4831.241;4898.115;4907.907;4901.054;4941.092;4946.883;5002.774;5002.492;5027.634;5059.892;5044.468;5109.092;5163.476;5145.486;5217.573;5202.999;5180.947;5130.933;5348.022;5289.024;5383.668;5306.055;5325.488;5373.644;5328.110;5466.290;5504.410;5499.916;5410.010;5576.715;5541.881;5509.879;5595.393;5492.502;5619.128;5569.209;5640.814;5779.187;5652.703;5593.780;5823.776;5585.532;5778.786;5841.272;5861.601;5817.425;5850.301;5917.157;5939.240;5866.092;5965.542;6032.073;5960.115;6143.369;6025.938;6063.447;6058.305;6141.579;6208.174;6120.047;6274.479;6262.498;6272.536;6276.524;6321.039;6389.692;6349.920;6426.970;6514.604;6502.642;6588.063;6552.009;6684.242;6683.045;6686.596;6746.528;6759.102;6942.703;7017.134;6980.223;7033.703;7166.375;7091.191;7270.098;7305.255;7360.338;7446.524;7513.820;7603.383;7773.085;7850.895;7973.612;8132.904;8224.819;8329.178;8344.288;8755.538;8847.952;8995.424;9115.705;9580.870;9736.547;10076.464;10545.134;10936.213;11270.389;11928.098;12516.807;13641.278;15054.029;16054.627;17956.294;18756.305;18207.356;15161.714;10769.599;5971.413;2557.177;783.721;174.215;34.592;13.940;11.179;10.704;10.716;9.306;9.758;9.173;8.689;3.691;8.375;7.494;7.471;6.667;7.218;5.852;6.869;6.083;6.405;5.721;4.492;5.097;5.503;4.274;4.664;4.997;4.439;4.162;4.561;3.926;3.691;4.048;3.460;3.247;4.323;2.575;2.939;3.765;2.502;2.205;3.253;2.853;2.222;1.381;1.609;2.131;1.813;2.216;1.401;1.334;2.548;1.405;0.000;2.148;0.338;1.207;2.217
4829.853;4737.586;4792.848;4823.480;4888.545;4897.774;4889.709;4930.969;4941.542;4998.792;4998.582;5021.782;5058.021;5043.727;5106.948;5165.669;5148.621;5223.262;5204.185;5189.827;5139.009;5362.220;5302.866;5400.639;5320.870;5345.188;5397.183;5354.705;5491.530;5539.945;5536.852;5447.093;5616.571;5578.426;5556.156;5649.089;5542.769;5681.389;5629.243;5705.517;5850.492;5731.549;5673.169;5912.286;5678.656;5878.837;5942.370;5969.128;5929.476;5974.278;6038.053;6074.088;6004.717;6113.296;6183.484;6121.103;6313.980;6209.013;6252.672;6255.803;6350.529;6427.469;6348.726;6520.319;6517.957;6542.983;6560.752;6614.769;6709.763;6681.920;6775.805;6888.715;6897.509;7009.885;6987.495;7154.683;7181.477;7217.813;7304.929;7350.576;7585.264;7698.614;7699.929;7809.846;8001.412;7968.548;8226.983;8328.771;8469.987;8657.951;8832.331;9048.310;9379.501;9624.002;9948.091;10370.296;10754.415;11206.683;11630.687;12723.137;13551.978;14727.600;16178.617;18309.122;19037.347;18106.096;14818.344;9719.162;4808.463;1752.398;428.652;79.651;21.233;14.852;12.522;11.421;11.552;13.710;11.072;10.155;9.636;10.000;10.117;9.231;8.443;9.946;9.538;7.693;8.293;7.610;8.173;6.977;9.444;6.301;6.453;6.426;6.667;6.041;5.852;6.022;5.107;5.358;4.800;5.545;5.097;4.625;5.291;4.664;4.039;4.439;5.149;4.561;4.857;3.691;4.048;4.509;4.256;3.310;3.729;4.226;2.879;3.614;4.165;3.253;3.744;3.195;3.560;4.118;3.085;3.207;3.194;3.642;3.469;3.332;3.595;1.265;2.148;4.138;3.165;4.217
4821.966;4735.348;4788.346;4818.629;4885.355;4900.026;4892.950;4937.043;4945.815;5004.765;5004.447;5035.828;5065.506;5057.803;5120.883;5185.410;5165.863;5247.153;5227.903;5215.479;5164.249;5392.509;5336.608;5442.121;5361.365;5389.276;5445.886;5405.237;5547.365;5595.786;5599.642;5514.716;5683.389;5657.608;5635.165;5737.025;5630.190;5778.238;5735.137;5815.892;5968.773;5848.880;5801.565;6050.635;5812.900;6026.740;6102.936;6133.778;6102.998;6155.708;6236.244;6282.058;6218.116;6341.822;6419.777;6374.806;6588.730;6486.345;6551.305;6568.618;6680.709;6778.922;6718.576;6924.023;6936.710;6991.300;7031.358;7121.114;7243.213;7255.179;7388.622;7544.664;7596.960;7767.057;7790.838;8040.993;8124.141;8238.866;8414.494;8558.374;8936.753;9194.219;9324.026;9622.751;10050.100;10246.017;10857.948;11357.212;12005.802;12873.790;13984.159;15530.167;17662.802;19138.234;18908.672;15871.889;10486.896;5179.740;1720.528;395.187;65.056;19.348;15.342;14.272;12.004;12.246;12.239;13.018;11.694;10.416;10.736;10.697;10.747;12.168;9.163;8.982;8.936;9.999;8.102;7.271;8.593;8.190;8.884;8.217;7.527;7.480;7.207;7.693;7.279;6.535;6.171;6.121;15.197;5.610;6.453;6.426;5.592;7.218;5.852;5.176;6.083;6.405;5.721;5.545;6.301;5.503;5.291;5.749;4.997;4.439;5.149;4.561;3.926;4.820;4.048;3.460;4.256;4.323;4.882;4.226;3.765;3.614;4.165;4.239;3.744;4.168;3.560;4.118;4.039;4.602;3.194;3.642;3.469;2.548;3.595;9.401;4.058;2.872;3.165;3.217
4813.093;4728.633;4782.042;4814.749;4881.102;4894.397;4889.709;4936.031;4943.678;5005.761;5010.313;5044.022;5075.797;5071.879;5136.962;5201.860;5187.024;5272.182;5255.180;5250.011;5198.574;5431.317;5380.732;5481.718;5410.748;5445.560;5505.140;5472.612;5626.145;5670.664;5680.900;5600.880;5779.513;5756.078;5740.134;5856.090;5750.395;5916.594;5875.217;5961.789;6132.353;6018.774;5972.106;6247.417;6000.357;6242.503;6325.351;6377.953;6359.002;6425.836;6521.638;6592.589;6540.735;6689.536;6768.480;6769.270;7010.825;6937.689;7031.989;7084.895;7239.551;7375.810;7354.255;7617.145;7680.048;7790.157;7898.952;8063.752;8281.199;8381.532;8632.066;8936.800;9129.799;9508.130;9725.419;10270.882;10678.239;11202.902;11928.289;12778.214;14255.223;16021.188;17976.676;19555.742;18708.866;13989.943;8167.294;3094.588;713.333;99.570;17.090;10.605;8.355;9.563;8.864;9.837;8.661;7.446;7.116;7.354;5.831;6.145;5.336;5.747;6.133;5.685;4.624;6.399;4.450;4.760;4.451;5.393;3.408;2.773;3.564;4.105;4.577;2.577;3.152;3.666;2.331;2.760;1.481;3.145;2.031;2.548;2.545;1.646;1.199;1.164;2.168;1.841;0.000;2.845;2.290;1.202;1.290;0.157;1.351;1.791;1.204;1.169;1.120;0.281;0.281;0.234;1.221;0.325;1.165;1.342;0.214;0.285;1.133;0.301;1.168;0.315;0.219;0.270;0.000;0.000;0.221;0.278;0.000;0.296;0.178;0.000;0.291;0.000;0.000;0.000;0.261;0.000;0.000;0.196;0.000;0.000;0.000;0.000;0.000;0.217
4806.191;4729.752;4781.142;4818.629;4883.228;4903.404;4899.433;4947.166;4955.428;5028.659;5029.864;5068.603;5101.993;5102.995;5170.192;5240.245;5226.995;5319.964;5303.802;5305.262;5256.120;5504.200;5450.811;5564.684;5488.775;5537.489;5604.167;5576.334;5736.284;5793.769;5811.098;5737.216;5923.699;5915.456;5904.925;6038.190;5938.351;6124.819;6088.672;6192.689;6381.499;6281.595;6248.500;6553.333;6308.755;6590.508;6696.438;6773.337;6779.191;6878.403;7010.177;7120.586;7098.597;7305.177;7426.887;7480.652;7799.623;7785.998;7945.827;8089.615;8345.408;8613.156;8711.471;9170.297;9423.183;9768.576;10159.727;10686.423;11376.210;12051.539;13185.770;14796.207;16886.260;19384.055;19209.784;15544.523;8826.784;3053.727;563.779;51.595;9.285;8.843;7.838;7.571;7.828;7.130;5.798;5.686;5.625;5.682;6.160;4.917;4.898;4.289;4.090;4.003;3.926;3.746;4.851;4.427;3.638;3.098;2.835;3.852;4.175;2.874;3.536;2.616;3.415;2.875;2.357;3.271;2.359;1.431;2.445;2.479;2.833;1.340;2.162;2.223;1.287;1.855;0.247;2.130;1.115;1.315;1.379;1.646;1.199;1.164;1.168;0.984;0.000;1.463;1.249;1.202;1.290;0.157;1.351;0.945;1.204;1.169;1.120;0.281;0.281;0.234;1.221;0.325;1.165;0.310;1.201;0.285;1.133;1.431;0.208;0.315;0.219;0.270;0.000;0.365;0.221;0.278;0.245;0.000;0.178;0.276;0.291;0.000;0.223;0.418;0.261;0.000;0.267;0.980;0.310;0.000;0.000;0.338;0.228;0.217
4808.163;4730.871;4785.644;4826.390;4891.735;4921.418;4915.640;4970.448;4978.927;5060.516;5062.124;5106.060;5143.159;5153.372;5224.861;5301.661;5292.829;5395.051;5385.631;5394.059;5345.972;5607.372;5558.958;5685.361;5613.222;5675.384;5752.709;5737.679;5904.553;5981.599;6008.703;5946.628;6152.287;6164.168;6157.755;6322.234;6226.841;6449.956;6428.033;6566.949;6788.353;6719.941;6705.237;7074.076;6844.521;7189.077;7348.219;7493.542;7551.094;7736.162;7951.582;8168.034;8230.284;8587.679;8869.877;9099.804;9684.095;9928.521;10426.371;11021.593;11916.281;13087.642;14397.908;17020.744;19381.094;19000.160;14311.315;7186.251;2019.385;241.402;19.100;10.281;9.161;9.737;9.478;8.687;8.904;7.891;7.445;6.862;8.279;7.626;6.886;6.754;6.880;5.986;6.731;6.766;6.533;6.593;6.160;5.729;6.050;6.399;5.999;5.948;6.293;4.671;4.851;3.695;4.734;6.145;5.336;3.852;3.197;3.811;3.536;4.508;3.415;3.818;3.404;3.271;3.408;4.116;3.564;3.292;2.833;3.814;3.152;2.944;3.374;2.760;3.948;3.145;2.947;3.781;2.545;2.654;2.213;2.238;2.168;2.697;0.815;2.154;2.290;2.247;3.441;2.511;2.476;1.791;2.179;2.216;2.040;2.386;2.689;1.990;1.221;2.495;1.165;1.342;2.188;1.354;1.133;1.431;2.128;1.363;2.237;1.283;2.575;1.652;1.107;1.390;2.205;2.267;1.961;2.222;1.381;1.609;1.177;1.813;1.238;2.521;1.334;0.980;1.405;0.000;1.194;1.605;1.207;2.217
4813.093;4740.943;4796.451;4843.852;4908.749;4945.061;4940.760;5003.854;5017.380;5100.338;5110.025;5164.587;5200.229;5220.048;5299.897;5391.591;5381.392;5497.443;5498.294;5515.414;5474.188;5756.924;5718.150;5862.605;5802.856;5878.942;5968.622;5971.719;6164.604;6264.613;6313.421;6272.744;6508.649;6552.971;6579.890;6790.712;6720.772;7008.222;7030.877;7233.004;7534.951;7521.544;7586.366;8094.940;7923.310;8458.426;8793.318;9142.283;9424.047;9943.556;10575.623;11348.362;12074.826;13594.563;15651.243;18360.414;19713.566;15804.148;8811.237;2543.113;245.647;12.732;6.797;6.783;7.246;6.501;5.809;5.244;5.235;5.185;5.482;5.266;5.192;4.464;5.380;4.924;5.033;4.042;4.343;3.548;4.257;3.975;4.030;3.486;4.033;3.699;3.933;3.527;2.903;2.947;3.180;3.291;3.745;3.235;3.135;2.058;2.742;2.821;2.586;2.964;2.541;3.098;2.835;1.958;2.218;1.937;1.360;1.671;1.345;0.990;1.309;1.149;1.311;1.431;1.325;1.666;1.962;1.340;2.162;1.502;2.331;1.855;0.247;1.116;1.115;1.315;0.214;1.646;1.199;0.090;1.168;1.841;0.000;0.772;1.249;1.202;1.290;0.157;0.225;0.945;0.228;1.169;0.199;0.281;0.281;0.234;0.204;0.325;0.208;1.342;0.214;1.354;0.202;0.301;1.168;1.363;0.219;1.283;0.269;0.365;1.107;0.278;0.245;0.296;0.178;0.276;0.291;0.355;0.223;0.418;0.261;0.280;1.334;0.980;0.310;3.977;0.239;0.338;0.228;0.217
4821.966;4753.253;4810.859;4862.284;4939.586;4975.460;4984.517;5053.456;5072.923;5163.058;5185.297;5243.012;5298.465;5323.025;5417.809;5516.615;5523.250;5655.580;5670.253;5704.846;5680.140;5985.037;5965.590;6130.357;6099.158;6202.571;6328.206;6363.558;6608.986;6749.417;6850.833;6850.808;7170.967;7279.820;7385.784;7706.656;7729.396;8176.637;8349.964;8761.760;9356.987;9607.211;10047.450;11232.290;11674.881;13525.382;15987.889;19099.696;18507.910;13158.893;5295.830;696.304;23.664;6.140;7.762;5.240;4.708;5.302;4.678;4.805;5.158;2.566;4.320;4.317;4.241;4.421;3.945;4.015;3.241;3.025;2.340;4.263;2.216;3.410;3.330;3.042;3.097;2.117;2.275;2.720;2.246;2.758;2.126;2.669;2.135;1.411;2.067;2.447;1.996;2.036;2.186;0.853;1.440;1.125;1.225;1.086;1.559;0.971;1.453;0.768;1.444;1.066;1.584;1.010;1.240;1.000;1.360;0.725;1.345;0.990;0.262;1.149;1.311;0.089;0.205;0.041;1.090;0.103;0.182;0.781;0.244;0.950;0.247;0.101;1.115;0.082;1.379;0.638;0.186;0.090;0.167;0.128;3.691;0.081;0.208;0.157;0.215;1.334;0.225;0.099;0.228;0.122;1.120;0.281;0.281;0.234;0.204;0.325;1.165;0.310;1.201;0.285;0.202;0.301;0.208;0.315;1.228;0.270;0.269;0.365;0.221;0.278;0.245;0.296;0.178;0.276;0.291;0.355;0.223;0.418;0.261;0.280;0.267;0.196;0.310;0.000;0.239;0.000;0.000;0.000
3032.529;2990.710;3035.018;3075.343;3124.445;3152.664;3164.530;3213.118;3233.584;3299.393;3320.098;3366.648;3407.654;3437.578;3508.693;3587.509;3601.511;3701.045;3725.339;3766.123;3769.020;3990.698;4005.106;4144.844;4150.475;4257.042;4383.367;4453.121;4681.547;4847.005;5001.286;5093.711;5447.768;5687.047;5957.974;6488.769;6877.038;7854.268;8997.000;11233.144;12216.709;8830.013;3358.123;303.552;4.132;2.770;3.786;1.400;1.699;2.217;2.164;2.121;0.980;2.200;5.468;1.868;2.493;1.677;1.988;0.828;2.201;4.018;1.844;1.850;2.237;2.340;1.149;2.786;2.243;0.864;2.340;1.254;2.216;2.355;2.306;2.101;2.129;2.117;2.275;1.891;2.246;2.758;2.126;1.035;2.135;2.555;2.067;2.447;1.996;2.036;1.192;1.666;2.593;2.180;2.180;2.058;1.559;1.896;1.453;1.500;2.541;2.082;1.584;1.958;1.240;1.000;1.360;1.671;1.345;0.990;2.357;1.149;1.311;2.773;2.445;1.666;1.090;2.577;2.162;1.502;2.331;1.855;1.481;2.130;1.115;2.548;1.379;1.646;2.213;2.238;1.168;0.984;6.568;0.772;1.249;1.202;1.290;1.334;1.351;1.791;1.204;2.216;1.120;1.334;2.689;1.112;1.221;1.410;1.165;1.342;0.214;1.354;1.133;1.431;1.168;1.363;1.228;1.283;1.422;1.652;1.107;1.390;1.225;1.282;1.070;1.249;1.381;1.609;1.177;1.813;1.238;1.401;0.267;0.980;1.405;3.977;1.194;1.605;1.207;2.217
1803.092;1777.632;1803.997;1825.842;1859.057;1874.793;1876.926;1908.280;1924.043;1959.386;1972.032;2001.806;2026.736;2039.605;2084.092;2129.986;2139.045;2199.307;2212.102;2238.823;2239.518;2371.185;2379.444;2466.681;2465.501;2527.265;2601.681;2643.746;2777.819;2878.599;2967.985;3024.676;3236.917;3374.532;3539.163;3850.663;4082.832;4657.555;5333.241;6665.905;7249.734;5237.822;1993.795;184.108;8.970;4.510;4.976;5.880;4.033;4.233;4.145;4.020;4.341;3.185;5.468;3.554;3.601;2.583;2.885;2.817;3.187;2.566;2.669;2.672;2.237;2.340;3.013;2.786;2.243;2.305;2.340;2.257;2.216;2.355;2.306;2.101;2.129;2.117;2.275;1.891;2.246;1.541;2.126;1.852;2.135;1.411;1.135;1.368;1.996;1.124;2.186;0.853;1.440;1.125;0.271;0.113;1.559;0.971;1.453;0.768;0.347;1.066;1.584;1.010;1.240;1.000;0.272;0.725;1.345;0.990;0.262;1.149;1.311;1.431;0.205;0.854;1.090;1.340;0.182;0.060;0.244;0.045;1.481;0.101;0.198;0.082;0.214;0.638;0.186;0.090;0.167;0.984;0.815;0.772;1.249;1.202;1.290;1.334;0.225;0.099;0.228;0.122;0.199;0.281;0.281;0.234;0.204;0.325;0.208;0.310;1.201;0.285;0.202;0.301;0.208;0.315;0.219;0.270;0.269;0.365;0.221;0.278;0.245;0.296;1.070;0.276;0.291;0.355;0.223;0.418;0.261;0.280;1.334;0.196;0.310;6.689;0.239;1.605;1.207;0.217
