4825.597;4740.775;4802.979;4829.510;4895.173;4907.063;4899.622;4937.262;4947.114;5000.982;5001.726;5026.698;5059.190;5038.689;5109.324;5157.151;5140.182;5215.582;5197.346;5174.189;5123.008;5337.753;5277.041;5376.440;5288.474;5304.085;5353.527;5307.011;5436.078;5481.735;5473.338;5379.671;5545.240;5500.378;5471.277;5551.152;5452.252;5569.447;5520.167;5594.106;5719.725;5591.816;5531.199;5755.991;5521.413;5705.835;5765.429;5779.967;5729.691;5758.780;5816.212;5838.753;5760.331;5851.427;5938.092;5837.168;6013.934;5894.659;5923.651;5907.321;5987.972;6055.999;5947.657;6095.374;6074.326;6081.317;6075.406;6113.544;6172.523;6117.424;6187.256;6260.014;6236.950;6310.890;6268.380;6369.235;6362.872;6353.848;6395.183;6388.106;6549.659;6607.273;6546.258;6578.788;6684.489;6592.706;6733.972;6741.817;6766.151;6815.865;6843.271;6890.779;7009.173;7046.316;7107.725;7204.417;7248.452;7282.279;7225.587;7513.828;7515.565;7564.546;7562.414;7835.156;7836.166;7962.344;8149.722;8240.309;8255.859;8441.432;8477.070;8761.627;9056.533;8964.958;9320.982;9529.449;9881.569;10111.245;10573.675;10874.194;11435.545;11971.556;12798.811;13728.476;14920.373;16463.418;17880.514;19211.502;18019.171;14984.348;11035.304;6208.345;2739.768;955.349;248.018;59.874;21.793;17.888;16.038;14.640;14.069;14.939;13.266;13.107;13.746;11.826;11.600;12.438;11.862;11.821;11.235;11.170;10.599;10.676;9.967;9.978;9.488;8.544;9.687;9.546;8.313;9.305;8.198;8.330;7.444;8.207;6.939;9.301;7.950;10.366;7.202;8.198;7.827;5.737;8.048;22.688;6.031;8.044;5.204;7.233
4807.851;4723.989;4781.367;4812.049;4879.223;4891.300;4887.467;4924.103;4932.160;4992.022;4989.018;5017.334;5047.963;5034.244;5096.461;5149.474;5133.129;5209.894;5189.045;5169.256;5117.960;5339.646;5278.771;5376.440;5295.388;5317.218;5366.515;5319.422;5452.905;5496.964;5490.882;5402.575;5567.513;5527.787;5501.752;5586.949;5482.849;5610.262;5563.525;5629.629;5768.380;5645.319;5588.046;5812.705;5579.465;5771.086;5830.845;5850.531;5807.504;5843.447;5900.443;5929.918;5855.268;5956.825;6018.385;5946.741;6128.044;6015.198;6048.306;6043.184;6127.929;6195.418;6101.211;6258.994;6243.630;6259.187;6260.853;6297.893;6375.932;6331.316;6406.194;6495.715;6480.022;6565.038;6528.647;6658.085;6658.059;6663.724;6717.815;6730.233;6912.670;6983.304;6945.142;7001.990;7131.423;7052.547;7228.269;7261.133;7314.171;7397.423;7460.298;7544.979;7713.276;7788.890;7903.054;8061.063;8145.707;8250.697;8253.861;8653.177;8736.265;8877.747;8980.750;9424.694;9563.429;9887.281;10315.700;10663.062;10955.917;11554.942;12043.500;13021.913;14240.473;15100.655;16976.618;18300.364;18906.674;17231.277;13771.433;8850.813;4521.388;1695.084;458.138;92.516;21.360;12.514;11.947;11.808;10.404;10.922;10.224;9.688;4.315;8.455;8.622;7.628;7.814;8.473;7.034;7.870;8.213;6.562;6.825;6.790;6.522;5.679;6.512;5.930;5.157;4.594;5.313;4.757;5.012;5.027;4.208;4.736;5.450;4.492;3.921;4.397;3.883;2.632;4.279;3.401;3.878;3.341;3.669;1.777;3.180;1.999;3.292;2.596;2.490;3.385;2.573;0.000;3.167;1.710;3.247;4.233
4797.006;4716.156;4770.560;4800.407;4869.653;4878.916;4875.312;4918.029;4924.683;4985.054;4984.130;5012.651;5043.285;5030.540;5098.605;5152.765;5133.912;5216.720;5198.532;5180.108;5126.036;5354.790;5291.749;5391.525;5312.178;5338.793;5385.995;5346.018;5481.205;5527.423;5527.818;5436.387;5603.853;5569.408;5543.514;5637.532;5535.302;5669.063;5617.723;5698.137;5837.168;5721.349;5659.595;5902.074;5662.913;5864.178;5930.753;5955.817;5917.998;5957.344;6026.294;6062.867;5988.852;6097.684;6167.502;6104.358;6297.547;6187.398;6233.047;6235.379;6332.936;6403.095;6324.111;6497.434;6493.079;6516.111;6534.830;6587.936;6677.058;6653.954;6744.553;6854.781;6860.999;6969.988;6948.762;7114.413;7139.070;7168.958;7255.535;7300.996;7529.086;7645.313;7635.336;7743.002;7928.504;7896.732;8144.118;8240.383;8371.195;8543.219;8708.263;8914.328;9227.502;9447.025;9751.502;10140.933;10485.910;10882.166;11243.556;12235.871;12928.102;13890.862;15130.624;17243.557;18605.874;19004.025;17274.895;13021.512;7691.837;3467.169;1077.121;234.691;43.357;17.737;13.735;11.502;11.668;13.813;12.161;9.518;10.750;10.090;10.261;10.347;9.451;10.048;9.616;9.793;8.377;7.699;8.223;7.119;12.944;7.073;7.581;7.628;6.739;7.296;5.909;6.178;6.262;6.562;6.825;5.738;6.522;5.679;5.495;4.845;5.157;5.627;5.313;4.757;5.012;5.027;4.208;3.687;4.441;4.492;5.074;4.397;3.883;4.856;4.279;4.387;3.878;3.341;3.669;4.285;3.180;3.393;3.292;3.716;3.558;2.601;3.668;0.994;3.167;4.244;3.247;3.233
4783.203;4703.846;4760.655;4792.646;4857.956;4874.412;4867.209;4910.943;4919.343;4982.067;4982.175;5012.651;5044.221;5040.912;5099.677;5163.732;5144.101;5226.959;5209.205;5196.881;5146.228;5375.614;5315.109;5421.694;5340.821;5369.749;5426.581;5388.570;5529.391;5575.650;5576.757;5494.193;5661.293;5636.408;5611.236;5715.352;5607.424;5758.995;5715.279;5793.288;5946.221;5825.539;5778.189;6030.112;5786.273;6005.120;6078.237;6109.267;6079.849;6129.703;6207.638;6256.592;6189.649;6309.464;6378.559;6342.047;6550.139;6452.948;6516.435;6530.300;6642.418;6735.668;6678.275;6876.472;6892.798;6944.665;6982.139;7063.556;7188.572;7198.405;7324.896;7478.635;7525.725;7689.196;7711.118;7948.975;8028.503;8136.119;8304.089;8434.239;8798.118;9038.696;9152.810;9428.457;9824.418;9991.179;10555.914;10990.272;11558.600;12307.850;13226.173;14497.372;16391.843;18255.601;19368.970;18180.377;13970.763;8394.063;3568.873;1080.199;205.625;32.686;12.966;11.557;11.124;11.433;10.172;10.323;9.763;9.599;8.763;8.734;7.707;7.001;7.017;7.438;6.437;6.391;6.221;6.634;6.575;5.565;5.326;5.275;5.787;5.117;6.119;4.753;5.337;4.476;4.220;4.551;0.000;4.308;4.458;4.493;3.513;3.766;3.658;3.639;3.334;3.421;3.144;2.579;1.706;3.044;3.460;2.676;2.283;2.529;2.352;2.619;2.219;1.638;3.248;2.639;1.413;2.465;1.614;1.823;2.111;1.520;1.339;1.429;1.203;2.368;1.490;0.523;2.226;0.604;1.336;0.355;1.423;1.816;0.383;0.000;1.257;0.443;0.310;1.233
2239.540;2204.951;2234.674;2253.871;2276.139;2284.894;2292.811;2311.389;2306.669;2344.862;2343.719;2359.053;2375.941;2384.246;2401.617;2436.223;2434.699;2468.084;2451.935;2460.962;2431.488;2549.274;2523.193;2532.990;2531.873;2557.455;2584.000;2570.343;2640.527;2654.133;2663.467;2622.413;2699.033;2702.621;2681.122;2754.292;2688.644;2782.960;2755.254;2785.254;2874.263;2821.877;2795.681;2932.290;2797.835;2930.494;2952.541;2984.274;2982.123;3012.136;3049.474;3088.609;3063.438;3128.818;3095.699;3167.799;3271.977;3240.975;3287.961;3320.633;3381.028;3423.009;3438.789;3558.861;3579.839;3631.697;3684.166;3741.588;3850.268;3903.608;4006.254;4141.721;4227.890;4390.542;4483.401;4724.574;4896.612;5114.342;5411.775;5755.213;6341.505;7008.859;7826.686;8863.099;9336.681;8060.307;5717.399;2810.782;885.829;154.383;5.299;1.774;1.556;1.354;1.321;0.227;1.756;1.110;1.623;0.854;0.530;1.202;1.709;1.137;0.359;1.125;0.381;0.867;0.448;0.173;0.384;0.248;1.416;0.291;0.299;0.935;0.334;0.206;0.281;0.865;0.000;1.041;0.391;0.203;0.000;0.185;0.000;0.722;0.000;0.000;0.217;0.271;0.000;0.161;0.000;0.000;0.000;0.000;0.000;0.254;0.000;0.279;0.000;0.474;0.502;0.410;0.000;0.506;0.367;0.000;0.378;0.000;0.000;0.000;0.000;0.000;0.404;0.000;0.000;0.000;0.340;0.000;0.000;0.444;0.312;0.000;0.000;0.000;0.000;0.000;0.358;0.355;0.000;0.000;0.000;0.000;0.000;0.000;0.310;0.233
2543.202;2499.268;2526.445;2542.963;2584.511;2592.258;2580.476;2607.989;2624.975;2646.513;2652.631;2671.585;2687.490;2673.175;2723.197;2753.171;2738.792;2793.461;2792.295;2774.710;2753.541;2870.148;2843.307;2942.160;2865.707;2877.332;2907.057;2886.829;2965.591;3008.218;3004.198;2962.707;3067.117;3043.711;3043.436;3085.806;3047.071;3113.630;3099.618;3156.977;3234.979;3177.623;3157.346;3291.482;3184.845;3288.069;3350.984;3368.458;3352.511;3388.099;3440.900;3472.262;3444.027;3525.783;3643.990;3563.105;3701.827;3651.534;3696.901;3715.628;3804.841;3896.453;3856.521;3991.343;4029.648;4087.295;4136.134;4231.956;4329.875;4363.800;4502.794;4652.238;4744.789;4929.420;5032.626;5294.748;5485.052;5723.509;6060.142;6434.496;7101.718;7858.275;8744.406;9885.156;10416.535;9015.448;6398.224;3180.025;1030.092;215.456;42.063;11.526;13.080;10.847;9.914;9.950;10.042;9.434;9.550;8.171;9.304;9.327;7.963;7.768;7.209;6.748;7.996;7.486;6.658;6.771;6.669;6.612;6.658;7.001;5.897;4.999;5.565;6.391;5.231;4.471;5.531;4.660;6.560;5.275;4.870;5.117;4.954;3.746;5.337;4.476;4.220;3.695;10.067;3.617;4.458;4.493;4.588;4.943;4.783;3.639;3.334;3.421;4.064;3.632;4.114;3.044;3.460;3.760;3.241;3.562;3.339;3.688;3.150;3.898;3.248;3.687;3.432;2.465;3.921;3.110;2.111;3.744;3.299;2.415;2.095;2.368;3.669;3.031;3.180;4.788;2.314;2.596;2.490;2.601;2.573;0.994;2.212;2.977;2.268;2.233
4773.344;4699.369;4753.450;4794.587;4857.956;4883.419;4878.554;4931.189;4938.569;5005.960;5009.547;5051.279;5083.516;5083.881;5152.202;5224.050;5211.503;5300.908;5291.034;5286.664;5238.099;5482.572;5431.042;5548.028;5471.194;5517.962;5582.427;5557.894;5710.662;5773.632;5789.137;5716.693;5901.602;5896.287;5882.125;6012.626;5911.214;6094.508;6057.141;6165.010;6348.042;6248.867;6211.403;6517.342;6272.453;6549.748;6651.519;6730.905;6731.142;6830.223;6961.753;7065.682;7036.524;7235.388;7358.141;7402.377;7713.394;7694.596;7847.283;7977.070;8225.311;8479.861;8560.545;8992.015;9219.984;9533.669;9886.853;10357.258;10964.605;11536.015;12492.466;13798.410;15442.911;18020.689;19558.377;18447.331;13067.015;6243.178;1749.073;243.078;25.508;12.737;9.885;8.538;9.884;10.810;8.736;10.149;9.360;8.538;8.280;7.463;8.470;8.737;7.049;7.033;8.858;7.585;7.285;5.976;7.111;6.280;7.963;5.873;7.209;5.810;5.820;5.595;6.658;5.829;5.621;5.552;4.561;7.001;5.897;4.999;4.693;6.391;5.231;3.750;4.488;3.755;4.092;4.261;3.954;5.117;4.954;4.753;3.310;4.476;4.220;3.695;7.191;2.926;3.417;4.493;3.513;4.943;2.532;3.639;4.310;3.421;3.144;3.632;2.910;2.166;3.460;2.676;3.241;2.529;2.352;3.688;3.150;2.768;2.288;2.639;2.422;3.478;2.768;3.110;2.997;2.632;2.319;2.415;2.095;2.368;1.490;3.031;2.226;1.999;2.314;1.475;3.558;1.032;2.573;9.129;3.167;2.977;2.268;2.233
4772.358;4702.727;4758.854;4804.288;4866.463;4894.678;4892.329;4947.385;4957.796;5035.827;5037.896;5087.566;5121.874;5132.777;5200.439;5278.886;5266.365;5370.307;5358.632;5370.528;5317.855;5580.064;5532.267;5657.391;5589.715;5649.290;5723.664;5708.602;5876.636;5952.578;5975.661;5914.108;6116.123;6125.711;6123.668;6284.218;6188.776;6407.884;6383.160;6518.971;6737.280;6663.748;6649.517;7013.165;6775.565;7120.477;7268.808;7411.907;7464.138;7637.585;7839.736;8048.554;8098.478;8437.118;8695.602;8904.371;9449.413;9652.232;10100.041;10615.452;11391.098;12376.338;13383.449;15457.863;17967.719;19707.655;17655.122;11632.953;4928.137;1011.389;83.176;10.448;8.367;7.804;6.609;7.935;7.146;7.153;7.687;6.158;6.402;6.653;6.077;6.087;6.089;6.234;5.938;4.750;4.824;4.892;5.299;4.212;5.013;4.518;4.185;3.144;4.123;3.885;3.888;3.049;3.820;3.233;2.960;3.031;3.295;2.999;3.644;2.758;2.518;3.001;2.479;3.430;2.464;2.975;2.538;2.561;2.078;1.443;2.261;2.307;2.400;1.946;1.625;2.232;2.122;1.418;1.457;1.730;1.284;1.253;1.218;1.983;0.000;1.544;1.336;1.358;1.362;0.235;1.407;1.100;0.407;1.326;1.304;0.474;0.502;1.288;1.425;0.506;0.367;0.465;1.365;0.481;1.288;0.508;1.328;0.542;0.404;0.439;0.461;0.536;0.340;0.408;0.359;0.444;1.203;0.422;0.400;0.523;0.318;0.604;0.358;1.475;0.356;1.032;0.383;0.000;0.302;0.443;0.310;1.233
4770.386;4707.203;4762.456;4813.019;4879.223;4916.070;4913.398;4976.742;4986.635;5075.648;5082.865;5133.216;5174.267;5194.267;5271.187;5362.235;5354.144;5468.147;5461.807;5484.976;5443.042;5722.990;5683.673;5821.437;5761.571;5840.653;5928.212;5932.890;6120.625;6217.825;6263.758;6221.682;6453.729;6495.226;6517.585;6724.681;6648.831;6935.712;6950.151;7144.429;7436.062;7418.418;7471.839;7966.143;7780.580;8294.124;8600.916;8921.760;9172.128;9634.319;10199.193;10861.373;11445.649;12696.367;14238.152;16550.042;19565.297;18563.100;13431.646;6166.454;1197.897;74.042;6.948;6.098;6.412;5.634;5.048;5.449;5.434;5.305;4.609;4.430;4.398;4.640;4.560;4.171;3.274;4.266;4.584;3.673;4.391;4.219;3.221;3.636;3.242;3.946;3.140;3.671;3.009;3.069;2.318;2.587;1.556;2.408;2.276;2.172;2.940;2.960;2.756;2.317;1.627;2.217;1.709;1.137;1.337;2.062;1.469;1.812;1.483;1.115;1.431;1.308;0.367;0.291;1.418;1.748;2.078;1.443;1.271;0.865;1.357;1.041;1.625;1.217;1.206;0.185;0.291;0.722;1.284;1.253;1.218;0.271;0.000;0.852;1.336;0.313;0.287;0.235;0.281;1.100;1.382;1.326;0.383;0.474;0.502;0.410;0.407;0.506;0.367;0.465;0.378;0.481;0.357;0.508;0.368;0.542;0.404;0.439;0.461;0.000;0.340;0.000;0.359;0.444;0.000;0.422;0.400;0.000;0.000;0.000;0.358;0.000;0.000;0.248;0.383;0.000;0.000;0.000;0.000;0.000
4779.259;4713.917;4779.566;4831.451;4905.807;4945.343;4949.862;5018.245;5040.043;5131.399;5152.272;5210.471;5261.276;5286.872;5382.668;5478.486;5482.678;5617.183;5626.650;5660.596;5633.851;5938.799;5916.404;6081.646;6043.058;6144.584;6263.445;6295.474;6533.647;6673.439;6770.698;6764.844;7070.329;7173.347;7264.787;7571.365;7585.333;8009.353;8160.842;8542.512;9086.128;9291.013;9659.469;10715.943;11010.898;12539.788;14326.600;17192.350;19353.151;17052.778;10335.945;2933.819;231.280;11.213;14.720;7.038;8.217;7.251;6.577;6.252;6.291;8.689;6.123;6.098;5.410;6.674;5.048;6.678;5.434;4.585;5.657;5.433;5.391;5.695;5.584;5.112;5.210;5.229;5.618;4.501;4.391;5.436;5.125;4.453;4.191;5.090;4.073;4.750;3.917;3.980;3.312;2.587;5.013;4.518;3.230;3.144;4.123;3.885;3.888;2.317;3.820;4.249;4.211;3.979;3.295;2.999;3.644;3.704;3.553;3.001;2.479;3.430;3.513;4.317;2.538;2.561;2.078;3.917;2.261;2.307;2.400;1.946;4.092;2.232;2.122;3.884;3.788;2.738;2.297;2.328;2.218;2.839;4.315;2.235;2.377;2.403;2.437;3.766;2.532;1.946;1.382;1.326;2.224;2.579;2.910;2.166;1.425;2.676;2.283;1.497;1.365;1.550;1.288;2.768;2.288;1.590;1.413;1.452;1.614;3.110;2.111;2.632;1.339;1.429;2.095;1.395;1.490;1.777;2.226;1.999;1.336;2.596;2.490;1.032;1.478;0.000;2.212;1.710;2.268;2.233
2471.231;2443.314;2482.320;2511.920;2552.610;2577.622;2590.200;2628.235;2644.202;2699.277;2714.217;2751.182;2785.726;2811.713;2866.836;2927.548;2940.998;3022.134;3038.967;3071.685;3070.547;3253.493;3261.186;3364.530;3373.372;3457.990;3559.666;3611.110;3787.812;3915.640;4033.775;4094.841;4363.619;4540.045;4733.105;5119.249;5365.923;6035.015;6713.349;8045.190;10061.739;9240.326;5656.654;1442.242;51.279;0.290;0.496;0.411;0.337;0.403;0.314;0.000;0.000;0.378;0.956;0.000;0.462;0.000;0.299;0.000;0.378;0.000;0.344;0.000;0.401;0.433;0.388;0.533;0.449;0.264;0.419;0.418;0.430;0.422;0.461;0.408;0.371;0.417;0.448;0.359;0.369;0.568;0.000;0.000;0.395;0.515;0.342;0.000;0.000;0.334;0.331;0.149;0.403;0.000;0.366;0.227;0.572;0.000;0.491;0.122;0.530;0.000;0.459;0.000;0.359;0.187;0.000;0.000;0.000;0.000;0.384;0.248;0.367;0.291;0.299;0.122;0.334;0.000;0.281;0.144;0.000;0.136;0.000;0.203;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.281;0.254;0.407;0.279;0.000;0.000;0.000;0.000;0.407;0.000;0.367;0.465;0.378;0.481;0.357;0.000;0.000;0.542;0.404;0.439;0.461;0.000;0.000;0.000;0.359;0.000;0.000;0.422;0.400;0.523;0.000;0.604;0.358;0.000;0.000;0.248;0.000;0.994;0.000;0.443;0.000;0.000
2316.442;2291.120;2321.125;2352.822;2392.044;2415.495;2420.842;2459.183;2475.435;2524.061;2540.210;2576.772;2605.159;2625.020;2681.392;2740.011;2748.981;2829.866;2846.847;2874.359;2872.671;3044.310;3048.353;3166.544;3156.083;3232.856;3324.272;3374.411;3535.409;3663.084;3765.993;3828.713;4081.108;4240.575;4420.454;4775.284;5011.866;5627.557;6258.922;7509.808;9381.412;8620.821;5275.387;1352.014;65.792;7.250;6.442;6.011;5.006;5.443;5.269;5.144;5.279;5.303;5.544;4.509;4.893;4.532;3.886;4.264;4.320;4.333;3.646;3.631;3.406;3.554;3.184;2.991;2.443;3.145;2.514;3.427;3.406;2.531;2.510;2.289;2.307;2.342;2.516;2.016;2.380;3.002;3.221;2.819;2.293;1.659;2.207;2.591;3.009;2.157;2.318;2.587;1.556;2.408;2.276;1.199;1.756;2.035;1.623;1.585;1.627;2.217;1.709;2.084;1.337;2.062;2.557;1.812;1.483;2.058;1.431;1.308;1.416;1.633;1.418;0.935;1.206;2.680;1.271;0.865;1.357;1.041;0.391;1.217;1.206;2.651;1.457;1.730;1.284;0.179;1.218;1.127;4.315;1.544;1.336;1.358;1.362;1.412;0.281;1.100;1.382;1.326;1.304;1.527;1.706;1.288;1.425;1.591;0.367;0.465;0.378;0.481;0.357;1.638;1.328;0.542;1.413;0.439;0.461;0.536;0.340;1.520;1.339;1.429;1.203;0.422;0.400;0.523;1.272;0.604;0.358;0.355;0.356;0.248;1.478;0.994;0.302;0.443;0.310;1.233
