4855.487;4764.444;4819.864;4845.792;4910.876;4919.166;4912.398;4952.227;4958.632;5010.739;5014.223;5035.828;5067.377;5048.172;5115.524;5164.572;5145.486;5223.262;5204.185;5180.947;5123.866;5342.343;5279.507;5376.126;5296.178;5315.170;5363.092;5313.926;5443.344;5487.911;5476.831;5383.834;5549.754;5505.335;5477.146;5558.817;5453.162;5572.087;5523.350;5595.142;5724.661;5599.200;5538.893;5759.328;5529.899;5710.925;5768.720;5782.076;5736.500;5763.618;5825.989;5844.277;5768.634;5862.115;5935.721;5842.956;6020.397;5902.680;5930.721;5915.153;5996.694;6057.137;5958.238;6101.815;6083.175;6090.505;6083.622;6117.027;6177.309;6125.946;6197.557;6268.874;6248.657;6320.205;6276.373;6386.923;6375.276;6369.983;6411.487;6402.893;6565.614;6624.066;6563.251;6594.979;6701.411;6615.336;6753.418;6764.346;6785.099;6837.620;6869.966;6916.676;7035.562;7077.731;7138.182;7243.197;7279.031;7319.138;7265.053;7554.721;7564.737;7610.114;7614.820;7890.919;7890.870;8022.197;8221.414;8312.982;8330.233;8526.144;8572.262;8866.490;9171.767;9084.196;9470.933;9683.001;10064.535;10318.954;10824.050;11161.825;11780.922;12398.596;13352.653;14436.446;15800.627;17405.269;18534.335;19002.802;16566.914;12460.756;8093.098;3913.988;1453.395;424.455;98.048;27.325;15.269;15.456;13.731;12.793;12.914;12.687;11.242;10.809;11.117;9.894;10.379;10.088;9.787;8.569;8.110;7.767;8.581;8.209;7.887;7.654;8.293;7.362;6.035;6.800;6.423;6.951;7.104;6.210;6.419;6.114;5.740;6.626;4.993;5.996;5.149;4.762;5.603;4.901;5.785;1.265;5.013;4.138;3.165;5.217
4839.712;4749.896;4801.854;4834.151;4897.052;4911.285;4899.433;4938.055;4947.951;5000.783;5001.515;5029.975;5056.150;5040.764;5108.020;5160.186;5139.999;5218.711;5197.069;5177.987;5123.866;5345.183;5289.024;5385.554;5301.117;5323.612;5370.397;5328.110;5457.877;5501.871;5498.993;5407.829;5572.026;5533.759;5506.493;5591.502;5487.038;5614.978;5566.708;5638.277;5774.154;5648.948;5589.859;5821.198;5580.694;5774.436;5837.704;5857.121;5809.644;5850.301;5911.211;5938.290;5861.051;5963.572;6038.956;5955.900;6140.046;6024.126;6063.447;6051.678;6134.680;6202.365;6115.094;6268.723;6255.485;6271.496;6275.592;6314.895;6386.701;6343.439;6425.923;6508.586;6496.689;6583.844;6544.837;6676.715;6677.238;6685.634;6740.323;6754.132;6936.670;7014.700;6972.607;7030.435;7159.732;7090.047;7262.637;7297.697;7347.636;7441.055;7505.871;7593.631;7767.323;7846.675;7962.155;8124.152;8220.084;8325.478;8339.758;8746.757;8838.081;8988.314;9108.200;9571.397;9732.633;10074.589;10537.519;10922.974;11267.284;11926.213;12505.285;13627.487;15042.495;16045.233;17931.659;18735.170;18198.638;15162.951;10763.659;5967.808;2558.220;783.721;175.449;36.621;15.772;14.877;14.201;12.732;11.333;10.832;11.175;10.401;15.197;9.066;9.576;9.561;8.818;8.395;8.103;8.561;8.035;8.499;7.561;6.597;7.505;6.381;7.326;5.749;6.913;6.504;6.136;6.698;5.788;5.950;5.007;5.557;5.265;5.336;4.882;4.226;4.651;3.614;4.165;4.239;3.744;4.168;3.560;4.118;4.039;3.207;4.172;3.642;4.536;3.332;3.595;9.401;4.058;4.138;4.144;4.217
4811.121;4714.085;4777.540;4806.018;4867.278;4876.383;4879.985;4913.760;4914.839;4980.872;4977.075;5000.712;5037.438;5033.355;5083.366;5142.638;5133.729;5202.783;5178.095;5173.054;5118.818;5343.290;5287.293;5349.728;5302.104;5330.179;5387.443;5339.635;5485.411;5509.486;5520.231;5426.370;5586.093;5567.259;5530.195;5638.972;5519.821;5673.779;5620.071;5677.606;5837.909;5714.653;5655.527;5897.677;5644.793;5866.657;5917.393;5946.726;5922.473;5953.111;6021.207;6060.793;5988.754;6094.581;6094.014;6108.460;6294.039;6192.700;6236.529;6245.862;6332.788;6388.257;6336.343;6508.808;6498.923;6523.219;6545.842;6586.502;6688.824;6679.040;6759.044;6870.662;6875.682;6990.903;6970.076;7140.569;7162.120;7200.491;7285.282;7342.292;7568.169;7677.926;7683.745;7799.225;7990.974;7947.958;8214.858;8311.496;8458.192;8645.189;8819.414;9036.933;9362.215;9611.344;9943.317;10356.683;10739.027;11201.133;11615.965;12719.479;13542.107;14723.538;16162.357;18304.386;19034.411;18109.845;14800.938;9704.978;4786.730;1732.603;408.752;55.251;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4819.994;4731.990;4788.346;4818.629;4883.228;4897.774;4891.330;4935.018;4941.542;5004.765;5002.492;5033.487;5066.441;5055.581;5119.812;5179.926;5163.512;5247.153;5224.346;5216.466;5163.239;5387.777;5334.878;5434.579;5357.414;5390.214;5444.262;5404.350;5549.659;5594.517;5597.795;5509.263;5683.389;5654.562;5628.393;5734.691;5630.190;5776.854;5731.802;5809.548;5967.934;5849.818;5797.645;6049.776;5808.062;6026.740;6098.179;6132.658;6105.333;6155.708;6233.271;6281.109;6218.116;6339.852;6403.718;6375.649;6585.406;6488.158;6547.718;6568.618;6682.680;6780.374;6717.750;6922.379;6934.707;6990.259;7031.358;7117.427;7244.211;7254.459;7389.670;7545.667;7595.968;7766.003;7793.912;8040.993;8125.109;8235.979;8415.528;8561.688;8934.741;9194.219;9321.170;9625.202;10052.946;10243.730;10862.611;11355.052;12004.895;12875.613;13993.102;15534.231;17662.802;19143.508;18922.039;15881.613;10492.815;5178.815;1719.395;394.455;59.573;14.270;10.339;9.536;9.069;8.497;8.975;9.236;7.555;7.588;7.594;6.453;6.553;6.800;5.804;6.544;5.449;5.051;5.132;5.829;4.418;5.475;3.948;4.159;4.779;2.548;3.710;4.669;3.226;3.312;3.169;3.553;0.000;3.536;2.290;2.247;2.366;1.334;2.476;2.637;2.179;1.169;2.040;2.386;1.485;1.990;2.239;1.410;1.165;1.342;1.201;1.354;2.064;0.301;1.168;0.315;1.228;1.283;0.269;0.000;1.107;0.000;1.225;0.296;0.178;0.276;0.291;0.000;1.177;0.000;0.261;0.280;0.267;0.980;0.310;0.000;0.239;0.000;0.228;0.217
4816.050;4730.871;4785.644;4818.629;4883.228;4896.648;4893.761;4939.068;4949.019;5011.734;5015.201;5045.192;5084.217;5073.361;5141.250;5204.054;5194.078;5276.733;5261.109;5251.984;5202.613;5437.943;5385.058;5491.146;5414.699;5450.250;5510.822;5475.271;5625.380;5679.548;5684.594;5604.153;5783.030;5763.184;5745.778;5860.760;5755.859;5921.436;5879.386;5966.864;6137.387;6023.467;5978.967;6249.136;6006.404;6245.983;6332.487;6380.193;6366.005;6431.884;6530.556;6597.337;6547.456;6696.431;6775.362;6773.484;7019.688;6938.595;7034.680;7091.523;7242.508;7374.358;7360.034;7624.545;7689.064;7796.398;7908.271;8069.897;8285.187;8382.252;8639.398;8943.821;9138.728;9510.240;9730.542;10276.528;10683.078;11206.751;11935.528;12787.326;14266.284;16027.273;17985.244;19572.082;18730.691;14012.820;8182.216;3107.544;716.962;99.570;16.096;9.793;10.660;8.509;8.864;7.892;8.661;7.446;8.248;6.622;6.928;7.160;6.587;7.641;7.111;6.623;6.799;5.453;5.485;5.703;6.546;5.393;5.505;5.458;4.684;4.918;4.577;5.051;4.142;3.666;3.374;3.665;3.948;4.159;3.863;3.781;4.876;3.662;3.226;4.387;4.170;2.697;0.000;2.845;3.331;3.292;3.441;3.687;2.476;2.637;3.155;2.216;2.040;2.386;2.689;2.869;2.239;3.580;3.081;3.407;2.188;2.423;2.064;2.561;2.128;1.363;2.237;2.296;1.422;2.939;1.993;1.390;2.205;2.267;1.961;2.222;2.470;1.609;1.177;1.813;1.238;2.521;1.334;1.764;1.405;0.000;1.194;1.605;1.207;0.217
4809.149;4728.633;4778.440;4815.719;4882.165;4903.404;4897.002;4946.154;4958.632;5025.672;5027.909;5066.262;5101.058;5102.254;5171.264;5239.148;5226.211;5321.102;5302.617;5307.235;5256.120;5504.200;5447.350;5562.798;5492.726;5533.737;5603.356;5578.107;5735.519;5793.769;5811.098;5736.126;5928.388;5919.517;5903.796;6039.746;5936.165;6124.127;6084.503;6190.151;6378.144;6277.840;6244.580;6552.473;6308.755;6588.768;6692.870;6772.217;6776.857;6879.410;7012.159;7120.586;7095.236;7300.252;7429.181;7477.280;7796.299;7784.185;7945.827;8089.615;8346.394;8613.156;8707.343;9165.364;9419.176;9765.456;10155.999;10686.423;11373.219;12045.058;13177.390;14792.196;16881.299;19373.510;19204.660;15550.169;8837.430;3060.464;567.915;53.252;11.296;10.060;8.790;7.571;8.777;9.418;7.663;7.846;7.440;7.505;7.154;6.542;6.050;6.399;5.999;5.948;6.293;5.596;5.983;5.159;5.831;5.129;5.336;4.800;4.175;4.748;4.624;3.562;4.450;3.818;4.451;3.271;4.456;4.116;4.684;3.292;3.705;3.814;3.152;2.944;3.374;2.760;2.714;4.159;2.947;3.781;2.545;1.646;3.226;3.312;2.168;2.697;6.568;2.154;2.290;2.247;2.366;2.511;3.601;2.637;2.179;3.263;2.040;2.386;2.689;2.869;2.239;2.495;2.123;2.375;1.201;2.423;2.064;2.561;2.128;2.412;1.228;1.283;1.422;1.652;1.107;1.390;1.225;2.267;1.961;2.222;1.381;1.609;1.177;1.813;1.238;1.401;2.401;0.980;1.405;0.000;2.148;2.872;2.186;2.217
4808.163;4736.467;4788.346;4828.330;4893.862;4921.418;4918.071;4974.498;4985.336;5059.521;5065.057;5110.742;5144.094;5152.631;5225.933;5304.951;5292.829;5396.189;5385.631;5394.059;5347.991;5606.425;5560.688;5689.132;5617.173;5676.322;5752.709;5737.679;5911.437;5984.137;6011.473;5946.628;6154.631;6164.168;6161.141;6322.234;6229.027;6449.264;6430.534;6570.755;6788.353;6716.187;6710.137;7074.935;6846.940;7193.427;7352.977;7493.542;7553.428;7737.170;7957.527;8168.984;8237.005;8591.620;8874.466;9102.333;9688.527;9927.615;10429.958;11024.244;11917.267;13089.094;14406.989;17025.677;19391.112;19003.281;14313.179;7187.480;2019.385;242.843;19.100;9.278;10.153;9.737;9.478;8.687;8.904;8.854;9.514;6.862;8.279;8.843;7.838;6.754;6.880;8.274;6.731;6.766;6.533;6.593;7.154;4.917;7.202;6.399;5.044;4.975;7.477;4.671;5.983;4.427;5.831;5.129;5.336;4.800;5.154;4.748;4.624;3.562;4.450;4.760;5.499;5.393;5.505;5.458;4.684;4.105;3.705;6.288;4.142;2.944;4.418;3.665;5.182;4.159;3.863;5.014;4.876;2.654;4.239;4.387;3.169;2.697;9.444;2.154;3.331;3.292;4.516;3.687;3.601;2.637;3.155;3.263;2.960;3.439;3.893;2.869;3.256;3.580;2.123;2.375;2.188;3.492;2.995;3.691;3.088;3.460;3.247;3.310;2.575;4.226;1.993;3.614;3.185;3.253;2.853;2.222;2.470;4.118;2.131;3.207;3.194;3.642;2.401;1.764;2.500;3.977;2.148;2.872;2.186;2.217
4813.093;4742.062;4796.451;4841.912;4910.876;4942.809;4943.191;5005.879;5017.380;5101.334;5112.957;5165.757;5203.972;5222.271;5302.040;5390.494;5380.609;5500.856;5497.108;5518.374;5473.178;5755.977;5721.611;5858.834;5801.868;5880.818;5972.680;5974.379;6167.663;6265.882;6317.115;6272.744;6508.649;6556.017;6583.276;6793.824;6721.865;7011.681;7035.880;7236.810;7535.790;7524.359;7590.286;8097.517;7925.729;8461.036;8793.318;9145.643;9425.604;9945.572;10578.596;11349.312;12075.666;13600.473;15655.831;18364.629;19721.321;15811.398;8814.824;2541.125;245.647;12.732;6.797;7.605;7.246;6.501;6.741;6.473;5.235;5.185;5.482;6.269;4.200;4.464;5.380;4.924;5.033;4.042;3.309;4.377;4.257;3.975;3.078;3.486;4.033;2.555;3.933;3.527;3.811;3.859;2.186;2.479;2.593;3.235;3.135;3.031;1.559;2.821;2.586;2.232;2.541;2.082;1.584;1.958;1.240;1.937;2.448;1.671;1.345;0.990;1.309;1.149;0.262;1.431;1.325;1.666;1.090;0.103;0.182;1.502;0.244;0.950;0.247;0.101;0.198;0.082;0.214;1.646;0.186;0.090;1.168;0.984;0.000;0.772;0.208;0.157;0.000;0.157;0.225;0.945;0.228;0.122;0.199;0.281;0.000;0.234;0.204;0.000;0.208;0.310;0.214;0.000;0.202;0.000;0.208;0.000;0.000;0.000;0.269;0.000;0.221;0.000;0.245;0.000;0.178;0.276;0.000;0.000;0.223;0.000;0.000;0.000;0.267;0.196;0.310;0.000;0.000;0.000;0.000;0.217
4817.036;4751.015;4812.660;4863.254;4939.586;4975.460;4984.517;5047.382;5071.855;5163.058;5181.387;5241.842;5290.981;5321.544;5414.594;5514.422;5523.250;5653.305;5671.439;5702.873;5677.112;5985.037;5966.455;6130.357;6093.232;6199.757;6325.771;6359.125;6601.337;6749.417;6849.910;6848.627;7162.761;7276.774;7382.398;7699.652;7723.932;8174.562;8347.463;8759.223;9349.437;9603.456;10045.489;11226.275;11665.206;13522.772;15983.131;19087.376;18494.682;13159.901;5297.812;697.254;24.504;7.125;10.056;6.083;6.924;6.208;5.575;5.468;5.158;6.923;5.146;4.317;4.241;4.421;3.945;4.015;4.238;3.745;4.435;3.260;4.200;4.464;3.330;3.042;3.097;3.080;4.343;2.720;3.251;2.758;3.078;1.852;3.084;3.699;3.000;2.447;1.996;2.036;3.180;2.479;2.593;2.180;2.180;3.031;2.742;1.896;2.586;2.232;1.444;2.082;2.835;1.958;2.218;1.937;1.360;1.671;1.345;1.932;1.309;1.149;2.359;1.431;1.325;0.854;1.090;1.340;1.172;0.781;1.287;0.950;1.481;2.130;1.115;1.315;1.379;0.638;1.199;1.164;0.167;0.984;0.000;1.463;0.208;1.202;1.290;1.334;0.225;0.945;1.204;1.169;0.199;0.281;1.485;0.234;0.204;1.410;0.208;1.342;1.201;0.285;0.202;0.301;0.208;0.315;1.228;1.283;0.269;0.365;0.221;1.390;0.245;0.296;0.178;0.276;1.381;0.355;0.223;0.418;1.238;0.280;0.267;0.196;0.310;0.000;1.194;0.338;0.228;0.217
4831.825;4772.277;4841.477;4897.208;4982.120;5029.502;5044.481;5124.316;5158.375;5260.621;5293.807;5368.259;5434.125;5480.825;5593.607;5719.506;5742.698;5904.732;5941.829;6006.755;6008.251;6368.382;6383.468;6609.294;6616.700;6788.857;6990.555;7100.251;7458.741;7731.717;7971.826;8122.550;8680.817;9067.501;9503.232;10344.762;10962.893;12520.320;14340.886;17905.117;19479.684;14080.789;5356.590;487.445;8.970;4.510;3.786;3.640;4.033;2.217;3.155;3.070;3.501;2.200;0.879;2.711;1.385;2.583;2.885;2.817;1.216;1.113;1.844;1.028;1.236;1.300;1.149;0.328;1.246;1.584;1.292;1.254;1.224;1.301;1.281;1.160;1.161;0.192;1.241;1.063;1.240;0.000;0.222;0.218;1.186;0.267;0.202;0.288;0.181;0.213;0.199;0.041;0.288;0.070;0.271;0.113;0.375;0.971;0.000;0.768;0.000;0.000;0.000;0.063;0.261;0.062;0.272;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.218;0.000;0.182;0.000;0.244;0.000;0.000;0.000;0.198;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4858.445;4802.492;4879.299;4950.564;5049.111;5106.062;5136.048;5229.594;5288.688;5407.962;5461.949;5562.568;5657.729;5729.008;5878.741;6045.228;6107.139;6324.536;6422.128;6548.413;6620.052;7093.424;7208.844;7586.023;7738.699;8108.703;8584.738;9022.213;9910.872;10871.521;12147.388;14003.537;18372.928;18843.409;10962.645;1682.590;22.110;5.338;5.197;5.350;5.215;4.881;5.129;4.511;5.342;4.510;4.976;4.760;4.033;3.225;3.155;4.020;3.501;3.185;5.468;3.554;3.601;3.489;2.885;2.817;3.187;5.470;2.669;2.672;3.239;3.381;3.013;4.015;3.241;2.305;3.387;2.257;2.216;3.410;3.330;2.101;2.129;2.117;2.275;1.891;2.246;2.758;2.126;1.852;3.084;2.555;2.067;2.447;1.996;2.947;2.186;1.666;2.593;2.180;2.180;2.058;2.742;1.896;2.586;1.500;2.541;2.082;2.835;1.958;1.240;1.937;1.360;1.671;1.345;0.990;2.357;2.210;2.359;2.773;2.445;0.854;1.090;2.577;1.172;0.781;1.287;1.855;1.481;2.130;1.115;2.548;2.545;0.638;1.199;2.238;1.168;1.841;6.568;1.463;1.249;2.247;1.290;1.334;1.351;0.945;1.204;1.169;1.120;1.334;1.485;1.112;1.221;2.495;2.123;1.342;1.201;1.354;1.133;1.431;1.168;1.363;1.228;1.283;1.422;1.652;1.107;1.390;1.225;1.282;1.070;1.249;1.381;1.609;1.177;1.813;1.238;1.401;1.334;0.980;0.310;3.977;1.194;1.605;1.207;1.217
4886.050;4841.660;4935.132;5023.322;5145.876;5217.524;5274.613;5397.634;5486.294;5640.920;5734.691;5883.294;6031.026;6157.216;6392.198;6640.739;6807.806;7170.970;7428.976;7754.072;8079.894;8985.538;9594.128;10783.961;12137.805;14987.472;19859.281;13977.824;2123.867;12.924;4.832;4.563;6.213;4.230;6.321;4.008;3.533;2.571;3.530;4.081;3.537;3.004;4.149;3.652;4.132;2.770;4.976;3.640;3.255;3.225;3.155;3.070;1.820;3.185;7.762;2.711;3.601;2.583;1.988;2.154;2.201;4.018;2.669;2.672;3.239;3.381;2.081;4.015;2.243;1.584;3.387;2.257;2.216;3.410;3.330;2.101;3.097;2.117;2.275;1.891;2.246;3.975;2.126;1.852;2.135;2.555;2.067;2.447;1.996;2.036;2.186;1.666;2.593;2.180;2.180;2.058;2.742;1.896;2.586;1.500;2.541;2.082;2.835;1.958;2.218;1.937;2.448;1.671;1.345;1.932;2.357;2.210;1.311;4.116;2.445;1.666;1.962;2.577;2.162;1.502;2.331;1.855;2.714;1.116;2.031;2.548;1.379;1.646;2.213;2.238;1.168;0.984;9.444;0.772;1.249;1.202;2.366;2.511;1.351;0.945;1.204;2.216;1.120;2.386;1.485;1.990;2.239;1.410;1.165;1.342;1.201;2.423;2.064;1.431;2.128;1.363;1.228;1.283;1.422;1.652;1.107;2.502;1.225;1.282;1.070;2.222;2.470;2.864;1.177;1.813;1.238;1.401;1.334;0.980;2.500;9.401;2.148;2.872;1.207;1.217
