4137.740;4096.356;4179.589;4252.085;4354.743;4419.276;4466.720;4569.583;4643.531;4777.781;4855.857;4978.472;5105.736;5216.344;5411.378;5620.802;5769.345;6074.247;6288.118;6566.173;6845.187;7615.909;8127.659;9122.768;10285.914;12707.056;16825.138;11825.369;1790.389;6.578;1.139;0.200;0.352;0.169;1.806;0.895;0.255;1.188;0.195;0.275;1.021;1.126;0.229;0.215;0.504;0.160;0.218;0.000;0.143;1.210;0.182;0.222;0.140;0.230;3.174;0.183;0.277;0.000;0.194;0.166;0.230;0.000;0.193;0.206;0.234;0.260;0.217;0.328;0.249;0.144;0.244;0.251;0.000;0.246;0.256;0.220;0.194;0.192;1.241;0.235;0.235;0.325;0.222;0.218;0.237;0.267;0.202;0.288;0.000;1.124;0.199;0.041;0.000;0.070;0.271;0.000;0.375;0.046;0.321;0.037;0.347;0.051;0.334;0.000;0.261;0.062;0.272;0.000;0.310;0.990;0.262;0.088;0.262;0.089;0.205;0.041;0.000;0.103;0.000;0.060;0.244;0.045;0.000;0.101;0.198;1.315;0.214;0.638;0.186;1.164;0.167;0.128;3.691;0.081;0.208;0.157;0.215;0.157;0.225;0.099;0.228;0.122;0.199;0.281;0.281;0.234;0.204;0.325;0.000;0.310;0.214;0.000;0.000;0.301;0.208;1.363;0.000;0.270;0.269;0.365;0.000;0.278;0.000;0.296;0.178;0.276;0.291;0.355;0.223;0.418;0.261;0.000;0.267;0.196;0.310;3.977;0.239;0.338;0.228;0.217
750.134;744.726;755.783;769.394;790.389;802.957;807.298;826.144;842.016;864.284;879.111;901.505;923.684;941.674;977.855;1015.733;1041.804;1099.170;1137.656;1185.104;1236.003;1375.435;1466.686;1653.997;1855.118;2289.937;3030.260;2130.455;324.159;6.578;3.909;4.563;5.041;4.230;4.063;2.451;4.626;2.571;3.530;4.081;2.698;3.004;3.169;3.652;2.923;2.770;3.786;3.640;3.255;2.217;2.164;2.121;2.660;2.200;3.174;2.711;2.493;2.583;1.988;2.154;2.201;5.470;1.844;1.850;2.237;2.340;2.081;2.786;2.243;1.584;2.340;2.257;3.208;2.355;2.306;2.101;2.129;2.117;1.241;1.891;2.246;2.758;2.126;1.852;2.135;2.555;2.067;1.368;1.996;1.124;1.192;1.666;1.440;2.180;1.225;2.058;1.559;0.971;1.453;1.500;1.444;2.082;1.584;1.958;1.240;1.000;1.360;1.671;1.345;0.990;1.309;1.149;1.311;1.431;1.325;1.666;1.090;1.340;1.172;0.781;1.287;1.855;1.481;1.116;1.115;1.315;0.214;0.638;1.199;1.164;1.168;0.984;0.815;0.772;1.249;0.157;1.290;1.334;1.351;0.945;0.228;1.169;1.120;1.334;1.485;1.112;1.221;1.410;1.165;0.310;0.214;1.354;1.133;1.431;1.168;0.315;1.228;1.283;0.269;1.652;1.107;1.390;1.225;0.296;1.070;0.276;1.381;1.609;1.177;0.418;1.238;1.401;1.334;0.196;1.405;6.689;1.194;1.605;1.207;1.217
4925.487;4902.090;5017.080;5136.825;5292.619;5406.671;5503.935;5680.062;5825.963;6057.059;6231.295;6487.289;6772.943;7074.380;7550.960;8135.550;8735.815;9819.491;11181.236;13717.251;19272.013;13402.995;626.602;0.346;2.239;2.017;1.799;1.936;1.389;1.502;1.139;0.200;0.352;1.184;0.677;0.895;0.255;0.496;0.195;0.000;1.021;0.188;0.229;0.215;0.504;0.160;0.000;0.280;0.143;0.202;0.182;0.222;0.140;0.230;0.000;0.000;0.000;0.000;0.194;0.166;0.000;0.000;0.193;0.206;0.000;0.000;0.217;0.000;0.000;0.144;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.202;0.000;0.181;0.213;0.000;0.041;0.288;0.000;0.000;0.000;0.000;0.046;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.060;0.000;0.000;0.000;0.000;0.000;0.000;0.214;0.000;0.000;0.000;0.000;0.000;0.000;0.081;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000

Samples: 38
0.850;0.483;0.267;0.000;0.000;0.183;0.000;0.117;0.300;0.150;0.283;0.000;0.283;0.083;0.000;0.000;0.000;0.150;0.000;0.167;0.283;0.133;0.000;0.183;0.267;0.000;0.217;0.000;0.000;0.000;0.233;0.183;0.000;0.000;0.000;0.150;0.000;0.000;0.000;0.000;0.217;0.000;0.233;0.250;0.417;0.000;0.183;0.250;0.000;0.000;0.183;0.000;0.167;0.233;0.000;0.217;0.000;0.000;0.217;0.250;0.000;0.000;0.000;0.250;0.233;0.250;0.233;0.267;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.000;0.200;0.000;0.200;0.000;0.233;0.267;0.233;0.000;0.000;0.233;0.000;0.267;0.200;0.000;0.000;0.050;0.250;0.000;0.283;0.000;0.000;0.000;0.000;0.000;0.317;0.050;0.000;0.067;0.000;0.067;0.000;0.000;0.300;0.000;0.000;0.083;0.250;0.067;0.000;0.050;0.000;0.083;0.000;0.083;0.000;0.050;0.200;0.000;0.217;0.067;0.183;0.000;0.000;0.083;0.167;0.150;0.000;0.117;0.200;0.000;0.000;0.133;0.200;0.117;0.233;0.117;0.217;0.267;0.233;0.267;0.200;0.300;0.217;0.300;0.000;0.267;0.217;0.000;0.217;0.000;0.217;0.267;0.233;0.283;0.250;0.250;0.250;0.300;0.000;0.000;0.267;0.283;0.000;0.000;0.000;0.250;0.000;0.250;0.000;0.467;0.250;0.267;0.233;0.217
0.850;0.483;0.267;0.100;0.300;0.183;0.267;0.117;0.300;0.150;0.283;1.167;0.283;0.083;1.233;1.167;0.267;0.150;1.300;0.167;0.283;0.133;0.250;0.183;0.267;1.150;0.217;1.183;0.817;0.183;0.233;0.183;0.300;0.167;1.600;0.150;0.233;0.717;0.233;1.217;0.217;0.200;0.233;0.250;0.417;0.183;0.183;0.250;0.183;1.200;0.183;1.233;0.167;0.233;0.383;0.217;0.250;0.850;0.217;0.250;1.233;1.767;1.233;0.250;0.233;0.250;0.233;0.267;0.250;1.200;1.233;1.250;0.233;1.233;0.250;0.233;0.200;1.200;0.200;0.283;0.233;0.267;0.233;0.267;1.250;0.233;0.217;0.267;0.200;0.233;1.200;0.050;0.250;1.067;0.283;1.117;0.317;1.050;0.283;1.050;0.000;0.050;0.267;1.067;1.267;0.067;0.250;0.767;0.300;1.050;1.250;0.083;0.250;0.067;1.183;0.050;0.250;0.083;0.183;0.083;0.233;0.050;0.200;1.100;0.217;0.067;0.183;0.633;0.183;0.083;0.167;0.150;0.283;0.117;0.200;1.150;0.200;0.133;0.200;0.117;0.233;0.117;0.217;0.267;0.233;0.267;0.200;0.300;0.217;0.300;0.217;0.267;0.217;1.267;0.217;1.300;0.217;0.267;0.233;0.283;0.250;0.250;0.250;0.300;0.200;0.283;0.267;0.283;1.233;0.300;0.267;0.250;0.250;0.250;0.283;1.467;0.250;0.267;0.233;0.217
1.850;1.483;1.267;2.100;2.300;1.183;1.267;1.117;1.300;1.150;1.283;1.167;1.283;1.083;1.233;1.167;1.267;1.150;1.300;1.167;1.283;1.133;1.250;2.183;1.267;1.150;1.217;1.183;0.000;2.183;1.233;1.183;2.300;1.167;1.600;1.150;2.233;0.717;1.233;1.217;1.217;1.200;1.233;1.250;1.417;1.183;1.183;1.250;1.183;1.200;1.183;1.233;1.167;1.233;2.383;1.217;2.250;0.850;0.217;0.250;1.233;1.767;0.233;1.250;1.233;1.250;1.233;1.267;1.250;0.200;1.233;0.250;1.233;1.233;1.250;1.233;1.200;1.200;1.200;1.283;1.233;1.267;1.233;1.267;0.250;1.233;2.217;1.267;1.200;1.233;0.200;1.050;2.250;1.067;1.283;1.117;2.317;1.050;1.283;1.050;2.317;1.050;1.267;1.067;0.267;1.067;1.250;0.767;1.300;1.050;0.250;1.083;1.250;2.067;1.183;1.050;1.250;2.083;1.183;1.083;1.233;1.050;1.200;1.100;1.217;1.067;1.183;0.633;1.183;1.083;1.167;1.150;2.283;1.117;1.200;1.150;2.200;1.133;1.200;1.117;1.233;1.117;0.217;1.267;1.233;1.267;1.200;1.300;1.217;0.300;1.217;1.267;1.217;0.267;0.217;0.300;1.217;1.267;1.233;1.283;1.250;1.250;1.250;1.300;1.200;1.283;1.267;1.283;1.233;2.300;1.267;1.250;1.250;1.250;1.283;1.467;1.250;1.267;1.233;1.217
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.117;0.000;0.000;0.000;0.000;0.000;0.083;0.000;0.000;0.000;0.150;0.000;0.167;0.000;0.133;0.250;0.000;0.000;0.000;0.217;0.000;0.817;0.000;0.000;0.183;0.000;0.167;0.000;0.150;0.000;0.717;0.233;0.000;0.217;0.200;0.000;0.000;0.000;0.183;0.000;0.000;0.183;0.000;0.000;0.000;0.167;0.000;0.000;0.000;0.000;0.000;0.217;0.250;0.000;0.000;0.233;0.000;0.000;0.000;0.000;0.000;0.250;0.200;0.000;0.250;0.000;0.000;0.250;0.233;0.000;0.000;0.000;0.283;0.000;0.000;0.000;0.267;0.250;0.000;0.000;0.000;0.000;0.233;0.200;0.050;0.000;0.000;0.000;0.117;0.000;0.000;0.000;0.050;0.000;0.050;0.000;0.067;0.267;0.067;0.250;0.000;0.000;0.000;0.250;0.083;0.000;0.000;0.000;0.050;0.250;0.000;0.183;0.083;0.233;0.050;0.200;0.100;0.000;0.067;0.183;0.633;0.183;0.083;0.167;0.150;0.000;0.117;0.000;0.000;0.000;0.133;0.200;0.117;0.233;0.117;0.217;0.000;0.000;0.267;0.200;0.000;0.217;0.300;0.217;0.267;0.217;0.267;1.217;0.300;0.217;0.267;0.233;0.283;1.250;0.250;1.250;0.300;1.200;1.283;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.850;2.483;1.267;1.100;1.300;2.183;2.267;1.117;1.300;2.150;1.283;1.167;1.283;2.083;1.233;2.167;2.267;1.150;1.300;1.167;1.283;1.133;1.250;1.183;1.267;1.150;1.217;2.183;1.817;1.183;1.233;1.183;1.300;1.167;1.600;1.150;1.233;1.717;1.233;1.217;1.217;1.200;1.233;2.250;1.417;1.183;2.183;2.250;2.183;1.200;2.183;1.233;1.167;2.233;1.383;2.217;1.250;1.850;1.217;2.250;1.233;1.767;2.233;2.250;2.233;2.250;2.233;2.267;1.250;2.200;1.233;1.250;2.233;2.233;1.250;1.233;2.200;1.200;2.200;1.283;2.233;2.267;2.233;1.267;1.250;1.233;1.217;2.267;2.200;1.233;1.200;2.050;1.250;2.067;2.283;1.117;1.317;2.050;2.283;2.050;1.317;1.050;2.267;1.067;1.267;2.067;1.250;1.767;2.300;2.050;1.250;1.083;2.250;1.067;2.183;2.050;1.250;1.083;2.183;2.083;1.233;2.050;1.200;1.100;2.217;2.067;1.183;1.633;2.183;1.083;1.167;2.150;1.283;2.117;2.200;2.150;2.200;1.133;1.200;2.117;1.233;2.117;2.217;2.267;2.233;1.267;2.200;2.300;2.217;2.300;2.217;1.267;2.217;2.267;2.217;2.300;2.217;2.267;2.233;2.283;3.250;3.250;3.250;4.300;4.200;3.283;2.267;1.283;1.233;0.300;0.267;0.250;1.250;0.250;0.283;0.467;0.250;0.267;0.233;0.217
4959.850;4291.483;5393.267;5034.100;4657.300;4406.183;6103.267;4927.117;4676.300;5071.150;5161.283;4330.167;5447.283;6848.083;4795.233;4733.167;6586.267;4608.150;4402.300;5265.167;5089.283;5653.133;6107.250;2865.183;5359.267;5659.150;6590.217;5974.183;7086.817;4314.183;5903.233;4915.183;4708.300;5389.167;4817.600;7074.150;4947.233;7961.717;6546.233;4360.217;6726.217;5874.200;5563.233;6587.250;4494.417;6434.183;4758.183;5059.250;7195.183;5585.200;5729.183;5989.233;6673.167;5778.233;2530.383;6711.217;5256.250;6282.850;6370.217;8570.250;5840.233;4003.767;6900.233;7076.250;5789.233;5571.250;6196.233;4724.267;5857.250;8015.200;5568.233;5872.250;5896.233;5606.233;5707.250;6310.233;6101.200;6115.200;5712.200;7095.283;5984.233;4978.267;6273.233;7322.267;6384.250;5211.233;6498.217;5602.267;6652.200;6648.233;6107.200;7467.050;5343.250;5832.067;6468.283;6395.117;5263.317;6713.050;5418.283;8638.050;5742.317;6181.050;4991.267;6751.067;6489.267;6808.067;5960.250;6843.767;6207.300;6869.050;6130.250;6164.083;6354.250;4822.067;5906.183;8127.050;7685.250;5395.083;6854.183;9338.083;6541.233;7536.050;5608.200;6835.100;7624.217;5720.067;6077.183;7245.633;7080.183;6599.083;7386.167;8487.150;2541.283;10748.117;7248.200;7278.150;7130.200;6622.133;6973.200;9481.117;8281.233;7651.117;9022.217;7862.267;7146.233;9861.267;8631.200;8142.300;9546.217;8923.300;9732.217;9254.267;10966.217;9201.267;11239.217;10701.300;11581.217;12340.267;11227.233;10907.283;17197.250;14872.250;18114.250;19042.300;19581.200;15771.283;9973.267;5343.283;3420.233;937.300;423.267;102.250;34.250;23.250;18.283;20.467;19.250;17.267;17.233;17.217
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.200;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.283;0.000;0.000;0.000;0.267;1.250;0.000;1.217;0.000;1.200;0.233;1.200;1.050;1.250;0.000;0.283;0.000;0.000;0.000;0.000;1.050;0.000;0.050;0.000;0.067;0.267;0.067;0.000;0.767;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;1.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.117;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4944.850;4276.483;5376.267;5016.100;4644.300;4391.183;6086.267;4912.117;4662.300;5053.150;5145.283;4320.167;5433.283;6831.083;4783.233;4720.167;6578.267;4597.150;4393.300;5255.167;5081.283;5644.133;6102.250;2855.183;5356.267;5655.150;6586.217;5975.183;7089.817;4308.183;5908.233;4914.183;4708.300;5390.167;4823.600;7086.150;4955.233;7976.717;6560.233;4366.217;6746.217;5892.200;5578.233;6614.250;4507.417;6459.183;4776.183;5078.250;7236.183;5613.200;5761.183;6023.233;6714.167;5817.233;2536.383;6760.217;5295.250;6335.850;6426.217;8649.250;5898.233;4045.767;6975.233;7158.250;5856.233;5634.250;6273.233;4778.267;5939.250;8129.200;5648.233;5957.250;5990.233;5692.233;5806.250;6416.233;6219.200;6232.200;5824.200;7239.283;6108.233;5081.267;6415.233;7490.267;6538.250;5341.233;6663.217;5744.267;6842.200;6833.233;6279.200;7689.050;5504.250;6018.067;6679.283;6616.117;5444.317;6963.050;5617.283;8972.050;5967.317;6439.050;5204.267;7059.067;6785.267;7135.067;6249.250;7193.767;6532.300;7242.050;6480.250;6528.083;6738.250;5127.067;6292.183;8685.050;8226.250;5796.083;7379.183;10095.083;7083.233;8196.050;6113.200;7495.100;8381.217;6321.067;6747.183;8088.633;7941.183;7447.083;8383.167;9708.150;2914.283;12490.117;8486.200;8626.150;8528.200;8037.133;8566.200;11855.117;10538.233;9944.117;11995.217;10752.267;10098.233;14488.267;13303.200;13318.300;16672.217;16606.300;18759.217;17356.267;18112.217;11599.267;9162.217;4569.300;2094.217;753.267;186.233;47.283;26.250;15.250;15.250;15.300;17.200;15.283;13.267;12.283;13.233;10.300;12.267;11.250;12.250;13.250;11.283;7.467;11.250;9.267;10.233;11.217
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.817;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.200;0.000;0.200;1.050;0.000;0.000;0.283;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.117;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4929.850;4263.483;5359.267;5005.100;4627.300;4373.183;6072.267;4899.117;4646.300;5038.150;5133.283;4302.167;5419.283;6815.083;4773.233;4707.167;6566.267;4584.150;4387.300;5243.167;5070.283;5635.133;6094.250;2848.183;5350.267;5648.150;6588.217;5975.183;7096.817;4307.183;5911.233;4918.183;4712.300;5395.167;4829.600;7099.150;4962.233;8002.717;6577.233;4382.217;6773.217;5918.200;5603.233;6644.250;4530.417;6497.183;4800.183;5109.250;7284.183;5652.200;5805.183;6071.233;6771.167;5866.233;2552.383;6827.217;5350.250;6401.850;6496.217;8762.250;5968.233;4095.767;7069.233;7267.250;5940.233;5720.250;6378.233;4858.267;6043.250;8283.200;5756.233;6077.250;6115.233;5813.233;5935.250;6561.233;6367.200;6383.200;5975.200;7437.283;6274.233;5224.267;6608.233;7717.267;6747.250;5513.233;6893.217;5948.267;7091.200;7095.233;6525.200;8012.050;5735.250;6288.067;6985.283;6936.117;5708.317;7320.050;5916.283;9480.050;6306.317;6822.050;5524.267;7519.067;7241.267;7640.067;6710.250;7750.767;7050.300;7858.050;7049.250;7133.083;7383.250;5647.067;6956.183;9666.050;9191.250;6516.083;8343.183;11512.083;8125.233;9484.050;7133.200;8839.100;9992.217;7628.067;8258.183;10072.633;10056.183;9639.083;11123.167;13268.150;4130.283;18420.117;13183.200;14276.150;15121.200;15138.133;16458.200;21457.117;15931.233;10799.117;7766.217;3343.267;1178.233;505.267;112.200;28.300;16.217;13.300;13.217;11.267;12.217;10.267;11.217;10.300;10.217;9.267;8.233;7.283;10.250;7.250;8.250;8.300;8.200;8.283;7.267;6.283;7.233;4.300;7.267;5.250;5.250;7.250;5.283;0.467;5.250;4.267;5.233;6.217
1717.850;1481.483;1875.267;1755.100;1605.300;1521.183;2140.267;1715.117;1610.300;1767.150;1792.283;1498.167;1895.283;2421.083;1660.233;1647.167;2319.267;1601.150;1517.300;1844.167;1770.283;1985.133;2148.250;950.183;1872.267;1997.150;2330.217;2116.183;2518.817;1504.183;2086.233;1729.183;1639.300;1906.167;1686.600;2536.150;1738.233;2870.717;2340.233;1531.217;2403.217;2102.200;1979.233;2373.250;1578.417;2325.183;1681.183;1807.250;2605.183;2013.200;2060.183;2173.233;2424.167;2089.233;830.383;2443.217;1895.250;2290.850;2326.217;3175.250;2137.233;1429.767;2555.233;2627.250;2133.233;2051.250;2303.233;1726.267;2176.250;3024.200;2076.233;2197.250;2213.233;2103.233;2151.250;2394.233;2320.200;2333.200;2180.200;2733.283;2294.233;1897.267;2430.233;2859.267;2493.250;2021.233;2559.217;2197.267;2643.200;2655.233;2447.200;3031.050;2148.250;2367.067;2653.283;2637.117;2161.317;2806.050;2262.283;3688.050;2436.317;2651.050;2138.267;2957.067;2863.267;3039.067;2675.250;3120.767;2852.300;3213.050;2905.250;2963.083;3103.250;2378.067;2996.183;4258.050;4124.250;2949.083;3901.183;5547.083;4027.233;4900.050;3854.200;5088.100;6183.217;5037.067;5690.183;6762.633;5860.183;4136.083;2878.167;1606.150;73.283;181.117;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
3202.850;2771.483;3469.267;3237.100;3009.300;2844.183;3917.267;3171.117;3026.300;3260.150;3333.283;2801.167;3514.283;4386.083;3106.233;3057.167;4243.267;2984.150;2867.300;3399.167;3302.283;3653.133;3953.250;1900.183;3484.267;3660.150;4264.217;3867.183;4591.817;2816.183;3842.233;3203.183;3091.300;3512.167;3164.600;4596.150;3249.233;5179.717;4280.233;2875.217;4414.217;3858.200;3665.233;4319.250;2987.417;4234.183;3165.183;3350.250;4760.183;3699.200;3811.183;3974.233;4436.167;3856.233;1754.383;4484.217;3535.250;4212.850;4277.217;5742.250;3942.233;2734.767;4651.233;4789.250;3935.233;3796.250;4223.233;3246.267;4014.250;5473.200;3831.233;4046.250;4078.233;3884.233;3966.250;4385.233;4261.200;4274.200;4010.200;4989.283;4228.233;3539.267;4458.233;5206.267;4562.250;3753.233;4676.217;4059.267;4831.200;4838.233;4460.200;5477.050;3952.250;4332.067;4816.283;4804.117;3979.317;5098.050;4149.283;6632.050;4452.317;4832.050;3942.267;5363.067;5196.267;5509.067;4871.250;5660.767;5189.300;5821.050;5268.250;5388.083;5632.250;4383.067;5448.183;7645.050;7405.250;5378.083;7018.183;9915.083;7253.233;8779.050;6953.200;9126.100;11044.217;9055.067;10186.183;12074.633;10483.183;7454.083;5215.167;2972.150;433.283;435.117;94.200;26.150;14.200;13.133;12.200;16.117;13.233;12.117;12.217;10.267;9.233;11.267;10.200;9.300;10.217;8.300;9.217;9.267;9.217;6.267;8.217;7.300;7.217;7.267;5.233;5.283;7.250;6.250;7.250;7.300;7.200;5.283;5.267;4.283;6.233;4.300;5.267;5.250;5.250;7.250;4.283;1.467;5.250;4.267;5.233;5.217
4907.850;4243.483;5334.267;4981.100;4604.300;4357.183;6047.267;4882.117;4629.300;5025.150;5116.283;4293.167;5408.283;6804.083;4767.233;4708.167;6556.267;4587.150;4385.300;5252.167;5075.283;5648.133;6110.250;2857.183;5371.267;5674.150;6615.217;6012.183;7142.817;4336.183;5953.233;4959.183;4752.300;5453.167;4878.600;7188.150;5023.233;8115.717;6675.233;4444.217;6879.217;6023.200;5704.233;6774.250;4620.417;6639.183;4909.183;5227.250;7469.183;5801.200;5963.183;6251.233;6979.167;6055.233;2630.383;7066.217;5542.250;6649.850;6759.217;9132.250;6228.233;4275.767;7407.233;7624.250;6245.233;6025.250;6736.233;5139.267;6406.250;8816.200;6133.233;6489.250;6548.233;6243.233;6388.250;7100.233;6904.200;6948.200;6522.200;8153.283;6899.233;5763.267;7328.233;8604.267;7550.250;6198.233;7793.217;6761.267;8106.200;8164.233;7555.200;9352.050;6742.250;7440.067;8343.283;8358.117;6948.317;9005.050;7361.283;11959.050;8060.317;8850.050;7283.267;10108.067;9945.267;10744.067;9686.250;11554.767;10888.300;12648.050;11941.250;12849.083;14350.250;11954.067;16012.183;23062.050;20881.250;12260.083;10886.183;8294.083;2456.233;868.050;141.200;35.100;16.217;11.067;12.183;11.633;11.183;10.083;10.167;11.150;4.283;12.117;8.200;8.150;8.200;7.133;6.200;9.117;7.233;7.117;7.217;6.267;6.233;7.267;6.200;6.300;6.217;6.300;6.217;4.267;6.217;5.267;5.217;4.300;4.217;5.267;4.233;3.283;4.250;3.250;4.250;4.300;4.200;4.283;4.267;3.283;4.233;2.300;4.267;3.250;4.250;3.250;3.283;1.467;3.250;2.267;2.233;3.217
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4902.850;4235.483;5326.267;4976.100;4603.300;4352.183;6039.267;4877.117;4626.300;5022.150;5117.283;4295.167;5407.283;6814.083;4765.233;4711.167;6568.267;4596.150;4395.300;5264.167;5090.283;5666.133;6133.250;2865.183;5392.267;5703.150;6656.217;6044.183;7186.817;4367.183;5998.233;4996.183;4792.300;5500.167;4923.600;7262.150;5075.233;8214.717;6756.233;4500.217;6977.217;6105.200;5790.233;6886.250;4695.417;6761.183;5000.183;5331.250;7625.183;5926.200;6100.183;6400.233;7151.167;6208.233;2694.383;7266.217;5702.250;6855.850;6972.217;9443.250;6444.233;4428.767;7693.233;7936.250;6506.233;6294.250;7043.233;5382.267;6731.250;9285.200;6474.233;6872.250;6957.233;6648.233;6825.250;7610.233;7423.200;7502.200;7069.200;8882.283;7545.233;6336.267;8093.233;9567.267;8438.250;6971.233;8827.217;7719.267;9341.200;9497.233;8895.200;11141.050;8145.250;9132.067;10427.283;10670.117;9091.317;12123.050;10277.283;17397.050;12369.317;14512.050;12943.267;19339.067;19466.267;19338.067;13636.250;10294.767;4656.300;1862.050;411.250;74.083;20.250;11.067;11.183;15.050;13.250;11.083;10.183;13.083;9.233;11.050;8.200;9.100;10.217;7.067;7.183;8.633;7.183;7.083;7.167;8.150;1.283;9.117;7.200;7.150;5.200;6.133;5.200;7.117;6.233;6.117;6.217;4.267;4.233;5.267;5.200;4.300;5.217;4.300;4.217;4.267;4.217;3.267;4.217;4.300;4.217;4.267;3.233;3.283;4.250;3.250;3.250;3.300;4.200;3.283;3.267;2.283;3.233;2.300;3.267;2.250;1.250;4.250;2.283;0.000;2.250;1.267;3.233;4.217
