1693.655;1657.891;1688.730;1702.639;1706.998;1712.666;1734.309;1736.191;1720.028;1759.281;1752.079;1753.653;1773.193;1793.645;1779.662;1806.458;1817.710;1821.597;1799.401;1819.506;1787.229;1878.989;1858.610;1791.644;1849.191;1873.440;1891.442;1876.026;1926.534;1908.990;1926.403;1885.999;1921.659;1935.048;1903.671;1973.638;1899.484;1985.903;1951.309;1942.620;2015.997;1973.218;1939.888;2039.364;1908.943;2022.940;1999.569;2024.245;2027.165;2029.190;2041.543;2063.779;2036.672;2057.947;1904.984;2059.313;2099.675;2076.227;2086.147;2104.377;2106.483;2076.427;2109.491;2160.147;2137.077;2133.666;2146.370;2121.570;2169.948;2177.951;2174.961;2203.797;2195.812;2217.979;2204.326;2252.690;2245.554;2245.354;2254.495;2264.236;2307.017;2308.838;2313.561;2335.998;2365.860;2312.052;2386.817;2372.297;2398.221;2420.332;2431.544;2463.244;2475.598;2496.765;2533.294;2564.218;2558.381;2595.443;2561.946;2698.765;2672.067;2692.467;2674.409;2801.175;2802.049;2848.108;2910.362;2951.151;2951.850;3028.720;3042.987;3143.322;3253.855;3191.403;3354.935;3461.260;3595.613;3647.944;3862.242;3999.951;4203.007;4434.240;4755.391;5161.518;5664.278;6210.320;6632.447;6815.416;5938.590;4443.345;2880.278;1374.944;210.792;125.181;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
3157.740;3101.498;3124.171;3140.340;3199.943;3202.203;3174.254;3210.081;3232.516;3245.633;3258.511;3278.858;3287.900;3249.403;3329.680;3352.814;3325.633;3395.009;3400.396;3353.712;3333.894;3457.801;3420.248;3582.942;3441.324;3433.428;3461.274;3428.311;3512.081;3574.077;3547.873;3493.672;3623.757;3565.381;3571.895;3576.735;3550.655;3583.222;3568.900;3647.722;3702.973;3621.477;3592.372;3711.586;3612.994;3683.795;3764.612;3752.511;3704.031;3728.582;3776.700;3774.072;3727.061;3798.487;4024.734;3779.611;3916.568;3818.160;3835.800;3805.640;3885.513;3971.657;3839.858;3937.762;3942.324;3948.778;3935.606;3989.639;4002.625;3941.658;4013.413;4058.307;4046.132;4096.145;4064.106;4125.985;4124.108;4113.274;4146.857;4133.093;4251.793;4307.034;4244.200;4253.479;4329.146;4293.256;4361.207;4382.620;4383.431;4410.208;4431.666;4451.035;4554.490;4569.434;4598.476;4671.314;4710.372;4715.417;4698.898;4853.065;4883.146;4907.541;4930.739;5080.335;5085.168;5162.906;5299.356;5353.100;5370.415;5487.102;5518.016;5715.830;5905.591;5882.146;6100.528;6214.466;6456.063;6652.558;6948.129;7149.676;7569.809;7944.493;8579.001;9257.784;10117.310;11164.208;11872.961;12168.876;10623.443;8007.832;5218.992;2544.309;1246.295;300.737;98.048;27.325;15.269;15.456;13.731;13.639;12.914;12.687;11.242;10.809;11.117;9.894;10.379;10.088;9.787;8.569;9.097;9.905;8.581;7.080;7.887;7.654;7.284;7.362;6.035;6.800;6.423;6.951;7.104;7.196;6.419;5.141;5.740;5.372;5.947;5.996;5.149;5.882;5.603;5.685;4.690;3.977;5.013;5.405;5.123;5.217
4838.727;4748.777;4803.655;4832.211;4895.989;4905.655;4900.243;4942.104;4944.747;5002.774;5001.515;5025.293;5059.892;5040.764;5110.164;5163.476;5138.432;5218.711;5200.627;5181.934;5123.866;5346.129;5286.428;5387.440;5305.067;5322.674;5369.586;5329.883;5463.231;5503.140;5497.146;5408.919;5570.854;5535.790;5506.493;5593.836;5489.224;5614.286;5565.874;5638.277;5770.799;5653.642;5590.839;5821.198;5587.951;5776.176;5838.893;5854.881;5811.978;5847.277;5909.229;5936.391;5863.571;5964.557;6034.367;5955.900;6140.046;6026.845;6061.654;6052.341;6138.623;6209.626;6115.094;6268.723;6256.487;6267.335;6277.456;6316.124;6387.698;6349.200;6424.875;6508.586;6496.689;6583.844;6545.861;6680.478;6682.077;6686.596;6744.459;6754.132;6937.675;7013.483;6976.415;7029.618;7164.477;7090.047;7268.233;7299.856;7354.894;7441.966;7506.865;7600.132;7769.628;7847.730;7965.974;8127.069;8224.819;8329.178;8336.360;8751.147;8840.275;8988.314;9109.451;9575.186;9732.633;10068.966;10537.519;10926.757;11268.319;11922.443;12507.380;13630.669;15046.689;16042.549;17929.420;18746.550;18204.741;15165.425;10777.519;5980.787;2563.439;785.531;174.215;35.606;14.856;13.644;14.201;11.724;11.333;10.832;10.174;9.545;12.321;8.375;8.535;8.516;8.818;8.395;6.978;7.715;7.059;7.452;6.641;6.597;7.505;6.381;6.309;6.834;5.955;6.504;6.136;4.561;5.788;5.950;5.007;4.509;4.256;5.336;4.882;4.226;3.765;3.614;4.165;4.239;3.744;4.168;4.650;4.118;4.039;3.207;4.172;3.642;4.536;2.548;3.595;3.977;3.103;2.872;2.186;3.217
4833.797;4739.824;4796.451;4827.360;4894.925;4900.026;4893.761;4937.043;4941.542;4999.788;5002.492;5027.634;5058.956;5048.172;5108.020;5166.766;5147.837;5228.950;5212.486;5193.773;5139.009;5363.167;5306.327;5402.524;5325.808;5349.878;5402.865;5358.251;5496.884;5542.483;5538.698;5449.275;5617.744;5583.502;5557.284;5651.423;5546.047;5682.772;5633.412;5709.323;5853.008;5730.610;5675.130;5917.441;5678.656;5882.318;5947.127;5971.368;5933.366;5973.270;6044.990;6077.887;6008.078;6115.266;6181.190;6124.474;6317.304;6213.545;6252.672;6258.454;6351.515;6431.826;6351.203;6525.252;6517.957;6547.143;6563.548;6614.769;6711.757;6686.962;6782.090;6892.727;6902.470;7010.940;6993.643;7160.328;7184.380;7219.738;7310.100;7358.031;7587.275;7710.783;7704.689;7816.382;8007.105;7974.268;8232.578;8334.169;8475.431;8657.039;8838.292;9053.999;9386.415;9632.440;9955.729;10375.158;10761.518;11213.157;11638.614;12730.455;13566.236;14738.772;16188.622;18319.542;19050.069;18122.965;14834.662;9735.238;4818.812;1755.226;430.747;78.590;21.233;14.852;12.522;12.234;11.552;13.710;10.082;9.434;9.636;10.000;10.117;9.231;9.359;8.713;8.373;8.701;7.279;7.610;7.172;6.977;3.691;6.301;7.494;7.471;5.592;7.218;5.852;6.022;6.083;6.405;5.721;4.492;5.097;4.625;5.291;4.664;4.997;4.439;4.162;4.561;3.926;3.691;4.048;4.509;4.256;4.323;3.729;4.226;3.765;3.614;3.185;3.253;3.744;3.195;3.560;2.864;3.085;3.207;3.194;2.521;1.334;3.332;2.500;0.000;2.148;1.605;3.165;4.217
4819.994;4734.229;4786.545;4817.659;4883.228;4896.648;4890.520;4935.018;4941.542;5003.770;5001.515;5035.828;5065.506;5055.581;5116.596;5182.120;5161.160;5244.877;5230.275;5216.466;5165.258;5391.563;5333.148;5444.007;5357.414;5388.338;5443.450;5403.464;5548.894;5597.055;5597.795;5511.444;5682.217;5653.547;5631.779;5733.134;5629.098;5776.854;5730.968;5813.354;5966.256;5847.002;5795.684;6049.776;5810.481;6024.130;6098.179;6134.898;6101.442;6151.676;6230.298;6280.159;6213.915;6338.867;6419.777;6368.064;6582.083;6482.720;6546.821;6568.618;6677.752;6774.565;6716.099;6918.268;6933.705;6986.099;7029.495;7114.969;7241.219;7250.138;7383.385;7541.655;7590.015;7763.893;7790.838;8032.525;8119.302;8233.092;8409.324;8556.717;8931.725;9190.568;9321.170;9618.667;10048.202;10241.442;10856.083;11353.973;12000.358;12869.232;13986.147;15520.415;17651.278;19136.125;18915.355;15874.806;10491.631;5181.589;1722.793;395.187;62.863;17.316;12.841;11.431;12.004;11.308;11.151;10.181;11.694;10.416;10.736;10.697;9.699;12.168;10.283;8.169;8.064;9.999;8.102;7.271;8.593;7.285;8.884;8.217;6.611;8.713;8.373;6.685;7.279;7.610;6.171;6.121;18.073;5.610;6.453;6.426;6.667;7.218;5.852;6.022;6.083;6.405;4.800;5.545;6.301;5.503;6.309;5.749;4.997;5.472;5.149;5.630;4.857;5.950;4.048;4.509;4.256;4.323;6.035;5.513;3.765;4.727;4.165;4.239;3.744;5.141;4.650;5.372;4.039;5.996;4.172;4.762;3.469;3.332;4.690;12.112;3.103;5.405;3.165;4.217
4811.121;4726.395;4780.241;4814.749;4878.975;4894.397;4888.899;4932.994;4946.883;5005.761;5010.313;5041.681;5078.604;5067.434;5139.106;5200.764;5187.024;5272.182;5257.551;5246.065;5199.584;5431.317;5379.002;5481.718;5408.773;5445.560;5506.763;5470.839;5622.321;5670.664;5681.823;5600.880;5780.686;5760.138;5740.134;5855.312;5750.395;5910.368;5871.882;5961.789;6128.998;6016.897;5971.126;6243.121;6000.357;6241.633;6326.540;6376.833;6360.558;6424.828;6522.629;6593.539;6540.735;6689.536;6768.480;6766.741;7011.933;6935.876;7027.505;7084.233;7235.609;7370.001;7350.953;7619.612;7680.048;7790.157;7899.884;8061.294;8281.199;8374.330;8626.828;8935.797;9129.799;9502.858;9722.345;10266.178;10676.303;11197.128;11925.187;12772.415;14251.200;16016.320;17967.156;19551.657;18714.559;14003.669;8177.553;3103.225;715.147;99.570;15.103;9.793;9.507;9.563;7.909;7.892;8.661;8.371;7.116;6.622;6.928;7.160;6.587;5.747;6.133;5.685;5.711;4.508;4.450;4.760;4.451;4.332;4.456;4.116;3.564;4.918;4.577;3.814;4.142;3.666;3.374;2.760;2.714;3.145;2.947;2.548;2.545;3.662;2.213;2.238;2.168;2.697;0.000;2.154;2.290;2.247;1.290;1.334;2.476;1.791;2.179;1.169;2.040;1.334;1.485;1.990;1.221;1.410;1.165;0.310;1.201;0.285;1.133;0.301;1.168;0.315;0.219;1.283;0.269;0.365;1.107;0.278;0.245;1.282;1.070;0.276;0.291;0.000;0.223;0.000;0.261;0.280;0.267;0.980;0.310;0.000;0.239;0.000;1.207;0.217
4812.107;4730.871;4781.142;4817.659;4882.165;4904.530;4900.243;4949.190;4955.428;5026.668;5028.887;5069.773;5105.736;5103.736;5174.480;5243.535;5227.779;5319.964;5312.104;5308.222;5257.129;5502.307;5451.676;5564.684;5491.738;5539.365;5604.979;5577.220;5737.814;5798.846;5815.715;5737.216;5928.388;5919.517;5908.311;6039.746;5938.351;6123.436;6087.005;6193.957;6379.821;6282.533;6247.520;6554.192;6312.384;6589.638;6698.817;6773.337;6781.526;6882.434;7011.168;7118.687;7099.437;7303.207;7431.476;7477.280;7798.515;7789.623;7950.311;8089.615;8349.351;8620.417;8710.645;9168.653;9424.185;9768.576;10161.591;10690.110;11380.198;12052.260;13182.628;14796.207;16887.252;19381.946;19211.833;15552.991;8832.591;3054.689;566.881;54.080;12.301;10.060;8.790;8.388;8.777;8.274;8.596;7.846;7.440;7.505;7.154;6.542;7.202;6.399;6.954;5.948;6.293;6.521;5.983;5.159;5.831;6.145;4.086;4.800;5.154;4.748;4.624;5.453;4.450;3.818;4.451;4.332;4.456;4.116;3.564;3.292;3.705;3.814;3.152;2.944;3.374;2.760;2.714;3.145;2.947;2.548;2.545;3.662;2.213;2.238;3.169;2.697;0.000;2.154;2.290;2.247;2.366;2.511;1.351;2.637;1.204;1.169;2.040;1.334;0.281;1.112;1.221;0.325;2.123;1.342;2.188;1.354;1.133;1.431;1.168;1.363;0.219;1.283;0.269;0.365;1.107;1.390;1.225;0.296;1.070;1.249;0.291;0.355;1.177;0.418;1.238;0.280;1.334;0.980;0.310;1.265;0.239;1.605;1.207;2.217
4809.149;4733.110;4786.545;4828.330;4894.925;4919.166;4915.640;4970.448;4983.200;5056.534;5062.124;5108.401;5144.094;5153.372;5224.861;5301.661;5291.262;5393.914;5385.631;5394.059;5349.001;5605.479;5556.362;5685.361;5616.185;5676.322;5750.274;5735.020;5908.377;5979.061;6007.780;5945.538;6151.115;6160.108;6161.141;6322.234;6226.841;6448.572;6426.365;6565.680;6788.353;6717.125;6705.237;7076.654;6843.312;7192.557;7350.598;7490.181;7554.985;7735.154;7952.573;8165.185;8233.644;8588.665;8867.583;9097.276;9684.095;9927.615;10428.164;11023.581;11915.296;13086.190;14397.908;17024.855;19384.100;18994.959;14320.634;7188.709;2021.379;241.402;18.053;8.275;8.169;7.628;7.429;7.747;7.936;6.929;6.411;6.862;6.268;7.626;6.886;5.937;5.931;7.130;5.798;5.686;4.718;4.770;5.167;4.917;4.898;4.289;4.090;4.975;5.110;3.746;4.851;3.695;4.734;3.098;4.086;3.852;3.197;3.811;3.536;3.562;3.415;3.818;3.404;3.271;3.408;4.116;2.445;2.479;2.833;2.577;3.152;2.944;2.331;2.760;1.481;3.145;2.031;2.548;2.545;1.646;2.213;2.238;2.168;1.841;0.815;2.154;2.290;2.247;1.290;1.334;1.351;0.945;2.179;2.216;1.120;2.386;2.689;1.990;2.239;2.495;1.165;2.375;1.201;1.354;2.064;1.431;1.168;1.363;2.237;1.283;1.422;1.652;1.107;1.390;1.225;1.282;1.070;1.249;1.381;1.609;1.177;1.813;1.238;1.401;1.334;0.980;1.405;0.000;1.194;0.338;0.228;0.217
4809.149;4736.467;4791.948;4840.942;4906.622;4938.306;4937.518;5002.842;5010.971;5098.347;5106.114;5159.904;5198.358;5219.307;5298.825;5383.914;5379.041;5495.167;5489.992;5515.414;5471.159;5753.137;5715.554;5855.063;5797.917;5876.128;5966.187;5967.286;6157.720;6260.806;6307.881;6265.109;6501.615;6549.926;6575.375;6786.042;6717.494;7004.071;7027.542;7226.661;7529.918;7516.850;7580.485;8092.362;7919.682;8453.206;8786.182;9137.803;9417.822;9937.509;10567.695;11340.765;12068.945;13585.697;15639.772;18351.985;19698.056;15799.616;8804.063;2535.823;243.676;12.732;6.797;5.961;7.246;5.461;5.809;5.244;5.235;5.185;5.482;5.266;4.200;5.519;4.355;3.983;4.065;3.080;3.309;3.548;4.257;3.975;4.030;3.486;4.033;2.555;3.000;2.447;2.903;3.859;3.180;3.291;2.593;3.235;2.180;2.058;2.742;2.821;1.453;2.232;1.444;2.082;1.584;1.958;1.240;1.937;1.360;2.616;1.345;1.932;2.357;1.149;1.311;1.431;1.325;1.666;1.090;1.340;1.172;1.502;0.244;0.950;1.481;0.101;1.115;0.082;0.214;1.646;0.186;1.164;1.168;0.128;0.000;0.772;0.208;0.157;1.290;0.157;0.225;0.945;0.228;0.122;0.199;0.281;0.281;1.112;0.204;0.325;0.208;0.310;1.201;0.285;0.202;0.000;0.208;0.315;0.219;0.270;0.269;0.000;0.221;0.278;0.245;0.296;0.178;0.276;0.000;0.000;0.000;0.000;0.000;0.280;0.000;0.196;0.000;0.000;0.239;0.000;0.000;0.000
4821.966;4754.372;4813.561;4867.135;4940.649;4976.586;4986.138;5049.407;5073.992;5164.053;5186.275;5246.524;5296.594;5325.248;5418.881;5517.712;5525.601;5657.855;5672.624;5704.846;5679.131;5987.877;5967.320;6136.014;6100.146;6205.386;6326.582;6364.445;6607.456;6751.955;6852.680;6850.808;7168.622;7277.789;7386.913;7705.878;7731.581;8178.712;8349.130;8765.566;9356.987;9607.211;10047.450;11233.149;11673.672;13526.252;15986.699;19097.456;18506.354;13160.909;5297.812;697.254;25.345;8.110;12.350;7.768;8.032;7.115;6.472;6.130;7.129;8.375;5.146;5.139;5.243;6.501;4.877;6.473;5.235;4.465;5.482;5.266;5.192;4.464;5.380;4.924;5.033;5.004;5.377;4.377;5.262;3.975;4.030;2.669;4.033;4.842;3.000;4.607;3.811;2.947;4.173;3.291;3.745;3.235;3.135;4.003;2.742;2.821;3.718;2.964;3.638;3.098;4.086;2.905;3.197;2.874;3.536;2.616;2.380;2.875;2.357;2.210;2.359;2.773;2.445;1.666;1.962;2.577;2.162;1.502;2.331;1.855;1.481;2.130;2.031;2.548;2.545;1.646;2.213;1.164;2.168;1.841;3.691;1.463;1.249;2.247;1.290;2.511;2.476;0.945;1.204;2.216;2.040;2.386;1.485;1.112;2.239;1.410;1.165;1.342;1.201;1.354;1.133;1.431;1.168;1.363;1.228;1.283;1.422;1.652;1.107;1.390;1.225;1.282;1.070;1.249;1.381;1.609;1.177;1.813;2.216;1.401;1.334;0.980;1.405;3.977;1.194;1.605;1.207;2.217
4830.839;4772.277;4837.875;4897.208;4979.993;5028.376;5043.671;5121.279;5156.238;5257.634;5290.875;5367.089;5431.318;5475.639;5591.463;5715.119;5742.698;5900.181;5935.899;6003.795;6004.213;6363.649;6380.008;6605.522;6615.712;6786.043;6989.743;7098.478;7459.506;7729.178;7969.056;8118.187;8683.161;9062.426;9499.846;10340.093;10959.615;12514.094;14336.717;17903.849;19457.873;14062.955;5340.908;484.008;10.179;6.250;4.976;5.880;4.811;5.241;5.136;4.020;4.341;4.170;5.468;3.554;4.708;4.396;2.885;2.817;3.187;4.018;2.669;3.494;2.237;2.340;3.013;2.786;3.241;2.305;2.340;3.260;2.216;3.410;2.306;3.042;2.129;3.080;2.275;1.891;2.246;1.541;2.126;1.852;2.135;1.411;2.067;2.447;1.996;2.036;1.192;1.666;1.440;1.125;1.225;2.058;1.559;1.896;1.453;1.500;1.444;1.066;1.584;1.958;1.240;1.937;1.360;1.671;1.345;0.990;1.309;1.149;1.311;1.431;1.325;0.854;1.090;1.340;0.182;0.781;0.244;0.950;0.247;1.116;1.115;0.082;1.379;0.638;1.199;0.090;0.167;0.984;0.815;0.772;0.208;1.202;1.290;1.334;0.225;0.099;1.204;0.122;1.120;0.281;1.485;1.112;0.204;0.325;1.165;0.310;0.214;0.285;0.202;0.301;0.208;0.315;1.228;0.270;0.269;0.365;0.221;1.390;0.245;0.296;0.178;0.276;0.291;0.355;1.177;0.418;0.261;0.280;0.267;0.196;0.310;1.265;0.239;0.338;0.228;0.217
4856.473;4802.492;4879.299;4950.564;5046.984;5106.062;5135.237;5230.606;5284.415;5406.967;5460.972;5563.738;5654.922;5729.008;5876.598;6046.324;6107.139;6326.812;6420.942;6548.413;6620.052;7093.424;7206.249;7586.023;7737.711;8107.764;8583.114;9026.645;9910.872;10872.790;12149.235;14007.900;18376.445;18832.242;10949.101;1674.030;21.018;4.646;5.197;6.618;4.376;3.942;5.129;4.511;5.342;4.510;4.976;4.760;3.255;3.225;4.145;4.020;3.501;4.170;5.468;3.554;3.601;3.489;2.885;2.154;4.172;4.018;3.495;2.672;3.239;3.381;2.081;2.786;2.243;2.305;3.387;2.257;3.208;2.355;3.330;2.101;3.097;2.117;2.275;2.720;2.246;2.758;2.126;1.852;2.135;2.555;2.067;2.447;2.903;1.124;3.180;1.666;3.745;2.180;2.180;3.031;1.559;1.896;1.453;1.500;1.444;2.082;1.584;1.958;1.240;1.937;1.360;1.671;1.345;0.990;1.309;1.149;1.311;1.431;1.325;0.854;1.090;1.340;2.162;0.781;1.287;0.950;2.714;2.130;1.115;1.315;1.379;1.646;1.199;1.164;1.168;0.984;0.815;0.772;1.249;1.202;0.215;1.334;1.351;1.791;1.204;1.169;0.199;1.334;0.281;0.234;1.221;0.325;1.165;1.342;1.201;1.354;1.133;0.301;1.168;0.315;1.228;0.270;1.422;0.365;1.107;0.278;1.225;1.282;1.070;1.249;0.291;0.355;0.223;1.813;0.261;1.401;0.267;0.980;0.310;0.000;0.239;0.338;0.228;0.217
