4817.496;4733.912;4791.062;4822.542;4885.408;4894.472;4892.950;4932.032;4936.255;4989.865;4993.743;5015.968;5047.776;5030.392;5099.516;5147.062;5129.027;5203.978;5185.289;5161.231;5108.739;5325.337;5270.004;5366.855;5278.416;5298.316;5345.248;5297.082;5435.849;5473.993;5463.011;5371.909;5534.534;5491.140;5459.877;5541.710;5439.029;5557.572;5511.690;5578.734;5708.736;5585.152;5525.204;5743.860;5516.455;5695.294;5754.546;5769.793;5720.185;5750.548;5806.203;5827.215;5751.019;5845.419;5917.368;5828.641;6000.511;5885.505;5914.594;5897.921;5979.003;6042.807;5939.278;6083.767;6064.208;6072.891;6067.827;6095.007;6160.408;6108.686;6175.628;6247.878;6224.929;6294.966;6252.874;6360.641;6352.096;6342.139;6384.669;6376.412;6536.503;6594.941;6538.547;6567.242;6672.042;6585.671;6723.620;6727.692;6757.002;6807.570;6833.269;6882.571;6999.896;7033.500;7093.340;7193.688;7230.578;7266.462;7213.017;7503.510;7507.778;7544.166;7549.865;7822.762;7823.395;7943.522;8137.701;8228.898;8243.371;8422.501;8463.384;8749.887;9041.819;8940.712;9306.407;9512.338;9867.547;10087.743;10554.815;10855.385;11414.654;11943.472;12772.839;13701.052;14885.516;16419.012;17846.692;19180.243;18009.021;14981.107;11052.317;6224.524;2736.748;958.747;246.960;55.608;18.567;15.534;13.806;12.003;12.003;10.680;11.288;10.879;11.218;9.938;9.429;9.076;8.893;8.638;8.175;7.839;7.712;7.174;6.991;6.711;7.368;6.417;6.131;6.907;6.482;5.913;6.190;5.307;5.601;5.222;4.723;4.243;5.056;4.718;5.198;4.855;4.607;4.169;3.650;0.949;5.077;5.511;4.209;5.267
4807.637;4727.197;4785.659;4813.811;4879.028;4891.094;4886.468;4925.958;4933.050;4989.865;4989.833;5013.627;5046.841;5033.355;5096.300;5151.448;5131.378;5207.391;5190.033;5170.111;5115.806;5335.749;5276.926;5376.283;5292.244;5315.201;5362.294;5321.018;5457.265;5493.030;5492.560;5400.267;5562.668;5521.594;5498.253;5584.511;5479.461;5604.613;5556.716;5634.555;5762.424;5642.409;5582.051;5813.465;5576.925;5767.505;5828.288;5849.318;5805.001;5839.247;5900.344;5928.826;5852.677;5953.771;6020.603;5945.800;6127.915;6016.920;6047.320;6041.074;6125.859;6195.297;6100.261;6252.320;6241.527;6254.923;6257.933;6294.104;6369.800;6330.499;6405.042;6488.593;6479.906;6563.878;6528.510;6657.019;6655.994;6658.752;6716.608;6731.793;6911.581;6983.141;6942.191;6996.980;7126.568;7048.944;7227.244;7258.883;7313.188;7391.862;7455.264;7544.085;7712.066;7783.458;7895.352;8059.086;8143.221;8245.054;8244.688;8647.981;8732.865;8869.554;8971.953;9421.774;9561.423;9873.146;10303.678;10656.380;10950.673;11540.724;12027.719;13011.234;14229.953;15079.093;16951.965;18287.317;18905.730;17234.988;13788.214;8879.597;4547.462;1705.913;460.544;93.497;23.146;13.727;13.094;12.799;12.414;10.904;11.225;10.458;9.924;9.089;9.645;8.586;7.814;9.650;8.178;8.618;7.124;7.539;7.607;6.668;6.402;6.425;6.377;5.821;6.977;5.541;6.201;5.701;5.850;6.044;6.031;5.662;5.350;5.403;4.978;4.333;4.710;5.913;4.230;4.321;4.710;4.249;4.723;4.243;4.102;3.324;4.220;3.735;4.607;3.385;3.650;3.661;3.167;2.977;3.230;4.267
4797.778;4713.768;4770.350;4803.140;4869.458;4879.835;4875.934;4918.872;4924.505;4981.901;4985.922;5013.627;5044.034;5030.392;5097.372;5150.352;5134.513;5210.804;5193.591;5178.004;5128.931;5347.107;5290.768;5391.368;5310.022;5333.024;5388.268;5345.840;5487.859;5527.296;5525.802;5436.259;5603.696;5569.307;5543.401;5637.428;5531.914;5669.640;5620.919;5696.720;5836.245;5719.378;5659.480;5900.255;5661.583;5863.206;5929.386;5957.964;5917.052;5956.169;6024.213;6059.875;5988.782;6095.615;6162.837;6102.574;6296.310;6190.932;6236.544;6234.595;6328.895;6404.426;6324.813;6497.338;6490.975;6511.847;6533.774;6587.833;6678.902;6654.578;6742.353;6851.672;6859.891;6969.882;6952.725;7113.347;7138.941;7169.760;7252.260;7302.556;7529.002;7641.500;7638.097;7741.259;7927.445;7891.985;8143.092;8237.054;8369.305;8544.951;8710.184;8910.183;9227.445;9452.141;9750.484;10138.956;10484.608;10888.548;11241.177;12227.748;12926.895;13894.857;15124.329;17228.321;18600.932;19023.628;17293.335;13043.198;7716.606;3484.058;1083.336;235.681;43.322;16.305;12.597;11.462;11.595;12.576;11.121;9.458;8.645;9.155;8.966;9.299;7.573;8.795;8.431;7.760;7.347;6.607;7.222;6.178;4.171;6.324;6.523;6.496;5.663;4.943;4.802;5.233;6.148;5.445;4.846;4.562;5.198;4.669;4.342;4.737;4.103;4.508;4.228;4.632;3.988;2.655;3.152;2.516;3.331;3.377;2.671;3.046;2.938;2.576;3.250;3.335;2.927;2.303;2.543;2.989;2.194;1.929;2.265;1.494;2.472;2.601;2.555;0.000;2.212;1.710;1.273;2.267
4781.018;4702.577;4757.743;4793.439;4859.888;4873.080;4864.589;4913.811;4921.301;4979.910;4982.012;5014.797;5047.776;5037.800;5101.660;5163.512;5143.134;5224.456;5209.008;5198.723;5143.065;5372.664;5317.589;5423.423;5340.640;5369.608;5422.360;5386.620;5533.750;5572.984;5577.511;5494.066;5662.308;5634.276;5611.124;5718.362;5608.408;5755.421;5710.137;5788.065;5943.621;5824.506;5774.154;6027.433;5782.524;5999.798;6072.111;6109.174;6077.346;6126.511;6204.566;6255.500;6187.059;6309.365;6385.365;6341.106;6550.010;6452.857;6510.964;6533.493;6642.320;6731.190;6676.500;6874.732;6890.694;6937.280;6982.947;7059.767;7187.425;7193.988;7323.744;7475.525;7520.649;7685.927;7706.883;7945.086;8030.310;8134.034;8301.849;8437.456;8792.000;9033.666;9152.715;9425.897;9824.307;9984.145;10549.292;10981.545;11550.359;12297.732;13217.164;14483.475;16386.023;18244.895;19358.403;18185.207;13994.319;8418.019;3581.217;1085.248;205.516;31.603;12.924;10.531;10.096;10.418;10.117;8.369;8.659;8.578;8.693;8.663;8.720;8.253;8.118;7.397;6.364;7.628;7.161;5.853;6.558;5.535;7.732;6.256;5.741;6.329;4.934;5.744;5.320;5.533;5.220;5.322;7.047;4.251;5.482;5.451;4.588;4.943;4.802;3.540;4.196;4.398;3.926;4.562;3.993;2.913;4.342;3.652;4.103;3.476;4.228;3.563;3.988;3.785;3.152;3.565;3.331;2.364;3.825;3.046;2.938;2.576;2.270;3.335;2.036;2.303;2.543;1.735;2.194;1.929;2.265;2.614;2.472;1.816;2.555;3.661;2.212;1.710;2.251;2.267
4723.834;4646.624;4707.313;4742.993;4804.594;4821.290;4827.314;4870.283;4871.098;4942.079;4939.977;4972.658;5010.353;5016.316;5065.214;5133.901;5125.892;5202.840;5176.988;5184.910;5127.921;5364.145;5313.263;5380.054;5337.677;5381.803;5442.652;5408.783;5565.109;5593.290;5612.600;5527.877;5695.131;5685.034;5661.915;5788.400;5671.788;5851.578;5801.856;5878.141;6051.835;5939.959;5887.849;6170.079;5908.302;6165.101;6226.731;6288.385;6277.325;6338.179;6428.521;6504.305;6451.707;6588.128;6598.717;6668.139;6897.879;6828.977;6916.317;6982.170;7115.414;7227.871;7229.623;7490.566;7538.860;7642.521;7750.827;7883.192;8105.758;8205.833;8428.910;8717.214;8894.747;9235.070;9432.431;9937.873;10294.059;10748.737;11381.331;12095.645;13330.147;14741.060;16448.777;18620.327;19612.272;16949.242;12033.116;5931.984;1886.524;345.714;27.092;0.068;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.049;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
53.552;50.582;47.083;44.754;53.540;50.946;43.974;47.746;55.917;46.973;52.137;54.079;50.833;40.067;54.990;50.668;45.666;53.699;60.917;48.526;53.810;49.377;49.546;87.239;55.590;48.013;48.080;46.261;50.493;59.924;51.956;54.807;66.017;52.974;62.417;45.265;60.430;44.089;50.237;63.793;54.723;52.783;58.089;50.055;69.299;50.649;70.491;60.801;53.859;55.672;61.654;54.382;55.618;61.351;133.937;59.198;70.128;61.539;62.088;52.522;64.344;84.087;58.009;60.268;67.421;67.941;64.565;79.086;71.094;59.943;72.595;73.535;74.724;78.354;78.200;77.435;80.572;82.056;87.138;88.072;101.848;116.014;115.461;121.991;131.234;123.882;88.849;62.962;33.782;23.943;18.150;12.258;11.870;10.689;9.850;8.946;8.740;9.342;8.305;7.366;8.098;7.228;6.671;6.741;6.182;6.669;6.854;6.478;5.554;5.750;4.504;5.481;4.526;5.569;4.759;4.959;4.621;3.917;4.191;5.132;4.470;3.725;2.797;3.212;2.993;2.630;3.769;3.729;3.293;2.310;2.218;2.754;0.000;2.868;1.318;1.271;2.437;1.412;1.426;2.694;1.269;2.304;2.086;1.404;1.585;2.034;1.289;1.482;1.229;1.411;1.267;1.425;1.195;1.525;1.232;0.419;0.303;1.351;0.365;0.472;1.166;0.352;1.290;0.378;1.144;1.330;0.363;0.481;1.240;0.535;0.310;0.000;0.338;1.032;0.365;0.000;0.302;0.443;0.294;1.267
4772.144;4700.339;4757.743;4792.468;4857.761;4880.961;4875.934;4927.983;4935.187;5005.794;5006.451;5045.231;5084.264;5082.251;5153.113;5221.638;5208.969;5300.681;5284.907;5284.559;5236.955;5482.461;5427.466;5544.100;5472.001;5515.945;5581.453;5553.284;5715.786;5769.698;5785.274;5712.203;5900.274;5892.125;5880.884;6010.966;5908.919;6090.242;6053.666;6161.056;6344.603;6245.957;6210.308;6514.664;6271.123;6546.166;6647.772;6728.572;6730.973;6829.047;6955.708;7063.640;7038.134;7233.319;7351.182;7403.122;7711.049;7691.787;7847.194;7978.936;8222.256;8479.739;8555.468;8991.097;9215.877;9531.485;9882.069;10353.468;10965.453;11530.877;12491.314;13795.301;15437.835;18015.311;19550.043;18449.087;13080.436;6247.829;1750.969;243.810;25.424;11.358;9.790;9.246;9.774;9.494;9.575;8.979;8.378;8.447;8.214;7.382;8.412;7.524;6.986;7.001;7.556;6.567;6.040;5.903;5.904;6.212;6.671;5.794;5.203;4.795;5.766;5.532;5.554;4.807;5.551;5.481;5.575;5.569;4.759;4.146;3.749;5.154;5.181;2.968;3.427;3.725;4.030;4.227;3.909;5.096;3.769;3.729;3.293;3.384;4.220;2.754;1.294;2.177;3.400;3.361;2.437;3.766;3.677;1.848;3.220;2.304;3.006;2.457;2.789;2.034;2.306;1.482;2.187;1.411;2.254;1.425;2.126;1.525;2.192;2.516;2.321;2.364;2.671;1.759;1.166;1.464;1.290;2.349;2.036;1.330;1.453;1.735;1.240;1.929;2.265;2.614;1.405;1.032;1.460;0.000;1.257;1.710;1.273;1.267
4771.158;4703.697;4755.942;4801.199;4867.331;4895.598;4891.330;4947.216;4961.890;5033.670;5040.666;5086.200;5121.687;5128.183;5203.494;5280.860;5267.750;5370.079;5360.806;5365.463;5320.749;5580.900;5533.882;5664.777;5589.534;5648.211;5721.066;5705.765;5880.995;5951.182;5976.415;5915.071;6115.967;6123.579;6120.169;6281.002;6188.667;6402.234;6383.021;6520.092;6733.840;6658.961;6648.422;7008.768;6780.282;7116.025;7271.008;7405.093;7460.079;7633.385;7841.619;8043.663;8095.887;8435.050;8702.408;8900.058;9448.176;9647.610;10095.467;10611.354;11384.100;12370.408;13372.593;15449.545;17950.588;19687.788;17653.134;11647.598;4942.944;1016.334;87.261;14.359;11.228;11.916;11.596;10.632;10.888;10.842;10.617;9.375;10.341;12.575;9.790;8.429;8.825;10.638;8.642;10.059;8.378;7.535;8.214;6.569;9.565;8.579;6.986;7.001;8.740;6.567;8.305;5.171;7.001;7.228;7.921;6.741;7.160;6.669;5.766;5.532;6.589;5.750;5.551;5.481;5.575;8.253;5.879;4.959;5.492;6.391;4.191;4.411;5.514;5.535;6.498;5.241;4.825;6.329;4.934;5.744;5.320;5.533;4.220;3.610;18.553;2.868;4.441;5.451;5.663;4.943;4.802;4.386;4.196;5.445;3.926;4.562;5.198;3.791;4.342;4.737;4.103;4.508;4.228;4.632;3.988;4.914;3.152;3.565;4.340;3.377;3.825;5.620;3.824;4.801;4.230;3.335;2.927;3.276;4.723;5.497;3.148;4.718;3.243;3.735;4.607;3.385;3.650;11.796;4.122;5.511;3.230;4.267
4772.144;4705.935;4764.947;4812.841;4879.028;4915.863;4914.019;4976.573;4988.594;5074.487;5082.702;5135.362;5172.209;5195.600;5269.954;5359.823;5350.826;5465.644;5462.795;5481.885;5440.888;5720.040;5680.962;5823.165;5762.377;5840.513;5928.862;5929.166;6122.690;6216.429;6265.436;6220.464;6451.229;6493.094;6520.859;6723.799;6649.815;6932.829;6949.178;7141.744;7435.139;7415.508;7466.824;7963.465;7780.459;8290.543;8598.358;8922.787;9164.957;9632.136;10191.167;10859.332;11446.420;12692.329;14235.782;16540.672;19551.874;18565.728;13444.112;6175.611;1200.755;76.826;7.650;6.002;6.311;6.570;5.855;6.575;6.282;5.209;6.600;5.333;5.275;5.589;5.448;4.987;5.081;4.106;3.378;3.576;4.307;4.056;4.078;3.527;4.080;2.631;3.047;3.581;3.841;2.978;3.246;2.506;3.803;2.250;2.212;2.139;2.821;2.867;2.642;2.244;2.614;3.165;1.668;2.005;1.289;1.984;2.502;1.749;2.449;1.980;1.362;2.298;1.381;2.885;1.400;1.707;2.005;1.443;1.221;0.805;1.339;1.915;0.329;1.184;1.160;0.164;1.438;0.705;1.267;0.161;0.217;1.042;4.171;0.795;0.278;1.271;1.362;0.235;0.300;1.001;1.269;1.257;1.166;1.404;0.381;0.278;1.289;0.398;0.271;0.379;0.280;0.356;0.264;1.525;0.272;0.419;0.303;1.351;0.365;0.472;0.281;0.352;0.310;1.364;0.253;0.357;0.363;0.481;0.286;0.000;0.310;0.373;0.000;0.248;0.365;0.949;0.302;0.443;0.294;0.267
4779.046;4717.125;4782.057;4834.183;4904.549;4941.759;4955.345;5022.126;5040.933;5130.238;5151.131;5210.276;5259.218;5288.206;5382.507;5479.364;5484.847;5618.094;5632.382;5663.425;5636.745;5939.635;5918.019;6081.489;6042.877;6147.257;6268.965;6297.956;6537.242;6675.850;6769.606;6762.535;7071.345;7176.291;7272.575;7574.374;7584.131;8011.313;8163.205;8547.438;9089.400;9295.612;9663.275;10720.139;11013.196;12543.166;14329.989;17197.857;19358.430;17063.697;10357.647;2942.223;231.210;11.114;10.056;6.097;5.872;5.347;5.590;4.805;5.207;4.212;5.173;4.358;5.310;4.490;4.924;5.346;4.288;4.489;4.504;3.327;4.283;3.480;4.423;4.046;4.113;3.144;3.378;2.748;3.302;4.056;4.078;2.710;3.131;3.775;3.047;2.501;2.934;2.978;3.246;1.693;3.803;2.250;2.212;2.139;2.821;2.867;2.642;2.244;2.614;2.150;2.918;2.005;2.267;1.984;1.414;1.749;1.414;1.980;2.409;2.298;2.429;2.885;2.519;0.894;2.005;2.680;2.211;0.805;1.339;1.915;2.797;1.184;2.076;2.630;1.438;1.713;1.267;2.310;1.218;1.042;1.294;0.795;1.318;1.271;1.362;2.589;1.426;1.001;1.269;1.257;1.166;1.404;1.585;1.156;1.289;1.482;2.187;1.411;1.267;1.425;1.195;0.395;1.232;1.468;1.312;0.338;1.518;1.759;1.166;1.464;1.290;0.378;1.144;0.357;1.453;0.481;0.286;1.929;1.287;1.494;1.405;1.032;0.365;3.661;1.257;0.443;1.273;1.267
4782.989;4727.197;4798.267;4858.436;4938.576;4986.794;5005.585;5078.814;5110.362;5215.855;5244.000;5321.477;5384.586;5430.448;5540.081;5662.514;5683.917;5844.492;5877.868;5938.694;5935.579;6288.905;6304.752;6518.943;6519.924;6682.888;6876.930;6975.253;7321.220;7570.580;7790.873;7914.301;8438.182;8770.079;9143.965;9886.414;10367.408;11652.149;12955.109;15541.656;19420.976;17841.967;10923.711;2792.121;114.047;6.279;5.075;3.678;4.837;4.267;4.179;4.052;4.369;2.249;0.000;2.725;2.548;3.535;2.900;2.817;2.250;4.212;1.871;2.713;2.304;1.370;1.196;0.430;1.296;1.608;1.362;1.321;1.306;1.371;0.324;1.223;1.210;2.181;1.310;1.091;1.290;0.406;0.270;1.076;1.234;0.343;1.181;1.422;1.119;0.243;0.265;0.880;0.000;0.141;0.302;0.194;0.000;0.092;0.000;0.049;0.000;0.118;0.000;0.111;0.310;0.109;0.326;0.804;0.379;0.094;0.000;0.000;0.000;0.000;0.000;0.081;0.000;0.000;0.000;0.084;0.000;0.000;0.000;0.169;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.185;0.000;0.104;0.278;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4804.680;4750.698;4831.586;4903.061;5002.377;5055.472;5084.997;5182.067;5235.334;5354.236;5403.344;5504.080;5596.027;5666.036;5809.137;5967.398;6029.548;6236.992;6321.403;6442.860;6505.987;6959.995;7060.049;7407.050;7542.168;7874.220;8301.467;8680.018;9459.759;10253.502;11253.579;12548.633;15546.668;19490.078;16641.942;6965.042;435.249;5.350;3.544;4.165;3.551;3.974;3.202;2.793;1.572;2.799;2.696;2.557;2.503;1.243;2.197;3.102;1.848;2.249;0.000;1.882;1.440;1.722;2.003;1.491;1.265;1.307;1.871;1.069;1.302;1.370;1.196;1.659;1.296;1.608;1.362;1.321;0.314;1.371;1.349;1.223;1.210;0.257;1.310;1.091;0.285;0.406;1.222;0.259;0.285;0.343;0.249;1.422;0.212;1.155;1.259;0.880;0.346;0.141;0.302;0.194;0.454;0.092;0.377;0.781;0.420;0.118;0.417;0.111;0.000;0.109;0.000;0.000;0.379;0.000;0.314;0.177;0.000;0.000;0.000;0.081;0.000;0.000;0.231;0.084;0.000;0.106;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.161;0.217;0.185;0.000;0.104;0.278;0.000;0.287;0.000;0.000;0.155;0.293;0.209;0.000;0.000;0.000;0.000;0.271;0.000;0.271;0.000;0.000;0.356;0.000;0.000;0.272;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.310;0.000;0.253;0.000;0.000;0.000;0.000;0.000;0.310;0.000;0.338;0.248;0.000;0.000;0.000;0.000;0.000;0.000
