4825.384;4783.151;4875.712;4967.088;5081.065;5159.053;5208.977;5330.873;5411.578;5568.278;5655.557;5793.202;5931.901;6052.757;6270.069;6506.977;6659.678;6993.549;7219.147;7510.392;7788.144;8605.065;9093.207;10077.027;11071.132;12957.549;16996.421;19080.597;9400.100;481.272;3.016;3.545;1.543;2.216;2.596;2.464;1.421;2.583;1.876;1.628;1.873;2.096;1.241;2.793;1.572;1.929;1.507;0.317;0.947;1.243;1.206;1.203;1.008;1.264;3.174;1.040;1.440;0.816;0.209;0.828;0.279;0.000;0.220;1.069;0.301;0.329;1.196;0.430;0.299;0.168;0.314;0.318;0.314;0.316;0.324;0.282;0.242;1.219;0.276;0.262;0.285;0.406;0.270;0.259;1.234;0.343;0.249;0.342;0.212;0.243;0.265;0.880;0.346;0.141;0.302;0.194;0.000;0.092;0.377;0.049;0.420;0.118;0.000;0.111;0.310;0.109;0.326;0.000;0.000;0.000;0.000;0.000;0.332;0.201;0.280;0.081;0.262;0.206;0.000;0.084;0.296;0.000;0.000;0.169;0.244;0.164;0.272;0.000;0.000;0.161;0.000;0.000;0.000;0.104;0.000;0.226;0.000;0.235;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.271;0.000;0.000;0.356;0.000;0.395;0.272;0.419;0.000;0.000;0.000;0.472;0.000;0.000;0.310;0.378;0.253;0.000;0.000;0.000;0.000;0.000;0.310;0.000;0.338;0.000;0.000;0.000;0.302;0.000;0.294;0.000
831.439;827.220;849.453;870.317;895.714;912.242;928.847;957.792;980.928;1018.627;1047.301;1086.489;1130.495;1176.522;1249.126;1338.201;1421.920;1575.915;1750.857;2039.541;2611.057;3434.170;1233.969;8.045;2.255;2.048;1.813;1.049;3.072;2.813;2.093;1.363;2.716;2.216;2.596;0.908;2.513;0.507;1.876;2.897;1.035;1.158;2.222;1.074;2.782;1.929;2.696;2.557;1.725;1.243;2.197;1.203;1.848;1.264;7.762;1.882;1.440;1.722;2.003;0.828;2.250;2.759;1.871;1.069;1.302;2.410;1.196;2.888;2.293;1.608;2.409;2.324;2.298;2.425;1.349;1.223;1.210;1.219;2.344;1.919;2.296;2.839;2.174;1.893;1.234;2.631;2.114;1.422;1.119;1.155;1.259;0.880;2.650;2.250;1.257;2.139;2.821;1.942;1.510;0.781;1.517;1.134;2.918;1.058;1.289;1.984;1.414;1.749;2.449;1.980;2.409;2.298;1.381;2.885;1.400;0.894;1.133;2.680;2.211;0.805;1.339;1.915;2.797;1.184;1.160;1.397;1.438;1.713;2.280;1.235;2.218;1.898;4.171;0.795;1.318;1.271;2.437;1.412;2.551;1.001;1.269;2.304;2.086;1.404;2.789;1.156;1.289;2.567;1.229;1.411;2.254;1.425;2.126;1.525;1.232;1.468;1.312;1.351;1.518;1.759;1.166;2.576;1.290;1.364;1.144;1.330;2.543;2.989;1.240;3.324;1.287;1.494;1.405;1.032;1.460;6.373;1.257;2.977;1.273;2.267
4025.806;4009.870;4103.059;4199.732;4319.705;4412.596;4487.789;4627.334;4740.785;4920.177;5052.397;5250.075;5462.239;5680.853;6037.459;6458.722;6865.019;7612.447;8458.436;9848.700;12613.900;16586.208;5957.817;51.413;2.255;2.048;1.813;1.936;4.602;1.544;1.170;1.363;1.543;1.201;0.339;1.686;1.421;1.891;1.042;0.359;1.035;1.158;0.261;1.074;0.363;0.189;0.317;0.317;0.169;0.235;0.215;0.253;0.168;0.279;0.000;0.197;0.332;0.000;0.209;0.166;0.279;1.307;0.220;0.247;0.301;0.329;0.264;0.000;0.000;0.168;0.314;0.000;0.000;0.000;0.324;0.282;0.242;0.257;0.000;0.000;0.285;0.000;0.000;0.000;0.285;0.000;0.249;0.342;0.212;0.243;0.265;0.068;0.000;0.141;0.302;0.000;0.000;0.000;0.000;0.049;0.420;0.118;0.000;0.111;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.081;0.000;0.000;0.000;0.084;0.000;0.000;0.000;0.169;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.373;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000

Samples: 38
0.000;0.200;0.283;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.333;0.083;0.000;0.200;0.000;0.000;0.000;0.000;0.300;0.167;0.267;0.000;0.000;0.183;0.233;0.183;3.017;0.000;0.000;0.000;0.000;0.000;0.300;0.167;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.267;0.000;0.283;0.000;0.233;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.283;0.000;0.000;0.000;0.300;0.317;0.317;0.000;0.317;0.000;0.250;0.000;0.267;0.317;0.283;0.000;0.283;0.317;0.000;0.000;0.267;0.000;0.233;0.000;0.000;0.000;0.300;0.000;0.000;0.200;0.000;0.100;0.000;0.067;0.000;0.117;0.000;0.117;0.317;0.117;0.000;0.000;0.000;0.000;0.000;0.000;0.317;0.000;0.000;0.100;0.000;0.000;0.000;0.000;0.283;0.000;0.000;0.167;0.267;0.133;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.150;0.000;0.000;0.000;0.200;0.000;0.183;0.000;0.000;0.267;0.000;0.000;0.000;0.267;0.000;0.000;0.367;0.283;0.000;0.000;0.000;0.283;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.317;0.000;0.283;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.317;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.000;0.000;0.133;0.000;0.000;0.267;0.167;0.000;0.183;0.333;0.200;0.000;0.083;0.000;0.000;0.267;0.200;0.000;0.183;0.000;0.000;0.000;0.000;0.283;0.000;0.000;0.000;3.017;0.217;0.267;0.250;0.000;0.183;0.000;0.000;0.000;0.000;0.250;0.283;0.233;0.233;0.000;0.000;0.000;0.217;0.267;0.000;0.000;0.233;0.217;0.000;0.200;0.000;0.000;0.000;0.300;0.000;0.233;0.250;0.000;0.000;0.000;0.300;0.000;0.317;0.000;0.000;0.000;0.233;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.317;0.000;0.000;0.267;0.083;0.000;0.133;0.317;0.200;0.000;0.100;0.000;0.067;0.000;0.000;0.333;0.000;0.000;0.117;0.300;0.000;0.000;0.100;0.300;0.167;0.000;0.000;0.250;0.100;0.300;0.167;0.233;0.117;0.000;0.117;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.150;0.217;0.217;0.000;0.000;0.000;0.217;0.267;0.000;0.000;0.000;0.000;0.200;0.000;0.333;0.000;0.317;0.000;0.000;0.000;0.000;0.000;0.333;0.283;0.350;0.000;0.000;0.000;0.000;0.317;0.000;0.317;0.000;0.000;0.000;0.000;0.367;0.000;0.000;0.300;0.000;0.317;0.333;0.000;0.317;0.000;0.000;0.317;0.000;0.300;0.267
0.000;0.200;0.283;0.000;0.350;0.250;0.000;0.000;0.350;0.000;0.000;0.000;0.000;0.000;0.300;0.200;0.000;0.000;0.367;0.000;0.300;0.167;0.267;0.000;0.000;0.183;0.233;0.183;4.017;0.000;0.000;0.000;0.317;0.183;0.300;0.167;0.300;0.000;0.000;0.000;0.000;0.000;0.267;0.250;0.300;0.217;0.267;0.283;0.217;0.233;0.217;0.267;0.000;0.283;0.000;0.233;0.000;0.000;0.000;0.000;0.283;0.000;0.267;0.000;0.300;0.000;0.283;0.350;0.300;0.233;0.300;0.317;0.317;0.300;0.000;0.300;0.250;0.000;0.267;0.317;0.283;0.333;0.283;0.317;0.300;0.300;0.267;0.000;0.233;0.267;0.267;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.333;0.000;0.383;0.117;0.000;0.117;0.317;0.117;0.300;0.000;0.367;0.100;0.000;0.167;0.317;0.150;0.250;0.000;0.000;0.000;0.000;0.117;0.283;0.117;0.267;0.167;0.267;0.133;0.000;0.000;0.250;0.150;0.000;0.000;0.000;0.150;0.267;0.000;0.000;0.200;0.267;0.183;0.300;0.000;0.267;0.000;0.317;0.317;0.267;0.367;0.283;0.000;0.283;0.000;0.000;0.000;0.283;0.400;0.300;0.333;0.000;0.367;0.000;0.317;0.317;0.383;0.283;0.000;0.333;0.383;0.000;0.383;0.000;0.000;0.317;0.000;0.333;0.000;0.000;0.000;0.000;0.000
1.317;0.200;0.283;1.133;0.350;0.250;1.267;1.167;0.350;1.183;0.333;0.200;1.333;1.083;0.300;0.200;1.267;1.200;0.367;1.183;0.300;0.167;0.267;0.267;0.283;0.183;1.233;1.183;5.017;0.217;1.267;1.250;0.317;0.183;0.300;1.167;0.300;2.733;1.250;0.283;1.233;1.233;0.267;0.250;0.300;0.217;0.267;0.283;0.217;0.233;0.217;0.267;1.200;0.283;0.000;0.233;0.300;1.900;1.233;1.250;0.283;0.900;0.267;1.300;0.300;0.317;0.283;0.350;0.300;0.233;0.300;0.317;0.317;0.300;1.317;0.300;0.250;1.267;0.267;0.317;0.283;0.333;0.283;0.317;0.300;0.300;0.267;1.317;1.233;1.267;0.267;1.083;1.300;1.133;1.317;1.200;1.383;1.100;0.333;1.067;0.383;1.117;0.333;1.117;0.317;0.117;0.300;1.850;0.367;0.100;1.300;0.167;0.317;0.150;0.250;2.100;1.300;1.167;1.233;1.117;0.283;1.117;1.267;1.167;0.267;1.133;1.233;0.700;1.250;0.150;1.217;2.217;0.000;2.150;1.267;1.217;1.267;1.200;1.267;1.183;1.300;1.200;1.267;1.333;0.317;1.317;1.267;1.367;1.283;1.367;1.283;1.333;2.283;1.350;1.283;0.400;1.300;1.333;2.317;1.367;3.317;2.317;2.317;2.383;3.283;3.367;2.333;0.383;1.300;0.000;0.317;0.333;0.000;0.317;0.333;0.000;0.317;0.350;0.000;0.000
2.317;2.200;3.283;3.133;3.350;3.250;2.267;3.167;3.350;2.183;3.333;3.200;2.333;3.083;3.300;3.200;3.267;3.200;3.367;2.183;3.300;3.167;3.267;4.267;3.283;3.183;2.233;3.183;7.017;4.217;3.267;2.250;3.317;3.183;3.300;2.167;3.300;2.733;3.250;3.283;3.233;3.233;3.267;3.250;3.300;3.217;3.267;3.283;4.217;3.233;3.217;3.267;3.200;3.283;3.383;3.233;3.300;2.900;3.233;3.250;3.283;3.900;3.267;3.300;3.300;3.317;3.283;3.350;3.300;3.233;3.300;3.317;3.317;3.300;3.317;4.300;4.250;3.267;3.267;3.317;3.283;3.333;3.283;3.317;3.300;3.300;3.267;3.317;2.233;3.267;3.267;3.083;2.300;3.133;3.317;3.200;2.383;3.100;3.333;4.067;3.383;3.117;4.333;2.117;3.317;3.117;3.300;2.850;3.367;3.100;2.300;3.167;3.317;4.150;3.250;3.100;3.300;3.167;3.233;3.117;3.283;3.117;2.267;3.167;3.267;3.133;3.233;3.700;3.250;4.150;3.217;3.217;2.450;3.150;3.267;4.217;3.267;3.200;3.267;4.183;3.300;4.200;3.267;3.333;4.317;3.317;3.267;3.367;4.283;3.367;3.283;4.333;3.283;4.350;4.283;4.400;4.300;4.333;3.317;4.367;4.317;4.317;5.317;6.383;5.283;4.367;3.333;3.383;2.300;3.383;2.317;2.333;2.317;1.317;1.333;2.350;1.317;2.350;2.300;2.267
4927.317;4271.200;5371.283;5018.133;4638.350;4397.250;6087.267;4915.167;4664.350;5062.183;5150.333;4326.200;5441.333;6839.083;4787.300;4731.200;6579.267;4603.200;4397.367;5263.183;5086.300;5649.167;6105.267;2861.267;5357.283;5657.183;6583.233;5977.183;7091.017;4309.217;5901.267;4912.250;4707.317;5390.183;4814.300;7073.167;4944.300;7960.733;6544.250;4358.283;6727.233;5874.233;5560.267;6587.250;4492.300;6434.217;4756.267;5057.283;7194.217;5584.233;5729.217;5989.267;6665.200;5777.283;2525.383;6707.233;5256.300;6279.900;6364.233;8568.250;5839.283;4002.900;6897.267;7076.300;5787.300;5566.317;6195.283;4722.350;5856.300;8017.233;5567.300;5870.317;5896.317;5602.300;5699.317;6307.300;6102.250;6110.267;5711.267;7091.317;5978.283;4973.333;6269.283;7318.317;6380.300;5211.300;6495.267;5596.317;6647.233;6641.267;6101.267;7462.083;5338.300;5826.133;6461.317;6389.200;5259.383;6707.100;5414.333;8627.067;5731.383;6177.117;4985.333;6745.117;6480.317;6801.117;5952.300;6832.850;6199.367;6859.100;6124.300;6155.167;6344.317;4814.150;5899.250;8108.100;7670.300;5382.167;6838.233;9313.117;6528.283;7515.117;5591.267;6816.167;7599.267;5704.133;6061.233;7220.700;7056.250;6573.150;7353.217;8454.217;2527.450;10700.150;7209.267;7241.217;7090.267;6585.200;6927.267;9420.183;8226.300;7595.200;8953.267;7797.333;7083.317;9768.317;8543.267;8057.367;9438.283;8810.367;9596.283;9115.333;10781.283;9026.350;11008.283;10447.400;11267.300;11955.333;10821.317;10440.367;16357.317;14125.317;17380.317;18824.383;20389.283;17700.367;12329.333;7405.383;5371.300;1681.383;864.317;224.333;64.317;31.317;19.333;18.350;18.317;16.350;17.300;17.267
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.317;0.000;0.317;0.000;0.250;0.000;0.000;0.317;1.283;0.000;0.283;0.317;2.300;0.000;2.267;0.000;3.233;1.267;3.267;3.083;1.300;0.133;2.317;0.200;1.383;1.100;1.333;2.067;0.383;0.117;0.000;1.117;1.317;1.117;0.300;1.850;0.367;0.100;0.300;0.167;0.317;0.000;0.000;1.100;0.300;0.000;0.233;2.117;0.000;1.117;0.000;0.167;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;1.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.283;0.000;0.283;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4918.317;4257.200;5354.283;5002.133;4627.350;4375.250;6074.267;4902.167;4652.350;5043.183;5134.333;4310.200;5427.333;6824.083;4777.300;4713.200;6566.267;4591.200;4392.367;5248.183;5074.300;5635.167;6097.267;2854.267;5351.283;5648.183;6583.233;5970.183;7096.017;4306.217;5903.267;4912.250;4708.317;5386.183;4819.300;7083.167;4950.300;7974.733;6562.250;4368.283;6743.233;5895.233;5580.267;6610.250;4507.300;6462.217;4774.267;5077.283;7232.217;5612.233;5759.217;6025.267;6712.200;5813.283;2534.383;6758.233;5294.300;6331.900;6422.233;8641.250;5891.283;4039.900;6969.267;7153.300;5850.300;5631.317;6273.283;4776.350;5938.300;8127.233;5647.300;5955.317;5985.317;5690.300;5799.317;6409.300;6209.250;6222.267;5822.267;7239.317;6101.283;5079.333;6408.283;7479.317;6532.300;5336.300;6656.267;5739.317;6830.233;6823.267;6270.267;7680.083;5495.300;6010.133;6671.317;6604.200;5431.383;6948.100;5609.333;8959.067;5955.383;6423.117;5193.333;7043.117;6769.317;7114.117;6234.300;7173.850;6515.367;7220.100;6467.300;6507.167;6717.317;5107.150;6273.250;8653.100;8196.300;5770.167;7348.233;10053.117;7053.283;8156.117;6085.267;7450.167;8334.267;6282.133;6708.233;8035.700;7884.250;7389.150;8321.217;9628.217;2886.450;12363.150;8399.267;8526.217;8422.267;7922.200;8441.267;11661.183;10348.300;9742.200;11724.267;10475.333;9799.317;13996.317;12768.267;12686.367;15801.283;15783.367;18182.283;17542.333;19550.283;13700.350;12049.283;6814.400;3581.300;1484.333;412.317;104.367;41.317;17.317;16.317;15.383;15.283;14.367;13.333;10.383;12.300;10.383;12.317;10.333;11.317;12.317;10.333;5.350;11.317;8.350;9.300;11.267
4904.317;4244.200;5341.283;4992.133;4616.350;4365.250;6062.267;4891.167;4638.350;5034.183;5127.333;4302.200;5415.333;6812.083;4772.300;4706.200;6560.267;4583.200;4383.367;5241.183;5071.300;5633.167;6093.267;2850.267;5350.283;5648.183;6587.233;5978.183;7099.017;4309.217;5910.267;4919.250;4714.317;5397.183;4830.300;7102.167;4964.300;8004.733;6582.250;4383.283;6771.233;5918.233;5601.267;6645.250;4533.300;6503.217;4803.267;5111.283;7289.217;5654.233;5810.217;6074.267;6772.200;5868.283;2555.383;6828.233;5350.300;6406.900;6496.233;8760.250;5971.283;4096.900;7070.267;7262.300;5940.300;5721.317;6379.283;4855.350;6040.300;8283.233;5753.300;6076.317;6112.317;5814.300;5934.317;6559.300;6365.250;6379.267;5975.267;7434.317;6269.283;5222.333;6604.283;7710.317;6739.300;5508.300;6885.267;5942.317;7081.233;7084.267;6512.267;8000.083;5727.300;6273.133;6967.317;6921.200;5697.383;7303.100;5900.333;9460.067;6291.383;6806.117;5505.333;7493.117;7222.317;7616.117;6682.300;7724.850;7022.367;7822.100;7016.300;7099.167;7351.317;5618.150;6918.250;9608.100;9130.300;6469.167;8279.233;11420.117;8059.283;9396.117;7059.267;8742.167;9871.267;7528.133;8137.233;9910.700;9882.250;9448.150;10865.217;12915.217;4007.450;17763.150;12617.267;13566.217;14307.267;14433.200;16124.267;22172.183;17778.300;13304.200;10781.267;5322.333;2185.317;1093.317;273.267;64.367;24.283;16.367;16.283;14.333;14.283;12.350;14.283;12.400;12.300;12.333;10.317;9.367;11.317;9.317;10.317;10.383;11.283;10.367;9.333;8.383;9.300;7.383;9.317;8.333;8.317;10.317;8.333;5.350;7.317;6.350;7.300;8.267
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4886.317;4230.200;5320.283;4971.133;4594.350;4347.250;6038.267;4872.167;4621.350;5012.183;5108.333;4285.200;5395.333;6790.083;4757.300;4693.200;6544.267;4574.200;4372.367;5231.183;5060.300;5626.167;6091.267;2846.267;5344.283;5648.183;6585.233;5975.183;7107.017;4313.217;5916.267;4925.250;4721.317;5409.183;4837.300;7121.167;4977.300;8033.733;6610.250;4397.283;6805.233;5950.233;5637.267;6684.250;4561.300;6546.217;4838.267;5151.283;7351.217;5705.233;5859.217;6136.267;6845.200;5934.283;2579.383;6915.233;5416.300;6493.900;6595.233;8899.250;6066.283;4160.900;7194.267;7399.300;6053.300;5838.317;6511.283;4959.350;6178.300;8482.233;5895.300;6229.317;6274.317;5969.300;6102.317;6760.300;6563.250;6590.267;6174.267;7697.317;6500.283;5419.333;6868.283;8038.317;7031.300;5757.300;7209.267;6231.317;7447.233;7468.267;6877.267;8469.083;6074.300;6668.133;7429.317;7398.200;6108.383;7856.100;6369.333;10254.067;6845.383;7428.117;6036.333;8258.117;7994.317;8476.117;7480.300;8701.850;7965.367;8935.100;8080.300;8248.167;8623.317;6662.150;8311.250;11702.100;11318.300;8155.167;10661.233;15054.117;10937.283;13198.117;10352.267;13506.167;16249.267;13317.133;15311.233;19031.700;17771.250;13945.150;11044.217;7271.217;951.450;1387.150;237.267;53.217;17.267;13.200;12.267;14.183;12.300;10.200;12.267;10.333;9.317;11.317;9.267;8.367;9.283;8.367;8.283;7.333;8.283;6.350;7.283;6.400;7.300;6.333;5.317;5.367;7.317;5.317;6.317;5.383;6.283;5.367;4.333;3.383;5.300;3.383;5.317;4.333;4.317;5.317;3.333;0.350;5.317;4.350;4.300;5.267
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.233;0.000;0.267;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4876.317;4224.200;5314.283;4962.133;4588.350;4344.250;6030.267;4866.167;4618.350;5012.183;5104.333;4283.200;5394.333;6794.083;4754.300;4697.200;6547.267;4577.200;4376.367;5240.183;5067.300;5637.167;6099.267;2851.267;5358.283;5666.183;6606.233;6002.183;7135.017;4328.217;5948.267;4951.250;4745.317;5439.183;4871.300;7176.167;5014.300;8101.733;6664.250;4441.283;6869.233;6011.233;5695.267;6765.250;4611.300;6629.217;4900.267;5222.283;7460.217;5793.233;5954.217;6243.267;6966.200;6044.283;2624.383;7054.233;5531.300;6638.900;6743.233;9115.250;6215.283;4265.900;7389.267;7604.300;6230.300;6013.317;6715.283;5121.350;6388.300;8790.233;6114.300;6469.317;6531.317;6224.300;6371.317;7075.300;6877.250;6919.267;6495.267;8126.317;6873.283;5738.333;7292.283;8564.317;7510.300;6162.300;7749.267;6723.317;8060.233;8109.267;7503.267;9283.083;6692.300;7379.133;8269.317;8288.200;6879.383;8914.100;7280.333;11818.067;7962.383;8733.117;7173.333;9946.117;9770.317;10535.117;9471.300;11268.850;10581.367;12243.100;11483.300;12265.167;13571.317;11236.150;15139.250;22497.100;21685.300;13933.167;13927.233;12314.117;4357.283;1885.117;373.267;92.167;25.267;11.133;11.233;12.700;12.250;10.150;11.217;12.217;3.450;13.150;9.267;8.217;7.267;8.200;7.267;10.183;7.300;7.200;8.267;6.333;5.317;7.317;6.267;5.367;7.283;5.367;6.283;5.333;6.283;5.350;6.283;5.400;5.300;5.333;4.317;3.367;5.317;5.317;4.317;4.383;5.283;4.367;4.333;3.383;4.300;2.383;4.317;3.333;4.317;4.317;3.333;1.350;3.317;2.350;3.300;4.267
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.017;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.317;0.000;0.000;0.000;0.000;0.300;0.000;0.267;0.000;1.233;0.000;0.267;0.083;0.000;0.000;0.317;0.000;0.000;0.000;0.000;0.067;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4866.317;4212.200;5297.283;4951.133;4579.350;4334.250;6017.267;4859.167;4610.350;5004.183;5100.333;4283.200;5391.333;6790.083;4755.300;4696.200;6551.267;4580.200;4379.367;5248.183;5080.300;5649.167;6115.267;2859.267;5376.283;5685.183;6638.233;6030.183;7175.017;4355.217;5984.267;4984.250;4780.317;5486.183;4911.300;7244.167;5062.300;8195.733;6741.250;4490.283;6957.233;6093.233;5774.267;6866.250;4681.300;6739.217;4985.267;5319.283;7604.217;5909.233;6079.217;6381.267;7128.200;6188.283;2686.383;7240.233;5683.300;6830.900;6954.233;9407.250;6421.283;4409.900;7661.267;7902.300;6479.300;6260.317;7011.283;5360.350;6698.300;9240.233;6436.300;6831.317;6914.317;6609.300;6785.317;7560.300;7376.250;7450.267;7013.267;8815.317;7487.283;6279.333;8023.283;9475.317;8354.300;6899.300;8731.267;7629.317;9224.233;9374.267;8766.267;10964.083;8007.300;8961.133;10212.317;10427.200;8857.383;11772.100;9926.333;16710.067;11786.383;13681.117;12092.333;18187.117;19007.317;20299.117;15896.300;13792.850;7456.367;3696.100;1034.300;222.167;41.317;12.150;11.250;14.100;13.300;10.167;11.233;13.117;8.283;10.117;7.267;9.167;8.267;7.133;7.233;7.700;7.250;6.150;7.217;7.217;1.450;9.150;6.267;6.217;5.267;4.200;4.267;6.183;6.300;5.200;5.267;4.333;4.317;5.317;4.267;4.367;4.283;4.367;4.283;4.333;4.283;2.350;3.283;2.400;3.300;3.333;2.317;2.367;3.317;2.317;3.317;3.383;3.283;2.367;2.333;2.383;2.300;1.383;2.317;1.333;2.317;3.317;2.333;0.000;2.317;1.350;1.300;2.267
