4817.710;4734.061;4792.173;4824.660;4889.857;4896.930;4898.812;4931.189;4938.569;4995.009;4995.861;5020.845;5051.706;5037.208;5098.605;5150.571;5133.129;5206.481;5191.417;5164.322;5112.912;5328.287;5268.389;5365.127;5282.548;5298.457;5349.469;5303.465;5437.608;5475.389;5467.797;5375.308;5537.035;5497.332;5464.505;5548.817;5446.788;5563.913;5514.330;5586.494;5713.014;5589.939;5529.239;5749.116;5518.994;5703.225;5758.293;5773.246;5724.245;5758.780;5810.266;5832.105;5755.290;5848.472;5919.739;5831.268;6005.071;5889.221;5917.374;5900.694;5976.144;6047.285;5941.052;6087.974;6068.315;6072.995;6071.678;6098.797;6163.549;6116.704;6180.971;6250.987;6231.989;6299.290;6257.109;6363.590;6355.129;6347.111;6385.876;6382.307;6538.598;6599.971;6539.594;6570.619;6675.948;6586.987;6729.309;6731.021;6758.893;6804.926;6834.329;6887.529;7004.563;7044.206;7097.223;7201.499;7236.615;7273.029;7215.395;7506.510;7511.178;7554.390;7553.659;7831.367;7831.273;7949.223;8138.843;8234.635;8247.579;8431.064;8468.691;8754.201;9047.097;8950.195;9309.785;9522.133;9875.466;10096.402;10557.834;10864.820;11421.977;11956.172;12776.603;13711.230;14900.219;16433.828;17849.043;19197.393;18030.319;15000.462;11068.328;6237.450;2736.892;960.878;246.977;54.650;17.492;14.358;12.661;11.255;11.141;10.750;10.506;8.896;8.930;9.191;9.565;8.099;8.030;7.691;8.274;6.894;6.874;7.287;6.127;6.833;5.450;5.505;6.227;5.685;5.655;4.856;4.279;5.372;4.769;5.287;4.759;4.285;4.134;3.393;4.269;3.716;4.625;4.169;2.573;0.000;4.122;1.710;2.268;4.233
4814.752;4729.584;4786.770;4816.899;4883.476;4894.678;4888.278;4930.176;4938.569;4994.014;4993.906;5018.504;5051.706;5032.763;5100.749;5153.861;5133.912;5215.582;5194.974;5175.175;5123.008;5341.539;5281.367;5387.754;5297.363;5319.094;5367.326;5322.082;5455.200;5502.041;5494.576;5404.757;5569.858;5528.802;5504.010;5586.171;5485.035;5610.262;5557.689;5637.241;5767.541;5646.258;5587.066;5815.283;5581.883;5771.956;5835.603;5851.651;5808.282;5843.447;5905.398;5930.867;5856.108;5956.825;6032.150;5948.427;6130.260;6013.386;6049.203;6044.509;6126.943;6195.418;6102.862;6258.172;6244.632;6257.107;6259.921;6301.580;6373.938;6329.875;6405.147;6493.709;6480.022;6567.147;6526.598;6658.085;6659.027;6661.800;6718.849;6729.404;6912.670;6989.388;6945.142;6996.271;7129.525;7058.266;7227.337;7256.814;7315.078;7393.776;7459.305;7546.604;7715.581;7787.836;7899.235;8061.063;8149.258;8248.847;8249.331;8650.982;8736.265;8875.716;8974.497;9421.852;9563.429;9878.847;10308.084;10659.280;10953.847;11542.688;12030.931;13017.670;14235.230;15087.234;16956.463;18292.235;18910.162;17246.121;13805.094;8893.357;4553.742;1709.563;465.541;96.574;24.108;18.679;16.610;14.832;14.458;14.145;13.226;12.256;27.326;10.529;12.785;11.808;11.040;12.004;11.536;10.409;10.165;10.750;9.585;9.949;10.134;8.313;9.565;9.184;8.988;8.724;8.274;9.032;7.805;8.417;8.047;7.881;8.479;7.531;7.380;8.259;6.541;7.081;7.219;7.344;6.552;6.260;6.939;8.047;6.042;7.577;6.225;7.078;5.692;4.953;6.953;14.553;6.031;8.044;6.183;6.233
4797.006;4718.394;4770.560;4804.288;4868.590;4883.419;4876.933;4919.041;4927.888;4985.054;4986.085;5014.992;5044.221;5034.244;5097.533;5156.055;5137.831;5217.858;5196.160;5183.068;5130.075;5351.951;5292.614;5395.296;5312.178;5335.979;5388.431;5347.791;5482.734;5527.423;5527.818;5436.387;5605.025;5572.454;5545.772;5641.423;5533.116;5669.063;5621.058;5699.406;5838.006;5717.595;5660.575;5904.652;5661.704;5868.528;5927.185;5956.938;5918.776;5959.360;6028.276;6062.867;5992.213;6100.639;6162.914;6105.201;6299.763;6192.836;6237.531;6238.030;6330.965;6410.356;6328.239;6499.901;6494.081;6519.232;6538.557;6587.936;6678.055;6658.275;6748.743;6857.790;6862.983;6975.261;6954.911;7115.354;7142.941;7173.770;7260.705;7302.653;7531.097;7647.746;7641.048;7743.819;7933.249;7895.588;8146.916;8240.383;8375.732;8546.865;8714.225;8912.703;9230.960;9452.299;9751.502;10142.878;10488.277;10893.265;11243.556;12232.944;12927.005;13896.956;15128.123;17239.768;18608.810;19034.952;17304.268;13062.174;7729.094;3488.850;1086.548;236.812;42.308;15.053;12.616;12.315;11.668;13.813;10.181;9.518;8.662;9.185;9.027;8.318;7.619;7.582;7.285;7.777;7.364;7.699;7.222;7.119;4.315;6.382;5.499;6.583;5.663;6.120;4.783;6.178;5.286;5.515;4.984;4.685;5.318;4.801;4.477;3.760;4.199;4.594;4.326;4.757;4.081;3.898;4.208;3.687;3.432;3.478;3.921;3.110;2.997;3.744;3.299;2.415;2.986;2.368;2.579;1.777;2.226;1.999;3.292;2.596;2.490;2.601;2.573;0.994;2.212;1.710;2.268;3.233
4785.175;4703.846;4761.555;4793.616;4859.019;4876.664;4871.261;4918.029;4922.547;4986.049;4984.130;5017.334;5044.221;5044.616;5101.821;5164.828;5144.885;5229.234;5208.019;5200.828;5147.237;5380.346;5318.569;5423.580;5343.784;5375.377;5426.581;5390.343;5529.391;5576.919;5580.451;5494.193;5663.637;5637.423;5615.751;5718.465;5610.703;5763.145;5712.777;5793.288;5947.899;5828.355;5777.209;6029.252;5788.692;6007.730;6075.858;6115.987;6081.405;6132.727;6206.647;6258.492;6191.329;6313.404;6378.559;6343.733;6553.463;6456.573;6516.435;6536.265;6650.303;6740.025;6679.100;6881.406;6894.802;6940.504;6987.730;7067.243;7191.563;7201.286;7328.039;7483.650;7526.717;7692.359;7715.217;7953.679;8033.343;8138.044;8306.158;8443.352;8799.123;9038.696;9155.666;9433.359;9832.009;9990.036;10558.712;10991.351;11558.600;12308.761;13227.167;14493.309;16397.605;18273.533;19381.382;18199.824;14003.907;8431.061;3582.462;1088.248;205.625;32.686;11.715;10.610;10.145;10.496;9.084;11.269;8.728;8.656;7.716;8.734;7.707;7.001;5.897;6.625;6.437;6.391;6.221;5.913;5.531;5.565;5.326;5.275;4.870;5.117;4.954;4.753;3.310;3.402;3.219;3.695;0.000;3.617;3.417;3.448;3.513;3.766;2.532;3.639;3.334;2.373;2.224;2.579;1.706;3.044;2.442;2.676;2.283;1.497;2.352;1.550;1.288;1.638;1.328;1.590;1.413;2.465;0.461;0.536;1.226;0.408;1.339;1.429;1.203;1.395;1.490;0.523;1.272;0.604;0.358;0.355;0.356;1.032;0.383;0.000;0.302;0.443;0.310;0.233
4783.203;4706.084;4761.555;4795.557;4864.336;4880.042;4872.881;4921.066;4931.092;4994.014;4995.861;5032.550;5065.739;5057.211;5124.331;5191.149;5177.802;5261.089;5245.969;5237.333;5189.640;5421.994;5367.019;5480.147;5401.069;5435.413;5492.328;5460.378;5608.171;5659.411;5666.326;5586.901;5763.278;5742.999;5726.364;5838.308;5736.371;5897.351;5856.192;5949.335;6109.802;5996.372;5951.671;6227.753;5982.196;6219.143;6301.840;6354.562;6334.297;6400.839;6494.023;6564.274;6509.747;6653.238;6747.910;6731.453;6971.127;6894.322;6985.460;7037.299;7186.476;7320.938;7293.315;7553.150;7611.090;7719.598;7818.048;7973.011;8179.694;8267.144;8507.582;8796.550;8977.209;9320.595;9517.615;10019.855;10381.293;10838.396;11471.468;12191.007;13443.860;14869.000;16569.775;18751.972;19753.770;17084.391;12127.405;5997.933;1916.541;370.417;47.031;13.964;13.080;14.011;11.823;11.895;12.409;11.284;11.815;8.903;10.401;10.342;10.464;9.662;9.166;8.622;10.172;9.378;8.728;7.714;7.716;7.673;7.707;9.685;8.137;6.625;6.437;7.628;6.221;5.913;7.619;5.565;6.560;7.304;5.787;6.350;6.119;6.769;6.351;5.550;6.221;4.551;10.067;4.308;5.499;5.538;4.588;4.943;5.909;4.485;5.286;5.515;4.984;4.685;5.318;3.922;4.477;4.845;4.199;4.594;4.326;3.688;4.081;3.898;4.208;3.687;4.441;3.478;3.921;5.685;3.883;3.744;3.299;3.401;2.986;3.341;3.669;4.285;3.180;4.788;3.292;2.596;4.625;3.385;3.668;6.418;3.167;4.244;2.268;4.233
4776.302;4699.369;4754.351;4792.646;4861.146;4882.293;4876.933;4930.176;4938.569;5006.956;5009.547;5047.767;5083.516;5086.103;5152.202;5222.954;5209.935;5303.184;5287.476;5284.691;5240.118;5483.518;5433.637;5548.028;5473.170;5517.024;5582.427;5556.121;5712.956;5774.901;5790.060;5715.603;5905.119;5896.287;5882.125;6012.626;5910.121;6093.816;6062.143;6162.473;6349.720;6249.806;6214.343;6516.483;6274.872;6548.878;6651.519;6728.665;6735.032;6833.247;6957.789;7064.732;7039.884;7237.358;7355.847;7403.220;7716.718;7694.596;7849.974;7983.034;8227.283;8476.956;8558.068;8995.304;9223.991;9533.669;9884.057;10360.945;10968.594;11536.015;12495.609;13803.425;15445.887;18027.016;19560.426;18455.799;13076.694;6242.215;1748.039;241.422;24.502;10.303;8.933;8.538;7.987;8.522;8.736;9.069;7.546;6.715;7.286;6.650;7.318;7.682;6.095;6.061;6.491;5.735;6.153;5.244;6.014;5.264;5.462;5.873;4.273;4.873;4.732;4.649;4.588;4.886;4.574;4.491;4.561;5.659;3.658;3.373;2.950;3.917;3.251;3.029;3.444;2.851;4.092;3.246;3.038;2.651;2.623;2.738;3.310;3.402;3.219;2.839;1.438;2.235;2.377;2.403;2.437;3.766;1.407;1.946;2.358;2.373;2.224;1.527;2.910;2.166;2.442;1.591;2.283;1.497;2.352;2.619;1.288;1.638;2.288;2.639;1.413;2.465;2.768;0.536;2.111;2.632;1.339;1.429;1.203;2.368;1.490;1.777;1.272;0.604;2.314;1.475;1.423;1.032;1.478;0.000;1.257;1.710;1.289;1.233
4772.358;4702.727;4756.152;4799.437;4867.526;4892.426;4892.329;4944.348;4954.591;5031.844;5035.941;5082.883;5120.003;5126.850;5200.439;5277.789;5267.932;5372.582;5359.818;5366.581;5320.884;5581.011;5532.267;5657.391;5585.765;5647.414;5718.793;5704.169;5875.871;5948.771;5974.738;5910.836;6111.434;6123.681;6121.410;6280.327;6184.405;6405.117;6381.492;6517.703;6736.441;6660.932;6645.596;7008.869;6776.775;7119.607;7269.997;7407.427;7459.469;7635.569;7838.745;8040.957;8097.638;8434.163;8691.014;8897.628;9441.658;9649.513;10097.350;10615.452;11386.170;12370.529;13373.543;15447.996;17953.694;19700.374;17657.918;11646.472;4939.105;1014.990;83.176;10.448;7.375;7.804;6.609;6.994;7.146;6.191;6.653;5.329;6.402;6.653;6.077;4.453;5.140;5.090;5.005;5.830;4.824;3.980;4.306;4.212;3.860;3.463;4.185;3.144;4.123;2.960;3.888;3.781;3.820;3.233;4.211;3.031;3.295;2.999;2.557;2.758;3.553;3.001;2.479;2.369;2.464;2.975;2.538;2.561;2.078;2.680;1.271;2.307;2.400;1.946;1.625;2.232;1.206;1.418;2.623;1.730;1.284;2.328;1.218;1.127;1.438;0.852;1.336;1.358;1.362;0.235;1.407;1.100;1.382;1.326;1.304;1.527;1.706;1.288;0.407;1.591;1.325;1.497;1.365;0.481;1.288;1.638;0.368;0.542;1.413;0.439;0.461;1.823;0.340;0.408;1.339;1.429;1.203;0.422;0.400;0.523;1.272;0.604;0.358;0.355;0.356;1.032;0.383;0.994;0.302;0.000;0.310;1.233
4770.386;4706.084;4763.356;4812.049;4878.160;4913.818;4915.829;4980.791;4989.840;5073.657;5080.909;5135.557;5174.267;5193.526;5270.115;5360.042;5351.793;5468.147;5462.993;5488.923;5441.023;5721.097;5684.538;5821.437;5763.546;5843.468;5928.212;5932.890;6116.800;6219.094;6266.528;6219.500;6452.557;6494.211;6519.843;6725.459;6651.017;6937.095;6950.984;7146.967;7436.901;7416.541;7471.839;7967.861;7782.999;8295.864;8602.105;8919.520;9168.238;9632.304;10193.248;10862.323;11447.330;12692.427;14235.858;16545.828;19557.542;18567.631;13443.304;6174.407;1199.868;75.495;6.948;6.920;6.412;6.674;5.980;6.678;6.431;5.305;5.657;4.430;4.398;3.585;5.584;4.171;5.210;4.266;4.584;3.673;3.385;4.219;4.173;3.636;3.242;3.946;4.073;3.671;3.009;3.069;2.318;2.587;2.708;2.408;2.276;2.172;1.756;2.035;1.623;2.317;1.627;2.217;1.709;2.084;1.337;2.062;1.469;1.812;1.483;1.115;1.431;1.308;0.367;1.633;1.418;0.935;1.206;0.206;1.271;1.586;0.313;1.041;0.391;1.217;1.206;0.185;0.291;0.722;0.270;1.253;1.218;1.127;1.438;0.852;1.336;0.313;0.287;1.412;0.281;0.254;0.407;0.279;0.383;0.474;0.502;1.288;0.407;0.506;0.367;0.465;0.378;0.481;0.357;0.508;0.368;0.000;0.404;0.439;0.000;0.536;0.340;0.000;0.359;0.444;0.312;0.422;0.000;0.000;0.318;0.000;0.358;0.000;0.000;0.248;0.000;0.000;0.302;0.443;0.310;0.233
4778.273;4713.917;4778.665;4832.421;4902.617;4943.091;4951.483;5017.233;5041.111;5131.399;5151.294;5211.642;5260.340;5289.836;5381.596;5478.486;5485.813;5614.908;5630.208;5660.596;5633.851;5939.746;5919.000;6077.875;6041.083;6149.274;6270.751;6296.360;6535.177;6675.977;6773.468;6762.663;7070.329;7176.393;7272.688;7576.035;7585.333;8015.579;8164.177;8541.243;9086.967;9293.829;9663.389;10721.099;11012.108;12543.268;14332.547;17199.070;19362.489;17068.905;10354.773;2938.567;229.600;8.258;5.544;5.352;4.893;5.438;4.783;4.926;4.320;4.333;4.472;3.631;3.406;3.554;3.184;2.991;2.443;3.865;2.514;3.427;2.414;3.585;1.486;3.230;1.339;2.342;2.516;2.016;2.380;3.002;1.317;2.002;2.293;1.659;1.275;1.512;1.195;1.246;2.318;1.774;1.556;1.354;1.321;1.199;1.756;1.110;1.623;0.854;1.627;1.202;1.709;0.189;1.337;1.125;1.469;0.867;1.483;1.115;1.431;1.308;1.416;1.633;1.418;0.935;0.334;1.443;0.281;0.144;1.357;0.136;0.391;1.217;0.290;1.418;1.457;0.722;1.284;1.253;0.217;0.271;4.315;0.852;0.295;1.358;0.287;0.235;1.407;1.100;0.407;1.326;0.383;0.474;1.706;0.410;1.425;1.591;0.367;1.497;1.365;0.481;0.357;1.638;0.368;1.590;1.413;0.439;1.614;0.536;0.340;1.520;1.339;1.429;1.203;1.395;1.490;1.777;0.318;1.999;1.336;1.475;1.423;0.248;1.478;6.418;1.257;0.443;0.310;0.233
4788.133;4730.704;4801.178;4861.524;4941.961;4992.629;5008.206;5084.044;5114.812;5220.003;5249.051;5322.843;5387.580;5435.782;5544.530;5668.216;5688.019;5848.133;5881.624;5944.745;5941.771;6294.695;6308.328;6524.757;6528.007;6688.657;6884.398;6979.862;7322.215;7574.515;7798.429;7922.063;8443.027;8778.302;9151.979;9893.522;10374.074;11660.565;12968.589;15554.491;19436.160;17858.957;10932.646;2793.081;115.377;6.380;4.064;4.891;5.006;4.435;4.278;3.245;4.439;4.318;0.956;3.666;3.785;3.625;3.886;2.938;2.349;2.880;2.821;2.809;2.404;1.474;3.184;1.762;2.443;1.704;2.514;2.424;1.422;2.531;1.486;2.289;1.339;1.379;2.516;2.016;1.374;1.785;1.317;1.185;1.344;1.659;1.275;1.512;1.195;1.246;1.325;0.962;1.556;1.354;1.321;1.199;1.756;0.185;0.491;1.585;1.627;1.202;0.459;1.137;0.359;0.187;0.381;0.867;0.448;0.173;0.384;0.248;0.367;0.291;0.299;0.122;0.334;0.206;0.281;0.865;0.313;0.136;0.000;0.203;1.206;0.185;0.291;0.722;0.270;1.253;0.217;0.271;0.000;0.852;0.295;0.313;0.287;0.235;0.281;0.254;0.407;1.326;0.383;0.474;0.502;0.410;0.407;0.506;0.367;0.465;0.378;0.481;0.357;0.508;0.368;0.542;0.404;0.000;0.461;0.000;0.340;0.408;0.359;0.444;0.312;0.422;0.400;0.523;0.318;0.604;0.358;0.355;0.356;0.248;0.383;0.000;0.302;0.443;0.310;0.233
4801.935;4753.085;4834.498;4903.239;5000.445;5056.805;5087.617;5183.248;5233.376;5351.415;5406.440;5506.616;5594.343;5663.221;5810.370;5969.811;6024.245;6237.219;6322.787;6442.992;6502.084;6960.106;7060.164;7416.635;7539.386;7874.360;8303.253;8678.423;9453.870;10251.091;11260.212;12550.941;15537.446;19491.194;16636.412;6958.142;435.358;5.465;4.516;5.582;4.474;4.067;4.296;3.752;4.112;3.770;4.064;3.771;3.450;3.427;3.287;2.295;3.599;3.333;5.544;1.981;2.677;2.719;2.989;2.938;3.335;2.880;1.995;1.987;2.404;2.514;2.252;2.991;2.443;1.704;1.467;2.424;1.422;2.531;1.486;1.349;1.339;1.379;2.516;1.187;1.374;3.002;1.317;1.185;1.344;2.803;2.207;1.512;1.195;2.157;1.325;0.962;1.556;1.354;1.321;1.199;1.756;1.110;1.623;1.585;1.627;2.217;1.709;1.137;1.337;1.125;1.469;0.867;1.483;1.115;1.431;0.248;1.416;2.975;1.418;0.935;1.206;1.443;1.271;0.865;1.357;1.041;1.625;1.217;1.206;0.185;1.457;1.730;1.284;1.253;0.217;0.271;4.315;0.161;1.336;1.358;1.362;1.412;0.281;1.100;1.382;0.279;0.383;0.474;1.706;0.410;0.407;1.591;0.367;1.497;1.365;0.481;1.288;0.508;0.368;1.590;1.413;0.439;1.614;1.823;0.340;0.408;1.339;0.444;1.203;0.422;0.400;0.523;0.318;0.604;0.358;0.355;1.423;0.248;0.383;3.706;0.302;0.443;0.310;1.233
4823.626;4784.419;4881.325;4965.326;5081.260;5157.008;5212.407;5331.042;5411.756;5567.449;5655.719;5794.567;5931.153;6056.609;6274.518;6505.003;6659.077;6996.052;7222.902;7510.523;7784.241;8606.122;9098.514;10077.184;11071.313;12960.504;17008.758;19083.434;9395.741;476.322;3.186;2.581;0.528;1.303;1.580;1.790;1.530;1.314;1.181;0.507;1.118;1.252;0.376;1.174;0.484;1.160;0.000;0.411;1.115;0.403;0.000;0.396;0.238;0.000;0.000;0.295;0.000;0.000;0.299;0.287;0.378;0.000;0.344;0.000;0.401;0.000;0.388;0.000;0.000;0.264;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.368;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
