4904.191;4823.382;4933.316;5051.455;5143.732;5209.624;5275.423;5410.810;5485.226;5647.889;5737.607;5871.588;6040.366;6160.179;6397.558;6656.093;6803.887;7198.275;7411.167;7800.460;8066.769;9031.950;9643.458;10735.031;12168.406;15134.763;19732.655;13506.184;2040.625;16.752;3.924;4.581;5.002;4.247;3.649;3.243;4.662;2.652;3.516;4.123;2.712;3.051;3.185;2.793;3.951;2.813;3.826;3.678;2.490;2.217;2.180;3.070;2.702;3.218;7.532;1.896;2.511;1.798;2.003;1.491;2.218;3.001;1.830;1.864;3.256;2.358;2.081;2.806;2.227;1.584;2.340;1.270;2.232;2.390;2.288;1.176;2.145;2.149;2.292;1.891;2.279;1.541;2.142;1.852;2.151;2.574;2.083;2.447;2.026;1.124;2.202;1.666;2.612;1.125;1.225;1.993;2.742;1.896;1.453;1.500;1.426;2.116;1.584;1.026;1.256;1.015;1.360;0.820;1.345;1.005;1.309;2.228;2.394;1.476;2.482;0.867;1.104;2.598;1.188;1.514;2.348;0.980;1.501;1.150;1.115;1.336;1.418;1.814;1.250;1.200;1.184;0.956;3.883;0.772;2.290;1.184;1.326;1.353;1.388;1.805;1.220;1.169;1.120;1.334;1.505;1.112;1.238;1.410;1.181;1.359;1.217;1.390;1.148;0.339;1.184;1.381;1.245;0.287;1.441;1.673;1.107;1.409;1.225;1.282;1.085;1.233;0.291;1.589;1.177;1.766;1.222;1.438;1.334;0.209;1.405;3.344;1.209;1.626;0.261;0.233
4941.656;4887.169;5021.567;5162.048;5293.664;5398.771;5506.366;5690.202;5824.895;6066.019;6243.987;6483.777;6798.188;7095.865;7584.190;8173.934;8762.462;9907.092;11245.256;13958.991;19293.214;12340.073;517.605;0.440;2.222;2.032;1.799;1.921;0.752;0.254;1.154;0.218;0.313;1.201;0.263;0.908;1.384;1.268;1.014;0.317;1.035;0.235;0.245;0.215;0.323;0.203;0.000;0.317;0.934;0.202;0.198;1.171;0.182;0.263;0.000;0.211;0.295;0.891;0.000;0.166;0.246;0.000;0.179;0.219;0.250;0.000;0.217;0.000;0.000;0.144;0.244;0.267;0.000;0.281;0.000;0.235;0.210;0.225;0.224;0.235;0.268;0.000;0.238;0.218;0.000;0.286;0.218;0.288;0.212;0.213;0.000;0.041;0.000;0.000;0.271;0.049;0.000;0.046;0.000;0.037;0.000;0.000;0.000;0.000;0.000;0.078;0.000;0.000;0.000;0.000;0.000;0.106;0.000;0.000;0.243;0.000;0.000;0.000;0.198;0.072;0.000;0.075;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.183;0.000;0.000;0.081;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.199;0.281;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233

Samples: 37
0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.183;0.000;0.000;0.267;0.000;0.000;0.167;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.000;0.200;0.200;0.233;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.250;0.000;0.067;0.217;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.000;0.233;0.250;0.217;0.233;0.217;0.000;0.267;0.000;0.000;0.267;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.050;0.000;0.067;0.000;0.050;0.317;0.050;0.000;0.000;0.300;0.083;0.000;0.000;0.283;0.000;0.000;0.000;0.000;0.067;0.000;0.100;0.000;0.000;0.217;0.067;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.133;0.000;0.000;0.217;0.000;0.000;0.117;0.183;0.117;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.133;0.000;0.000;0.217;0.267;0.000;0.000;0.217;0.000;0.000;0.000;0.233;0.300;0.000;0.000;0.233;0.000;0.000;0.283;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.233;0.000;0.250;0.000;0.250;0.000;0.000;0.000;0.000;0.283;0.000;0.233
0.250;0.000;0.250;0.100;0.000;0.167;0.267;0.133;0.000;0.150;0.000;0.167;0.000;0.083;0.233;0.000;0.267;0.150;0.000;0.000;0.283;0.167;0.000;0.233;0.000;0.000;0.217;0.167;0.000;0.200;0.250;0.000;0.000;0.183;0.000;0.167;0.000;0.833;0.217;0.000;0.233;0.250;0.250;0.000;0.267;0.000;0.000;0.000;0.200;0.000;0.000;0.000;0.217;0.267;0.000;0.000;0.000;0.000;0.233;0.250;0.250;0.067;0.000;0.000;0.000;0.000;0.000;0.283;0.233;0.200;0.000;0.267;0.250;0.267;0.000;0.000;0.000;0.000;0.000;0.283;0.000;0.000;0.250;0.000;0.267;0.250;0.233;0.000;0.233;0.233;0.217;0.050;0.000;0.067;0.283;0.050;0.000;0.050;0.283;0.050;0.000;0.083;0.000;0.083;0.000;0.083;0.250;0.867;0.300;0.000;0.250;0.000;0.283;0.100;0.000;0.067;0.267;0.100;0.200;0.100;0.250;0.083;0.217;0.000;0.217;0.000;0.000;0.000;0.233;0.117;0.183;0.117;0.000;0.117;0.200;0.133;0.233;0.150;0.000;0.133;0.250;0.117;0.000;0.000;0.000;0.267;0.000;0.300;0.233;0.317;0.233;0.000;0.233;0.300;0.233;0.317;0.233;0.000;0.250;0.000;0.250;0.267;0.250;0.300;0.217;0.267;0.000;0.000;0.000;0.000;0.000;0.283;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000
1.250;1.150;0.250;0.100;1.283;1.167;0.267;0.133;1.300;0.150;1.267;0.167;1.267;1.083;1.233;1.167;1.267;1.150;1.283;1.183;0.283;1.167;1.267;0.233;1.250;1.167;1.217;1.167;0.983;1.200;1.250;1.200;1.267;1.183;1.233;1.167;1.267;1.833;1.217;1.250;1.233;1.250;1.250;1.250;1.267;1.233;1.217;1.283;1.200;1.200;1.200;1.233;1.217;1.267;0.000;1.250;1.267;1.983;1.233;1.250;1.250;1.067;2.217;2.267;1.250;1.267;1.233;1.283;1.233;1.200;1.233;1.267;0.250;1.267;1.233;1.250;1.217;1.233;1.217;1.283;1.267;1.267;1.250;2.267;1.267;1.250;1.233;1.267;1.233;1.233;1.217;1.050;1.267;1.067;1.283;1.050;1.317;1.050;1.283;2.050;1.300;1.083;1.267;1.083;1.283;1.083;1.250;0.867;1.300;2.067;1.250;2.100;1.283;1.100;1.217;1.067;1.267;1.100;1.200;2.100;1.250;2.083;1.217;2.133;1.217;2.083;1.217;1.800;1.233;1.117;1.183;1.117;0.000;2.117;1.200;1.133;1.233;1.150;2.233;2.133;1.250;1.117;2.217;2.267;2.250;2.267;2.217;1.300;2.233;1.317;1.233;2.300;2.233;2.300;2.233;2.317;2.233;3.283;2.250;2.300;4.250;3.267;4.250;4.300;4.217;3.267;2.267;1.267;1.233;0.267;0.250;0.000;0.250;0.000;0.283;0.233;0.267;0.283;0.267;0.233
4989.250;4287.150;5406.250;5079.100;4666.283;4408.167;6117.267;4949.133;4690.300;5092.150;5174.267;4338.167;5470.267;6866.083;4811.233;4759.167;6586.267;4635.150;4398.283;5305.183;5083.283;5678.167;6137.267;2854.233;5363.250;5683.167;6597.217;6031.167;7049.983;4354.200;5930.250;4912.200;4694.267;5437.183;4777.233;7133.167;4954.267;7988.833;6572.217;4366.250;6723.233;5884.250;5580.250;6628.250;4493.267;6462.233;4755.217;5088.283;7212.200;5595.200;5734.200;5996.233;6699.217;5794.267;2522.283;6715.250;5271.267;6294.983;6377.233;8590.250;5851.250;4008.067;6910.217;7110.267;5802.250;5581.267;6216.233;4738.283;5853.233;8049.200;5579.233;5887.267;5907.250;5614.267;5698.233;6344.250;6112.217;6139.233;5727.217;7116.283;5995.267;4989.267;6274.250;7340.267;6396.267;5209.250;6526.233;5638.267;6626.233;6683.233;6125.217;7496.050;5330.267;5856.067;6489.283;6425.050;5265.317;6719.050;5426.283;8678.050;5723.300;6226.083;4990.267;6776.083;6500.283;6821.083;5972.250;6875.867;6197.300;6888.067;6151.250;6175.100;6363.283;4855.100;5897.217;8182.067;7689.267;5392.100;6886.200;9369.100;6557.250;7573.083;5615.217;6844.133;7645.217;5732.083;6096.217;7263.800;7081.233;6610.117;7410.183;8497.117;2545.350;10782.117;7274.200;7285.133;7141.233;6633.150;6986.233;9532.133;8311.250;7631.117;9095.217;7842.267;7150.250;9887.267;8635.217;8161.300;9576.233;8938.317;9744.233;9280.300;10976.233;9221.300;11270.233;10708.317;11561.233;12398.283;11192.250;10902.300;17226.250;14891.267;18076.250;18985.300;19605.217;15750.267;10007.267;5392.267;3477.233;957.267;437.250;106.283;36.250;24.267;19.283;19.233;19.267;16.283;18.267;18.233
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233;0.000;1.217;0.050;0.000;0.000;0.283;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4990.250;4278.150;5398.250;5071.100;4660.283;4395.167;6114.267;4942.133;4679.300;5076.150;5173.267;4328.167;5465.267;6864.083;4814.233;4749.167;6588.267;4630.150;4398.283;5300.183;5084.283;5678.167;6145.267;2845.233;5370.250;5684.167;6609.217;6035.167;7075.983;4357.200;5943.250;4922.200;4709.267;5446.183;4792.233;7150.167;4968.267;8018.833;6597.217;4384.250;6754.233;5916.250;5606.250;6665.250;4520.267;6496.233;4781.217;5118.283;7266.200;5633.200;5776.200;6039.233;6761.217;5840.267;2527.283;6777.250;5317.267;6361.983;6450.233;8697.250;5920.250;4056.067;6998.217;7203.267;5882.250;5656.267;6305.233;4796.283;5948.233;8180.200;5672.233;5989.267;6012.250;5710.267;5812.233;6460.250;6239.217;6263.233;5849.217;7276.283;6131.267;5102.267;6432.250;7527.267;6565.267;5344.250;6708.233;5791.267;6830.233;6880.233;6317.217;7736.050;5498.267;6055.067;6717.283;6658.050;5460.317;6985.050;5638.283;9041.050;5964.300;6494.083;5212.267;7096.083;6812.283;7164.083;6271.250;7238.867;6537.300;7282.067;6516.250;6550.100;6760.283;5173.100;6287.217;8767.067;8248.267;5803.100;7430.200;10153.100;7119.250;8256.083;6136.217;7517.133;8430.217;6348.083;6784.217;8124.800;7958.233;7474.117;8434.183;9742.117;2920.350;12565.117;8539.200;8652.133;8569.233;8074.150;8607.233;11952.133;10611.250;9948.117;12132.217;10770.267;10144.250;14605.267;13379.217;13404.300;16784.233;16659.317;18759.233;17323.300;17984.233;11491.300;9055.233;4507.317;2054.233;742.283;179.250;44.300;24.250;13.267;13.250;13.300;15.217;13.267;11.267;9.267;11.233;8.267;10.250;9.283;9.250;12.267;8.283;2.233;9.267;7.283;7.267;9.233
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.983;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.267;0.000;0.233;0.000;1.233;0.233;2.217;1.050;0.267;0.067;1.283;0.000;0.000;0.050;0.283;2.050;0.000;0.000;0.000;0.083;0.000;0.083;0.250;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.067;0.267;0.000;0.000;1.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.117;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4975.250;4266.150;5384.250;5058.100;4651.283;4385.167;6099.267;4930.133;4671.300;5069.150;5162.267;4318.167;5459.267;6846.083;4804.233;4740.167;6580.267;4623.150;4395.283;5295.183;5077.283;5671.167;6144.267;2844.233;5366.250;5688.167;6606.217;6040.167;7075.983;4358.200;5951.250;4927.200;4715.267;5454.183;4802.233;7167.167;4983.267;8041.833;6622.217;4400.250;6781.233;5940.250;5634.250;6701.250;4545.267;6536.233;4811.217;5150.283;7320.200;5672.200;5823.200;6090.233;6823.217;5894.267;2554.283;6848.250;5375.267;6435.983;6522.233;8803.250;5996.250;4109.067;7096.217;7311.267;5971.250;5745.267;6412.233;4879.283;6048.233;8330.200;5781.233;6108.267;6139.250;5833.267;5942.233;6612.250;6391.217;6416.233;6005.217;7475.283;6300.267;5245.267;6625.250;7764.267;6774.267;5520.250;6937.233;6000.267;7079.233;7146.233;6563.217;8057.050;5725.267;6324.067;7018.283;6975.050;5726.317;7343.050;5932.283;9545.050;6300.300;6884.083;5531.267;7555.083;7266.283;7667.083;6728.250;7797.867;7056.300;7895.067;7083.250;7154.100;7406.283;5701.100;6949.217;9750.067;9209.267;6524.100;8398.200;11556.100;8162.250;9552.083;7151.217;8859.133;10036.217;7658.083;8296.217;10100.800;10075.233;9667.117;11178.183;13293.117;4144.350;18497.117;13231.200;14274.133;15117.233;15104.150;16402.233;21489.133;15979.250;10859.117;7972.217;3441.267;1246.250;541.267;122.217;32.300;19.233;16.317;15.233;14.300;15.233;13.300;14.233;12.317;12.233;12.283;10.250;10.300;11.250;11.267;11.250;10.300;10.217;10.267;8.267;9.267;10.233;7.267;9.250;8.283;8.250;9.267;8.283;7.233;8.267;8.283;8.267;8.233
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.200;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233;0.000;0.233;0.233;1.217;0.050;0.000;0.000;0.283;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.000;0.000;0.000;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.117;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4958.250;4250.150;5363.250;5038.100;4635.283;4374.167;6079.267;4914.133;4656.300;5054.150;5146.267;4306.167;5446.267;6832.083;4796.233;4735.167;6570.267;4616.150;4386.283;5295.183;5076.283;5671.167;6141.267;2842.233;5370.250;5688.167;6613.217;6046.167;7089.983;4370.200;5963.250;4938.200;4725.267;5475.183;4817.233;7194.167;5004.267;8082.833;6656.217;4417.250;6825.233;5977.250;5673.250;6744.250;4575.267;6589.233;4849.217;5195.283;7392.200;5731.200;5886.200;6158.233;6902.217;5969.267;2582.283;6945.250;5453.267;6532.983;6632.233;8951.250;6104.250;4180.067;7238.217;7463.267;6094.250;5870.267;6554.233;4992.283;6195.233;8546.200;5933.233;6277.267;6311.250;6003.267;6121.233;6830.250;6607.217;6642.233;6216.217;7756.283;6545.267;5458.267;6903.250;8104.267;7085.267;5781.250;7279.233;6306.267;7459.233;7545.233;6943.217;8543.050;6088.267;6744.067;7505.283;7477.050;6156.317;7924.050;6423.283;10379.050;6878.300;7544.083;6086.267;8359.083;8078.283;8572.083;7565.250;8822.867;8040.300;9071.067;8204.250;8362.100;8753.283;6817.100;8422.217;11992.067;11532.267;8331.100;10974.200;15502.100;11308.250;13740.083;10806.217;14190.133;17213.217;14029.083;15813.217;18761.800;16334.233;11744.117;8332.183;4816.117;543.350;685.117;106.200;29.133;15.233;14.150;13.233;16.133;14.250;12.117;13.217;12.267;9.250;12.267;11.217;10.300;10.233;9.317;10.233;9.300;10.233;8.300;9.233;8.317;8.233;7.283;8.250;7.300;9.250;6.267;7.250;8.300;8.217;7.267;7.267;5.267;6.233;5.267;7.250;6.283;6.250;7.267;5.283;4.233;6.267;5.283;5.267;6.233
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.983;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250;0.267;0.000;0.000;1.233;0.000;1.233;0.233;0.217;0.050;0.000;0.000;0.283;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.067;0.267;0.000;0.000;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4948.250;4241.150;5350.250;5027.100;4623.283;4364.167;6068.267;4902.133;4647.300;5047.150;5137.267;4299.167;5439.267;6829.083;4790.233;4731.167;6572.267;4617.150;4385.283;5295.183;5075.283;5677.167;6149.267;2843.233;5375.250;5702.167;6636.217;6065.167;7119.983;4385.200;5991.250;4962.200;4747.267;5506.183;4843.233;7251.167;5034.267;8151.833;6713.217;4458.250;6886.233;6035.250;5727.250;6820.250;4628.267;6669.233;4910.217;5265.283;7500.200;5817.200;5977.200;6261.233;7024.217;6073.267;2623.283;7084.250;5561.267;6672.983;6780.233;9174.250;6250.250;4282.067;7427.217;7670.267;6269.250;6047.267;6763.233;5154.283;6409.233;8861.200;6152.233;6518.267;6569.250;6258.267;6393.233;7145.250;6925.217;6977.233;6546.217;8189.283;6923.267;5779.267;7340.250;8646.267;7575.267;6195.250;7832.233;6809.267;8083.233;8211.233;7599.217;9391.050;6720.267;7476.067;8379.283;8398.050;6957.317;9020.050;7377.283;12024.050;8043.300;8914.083;7284.267;10148.083;9965.283;10766.083;9710.250;11605.867;10879.300;12689.067;11987.250;12857.100;14332.283;12011.100;15853.217;23076.067;20752.267;12227.100;11034.200;8530.100;2569.250;946.083;157.217;40.133;16.217;10.083;11.217;11.800;10.233;9.117;10.183;11.117;2.350;13.117;8.200;8.133;7.233;7.150;6.233;8.133;7.250;7.117;7.217;5.267;5.250;6.267;6.217;5.300;6.233;4.317;5.233;5.300;5.233;3.300;4.233;4.317;4.233;5.283;3.250;2.300;4.250;3.267;3.250;3.300;3.217;3.267;3.267;2.267;4.233;2.267;3.250;1.283;3.250;4.267;2.283;0.000;2.267;1.283;3.267;4.233
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.833;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.250;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.200;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.000;0.000;0.283;0.267;0.000;0.250;0.267;0.267;0.000;1.233;0.000;2.233;1.233;1.217;2.050;0.267;0.000;1.283;0.000;0.000;0.050;0.000;2.050;0.000;0.083;0.000;0.083;0.283;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4940.250;4234.150;5345.250;5025.100;4615.283;4357.167;6062.267;4902.133;4646.300;5047.150;5137.267;4303.167;5441.267;6835.083;4795.233;4738.167;6577.267;4628.150;4398.283;5311.183;5093.283;5698.167;6174.267;2856.233;5403.250;5734.167;6674.217;6108.167;7166.983;4413.200;6039.250;5005.200;4786.267;5559.183;4891.233;7328.167;5091.267;8251.833;6798.217;4516.250;6981.233;6126.250;5817.250;6937.250;4704.267;6794.233;5004.217;5374.283;7658.200;5945.200;6115.200;6412.233;7200.217;6233.267;2687.283;7284.250;5724.267;6876.983;6995.233;9484.250;6474.250;4437.067;7712.217;7981.267;6536.250;6313.267;7077.233;5404.283;6738.233;9336.200;6495.233;6905.267;6975.250;6665.267;6831.233;7657.250;7447.217;7535.233;7097.217;8914.283;7568.267;6351.267;8104.250;9602.267;8469.267;6969.250;8874.233;7772.267;9317.233;9560.233;8938.217;11191.050;8121.267;9172.067;10476.283;10716.050;9105.317;12146.050;10293.283;17483.050;12325.300;14569.083;12885.267;19281.083;19347.283;19242.083;13660.250;10498.867;4830.300;2016.067;460.250;87.100;21.283;10.100;11.217;14.067;13.267;10.100;10.200;13.100;9.250;10.083;7.217;9.133;8.217;6.083;6.217;7.800;7.233;6.117;7.183;8.117;0.350;9.117;6.200;5.133;5.233;5.150;4.233;6.133;5.250;4.117;5.217;4.267;3.250;5.267;4.217;3.300;4.233;3.317;4.233;2.300;4.233;3.300;3.233;2.317;3.233;2.283;2.250;2.300;3.250;2.267;3.250;2.300;3.217;2.267;1.267;1.267;2.233;1.267;2.250;2.283;2.250;2.267;2.283;0.000;2.267;1.283;1.267;2.233
4927.250;4228.150;5332.250;5010.100;4604.283;4355.167;6055.267;4896.133;4643.300;5044.150;5140.267;4303.167;5443.267;6845.083;4803.233;4748.167;6594.267;4640.150;4411.283;5331.183;5113.283;5727.167;6204.267;2875.233;5437.250;5775.167;6726.217;6154.167;7229.983;4454.200;6096.250;5057.200;4840.267;5624.183;4957.233;7427.167;5163.267;8386.833;6908.217;4595.250;7112.233;6251.250;5937.250;7089.250;4811.267;6959.233;5129.217;5514.283;7872.200;6119.200;6303.200;6623.233;7445.217;6456.267;2789.283;7578.250;5965.267;7182.983;7324.233;9947.250;6804.250;4678.067;8157.217;8463.267;6949.250;6737.267;7581.233;5805.283;7268.233;10121.200;7076.233;7554.267;7675.250;7376.267;7608.233;8593.250;8420.217;8595.233;8172.217;10374.283;8910.267;7576.267;9820.250;11828.267;10635.267;8961.250;11723.233;10597.267;13214.233;14225.233;14166.217;19200.050;15207.267;18054.067;19600.283;16165.050;8800.317;5639.050;1563.283;572.050;63.300;18.083;12.267;14.083;13.283;14.083;11.250;13.867;11.300;11.067;10.250;10.100;9.283;9.100;8.217;12.067;9.267;8.100;8.200;10.100;7.250;8.083;6.217;7.133;8.217;6.083;6.217;7.800;6.233;6.117;6.183;7.117;4.350;7.117;5.200;6.133;4.233;4.150;5.233;6.133;5.250;5.117;5.217;4.267;4.250;5.267;4.217;4.300;4.233;4.317;4.233;4.300;4.233;3.300;4.233;4.317;4.233;4.283;3.250;3.300;4.250;3.267;3.250;3.300;4.217;4.267;3.267;3.267;3.233;2.267;3.250;3.283;2.250;3.267;3.283;2.233;3.267;2.283;2.267;3.233
0.250;0.150;0.250;0.000;0.283;0.167;0.267;0.000;0.300;0.150;0.267;0.167;0.267;0.083;0.000;0.000;0.000;0.150;0.283;0.183;0.283;0.167;0.267;0.000;0.000;0.000;0.000;0.167;0.000;0.200;0.250;0.200;0.267;0.183;0.000;0.000;0.267;0.000;0.217;0.000;0.233;0.250;0.250;0.250;0.267;0.000;0.217;0.000;0.200;0.200;0.200;0.000;0.217;0.267;0.283;0.250;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.267;0.000;0.267;0.000;0.283;0.233;0.000;0.233;0.267;0.000;0.000;0.233;0.000;0.217;0.233;0.217;0.283;0.267;0.267;0.250;0.267;0.000;0.250;0.233;0.267;0.233;0.000;0.217;0.000;0.267;0.067;0.000;0.000;0.317;0.000;0.000;0.000;0.000;0.083;0.267;0.083;0.283;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.000;0.200;0.100;0.250;0.083;0.217;0.000;0.000;0.083;0.217;0.000;0.233;0.000;0.000;0.000;0.350;0.117;0.200;0.000;0.233;0.150;0.233;0.133;0.000;0.117;0.000;0.267;0.250;0.000;0.217;0.300;0.233;0.317;0.000;0.300;0.000;0.300;0.000;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.300;0.000;0.000;0.267;0.267;0.233;0.267;0.250;0.000;0.250;0.267;0.000;0.233;0.267;1.283;1.267;1.233
