2.261;4.098;5.935;7.772;9.609;11.446;13.283;15.120;16.957;18.793;20.630;22.467;24.304;26.141;27.978;29.815;31.652;33.489;35.326;37.162;38.999;40.836;42.673;44.510;46.347;48.184;50.021;51.858;53.695;55.531;57.368;59.205;61.042;62.879;64.716;66.553;68.390;70.227;72.064;73.900;75.737;77.574;79.411;81.248;83.085;84.922;86.759;88.596;90.433;92.269;94.106;95.943;97.780;99.617;101.454;103.291;105.128;106.965;108.802;110.638;112.475;114.312;116.149;117.986;119.823;121.660;123.497;125.334;127.171;129.007;130.844;132.681;134.518;136.355;138.192;140.029;141.866;143.703;145.540;147.376;149.213;151.050;152.887;154.724;156.561;158.398;160.235;162.072;163.909;165.745;167.582;169.419;171.256;173.093;174.930;176.767;178.604;180.441;182.278;184.114;185.951;187.788;189.625;191.462;193.299;195.136;196.973;198.810;200.647;202.483;204.320;206.157;207.994;209.831;211.668;213.505;215.342;217.179;219.016;220.852;222.689;224.526;226.363;228.200;230.037;231.874;233.711;235.548;237.385;239.221;241.058;242.895;244.732;246.569;248.406;250.243;252.080;253.917;255.754;257.590;259.427;261.264;263.101;264.938;266.775;268.612;270.449;272.286;274.123;275.959;277.796;279.633;281.470;283.307;285.144;286.981;288.818;290.655;292.492;294.328;296.165;298.002;299.839;301.676;303.513;305.350;307.187;309.024;310.861;312.697;314.534;316.371;318.208;320.045;321.882;323.719;325.556;327.393;329.230;331.066
4878.804;4787.814;4881.325;4975.997;5048.331;5095.084;5142.733;5241.961;5283.614;5414.168;5469.053;5553.457;5670.157;5732.873;5887.585;6047.677;6099.510;6339.610;6401.097;6569.330;6591.010;7112.560;7231.555;7518.676;7725.119;8123.915;8588.999;9077.369;9808.330;10917.464;12174.413;13937.260;18205.551;18908.565;10698.378;1779.243;27.866;5.569;5.392;4.356;4.572;5.084;5.358;4.683;4.213;3.828;5.273;3.846;3.450;3.477;4.360;3.292;3.669;3.431;8.259;2.894;2.751;2.840;3.064;2.309;3.400;5.107;2.862;2.042;2.471;3.641;2.314;3.072;2.493;2.461;2.567;2.491;2.464;2.601;2.562;2.321;3.323;2.358;2.516;2.071;2.480;3.042;1.380;2.042;2.341;1.697;2.254;2.663;2.178;1.322;2.368;1.829;2.785;2.426;2.323;2.188;2.979;1.141;2.775;0.903;2.760;1.270;1.772;1.184;1.386;1.171;1.523;1.970;1.535;1.163;1.484;1.379;1.468;1.722;1.493;0.989;1.250;1.546;1.320;0.913;0.400;1.101;1.686;1.302;1.252;1.500;1.515;0.823;0.338;1.325;0.267;0.285;1.918;0.875;0.330;1.393;0.376;1.510;1.463;1.100;0.407;0.314;1.273;1.509;1.686;0.395;0.373;1.573;1.309;1.497;1.365;1.532;0.326;1.600;0.352;1.555;0.387;0.422;0.461;0.579;0.354;0.445;0.376;0.444;1.218;1.411;1.526;0.585;0.350;2.022;0.375;0.430;0.391;0.274;1.533;4.113;1.305;1.795;1.321;1.250
4906.410;4829.219;4933.556;5048.755;5142.970;5212.176;5281.298;5408.988;5484.425;5651.108;5739.839;5868.331;6041.583;6165.525;6395.682;6655.252;6803.312;7199.697;7407.946;7796.695;8061.957;9032.123;9644.525;10718.500;12159.781;15128.384;19736.916;13532.987;2011.382;15.716;5.079;3.727;4.122;3.401;3.913;3.385;3.825;3.493;2.891;3.087;2.894;2.268;2.418;2.105;3.003;2.958;2.894;2.726;1.893;1.462;2.378;2.342;1.988;2.446;1.376;2.051;2.751;1.933;1.270;1.646;2.415;3.655;2.036;2.042;1.469;1.560;2.314;1.843;1.496;1.020;1.519;1.488;2.464;1.547;1.537;1.380;2.355;1.395;2.516;1.243;1.475;1.825;1.380;0.408;1.392;2.841;1.321;1.583;1.270;1.322;1.374;1.016;1.633;0.316;1.369;1.215;1.795;1.141;1.642;0.903;1.663;1.270;1.772;1.184;0.408;1.171;1.523;0.079;0.500;1.163;1.484;0.318;0.419;0.380;0.373;0.989;1.250;0.309;0.330;0.192;0.400;0.196;1.686;0.287;0.336;0.267;0.350;0.823;0.338;0.251;0.267;1.141;0.000;0.184;1.370;0.348;1.452;0.333;0.338;0.254;0.407;0.314;0.353;0.456;0.482;0.395;1.391;0.488;0.351;0.465;0.378;0.463;0.326;0.471;0.352;0.507;1.396;0.422;0.461;0.579;0.354;0.445;0.376;0.444;0.327;0.438;0.436;0.585;0.350;0.628;0.375;0.430;0.391;0.274;0.438;0.000;0.350;0.528;0.343;0.250
4149.226;4102.940;4214.935;4335.725;4445.411;4534.397;4623.315;4779.346;4890.538;5095.593;5244.212;5446.939;5709.451;5958.830;6366.740;6858.143;7358.203;8316.899;9433.502;11717.554;16199.110;10394.181;435.615;0.880;1.498;0.344;2.002;1.241;0.000;0.486;0.462;0.454;0.606;0.355;0.527;1.051;0.000;0.035;0.389;0.550;0.377;0.391;0.457;0.387;0.585;0.000;1.705;0.485;0.337;0.454;0.396;0.443;0.308;0.476;1.376;0.365;0.000;0.121;0.374;0.320;0.444;0.000;0.385;0.397;0.468;1.560;0.000;0.614;0.499;0.300;0.471;0.485;0.480;0.492;0.512;0.439;0.419;0.433;0.448;0.414;0.469;0.608;0.428;0.408;0.443;0.553;0.389;0.504;0.363;0.410;0.381;1.016;0.480;0.316;0.414;0.243;0.612;0.216;0.510;0.171;0.567;0.254;0.521;0.237;0.408;0.234;0.435;0.079;0.500;0.220;0.436;0.318;0.419;0.380;0.373;0.176;0.378;0.309;0.330;0.192;0.400;0.196;0.000;0.287;0.336;0.267;0.350;0.000;0.338;0.251;0.267;0.285;1.918;0.184;0.000;0.348;0.000;0.333;0.338;0.254;0.000;0.314;0.353;0.000;0.482;0.395;0.000;0.000;0.351;0.000;0.378;0.000;0.000;0.471;0.352;0.000;0.000;0.422;0.461;0.579;0.354;0.445;0.000;0.444;0.327;0.438;0.000;0.585;0.350;0.000;0.000;0.430;0.391;0.000;0.438;0.000;0.350;0.528;0.000;0.250
798.099;788.239;809.139;831.691;853.410;869.665;886.102;916.457;938.416;976.018;1005.478;1044.564;1094.225;1140.381;1218.236;1315.389;1406.454;1590.932;1805.647;2239.020;3093.851;1985.205;86.950;4.651;3.473;3.158;2.002;2.128;0.000;3.025;2.308;2.636;2.950;3.401;1.655;1.051;2.732;2.110;2.057;1.818;2.055;2.268;2.418;2.105;3.003;2.088;1.705;1.605;1.893;2.469;1.387;1.393;1.988;1.461;3.671;1.208;2.751;1.933;1.270;0.983;1.429;3.655;1.211;1.220;1.469;1.560;1.382;1.843;1.496;1.740;1.519;1.488;1.472;1.547;1.537;1.380;1.387;1.395;1.482;1.243;1.475;1.825;1.380;1.225;1.392;0.553;1.321;1.583;1.270;1.322;1.374;0.203;1.633;1.371;0.414;1.215;1.795;0.216;0.510;0.903;0.567;0.254;0.521;1.184;1.386;0.234;0.435;1.024;0.500;0.220;0.436;1.379;0.419;1.722;0.373;0.176;0.378;1.546;0.330;0.913;0.400;0.196;1.686;0.287;0.336;0.267;0.350;0.823;0.338;0.251;0.267;0.285;1.918;0.184;1.370;0.348;0.376;0.333;0.338;0.254;1.382;0.314;0.353;1.509;0.482;0.395;1.391;0.488;0.351;0.465;0.378;0.463;1.257;0.471;0.352;0.507;1.396;0.422;0.461;0.579;0.354;0.445;0.376;0.444;0.327;0.438;1.526;0.585;0.350;0.628;1.352;0.430;0.391;0.274;0.438;4.113;0.350;0.528;0.343;0.250

Samples: 39
0.000;0.367;0.517;0.317;0.567;0.433;0.517;0.333;0.550;1.383;0.550;0.383;0.567;0.300;0.483;0.400;0.533;1.400;0.567;0.367;0.517;1.350;0.500;0.467;0.517;1.367;0.467;0.400;0.000;0.383;0.500;0.417;1.517;0.350;0.467;0.350;0.500;1.050;0.467;0.433;1.450;0.417;1.467;0.450;0.483;0.400;0.433;0.433;0.433;0.450;0.400;1.467;0.367;0.483;1.600;1.433;0.483;0.133;0.417;0.483;0.450;0.517;0.467;0.483;0.467;1.500;1.483;0.500;1.500;0.417;1.450;1.483;0.483;0.467;0.500;0.467;1.433;0.450;0.433;0.500;0.467;0.500;0.450;0.500;0.467;0.483;0.417;0.000;0.400;0.450;0.383;0.250;0.417;1.300;1.433;1.250;0.517;0.233;0.450;0.233;0.517;0.250;0.417;0.250;0.417;0.250;0.400;1.083;1.483;0.233;1.417;1.300;0.400;1.283;0.333;0.217;0.433;0.250;0.333;0.267;0.383;1.217;1.367;1.283;0.367;0.217;0.300;0.817;0.333;1.233;0.267;1.333;1.667;0.267;0.317;1.333;0.350;0.283;0.300;0.300;1.417;1.300;1.383;1.433;0.400;0.450;0.367;0.450;0.367;0.450;0.383;0.433;0.350;1.417;0.367;0.483;0.383;1.417;0.400;1.450;0.400;1.400;0.383;1.450;0.367;0.450;1.400;0.467;0.367;0.450;0.383;0.383;0.367;0.350;1.400;1.517;1.367;1.417;0.350;0.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.350;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.500;1.367;0.517;0.317;1.567;1.433;1.517;1.333;1.550;0.383;0.550;1.383;1.567;1.300;1.483;1.400;0.533;1.400;1.567;1.367;0.517;0.350;0.500;1.467;0.517;0.367;0.467;1.400;0.000;1.383;1.500;1.417;0.517;1.350;1.467;0.350;1.500;1.050;1.467;1.433;0.450;1.417;0.467;1.450;1.483;1.400;1.433;0.433;1.433;0.450;1.400;0.467;1.367;0.483;1.600;0.433;1.483;1.133;0.417;0.483;1.450;1.517;0.467;1.483;1.467;0.500;0.483;1.500;0.500;1.417;0.450;0.483;1.483;1.467;1.500;1.467;0.433;1.450;1.433;1.500;1.467;1.500;1.450;0.500;1.467;1.483;1.417;1.467;0.400;0.450;1.383;1.250;1.417;1.300;0.433;1.250;0.517;1.233;1.450;1.233;1.517;1.250;1.417;1.250;1.417;1.250;1.400;1.083;0.483;1.233;0.417;1.300;1.400;1.283;1.333;1.217;0.433;1.250;1.333;0.267;1.383;1.217;0.367;1.283;1.367;1.217;1.300;1.817;1.333;1.233;1.267;0.333;0.667;1.267;1.317;1.333;1.350;1.283;1.300;0.300;0.417;1.300;0.383;0.433;1.400;0.450;1.367;1.450;1.367;1.450;1.383;1.433;1.350;0.417;1.367;1.483;1.383;0.417;1.400;0.450;0.400;0.400;1.383;0.450;1.367;0.450;0.400;1.467;1.367;1.450;1.383;1.383;1.367;1.350;0.400;1.517;0.367;1.417;1.350;1.250
0.500;0.367;1.517;1.317;0.567;0.433;0.517;1.333;0.550;1.383;0.550;0.383;0.567;1.300;0.483;0.400;1.533;0.400;0.567;1.367;1.517;1.350;1.500;0.000;1.517;1.367;1.467;1.400;0.000;1.383;0.500;0.417;0.517;0.350;0.467;1.350;0.500;2.050;0.467;0.433;1.450;1.417;1.467;0.450;0.483;0.400;0.433;1.433;1.433;1.450;0.400;1.467;1.367;1.483;0.000;1.433;0.483;1.133;1.417;2.483;1.450;0.517;1.467;1.483;0.467;1.500;1.483;0.500;1.500;1.417;1.450;1.483;0.483;0.467;0.500;0.467;1.433;0.450;1.433;1.500;0.467;0.500;0.450;1.500;0.467;0.483;1.417;1.467;1.400;1.450;0.383;1.250;0.417;0.300;1.433;2.250;1.517;2.233;0.450;2.233;0.517;1.250;0.417;1.250;1.417;1.250;0.400;2.083;1.483;1.233;1.417;1.300;0.400;0.283;0.333;2.217;1.433;1.250;1.333;2.267;1.383;1.217;1.367;1.283;1.367;1.217;1.300;0.817;1.333;1.233;1.267;2.333;0.000;2.267;0.317;1.333;1.350;1.283;1.300;2.300;2.417;1.300;2.383;1.433;1.400;2.450;1.367;1.450;1.367;1.450;2.383;1.433;2.350;2.417;2.367;1.483;2.383;2.417;1.400;2.450;4.400;3.400;3.383;4.450;4.367;3.450;2.400;0.467;0.367;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.000;0.000;0.000;0.000
1.500;1.367;1.517;1.317;1.567;2.433;1.517;0.333;1.550;1.383;1.550;1.383;1.567;1.300;1.483;1.400;1.533;1.400;1.567;0.367;1.517;1.350;1.500;2.467;1.517;1.367;1.467;1.400;0.000;1.383;1.500;1.417;1.517;1.350;1.467;1.350;1.500;1.050;1.467;1.433;1.450;1.417;1.467;2.450;1.483;1.400;2.433;1.433;1.433;1.450;1.400;1.467;1.367;1.483;2.600;1.433;1.483;2.133;1.417;1.483;1.450;1.517;1.467;1.483;1.467;1.500;1.483;1.500;1.500;1.417;1.450;1.483;1.483;2.467;1.500;2.467;1.433;2.450;1.433;1.500;1.467;1.500;1.450;1.500;1.467;1.483;1.417;1.467;1.400;1.450;1.383;2.250;1.417;2.300;1.433;0.250;1.517;1.233;2.450;1.233;1.517;1.250;1.417;1.250;1.417;1.250;2.400;1.083;1.483;2.233;1.417;1.300;1.400;1.283;2.333;1.217;2.433;1.250;1.333;1.267;1.383;2.217;1.367;1.283;1.367;1.217;1.300;1.817;1.333;1.233;1.267;1.333;2.667;2.267;2.317;1.333;1.350;1.283;1.300;2.300;1.417;1.300;1.383;2.433;1.400;1.450;1.367;1.450;2.367;2.450;1.383;2.433;2.350;1.417;1.367;2.483;2.383;3.417;2.400;2.450;2.400;3.400;3.383;3.450;3.367;3.450;1.400;1.467;1.367;1.450;0.383;0.383;1.367;1.350;0.400;0.517;1.367;0.417;0.350;0.250
4997.500;4288.367;5408.517;5083.317;4669.567;4413.433;6125.517;4956.333;4691.550;5093.383;5181.550;4337.383;5476.567;6874.300;4815.483;4758.400;6595.533;4638.400;4399.567;5310.367;5086.517;5683.350;6145.500;2853.467;5369.517;5684.367;6606.467;6035.400;7002.750;4355.383;5934.500;4917.417;4700.517;5444.350;4783.467;7134.350;4957.500;7995.050;6580.467;4366.433;6728.450;5892.417;5583.467;6631.450;4496.483;6465.400;4755.433;5091.433;7219.433;5596.450;5739.400;5999.467;6702.367;5798.483;2517.600;6723.433;5275.483;6304.133;6384.417;8607.483;5858.450;4009.517;6916.467;7115.483;5808.467;5585.500;6220.483;4738.500;5856.500;8059.417;5581.450;5892.483;5911.483;5616.467;5699.500;6348.467;6117.433;6141.450;5728.433;7121.500;5997.467;4992.500;6280.450;7348.500;6400.467;5213.483;6530.417;5639.467;6630.400;6687.450;6132.383;7501.250;5330.417;5858.300;6494.433;6428.250;5269.517;6724.233;5426.450;8684.233;5728.517;6225.250;4989.417;6780.250;6505.417;6828.250;5971.400;6875.083;6200.483;6897.233;6153.417;6178.300;6370.400;4857.283;5899.333;8185.217;7694.433;5390.250;6886.333;9379.267;6558.383;7578.217;5615.367;6851.283;7653.367;5738.217;6102.300;7268.817;7082.333;6615.233;7416.267;8505.333;2538.667;10792.267;7277.317;7288.333;7147.350;6634.283;6987.300;9538.300;8313.417;7633.300;9098.383;7847.433;7154.400;9894.450;8638.367;8165.450;9579.367;8940.450;9751.383;9281.433;10978.350;9218.417;11266.367;10709.483;11559.383;12393.417;11190.400;10891.450;17219.400;14879.400;18072.383;19015.450;19658.367;15835.450;10083.400;5458.467;3532.367;973.450;447.383;108.383;35.367;23.350;17.400;16.517;16.367;15.417;16.350;16.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.467;0.000;1.417;0.000;1.400;0.000;2.383;2.250;0.000;0.000;1.433;0.000;0.517;0.233;0.450;1.233;0.000;0.250;0.000;0.250;0.000;0.000;0.000;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.000;1.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
5000.500;4288.367;5408.517;5080.317;4669.567;4406.433;6131.517;4954.333;4689.550;5090.383;5183.550;4336.383;5480.567;6872.300;4820.483;4754.400;6603.533;4638.400;4404.567;5307.367;5093.517;5689.350;6152.500;2849.467;5379.517;5692.367;6618.467;6049.400;7022.750;4358.383;5958.500;4930.417;4719.517;5455.350;4804.467;7161.350;4976.500;8035.050;6611.467;4386.433;6770.450;5926.417;5615.467;6674.450;4526.483;6508.400;4787.433;5126.433;7282.433;5642.450;5787.400;6047.467;6767.367;5852.483;2533.600;6792.433;5328.483;6374.133;6461.417;8711.483;5931.450;4061.517;7012.467;7218.483;5889.467;5666.500;6319.483;4804.500;5956.500;8191.417;5682.450;5997.483;6020.483;5719.467;5824.500;6472.467;6249.433;6273.450;5860.433;7286.500;6140.467;5107.500;6446.450;7540.500;6574.467;5354.483;6717.417;5799.467;6841.400;6889.450;6325.383;7747.250;5507.417;6065.300;6723.433;6667.250;5466.517;6996.233;5645.450;9056.233;5970.517;6504.250;5219.417;7102.250;6821.417;7176.250;6284.400;7247.083;6548.483;7292.233;6523.417;6558.300;6769.400;5180.283;6301.333;8773.217;8261.433;5814.250;7439.333;10163.267;7129.383;8269.217;6145.367;7528.283;8440.367;6360.217;6790.300;8134.817;7973.333;7485.233;8446.267;9759.333;2920.667;12584.267;8547.317;8667.333;8578.350;8080.283;8617.300;11969.300;10620.417;9962.300;12145.383;10777.433;10150.400;14607.450;13384.367;13405.450;16783.367;16663.450;18780.383;17361.433;18063.350;11571.417;9151.367;4571.483;2089.383;758.417;185.400;46.450;25.400;15.400;15.383;14.450;15.367;14.450;12.400;11.467;13.367;9.450;12.383;10.383;11.367;12.350;9.400;5.517;10.367;8.417;9.350;11.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.450;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.433;0.000;0.133;0.417;1.483;0.000;0.000;0.467;1.483;0.000;0.500;0.000;0.000;0.500;1.417;0.450;0.483;1.483;0.467;1.500;1.467;1.433;1.450;0.433;2.500;1.467;0.000;1.450;1.500;1.467;0.000;3.417;0.467;3.400;2.450;4.383;3.250;2.417;1.300;3.433;1.250;1.517;1.233;1.450;2.233;1.517;1.250;0.417;1.250;1.417;1.250;0.400;2.083;1.483;1.233;1.417;1.300;1.400;0.000;0.333;1.217;1.433;0.250;0.333;2.267;0.383;0.217;0.000;0.283;1.367;0.000;0.000;0.000;0.000;0.000;0.000;1.333;0.000;2.267;0.000;0.000;0.000;0.283;0.000;1.300;0.417;0.000;1.383;0.000;0.000;0.450;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4976.500;4266.367;5380.517;5050.317;4649.567;4386.433;6100.517;4924.333;4668.550;5066.383;5158.550;4316.383;5454.567;6843.300;4801.483;4736.400;6578.533;4622.400;4391.567;5291.367;5076.517;5671.350;6137.500;2842.467;5364.517;5682.367;6607.467;6031.400;7008.750;4356.383;5950.500;4923.417;4713.517;5457.350;4799.467;7163.350;4981.500;8038.050;6619.467;4394.433;6781.450;5934.417;5632.467;6691.450;4538.483;6533.400;4806.433;5145.433;7319.433;5670.450;5818.400;6086.467;6815.367;5891.483;2551.600;6843.433;5373.483;6428.133;6520.417;8800.483;5993.450;4103.517;7090.467;7307.483;5963.467;5742.500;6412.483;4876.500;6049.500;8326.417;5776.450;6107.483;6131.483;5830.467;5933.500;6610.467;6386.433;6413.450;5997.433;7467.500;6294.467;5241.500;6621.450;7754.500;6771.467;5516.483;6929.417;5990.467;7075.400;7137.450;6559.383;8053.250;5723.417;6316.300;7012.433;6972.250;5716.517;7337.233;5929.450;9539.233;6296.517;6878.250;5528.417;7552.250;7262.417;7658.250;6725.400;7790.083;7049.483;7887.233;7076.417;7151.300;7401.400;5692.283;6947.333;9739.217;9203.433;6517.250;8390.333;11550.267;8147.383;9539.217;7145.367;8855.283;10026.367;7649.217;8284.300;10089.817;10061.333;9658.233;11162.267;13275.333;4130.667;18463.267;13210.317;14249.333;15079.350;15067.283;16389.300;21513.300;16030.417;10923.300;8047.383;3487.433;1266.400;554.450;125.367;34.450;20.367;16.450;16.383;14.433;16.350;12.417;14.367;12.483;13.383;13.417;11.400;11.450;12.400;10.400;11.383;11.450;12.367;10.450;9.400;9.467;10.367;8.450;9.383;9.383;8.367;10.350;9.400;7.517;9.367;8.417;8.350;9.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.000;0.000;0.417;0.000;0.000;0.483;0.000;0.500;0.000;0.433;0.000;0.000;0.500;0.467;0.000;0.450;0.500;1.467;0.000;1.417;0.467;1.400;1.450;2.383;1.250;1.417;0.300;1.433;0.250;0.517;0.233;0.450;2.233;0.517;0.000;0.000;0.000;0.417;0.250;0.400;1.083;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.433;0.000;0.000;1.267;0.000;0.000;0.000;0.000;0.367;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4965.500;4256.367;5368.517;5043.317;4636.567;4372.433;6085.517;4918.333;4658.550;5057.383;5148.550;4307.383;5450.567;6839.300;4794.483;4736.400;6577.533;4616.400;4387.567;5292.367;5075.517;5672.350;6142.500;2841.467;5371.517;5691.367;6621.467;6046.400;7029.750;4365.383;5967.500;4939.417;4725.517;5475.350;4818.467;7199.350;5003.500;8087.050;6657.467;4421.433;6830.450;5981.417;5674.467;6750.450;4575.483;6592.400;4850.433;5198.433;7396.433;5731.450;5887.400;6164.467;6903.367;5970.483;2579.600;6947.433;5453.483;6533.133;6631.417;8957.483;6104.450;4179.517;7235.467;7461.483;6095.467;5872.500;6556.483;4992.500;6198.500;8552.417;5932.450;6278.483;6311.483;6005.467;6122.500;6828.467;6607.433;6644.450;6216.433;7757.500;6545.467;5455.500;6906.450;8105.500;7085.467;5779.483;7278.417;6303.467;7462.400;7545.450;6945.383;8550.250;6085.417;6735.300;7507.433;7481.250;6152.517;7921.233;6426.450;10377.233;6875.517;7542.250;6086.417;8356.250;8080.417;8571.250;7569.400;8822.083;8038.483;9067.233;8208.417;8363.300;8754.400;6810.283;8427.333;11989.217;11533.433;8324.250;10971.333;15502.267;11295.383;13731.217;10798.367;14179.283;17193.367;14013.217;15812.300;18777.817;16375.333;11795.233;8399.267;4868.333;548.667;694.267;108.317;28.333;15.350;14.283;12.300;15.300;13.417;11.300;12.383;11.433;9.400;11.450;9.367;9.450;10.367;8.450;9.383;8.433;8.350;8.417;8.367;7.483;8.383;7.417;6.400;5.450;8.400;6.400;6.383;7.450;6.367;7.450;6.400;4.467;6.367;5.450;6.383;4.383;6.367;6.350;5.400;3.517;5.367;4.417;5.350;6.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.467;0.000;1.417;0.000;0.400;0.450;1.383;0.250;0.417;0.000;1.433;0.000;0.000;0.233;0.000;1.233;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.433;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
