4867.959;4766.551;4848.006;4932.342;4994.100;5027.532;5056.028;5142.757;5163.983;5273.796;5304.821;5363.831;5455.908;5489.876;5607.810;5730.729;5743.691;5927.770;5929.100;6033.591;5993.343;6388.464;6407.044;6558.917;6612.009;6803.131;6989.134;7142.996;7386.794;7772.582;7995.157;8097.719;8655.281;9112.354;9416.171;10379.159;10939.144;12483.887;14261.869;17710.016;19779.358;14200.200;5282.330;512.537;13.888;6.438;7.652;7.206;5.784;6.501;6.342;5.191;5.349;5.401;10.553;4.580;6.075;5.559;4.858;3.634;5.372;6.559;3.687;4.508;4.475;4.681;4.178;4.301;4.487;3.901;4.662;3.494;3.456;3.656;3.586;4.203;4.291;4.282;3.550;3.728;3.486;4.259;3.284;2.859;3.290;2.841;4.119;3.743;3.085;3.145;3.362;2.641;3.937;3.481;2.323;3.160;4.163;2.066;2.775;2.366;2.760;3.301;3.023;2.131;2.365;3.046;2.611;2.916;2.570;2.105;2.531;2.440;2.516;4.406;2.613;1.802;1.250;4.020;2.310;1.634;2.487;2.006;2.920;1.302;2.168;2.733;2.681;2.839;1.351;1.325;1.268;1.997;4.794;1.567;1.370;1.393;1.452;1.510;1.463;1.946;1.382;1.361;2.193;1.509;1.686;1.273;1.391;1.573;2.267;1.497;2.352;1.532;1.257;1.600;1.312;1.555;1.396;1.435;1.614;1.866;1.240;1.557;1.356;1.429;1.218;0.438;1.526;1.839;1.304;2.022;1.352;1.550;1.459;1.059;1.533;4.113;1.305;1.795;0.343;1.250
4881.762;4787.814;4881.325;4975.997;5053.648;5097.336;5141.112;5242.973;5284.682;5416.159;5468.075;5553.457;5673.899;5732.132;5887.585;6048.774;6103.429;6341.886;6395.168;6569.330;6595.048;7111.613;7228.094;7516.790;7731.045;8125.791;8584.941;9075.596;9820.568;10914.925;12167.026;13930.716;18206.723;18917.701;10720.952;1793.251;26.773;4.185;4.558;3.087;3.733;3.207;3.398;2.965;3.003;3.828;2.894;2.726;2.672;2.469;2.378;2.342;1.988;2.446;1.376;2.894;1.643;2.840;2.167;1.646;2.415;3.655;2.036;1.220;1.469;1.560;2.314;1.843;1.496;1.020;1.519;1.488;1.472;1.547;1.537;1.380;1.387;1.395;1.482;1.243;1.475;0.608;1.380;1.225;1.392;1.697;1.321;0.504;1.270;1.322;2.368;1.016;1.633;0.316;1.369;0.243;1.795;1.141;0.510;0.903;0.567;0.254;0.521;1.184;0.408;0.234;1.523;1.024;0.500;1.163;0.436;0.318;0.419;0.380;0.373;0.176;0.378;0.309;0.330;0.913;0.400;0.196;0.452;0.287;0.336;0.267;0.350;0.000;0.338;0.000;0.267;0.285;0.000;0.184;0.000;0.348;0.000;0.000;0.000;0.254;0.407;0.314;0.353;0.456;0.482;0.395;0.373;0.488;0.351;0.465;0.000;0.000;0.326;0.471;0.352;0.507;0.000;0.422;0.461;0.579;0.000;0.000;0.000;0.444;0.327;0.000;0.000;0.585;0.000;0.628;0.000;0.000;0.000;0.274;0.438;0.000;0.350;0.528;0.000;0.250
4912.325;4829.219;4938.959;5053.606;5149.350;5214.427;5278.057;5415.062;5490.834;5654.095;5741.794;5871.842;6046.260;6168.489;6402.114;6656.349;6809.582;7201.972;7409.132;7798.668;8067.005;9035.910;9647.985;10716.615;12165.707;15130.260;19743.410;13559.582;2026.679;14.447;3.232;3.727;2.950;2.386;2.784;1.829;2.732;1.418;2.891;1.818;2.894;2.268;2.418;2.105;3.003;2.088;2.894;1.605;1.893;2.469;2.378;2.342;1.148;1.461;3.671;1.208;0.535;1.027;0.374;1.646;1.429;0.750;1.211;0.397;1.469;0.520;0.450;1.843;1.496;0.300;1.519;1.488;0.480;1.547;1.537;1.380;1.387;1.395;1.482;1.243;1.475;0.608;1.380;1.225;1.392;0.553;0.389;0.504;0.363;1.322;1.374;1.016;0.480;0.316;1.369;0.000;0.612;0.216;0.510;0.171;0.567;0.254;0.521;0.237;0.408;0.234;0.435;0.079;0.500;0.220;0.436;0.318;0.419;0.380;0.373;0.176;0.378;0.309;0.330;0.000;0.400;0.196;0.452;0.287;0.336;0.267;0.350;0.000;0.000;0.251;0.267;0.000;1.918;0.184;0.330;0.348;0.376;0.000;0.338;0.254;0.407;0.314;0.353;0.000;0.482;0.000;0.373;0.000;0.351;0.465;0.378;0.463;0.326;0.471;0.352;0.507;0.387;0.422;0.000;0.579;0.354;0.000;0.000;0.000;0.000;0.438;0.000;0.585;0.350;0.000;0.375;0.000;0.000;0.000;0.438;0.000;0.350;0.528;0.000;0.250
4955.705;4897.483;5028.111;5170.019;5304.599;5409.204;5516.292;5700.527;5834.775;6077.202;6254.040;6495.736;6814.373;7104.175;7591.962;8184.061;8779.130;9913.065;11246.778;13967.065;19314.651;12404.611;526.458;2.766;2.486;3.158;2.002;2.128;0.000;1.756;2.308;2.636;1.778;2.386;1.655;1.829;1.639;2.110;2.057;1.818;2.055;2.268;2.418;1.246;1.794;1.218;1.705;1.605;1.115;1.462;1.387;1.393;1.988;1.461;1.376;1.208;1.643;1.933;1.270;0.983;1.429;2.203;0.385;1.220;1.469;1.560;1.382;1.843;1.496;1.020;0.471;1.488;0.480;1.547;1.537;0.439;1.387;0.433;0.448;0.414;0.469;0.608;1.380;0.408;1.392;0.553;1.321;0.504;1.270;1.322;0.381;0.203;0.480;1.371;1.369;1.215;0.612;1.141;0.510;0.903;1.663;0.254;0.521;0.237;0.408;0.234;0.435;1.024;0.500;0.220;0.436;1.379;0.419;0.380;0.373;0.176;0.378;0.309;0.330;0.192;0.400;0.196;0.452;0.287;0.336;0.267;0.350;0.823;0.338;0.251;0.267;0.285;0.000;0.184;0.330;0.348;0.376;0.000;0.338;0.254;0.407;0.314;0.353;0.000;0.482;0.000;0.373;0.488;0.000;0.465;0.378;0.000;0.326;0.471;0.000;0.507;0.387;0.422;0.461;0.579;0.354;0.000;0.376;0.000;0.327;0.000;0.436;0.585;0.350;0.628;0.375;0.430;0.000;0.000;0.438;0.000;0.350;0.528;0.343;0.000

Samples: 38
0.500;0.367;0.000;0.317;0.567;0.000;0.517;0.333;0.550;0.383;0.000;0.383;0.567;0.300;0.000;0.400;0.000;0.400;0.567;0.367;0.000;0.350;0.500;0.467;0.517;0.367;0.467;0.000;0.000;0.383;0.000;0.417;0.517;0.000;0.467;0.350;0.500;1.050;0.467;0.433;0.450;0.417;0.467;0.000;0.000;0.000;0.433;0.433;0.000;0.450;0.400;0.000;0.367;0.483;0.600;0.433;0.000;0.133;0.417;0.000;0.450;0.000;0.467;0.483;0.467;0.500;0.483;0.500;0.500;0.417;0.450;0.483;0.483;0.467;0.500;0.467;0.000;0.450;0.433;0.500;0.000;0.500;0.000;0.500;0.467;0.483;0.417;0.467;0.400;0.450;0.383;0.250;0.417;0.000;0.000;0.250;0.517;0.233;0.450;0.233;0.517;0.250;0.417;0.250;0.417;0.250;0.400;0.083;0.483;0.233;0.417;0.300;0.400;0.283;0.333;0.217;0.000;0.250;0.333;0.267;0.000;1.217;0.367;0.283;0.367;0.217;0.300;0.000;0.333;0.233;0.267;0.333;0.667;0.267;0.317;0.333;0.350;0.283;0.300;0.300;0.417;0.300;0.383;0.433;0.400;0.450;0.367;0.000;0.367;0.450;0.000;0.433;0.350;0.417;0.367;0.483;0.000;0.417;0.400;0.450;0.400;0.400;0.383;0.450;0.367;0.450;0.000;0.467;0.367;0.450;0.383;0.000;0.000;0.350;0.400;0.000;0.367;0.000;0.000;0.250
0.500;0.367;1.517;0.317;0.567;1.433;0.517;0.333;0.550;1.383;1.550;0.383;0.567;1.300;0.483;0.400;1.533;0.400;0.567;0.367;1.517;1.350;0.500;0.467;0.517;1.367;0.467;1.400;0.000;0.383;1.500;0.417;0.517;1.350;0.467;0.350;0.500;0.050;0.467;0.433;0.450;0.417;0.467;1.450;0.483;1.400;0.433;0.433;1.433;0.450;0.400;0.467;0.367;0.483;0.000;0.433;0.483;1.133;0.417;1.483;0.450;1.517;0.467;0.483;0.467;0.500;0.483;0.500;0.500;1.417;0.450;0.483;0.483;0.467;0.500;0.467;1.433;0.450;0.433;0.500;1.467;0.500;1.450;0.500;0.467;0.483;0.417;0.467;0.400;0.450;0.383;0.250;0.417;1.300;0.433;0.250;0.517;0.233;0.450;1.233;0.517;0.250;0.417;1.250;0.417;1.250;0.400;0.083;0.483;1.233;0.417;0.300;0.400;0.283;0.333;0.217;0.433;0.250;1.333;0.267;1.383;0.217;0.367;1.283;1.367;0.217;0.300;0.817;0.333;1.233;0.267;0.333;0.000;0.267;0.317;0.333;0.350;0.283;0.300;1.300;0.417;1.300;0.383;0.433;0.400;1.450;0.367;1.450;1.367;0.450;1.383;0.433;0.350;0.417;0.367;0.483;1.383;0.417;1.400;0.450;1.400;0.400;0.383;1.450;0.367;1.450;1.400;0.467;0.367;0.450;0.383;0.383;0.367;0.350;0.000;0.000;0.367;0.417;0.350;0.250
2.500;1.367;1.517;2.317;1.567;1.433;1.517;2.333;1.550;1.383;1.550;1.383;1.567;1.300;2.483;1.400;1.533;1.400;1.567;1.367;1.517;1.350;1.500;1.467;1.517;1.367;1.467;1.400;0.000;1.383;1.500;2.417;1.517;1.350;1.467;2.350;1.500;2.050;1.467;1.433;1.450;1.417;1.467;1.450;2.483;1.400;1.433;1.433;1.433;1.450;2.400;2.467;2.367;1.483;1.600;1.433;2.483;2.133;1.417;1.483;1.450;1.517;1.467;2.483;2.467;1.500;1.483;1.500;1.500;1.417;1.450;1.483;2.483;2.467;1.500;2.467;1.433;2.450;2.433;1.500;1.467;1.500;1.450;2.500;2.467;2.483;1.417;2.467;2.400;2.450;1.383;2.250;1.417;1.300;2.433;2.250;1.517;2.233;1.450;1.233;1.517;2.250;1.417;1.250;2.417;1.250;2.400;2.083;1.483;1.233;2.417;2.300;2.400;2.283;2.333;2.217;2.433;2.250;1.333;2.267;1.383;2.217;1.367;1.283;1.367;2.217;2.300;1.817;1.333;1.233;2.267;2.333;0.667;2.267;2.317;2.333;2.350;2.283;2.300;1.300;2.417;1.300;2.383;2.433;1.400;1.450;2.367;1.450;2.367;1.450;2.383;2.433;2.350;2.417;2.367;2.483;2.383;3.417;2.400;3.450;3.400;3.400;4.383;3.450;4.367;2.450;2.400;1.467;1.367;1.450;0.383;1.383;0.367;0.350;1.400;0.517;0.367;0.417;0.350;0.250
0.500;1.367;1.517;1.317;0.567;0.433;1.517;1.333;0.550;0.383;0.550;1.383;1.567;1.300;0.483;1.400;1.533;1.400;0.567;1.367;0.517;1.350;1.500;0.467;1.517;1.367;1.467;1.400;0.000;0.383;1.500;0.417;0.517;1.350;1.467;1.350;1.500;2.050;1.467;1.433;1.450;1.417;1.467;1.450;0.483;1.400;1.433;1.433;1.433;1.450;1.400;0.467;0.367;1.483;1.600;1.433;0.483;1.133;1.417;1.483;1.450;1.517;1.467;1.483;0.467;1.500;1.483;1.500;1.500;1.417;1.450;1.483;0.483;0.467;1.500;1.467;1.433;1.450;1.433;1.500;1.467;0.500;1.450;1.500;0.467;0.483;1.417;0.467;1.400;0.450;1.383;1.250;1.417;1.300;1.433;1.250;1.517;1.233;1.450;2.233;1.517;1.250;1.417;1.250;0.417;1.250;1.400;2.083;1.483;2.233;1.417;1.300;1.400;0.283;1.333;1.217;1.433;1.250;1.333;2.267;1.383;1.217;1.367;1.283;1.367;1.217;1.300;1.817;2.333;1.233;1.267;2.333;1.667;2.267;1.317;1.333;1.350;1.283;1.300;2.300;1.417;2.300;1.383;1.433;1.400;2.450;1.367;1.450;1.367;2.450;1.383;1.433;2.350;1.417;2.367;2.483;2.383;2.417;2.400;1.450;3.400;2.400;3.383;3.450;3.367;3.450;1.400;1.467;0.367;0.000;0.383;0.000;1.367;0.350;0.400;1.517;0.367;0.417;0.350;0.250
4936.500;4223.367;5349.517;5026.317;4609.567;4348.433;6075.517;4898.333;4624.550;5038.383;5119.550;4272.383;5414.567;6828.300;4751.483;4699.400;6538.533;4571.400;4326.567;5253.367;5020.517;5627.350;6087.500;2760.467;5306.517;5628.367;6555.467;5981.400;6957.750;4289.383;5877.500;4854.417;4626.517;5379.350;4708.467;7087.350;4886.500;7952.050;6525.467;4296.433;6674.450;5831.417;5519.467;6585.450;4420.483;6413.400;4683.433;5032.433;7168.433;5538.450;5675.400;5945.467;6648.367;5735.483;2405.600;6668.433;5205.483;6241.133;6326.417;8559.483;5796.450;3923.517;6861.467;7059.483;5745.467;5518.500;6157.483;4660.500;5794.500;8005.417;5517.450;5827.483;5843.483;5550.467;5636.500;6289.467;6055.433;6078.450;5666.433;7068.500;5935.467;4917.500;6218.450;7293.500;6340.467;5139.483;6472.417;5571.467;6570.400;6629.450;6077.383;7451.250;5263.417;5797.300;6441.433;6371.250;5200.517;6671.233;5365.450;8638.233;5663.517;6163.250;4921.417;6721.250;6449.417;6770.250;5913.400;6820.083;6141.483;6836.233;6099.417;6113.300;6310.400;4782.283;5838.333;8134.217;7645.433;5320.250;6837.333;9334.267;6499.383;7526.217;5550.367;6790.283;7598.367;5667.217;6038.300;7204.817;7025.333;6547.233;7361.267;8450.333;2412.667;10747.267;7221.317;7222.333;7085.350;6567.283;6924.300;9485.300;8255.417;7572.300;9052.383;7783.433;7087.400;9845.450;8581.367;8101.450;9525.367;8884.450;9695.383;9221.433;10927.350;9159.417;11220.367;10648.483;11502.383;12346.417;11127.400;10824.450;17170.400;14824.400;18021.383;18959.450;19615.367;15792.450;10032.400;5392.467;3481.367;903.450;391.383;42.383;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
64.500;66.367;59.517;56.317;66.567;66.433;54.517;59.333;67.550;58.383;63.550;65.383;61.567;47.300;67.483;62.400;54.533;65.400;73.567;57.367;64.517;57.350;57.500;90.467;62.517;57.367;55.467;53.400;0.000;67.383;60.500;62.417;71.517;59.350;73.467;47.350;69.500;45.050;56.467;68.433;56.450;57.417;63.467;50.450;75.483;52.400;73.433;60.433;53.433;59.450;64.400;55.467;56.367;63.483;110.600;57.433;67.483;60.133;61.417;48.483;62.450;83.517;55.467;56.483;63.467;67.500;61.483;74.500;63.500;51.417;66.450;63.483;65.483;66.467;68.500;62.467;63.433;63.450;65.433;57.500;63.467;72.500;64.450;56.500;61.467;71.483;63.417;68.467;64.400;62.450;61.383;56.250;71.417;63.300;57.433;62.250;69.517;59.233;65.450;51.233;65.517;63.250;68.417;60.250;59.417;59.250;61.400;60.083;62.483;60.233;58.417;65.300;61.400;74.283;63.333;55.217;54.433;73.250;55.333;50.267;60.383;57.217;65.367;62.283;56.367;70.217;61.300;61.817;59.333;65.233;56.267;55.333;124.667;46.267;57.317;63.333;63.350;66.283;62.300;53.300;58.417;62.300;52.383;63.433;68.400;52.450;57.367;64.450;57.367;59.450;54.383;62.433;55.350;62.417;54.367;63.483;60.383;57.417;64.400;71.450;54.400;62.400;56.383;60.450;55.367;55.450;59.400;69.467;56.367;72.450;54.383;64.383;34.367;22.350;17.400;15.517;17.367;15.417;16.350;16.250
4630.500;3957.367;5021.517;4719.317;4314.567;4069.433;5708.517;4595.333;4326.550;4725.383;4802.550;4002.383;5084.567;6430.300;4453.483;4403.400;6156.533;4289.400;4056.567;4929.367;4712.517;5292.350;5726.500;2560.467;4982.517;5299.367;6167.467;5635.400;6563.750;4022.383;5538.500;4568.417;4345.517;5067.350;4430.467;6696.350;4597.500;7522.050;6162.467;4047.433;6305.450;5514.417;5207.467;6230.450;4161.483;6075.400;4411.433;4749.433;6792.433;5243.450;5370.400;5635.467;6307.367;5430.483;2226.600;6324.433;4927.483;5926.133;6005.417;8158.483;5506.450;3710.517;6540.467;6736.483;5469.467;5252.500;5877.483;4424.500;5531.500;7666.417;5270.450;5573.483;5589.483;5303.467;5401.500;6020.467;5808.433;5832.450;5439.433;6795.500;5700.467;4715.500;5991.450;7033.500;6121.467;4950.483;6254.417;5373.467;6367.400;6422.450;5888.383;7243.250;5100.417;5636.300;6271.433;6208.250;5061.517;6523.233;5238.450;8484.233;5546.517;6048.250;4826.417;6627.250;6357.417;6692.250;5843.400;6760.083;6091.483;6800.233;6075.417;6102.300;6304.400;4783.283;5856.333;8216.217;7726.433;5384.250;6944.333;9535.267;6647.383;7730.217;5706.367;7025.283;7894.367;5903.217;6323.300;7599.817;7444.333;6975.233;7897.267;9137.333;2576.667;11820.267;7987.317;8096.333;8010.350;7536.283;8050.300;11231.300;9940.417;9311.300;11394.383;10083.433;9487.400;13712.450;12552.367;12562.450;15761.367;15646.450;17656.383;16308.433;17002.350;10859.417;8575.367;4234.483;1889.383;630.417;74.400;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
371.500;330.367;388.517;361.317;357.567;338.433;419.517;356.333;362.550;364.383;381.550;333.383;397.567;445.300;367.483;350.400;444.533;348.400;353.567;376.367;380.517;398.350;427.500;288.467;396.517;395.367;448.467;410.400;410.750;337.383;418.500;362.417;371.517;386.350;375.467;462.350;378.500;507.050;450.467;343.433;463.450;411.417;407.467;442.450;363.483;434.400;376.433;375.433;488.433;397.450;417.400;414.467;461.367;418.483;307.600;467.433;399.483;447.133;451.417;553.483;422.450;348.517;468.467;482.483;421.467;412.500;440.483;379.500;426.500;526.417;411.450;426.483;429.483;414.467;420.500;449.467;439.433;439.450;419.433;493.500;438.467;392.500;452.450;503.500;455.467;402.483;463.417;423.467;474.400;468.450;437.383;503.250;405.417;426.300;455.433;456.250;403.517;469.233;407.450;569.233;424.517;449.250;391.417;476.250;463.417;478.250;438.400;485.083;454.483;488.233;448.417;456.300;465.400;394.283;443.333;559.217;533.433;424.250;492.333;629.267;482.383;536.217;436.367;502.283;546.367;451.217;467.300;534.817;527.333;505.233;548.267;616.333;345.667;756.267;557.317;565.333;563.350;539.283;566.300;733.300;674.417;642.300;749.383;692.433;660.400;891.450;828.367;836.450;1014.367;1011.450;1120.383;1051.433;1068.350;727.417;587.367;346.483;209.383;133.417;111.400;48.450;26.400;16.400;16.383;16.450;16.367;15.450;14.400;13.467;14.367;11.450;13.383;12.383;13.367;14.350;11.400;10.517;12.367;10.417;11.350;12.250
4982.500;4272.367;5388.517;5060.317;4654.567;4391.433;6107.517;4937.333;4674.550;5073.383;5171.550;4322.383;5467.567;6854.300;4810.483;4745.400;6587.533;4628.400;4394.567;5298.367;5081.517;5682.350;6144.500;2842.467;5373.517;5689.367;6618.467;6044.400;7029.750;4365.383;5959.500;4931.417;4717.517;5463.350;4808.467;7173.350;4985.500;8054.050;6631.467;4398.433;6791.450;5946.417;5639.467;6701.450;4549.483;6547.400;4811.433;5154.433;7331.433;5678.450;5829.400;6095.467;6826.367;5902.483;2552.600;6857.433;5379.483;6440.133;6534.417;8820.483;6008.450;4110.517;7103.467;7319.483;5977.467;5755.500;6419.483;4881.500;6059.500;8347.417;5788.450;6116.483;6144.483;5840.467;5945.500;6619.467;6398.433;6425.450;6006.433;7481.500;6305.467;5248.500;6633.450;7767.500;6783.467;5524.483;6947.417;6002.467;7086.400;7150.450;6568.383;8066.250;5730.417;6328.300;7029.433;6983.250;5730.517;7350.233;5938.450;9561.233;6306.517;6892.250;5535.417;7565.250;7272.417;7675.250;6734.400;7806.083;7060.483;7906.233;7089.417;7161.300;7416.400;5702.283;6956.333;9754.217;9220.433;6525.250;8402.333;11572.267;8161.383;9555.217;7156.367;8867.283;10045.367;7659.217;8297.300;10104.817;10077.333;9672.233;11177.267;13295.333;4133.667;18497.267;13227.317;14266.333;15102.350;15090.283;16416.300;21559.300;16065.417;10953.300;8078.383;3499.433;1271.400;556.450;125.367;33.450;19.367;15.450;15.383;14.433;15.350;12.417;13.367;12.483;13.383;13.417;11.400;10.450;12.400;10.400;11.383;10.450;11.367;11.450;9.400;8.467;10.367;7.450;10.383;8.383;8.367;9.350;8.400;4.517;8.367;7.417;7.350;8.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4965.500;4254.367;5370.517;5045.317;4637.567;4376.433;6087.517;4921.333;4657.550;5059.383;5151.550;4310.383;5448.567;6841.300;4794.483;4736.400;6573.533;4620.400;4388.567;5297.367;5076.517;5676.350;6143.500;2839.467;5368.517;5693.367;6619.467;6054.400;7039.750;4364.383;5969.500;4939.417;4726.517;5478.350;4817.467;7199.350;5003.500;8091.050;6661.467;4420.433;6828.450;5979.417;5675.467;6753.450;4577.483;6593.400;4849.433;5200.433;7396.433;5730.450;5889.400;6159.467;6908.367;5971.483;2577.600;6946.433;5454.483;6533.133;6635.417;8963.483;6108.450;4179.517;7238.467;7463.483;6093.467;5870.500;6558.483;4990.500;6199.500;8553.417;5933.450;6278.483;6313.483;6008.467;6123.500;6829.467;6609.433;6645.450;6217.433;7760.500;6546.467;5456.500;6903.450;8107.500;7088.467;5780.483;7280.417;6304.467;7463.400;7549.450;6949.383;8555.250;6091.417;6740.300;7513.433;7483.250;6153.517;7925.233;6423.450;10388.233;6874.517;7543.250;6086.417;8358.250;8084.417;8573.250;7571.400;8827.083;8040.483;9072.233;8206.417;8365.300;8754.400;6812.283;8422.333;11996.217;11534.433;8326.250;10976.333;15506.267;11297.383;13737.217;10796.367;14174.283;17196.367;14010.217;15809.300;18786.817;16400.333;11820.233;8418.267;4889.333;549.667;698.267;108.317;27.333;13.350;13.283;11.300;15.300;11.417;11.300;12.383;10.433;8.400;10.450;9.367;8.450;9.367;8.450;8.383;7.433;8.350;6.417;8.367;6.483;6.383;6.417;5.400;4.450;6.400;5.400;5.383;6.450;6.367;5.450;5.400;4.467;5.367;3.450;5.383;4.383;4.367;6.350;3.400;2.517;4.367;4.417;4.350;6.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.417;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.417;0.000;0.400;0.450;1.383;0.250;0.000;0.000;0.433;0.000;0.000;0.000;0.000;1.233;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4957.500;4248.367;5358.517;5031.317;4628.567;4366.433;6081.517;4910.333;4653.550;5056.383;5146.550;4305.383;5444.567;6837.300;4794.483;4734.400;6577.533;4620.400;4387.567;5298.367;5082.517;5687.350;6157.500;2845.467;5385.517;5709.367;6644.467;6070.400;7067.750;4384.383;5997.500;4965.417;4752.517;5509.350;4848.467;7251.350;5041.500;8157.050;6721.467;4458.433;6897.450;6040.417;5730.467;6831.450;4627.483;6678.400;4914.433;5269.433;7508.433;5823.450;5984.400;6264.467;7029.367;6082.483;2622.600;7090.433;5569.483;6678.133;6784.417;9181.483;6258.450;4287.517;7433.467;7677.483;6280.467;6052.500;6769.483;5157.500;6414.500;8864.417;6160.450;6527.483;6574.483;6264.467;6400.500;7149.467;6928.433;6987.450;6548.433;8192.500;6926.467;5784.500;7346.450;8647.500;7583.467;6200.483;7843.417;6814.467;8094.400;8218.450;7599.383;9398.250;6724.417;7482.300;8383.433;8403.250;6959.517;9025.233;7378.450;12036.233;8043.517;8921.250;7283.417;10149.250;9971.417;10772.250;9704.400;11611.083;10878.483;12693.233;11978.417;12849.300;14324.400;11995.283;15842.333;23081.217;20801.433;12280.250;11115.333;8637.267;2612.383;968.217;162.367;41.283;18.367;12.217;12.300;12.817;12.333;11.233;12.267;12.333;4.667;14.267;9.317;9.333;8.350;8.283;8.300;9.300;9.417;7.300;8.383;7.433;7.400;8.450;7.367;6.450;6.367;5.450;7.383;6.433;6.350;5.417;6.367;5.483;5.383;5.417;4.400;5.450;6.400;4.400;5.383;4.450;5.367;4.450;4.400;3.467;4.367;3.450;4.383;3.383;4.367;5.350;4.400;2.517;4.367;3.417;3.350;5.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.417;0.000;0.400;0.450;0.383;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.233;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
