366.268;369.705;349.870;350.517;380.219;381.035;339.944;360.712;387.255;362.761;372.991;390.236;371.956;329.898;393.918;384.286;348.400;396.368;419.303;371.334;384.159;377.050;369.862;543.926;391.630;370.876;364.021;363.825;314.165;428.180;386.438;395.283;435.508;392.204;423.791;359.802;413.612;350.767;375.603;435.706;388.776;386.174;399.367;380.203;439.598;377.934;447.723;420.511;380.064;400.607;413.623;393.592;387.619;412.217;705.666;393.985;442.572;405.243;404.830;366.818;416.372;506.145;386.746;396.702;422.226;429.074;410.484;466.403;425.265;379.112;431.015;427.754;426.103;437.079;430.875;422.895;425.296;422.904;433.727;408.812;440.910;477.644;430.729;411.356;432.195;460.393;432.199;457.199;430.431;427.008;434.585;408.976;467.194;449.658;434.837;443.638;477.648;434.015;461.421;416.542;465.595;456.269;489.559;451.143;453.509;448.199;476.928;458.719;470.346;460.224;469.676;484.056;487.987;529.135;496.416;454.573;465.059;524.787;487.419;453.758;503.438;485.243;538.398;509.531;500.512;556.316;544.682;538.991;534.389;542.766;548.669;527.612;994.274;522.704;580.084;590.732;605.776;634.654;637.352;620.556;658.134;672.554;689.576;728.985;795.158;782.819;842.908;907.335;971.669;1044.225;1105.791;1123.871;994.708;821.796;563.805;363.294;211.341;135.169;128.462;62.359;23.388;18.239;16.054;16.216;14.590;15.035;15.694;16.889;13.706;15.967;13.085;13.875;14.266;11.252;12.482;28.518;11.808;13.196;11.110;12.250
4912.325;4781.099;4852.508;4909.059;4949.440;4944.217;4949.065;4998.000;4993.080;5050.793;5055.542;5059.492;5115.356;5077.967;5156.525;5204.310;5162.937;5265.640;5211.617;5227.516;5130.159;5378.516;5316.060;5359.690;5307.290;5336.948;5372.224;5358.444;5376.751;5540.199;5502.932;5378.635;5530.079;5546.127;5427.333;5582.319;5447.990;5571.626;5529.381;5580.192;5697.173;5581.569;5527.360;5758.640;5502.164;5696.323;5722.631;5773.321;5704.791;5723.552;5776.656;5788.470;5735.196;5814.095;5855.925;5779.923;5959.723;5836.776;5860.053;5845.719;5922.001;5969.636;5864.317;6018.142;5988.238;5986.747;5982.279;5999.330;6041.952;6011.594;6063.697;6134.709;6096.117;6159.104;6092.188;6228.134;6192.582;6183.528;6211.117;6197.631;6340.600;6387.049;6314.987;6345.987;6436.872;6319.357;6479.410;6480.612;6429.612;6517.869;6526.362;6555.201;6603.612;6675.046;6711.540;6790.209;6783.292;6798.563;6725.058;6996.522;6916.768;6999.928;6923.350;7166.422;7116.929;7192.978;7326.248;7381.817;7306.905;7452.660;7425.523;7596.909;7776.329;7652.555;7789.258;7928.953;8038.580;8071.575;8318.463;8344.655;8517.597;8646.875;8829.672;8995.233;9202.290;9443.232;9671.289;10183.685;10212.163;10390.764;11185.464;11381.468;11890.066;12784.635;13767.682;14907.270;16239.721;17758.945;18475.991;18244.593;15677.556;11469.234;7433.657;3684.159;1530.836;488.642;127.567;36.285;18.551;15.951;15.183;15.428;14.292;14.028;12.830;13.089;13.508;13.593;13.146;13.450;10.985;11.566;11.154;10.301;10.133;11.142;10.245;10.618;9.890;10.389;10.152;9.393;8.929;7.331;9.198;12.248;7.989;9.396;7.195;8.250
4895.565;4760.956;4836.299;4894.508;4931.363;4927.329;4932.859;4981.803;4974.921;5036.855;5035.990;5045.446;5097.580;5068.336;5139.374;5194.439;5151.965;5256.539;5204.501;5226.529;5125.111;5372.837;5315.195;5354.033;5302.351;5340.701;5373.035;5367.309;5384.399;5538.930;5512.166;5387.360;5540.630;5561.355;5437.491;5602.552;5467.660;5597.222;5554.395;5608.103;5728.212;5612.545;5562.644;5803.325;5536.027;5736.344;5767.828;5824.844;5755.370;5775.965;5836.114;5849.246;5804.089;5882.062;5913.277;5854.938;6042.813;5921.063;5950.630;5940.492;6020.563;6069.844;5975.767;6136.540;6104.447;6106.368;6111.812;6133.290;6181.547;6159.950;6215.592;6297.191;6263.787;6336.270;6274.579;6425.719;6396.794;6395.245;6429.307;6428.752;6582.943;6640.170;6572.025;6623.764;6726.288;6612.190;6789.977;6806.669;6771.671;6881.571;6904.924;6952.596;7019.621;7109.621;7173.652;7276.387;7284.003;7330.407;7274.302;7601.687;7539.731;7661.098;7612.506;7917.617;7911.568;8034.552;8236.807;8347.325;8321.109;8551.767;8595.480;8874.146;9179.264;9142.193;9430.791;9751.418;10055.977;10299.369;10866.770;11181.427;11790.471;12431.324;13320.779;14378.809;15753.129;17273.531;18427.236;18933.449;16619.762;12698.334;8424.441;4185.513;1581.059;482.616;112.742;28.561;14.355;15.632;12.718;12.948;11.141;11.832;11.395;10.984;10.114;9.177;9.531;9.166;8.972;8.724;8.274;7.945;7.774;7.249;8.031;6.798;6.443;6.501;6.227;5.727;5.670;6.006;5.275;6.358;5.676;5.303;5.885;5.602;5.120;4.811;5.263;4.911;4.660;4.979;3.723;6.825;4.169;5.595;4.258;6.250
4887.677;4754.241;4825.493;4880.926;4921.793;4916.070;4927.997;4970.668;4970.649;5033.869;5031.102;5039.593;5093.838;5065.372;5139.374;5192.246;5155.099;5256.539;5203.315;5227.516;5131.168;5383.249;5327.308;5365.347;5319.142;5355.709;5393.328;5381.493;5405.815;5564.312;5538.021;5415.718;5571.108;5592.824;5472.481;5643.019;5509.185;5642.880;5604.424;5656.313;5786.094;5669.802;5616.551;5870.351;5596.497;5810.295;5845.138;5902.129;5842.520;5869.704;5930.254;5948.958;5905.747;5991.399;6016.512;5976.312;6170.217;6052.478;6084.253;6084.970;6168.404;6226.691;6136.751;6312.492;6291.784;6295.680;6308.442;6338.532;6395.924;6383.924;6453.386;6546.933;6522.733;6606.236;6558.414;6726.801;6705.531;6724.368;6771.587;6786.619;6965.061;7039.323;6993.757;7064.940;7195.996;7092.621;7315.051;7357.294;7344.188;7491.386;7550.766;7637.677;7749.077;7892.278;8004.308;8170.955;8238.076;8347.847;8355.801;8807.627;8821.849;9060.627;9109.639;9614.198;9758.223;10095.379;10557.264;10980.012;11258.160;11965.034;12546.309;13630.899;15019.584;16097.862;17739.233;18762.130;18135.155;15190.370;11004.382;6228.254;2726.404;876.176;200.331;41.879;16.825;15.062;14.337;12.917;12.498;12.068;12.276;10.558;13.423;9.861;9.697;9.753;8.979;9.748;9.341;7.870;9.189;7.644;7.714;7.826;8.910;7.420;7.496;6.997;6.099;5.627;7.287;6.877;5.912;6.119;6.111;5.749;5.434;5.488;5.074;7.015;5.670;4.893;5.275;4.387;4.784;4.330;4.796;4.348;4.166;4.811;4.286;3.791;4.660;4.195;4.818;6.825;4.169;4.328;3.279;5.250
4876.832;4744.170;4816.487;4874.136;4912.222;4907.063;4916.652;4964.594;4965.308;5026.900;5026.215;5036.082;5093.838;5067.595;5141.518;5194.439;5159.018;5264.502;5211.617;5237.382;5141.264;5397.447;5342.881;5378.546;5335.932;5382.913;5419.302;5414.294;5441.764;5599.847;5577.727;5454.983;5610.964;5643.582;5523.273;5701.384;5562.730;5711.366;5670.295;5724.822;5860.754;5752.403;5699.861;5961.438;5689.621;5910.346;5948.614;6014.136;5960.017;5995.697;6059.078;6090.454;6050.254;6140.138;6158.746;6143.200;6345.259;6236.460;6278.858;6291.746;6384.254;6444.533;6372.035;6568.199;6549.247;6569.247;6596.397;6635.949;6715.995;6725.287;6805.363;6926.060;6920.576;7024.895;6997.998;7206.651;7209.769;7254.623;7338.261;7391.346;7613.654;7728.104;7722.983;7844.350;8036.727;7969.978;8278.464;8390.527;8454.744;8711.017;8878.219;9093.170;9353.189;9680.152;9996.928;10415.154;10765.306;11228.126;11642.201;12785.471;13498.456;14781.631;16087.500;18248.670;18936.696;18081.901;14932.735;10016.396;5062.204;1934.499;492.719;92.610;21.390;12.458;11.571;10.743;10.840;11.442;9.240;9.566;8.749;8.341;6.622;8.403;6.748;6.432;7.343;6.870;5.405;5.622;5.271;6.278;0.000;5.714;4.493;5.573;4.678;5.041;3.714;5.331;4.310;4.503;4.034;3.615;2.890;3.908;3.426;2.658;3.225;3.562;3.339;2.601;3.119;2.730;2.272;2.604;2.406;2.448;2.768;0.579;2.126;1.557;1.356;1.429;2.110;2.384;1.526;0.585;1.304;0.628;2.330;1.550;1.459;1.843;1.533;0.000;0.350;0.528;1.321;1.250
4867.959;4741.932;4808.383;4865.405;4906.906;4907.063;4915.032;4963.582;4963.172;5028.891;5028.170;5043.105;5098.516;5077.967;5150.094;5207.600;5174.693;5282.705;5232.963;5259.088;5165.494;5425.843;5374.027;5414.372;5374.451;5420.435;5460.699;5459.506;5493.009;5654.420;5635.900;5518.243;5677.782;5714.642;5600.025;5786.986;5646.873;5806.831;5767.016;5828.853;5973.163;5868.794;5825.317;6098.069;5820.237;6062.599;6103.234;6176.546;6129.649;6174.103;6249.341;6294.625;6260.292;6366.694;6385.862;6393.532;6608.930;6516.510;6572.111;6603.235;6713.448;6795.986;6741.884;6963.681;6964.995;7015.484;7067.935;7138.607;7252.437;7299.266;7413.991;7583.011;7618.043;7786.285;7801.341;8092.961;8154.369;8276.638;8455.065;8601.630;8963.132;9221.276;9353.744;9669.511;10096.802;10255.454;10937.409;11442.721;11995.096;12966.052;14072.772;15592.093;17512.032;19053.042;18757.005;15801.037;10503.705;5280.728;1799.989;428.982;68.566;17.519;14.279;12.551;12.151;11.480;12.402;12.372;9.814;10.589;9.863;9.866;8.808;9.774;8.211;7.492;8.224;8.968;7.260;6.682;6.662;6.531;7.855;6.374;6.748;6.432;6.178;6.870;6.418;4.548;6.271;5.422;4.794;5.022;5.534;5.573;4.678;5.041;3.714;4.485;4.310;4.503;4.034;3.615;4.094;3.908;3.426;3.742;4.183;3.562;3.339;3.670;3.119;2.730;3.232;2.604;3.415;3.462;2.768;3.153;3.012;3.781;3.315;3.401;3.001;3.357;2.616;3.093;2.258;2.022;2.330;1.550;2.526;1.843;1.533;0.000;2.260;1.795;1.321;2.250
4859.086;4735.217;4802.079;4863.464;4904.779;4909.315;4915.842;4969.656;4968.513;5036.855;5037.945;5055.981;5111.614;5095.747;5167.245;5231.727;5202.124;5313.423;5263.797;5294.607;5202.848;5472.223;5417.286;5465.283;5428.774;5481.409;5529.694;5529.541;5567.965;5731.836;5725.469;5607.679;5778.595;5820.218;5712.895;5906.829;5770.356;5947.954;5913.767;5979.826;6141.777;6041.505;6000.758;6293.992;6016.160;6279.232;6333.974;6421.841;6392.656;6449.271;6546.626;6608.954;6587.952;6719.333;6752.918;6793.052;7046.535;6968.760;7059.969;7124.815;7273.276;7394.327;7386.644;7668.314;7719.352;7823.703;7945.779;8088.618;8295.408;8434.260;8670.004;8990.192;9167.747;9541.068;9754.366;10355.781;10741.373;11278.206;12007.120;12870.345;14335.903;16090.837;17961.650;19389.266;18424.400;13774.035;8172.144;3175.778;738.919;110.706;19.259;12.393;14.309;11.919;11.871;11.911;11.265;9.465;9.569;8.952;9.341;9.395;9.276;7.815;8.237;7.732;6.962;7.644;7.745;6.818;6.721;7.744;6.711;7.090;7.092;5.866;5.609;5.257;6.270;5.240;5.618;5.626;4.154;4.345;4.916;5.199;3.846;4.854;3.378;4.548;3.269;3.710;1.918;3.640;3.452;3.483;3.602;3.864;3.714;2.793;2.358;3.455;3.113;3.615;2.890;3.030;3.426;2.658;2.267;2.529;2.352;2.601;3.119;2.730;3.232;2.604;2.406;2.448;1.614;3.153;2.126;1.557;1.356;2.415;1.218;1.411;1.526;1.839;2.258;2.022;1.352;2.670;1.459;1.843;1.533;0.000;2.260;1.795;1.321;2.250
4853.170;4732.979;4802.079;4866.375;4904.779;4913.818;4921.514;4980.791;4977.058;5052.784;5055.542;5077.050;5134.068;5126.862;5201.547;5272.306;5242.095;5357.792;5313.606;5350.844;5260.394;5539.427;5489.095;5540.706;5507.788;5571.462;5627.910;5632.376;5681.929;5854.941;5851.973;5744.015;5921.609;5977.567;5875.428;6091.263;5957.219;6157.564;6126.388;6210.725;6391.761;6303.387;6276.173;6603.345;6322.139;6625.497;6701.493;6820.585;6813.623;6902.845;7032.193;7138.851;7146.654;7331.034;7397.561;7501.906;7824.254;7818.882;7975.600;8130.197;8384.061;8636.029;8743.034;9224.755;9465.492;9802.122;10217.737;10716.206;11398.395;12125.873;13239.422;14869.659;16885.516;19182.881;18896.490;15499.581;8936.374;3256.061;635.372;65.029;12.536;10.344;9.948;9.395;9.932;8.560;9.715;9.141;8.529;8.614;8.330;7.517;7.394;6.645;7.097;6.077;6.530;6.690;6.172;6.025;6.050;5.332;4.273;4.973;4.322;4.920;4.787;4.807;3.605;3.990;4.626;3.501;3.565;3.064;2.613;3.428;2.993;4.020;2.310;3.077;2.487;2.006;2.920;3.331;2.168;1.500;2.681;2.839;2.365;1.325;2.268;2.853;0.000;2.258;1.370;2.438;1.452;0.333;0.338;1.946;1.382;1.361;2.193;0.456;0.482;1.273;0.373;0.488;1.309;0.465;1.365;0.463;1.257;0.471;0.352;0.507;0.387;0.422;0.461;0.000;0.354;0.445;1.356;0.444;1.218;0.438;0.436;0.000;0.350;0.628;0.375;0.000;0.391;0.274;0.438;0.000;0.350;0.000;0.343;1.250
4848.241;4730.741;4801.178;4870.255;4909.032;4922.825;4930.428;4994.963;4993.080;5075.682;5079.981;5110.996;5170.556;5167.609;5247.640;5321.657;5296.173;5423.778;5383.576;5425.828;5343.179;5633.133;5588.590;5651.955;5626.309;5703.728;5765.087;5784.857;5845.608;6036.425;6039.421;5941.429;6138.474;6215.112;6121.486;6366.747;6240.246;6471.631;6459.078;6573.567;6790.227;6727.654;6725.068;7119.792;6844.602;7219.716;7343.759;7532.949;7573.076;7745.485;7956.751;8174.903;8278.341;8610.581;8817.610;9117.687;9708.727;9958.686;10460.628;11072.778;11955.919;13100.350;14430.297;17078.491;19284.153;18820.469;14159.649;7197.598;2068.492;268.205;22.470;9.512;9.409;8.929;9.734;8.907;9.130;8.132;7.687;7.041;7.508;7.910;8.044;6.944;7.085;7.416;6.917;6.982;6.714;6.791;6.342;5.892;6.242;6.645;5.188;6.077;6.530;5.765;6.172;4.561;4.954;5.332;5.524;4.026;4.322;4.920;4.787;4.807;3.605;3.990;4.626;4.562;4.614;4.406;3.732;4.240;2.993;4.020;4.290;3.798;3.531;2.911;2.920;3.331;3.084;2.733;2.681;2.839;2.365;2.399;2.268;1.997;0.000;2.258;2.411;2.438;2.527;2.687;2.589;1.946;2.358;1.361;2.193;2.562;2.890;1.273;2.408;1.573;1.309;1.497;1.365;1.532;1.257;1.600;2.272;1.555;1.396;2.448;1.614;1.866;1.240;1.557;1.356;1.429;1.218;1.411;1.526;1.839;2.258;0.628;2.330;1.550;1.459;1.059;1.533;0.000;1.305;0.528;1.321;0.250
4844.297;4737.455;4808.383;4881.896;4920.729;4945.343;4957.979;5026.344;5029.397;5119.486;5128.859;5164.840;5228.562;5237.248;5322.675;5408.297;5387.088;5528.444;5493.866;5553.103;5468.366;5786.471;5746.917;5821.657;5806.066;5901.658;5981.000;6020.669;6101.835;6313.093;6348.756;6267.545;6493.664;6606.961;6532.334;6836.003;6731.991;7031.281;7062.757;7237.085;7535.147;7536.765;7602.276;8144.951;7922.181;8489.065;8778.153;9185.051;9453.811;9954.896;10584.756;11348.584;12129.604;13593.824;15472.800;18295.696;19819.071;15827.968;8658.064;2497.538;257.688;13.821;6.164;6.153;5.477;5.721;6.042;5.530;5.484;5.341;5.709;5.500;5.440;4.710;4.611;4.203;3.323;4.282;3.550;3.728;3.486;3.042;4.236;2.859;3.290;2.841;4.119;2.663;3.085;3.145;3.362;2.641;2.785;2.426;2.323;2.188;2.979;2.991;1.642;2.366;1.663;1.270;1.772;2.131;2.365;2.109;1.523;2.916;1.535;2.105;1.484;1.379;1.468;0.380;0.373;0.989;1.250;0.309;0.330;0.913;0.400;1.101;1.686;1.302;0.336;0.267;1.515;0.823;0.338;0.251;0.267;0.285;0.000;0.875;0.330;0.348;0.000;0.000;0.338;0.254;0.407;0.314;0.353;0.000;0.482;0.000;0.373;0.488;0.351;0.465;0.378;0.000;0.326;0.000;0.000;0.000;0.387;0.422;0.461;0.000;0.000;0.000;0.000;0.000;0.327;0.438;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1359.085;1328.752;1351.257;1373.012;1385.086;1390.947;1402.279;1421.589;1424.420;1450.894;1457.114;1465.956;1490.912;1498.950;1521.594;1547.891;1550.663;1592.070;1583.879;1607.578;1588.579;1686.102;1682.330;1690.357;1709.189;1747.005;1778.818;1799.091;1804.870;1902.899;1931.267;1916.792;2002.798;2056.037;2051.381;2177.683;2168.596;2303.660;2352.566;2454.172;2626.054;2698.054;2822.226;3164.376;3258.719;3787.515;4427.395;5360.015;5327.399;3757.056;1495.743;204.615;1.148;0.476;1.376;0.365;0.000;0.000;0.374;0.320;0.444;0.000;0.385;0.397;0.468;0.520;0.450;0.614;0.499;0.300;0.471;0.485;0.480;0.492;0.512;0.439;0.419;0.433;0.448;0.414;0.469;0.608;0.000;0.408;0.443;0.553;0.389;0.504;0.363;0.410;0.381;0.203;0.480;0.316;0.414;0.000;0.612;0.000;0.510;0.171;0.567;0.254;0.521;0.237;0.000;0.234;0.435;0.000;0.000;0.000;0.000;0.318;0.419;0.380;0.373;0.176;0.378;0.309;0.330;0.192;0.400;0.196;0.000;0.000;0.336;0.267;0.000;0.000;0.338;0.251;0.267;0.285;0.000;0.184;0.330;0.348;0.376;0.333;0.000;0.000;0.407;0.314;0.000;0.456;0.482;0.395;0.000;0.000;0.351;0.465;0.378;0.463;0.000;0.471;0.352;0.507;0.387;0.422;0.461;0.579;0.354;0.445;0.376;0.444;0.000;0.000;0.436;0.585;0.350;0.628;0.375;0.430;0.391;0.274;0.438;0.000;0.350;0.528;0.000;0.000
3498.522;3423.661;3474.701;3528.594;3571.336;3585.282;3595.825;3652.670;3663.244;3731.693;3744.623;3778.929;3830.803;3837.794;3916.297;3984.772;3975.565;4094.967;4086.176;4128.413;4084.242;4327.868;4314.189;4403.703;4392.702;4478.626;4560.521;4608.453;4689.145;4891.678;4947.053;4924.909;5146.756;5271.021;5273.829;5569.867;5563.823;5888.461;6021.328;6303.339;6720.600;6906.935;7221.989;8090.815;8355.148;9675.763;11330.567;13702.289;13598.897;9604.132;3837.363;547.433;29.713;7.371;8.259;6.265;7.183;7.371;5.754;5.622;5.372;9.464;5.339;5.331;5.477;5.721;4.178;5.530;4.487;3.901;4.662;4.497;4.448;4.710;4.611;4.203;4.291;3.320;4.584;3.728;4.492;4.259;4.236;2.859;4.238;3.985;3.187;3.743;3.085;3.145;3.362;2.641;3.937;2.426;3.278;3.160;2.979;2.991;2.775;2.366;2.760;2.285;3.023;2.131;2.365;2.109;2.611;2.916;2.570;3.048;2.531;2.440;1.468;1.722;1.493;1.802;2.121;1.546;1.320;1.634;1.444;1.101;1.686;2.316;1.252;1.500;1.515;0.823;1.351;1.325;1.268;1.141;4.794;0.875;1.370;1.393;1.452;1.510;1.463;1.100;1.382;1.361;1.273;1.509;1.686;1.273;1.391;1.573;0.351;0.465;0.378;0.463;1.257;0.471;1.312;0.507;0.387;0.422;0.461;0.579;0.354;0.445;0.376;0.444;1.218;1.411;0.436;0.585;0.350;0.628;0.375;0.430;0.391;0.274;1.533;4.113;0.350;0.528;1.321;1.250
