2978.944;2924.554;2979.411;3038.689;3083.258;3110.162;3133.940;3198.153;3222.102;3300.621;3332.089;3382.118;3453.763;3487.375;3582.925;3675.501;3706.741;3851.503;3878.640;3977.458;3989.342;4294.739;4358.313;4528.151;4634.683;4855.725;5110.855;5369.968;5749.236;6335.937;6939.725;7682.167;9496.952;11987.263;10084.363;4295.950;314.171;6.261;4.558;3.087;3.733;3.207;3.398;2.965;3.003;2.958;2.894;1.605;2.672;2.469;2.378;2.342;1.988;2.446;1.376;2.051;1.643;1.933;2.167;2.309;1.429;2.203;2.036;1.220;1.469;1.560;1.382;0.614;1.496;1.020;1.519;1.488;0.480;1.547;0.512;1.380;1.387;1.395;1.482;1.243;0.469;0.608;1.380;1.225;1.392;0.553;1.321;1.583;0.363;0.410;1.374;1.016;1.633;0.316;0.414;1.215;0.612;0.216;0.510;0.903;0.567;0.254;0.521;0.237;0.408;0.234;0.435;0.079;0.500;0.220;0.000;0.318;0.419;0.000;0.373;0.000;0.378;0.000;0.000;0.192;0.000;0.000;0.452;0.287;0.336;0.000;0.000;0.000;0.000;0.251;0.000;0.285;0.000;0.184;0.000;0.000;0.376;0.000;0.000;0.000;0.407;0.000;0.000;0.456;0.000;0.000;0.373;0.000;0.351;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.436;0.000;0.000;0.000;0.000;0.000;0.000;0.274;0.000;0.000;0.350;0.000;0.000;0.000
4845.283;4772.147;4878.624;4991.519;5085.549;5148.001;5216.472;5345.214;5412.859;5576.442;5658.701;5780.541;5947.089;6058.844;6280.985;6520.357;6656.752;7021.081;7200.409;7552.011;7770.191;8645.939;9143.589;10005.752;11087.165;13029.013;17120.800;18895.508;8911.153;506.866;4.155;3.727;2.950;2.386;2.784;1.829;1.639;2.110;2.057;1.818;2.055;2.268;1.438;2.105;0.585;2.088;1.705;1.605;1.893;1.462;1.387;1.393;1.148;0.476;3.671;1.208;1.643;1.027;1.270;0.983;0.444;0.750;0.385;1.220;0.468;0.520;0.450;1.843;0.499;0.300;0.471;0.485;1.472;0.492;1.537;0.439;0.419;0.433;0.448;0.414;1.475;0.608;0.428;0.408;0.443;0.553;1.321;0.504;1.270;0.410;0.381;0.203;0.480;0.316;0.414;0.000;1.795;1.141;0.510;0.171;0.567;1.270;1.772;0.237;0.408;0.234;0.435;0.079;0.500;0.220;1.484;0.318;0.419;1.722;0.373;0.989;0.378;0.309;0.330;0.192;0.400;0.196;0.452;0.287;0.336;1.500;0.350;0.823;0.338;0.251;0.267;0.285;1.918;0.000;0.330;0.348;0.376;0.333;0.338;0.254;0.407;0.314;1.273;0.456;1.686;0.395;0.373;0.488;0.351;0.465;0.378;1.532;0.326;0.471;0.352;0.507;0.387;0.422;1.614;0.579;0.354;1.557;1.356;0.444;1.218;0.438;0.436;0.585;0.350;0.628;0.375;0.430;0.391;0.274;0.438;0.000;0.350;0.528;0.343;0.250
4882.748;4823.624;4955.169;5093.380;5222.721;5321.386;5424.725;5600.310;5723.689;5952.759;6115.225;6336.544;6623.515;6884.885;7315.402;7833.115;8319.856;9265.725;10248.231;12043.141;15494.429;19691.948;6306.684;53.676;4.461;3.158;3.626;3.014;0.000;3.025;3.232;3.727;2.950;3.401;2.784;2.607;2.732;2.110;2.057;1.818;2.055;2.268;2.418;2.105;3.003;1.218;2.894;1.605;1.893;2.469;1.387;1.393;1.988;1.461;3.671;2.051;2.751;1.027;2.167;0.983;1.429;2.203;1.211;1.220;1.469;1.560;1.382;3.072;2.493;1.020;1.519;1.488;2.464;1.547;1.537;1.380;1.387;1.395;1.482;1.243;1.475;1.825;1.380;1.225;1.392;1.697;1.321;1.583;1.270;1.322;2.368;1.016;2.785;1.371;1.369;1.215;1.795;1.141;1.642;0.903;1.663;1.270;1.772;1.184;1.386;1.171;1.523;1.024;1.535;1.163;1.484;0.318;0.419;1.722;1.493;0.989;0.378;1.546;1.320;0.913;1.444;1.101;1.686;0.287;1.252;1.500;0.350;0.823;1.351;1.325;1.268;0.285;0.000;0.875;0.330;0.348;1.452;1.510;1.463;1.100;1.382;0.314;0.353;0.456;0.482;1.273;1.391;0.488;0.351;0.465;1.365;0.463;0.326;1.600;1.312;1.555;1.396;1.435;0.461;0.579;1.240;0.445;0.376;0.444;0.327;0.438;0.436;1.839;1.304;2.022;1.352;0.430;1.459;0.274;1.533;0.000;0.350;0.528;0.343;0.250

Samples: 37
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.000;0.367;0.517;0.317;0.567;0.000;0.517;0.333;0.000;0.383;0.550;0.383;0.567;0.300;0.483;0.400;0.533;0.400;0.000;0.367;0.517;1.350;0.500;0.000;0.000;0.367;0.467;1.400;0.000;0.000;0.500;0.417;0.000;0.350;0.000;1.350;0.500;2.050;0.467;0.000;0.450;0.417;0.467;0.450;0.483;1.400;0.000;0.433;1.433;0.450;0.400;0.467;1.367;0.000;0.000;0.433;0.000;2.133;0.417;1.483;0.000;2.517;0.467;0.483;0.467;0.000;0.483;0.000;0.500;1.417;0.450;0.483;0.483;0.467;0.500;0.467;0.433;0.000;0.433;0.500;0.467;0.000;0.450;1.500;0.467;0.483;1.417;0.000;0.400;0.450;1.383;1.250;0.417;0.300;0.433;2.250;0.517;0.233;0.000;1.233;0.517;0.250;0.417;0.250;0.417;0.250;0.400;2.083;0.483;1.233;0.417;0.300;0.400;0.283;1.333;1.217;1.433;0.250;1.333;1.267;0.383;1.217;0.367;1.283;0.367;0.217;0.300;0.817;1.333;0.233;1.267;0.333;0.000;2.267;1.317;1.333;0.350;0.283;0.300;0.300;0.417;0.300;1.383;0.433;0.400;1.450;1.367;0.450;0.367;1.450;1.383;0.433;1.350;0.417;1.367;1.483;1.383;1.417;1.400;0.450;1.400;0.400;2.383;2.450;2.367;2.450;0.400;0.467;0.367;0.000;0.000;0.000;0.000;0.350;0.400;0.000;0.367;0.000;0.000;0.000
0.500;1.367;1.517;2.317;1.567;2.433;2.517;1.333;1.550;2.383;1.550;2.383;2.567;2.300;2.483;2.400;1.533;2.400;2.567;1.367;1.517;1.350;2.500;2.467;2.517;1.367;2.467;1.400;0.000;2.383;1.500;2.417;2.517;1.350;2.467;1.350;1.500;2.050;2.467;2.433;2.450;1.417;2.467;1.450;1.483;1.400;2.433;2.433;1.433;2.450;1.400;2.467;2.367;2.483;2.600;2.433;2.483;2.133;1.417;1.483;2.450;0.517;1.467;2.483;2.467;2.500;1.483;2.500;2.500;1.417;2.450;2.483;1.483;1.467;2.500;1.467;1.433;2.450;2.433;1.500;2.467;2.500;1.450;1.500;2.467;2.483;1.417;2.467;2.400;2.450;1.383;2.250;1.417;2.300;2.433;1.250;1.517;2.233;2.450;2.233;2.517;2.250;2.417;2.250;1.417;2.250;2.400;1.083;1.483;2.233;1.417;2.300;2.400;2.283;1.333;2.217;1.433;2.250;1.333;2.267;1.383;1.217;2.367;2.283;2.367;2.217;1.300;2.817;2.333;2.233;1.267;2.333;1.667;2.267;1.317;2.333;2.350;2.283;2.300;2.300;2.417;2.300;1.383;2.433;2.400;2.450;2.367;2.450;2.367;2.450;1.383;2.433;2.350;2.417;2.367;2.483;2.383;2.417;2.400;3.450;3.400;3.400;2.383;3.450;3.367;3.450;3.400;2.467;1.367;1.450;1.383;1.383;0.367;1.350;0.400;1.517;0.367;1.417;1.350;1.250
2.500;0.367;0.517;0.317;0.567;0.433;0.517;0.333;0.550;0.383;0.550;0.383;0.000;0.300;0.000;0.000;0.533;0.400;0.567;0.367;0.517;0.350;0.500;0.000;0.517;0.367;0.467;0.400;0.000;0.383;0.500;0.417;0.000;0.350;0.467;1.350;0.500;1.050;0.467;0.000;0.450;1.417;0.467;1.450;0.483;0.400;0.433;0.000;1.433;0.450;0.400;0.000;0.367;0.483;0.000;0.433;0.483;0.133;1.417;1.483;0.450;0.517;1.467;0.483;0.000;0.500;0.483;0.500;0.500;1.417;0.000;0.000;0.483;0.467;0.500;0.467;1.433;0.450;0.433;1.500;0.000;0.000;0.450;1.500;0.467;0.000;1.417;0.467;0.400;0.450;0.383;0.250;0.417;0.300;0.433;1.250;0.517;1.233;0.450;1.233;0.517;0.250;0.000;0.250;0.417;0.250;0.400;1.083;1.483;0.233;0.417;0.300;0.400;0.000;0.333;1.217;1.433;0.000;1.333;1.267;1.383;1.217;0.367;0.283;0.367;0.217;1.300;0.000;0.333;1.233;1.267;1.333;0.000;1.267;1.317;0.333;0.350;0.283;0.300;1.300;1.417;1.300;1.383;0.433;0.400;1.450;0.367;0.450;1.367;0.450;1.383;1.433;1.350;1.417;1.367;1.483;1.383;1.417;1.400;0.450;3.400;2.400;3.383;3.450;4.367;2.450;1.400;0.467;0.367;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4964.500;4268.367;5380.517;5060.317;4654.567;4399.433;6107.517;4940.333;4677.550;5081.383;5166.550;4329.383;5465.567;6857.300;4806.483;4750.400;6584.533;4629.400;4388.567;5299.367;5073.517;5674.350;6135.500;2847.467;5363.517;5676.367;6597.467;6023.400;7002.750;4349.383;5930.500;4907.417;4696.517;5434.350;4779.467;7125.350;4951.500;7987.050;6571.467;4360.433;6726.450;5883.417;5576.467;6625.450;4494.483;6462.400;4753.433;5086.433;7216.433;5592.450;5733.400;5992.467;6698.367;5791.483;2516.600;6717.433;5268.483;6295.133;6379.417;8594.483;5854.450;4005.517;6911.467;7109.483;5804.467;5581.500;6213.483;4730.500;5852.500;8044.417;5581.450;5888.483;5903.483;5612.467;5694.500;6341.467;6110.433;6136.450;5721.433;7112.500;5991.467;4984.500;6273.450;7335.500;6390.467;5204.483;6522.417;5633.467;6622.400;6676.450;6123.383;7494.250;5320.417;5846.300;6484.433;6420.250;5259.517;6711.233;5418.450;8672.233;5713.517;6214.250;4981.417;6766.250;6494.417;6812.250;5958.400;6858.083;6185.483;6876.233;6141.417;6162.300;6351.400;4841.283;5882.333;8164.217;7674.433;5374.250;6867.333;9348.267;6532.383;7552.217;5596.367;6825.283;7621.367;5713.217;6074.300;7231.817;7051.333;6580.233;7380.267;8460.333;2524.667;10727.267;7234.317;7244.333;7102.350;6586.283;6938.300;9470.300;8248.417;7569.300;9023.383;7773.433;7086.400;9791.450;8542.367;8068.450;9458.367;8819.450;9602.383;9125.433;10781.350;9038.417;11022.367;10441.483;11235.383;11998.417;10772.400;10411.450;16361.400;14112.400;17311.383;18760.450;20425.367;17735.450;12456.400;7553.467;5554.367;1756.450;921.383;241.383;71.367;33.350;20.400;19.517;20.367;17.417;17.350;18.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.467;0.000;0.417;0.000;1.400;0.450;2.383;1.250;0.000;0.000;1.433;0.000;0.000;0.000;0.000;2.233;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.433;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4960.500;4260.367;5378.517;5049.317;4645.567;4385.433;6104.517;4930.333;4669.550;5072.383;5163.550;4317.383;5460.567;6851.300;4805.483;4738.400;6585.533;4624.400;4391.567;5294.367;5073.517;5675.350;6142.500;2839.467;5364.517;5683.367;6607.467;6029.400;7024.750;4349.383;5943.500;4914.417;4703.517;5444.350;4792.467;7143.350;4964.500;8015.050;6599.467;4378.433;6752.450;5912.417;5605.467;6660.450;4515.483;6497.400;4776.433;5109.433;7264.433;5630.450;5779.400;6036.467;6755.367;5838.483;2525.600;6779.433;5316.483;6363.133;6447.417;8695.483;5918.450;4052.517;6996.467;7203.483;5876.467;5654.500;6304.483;4792.500;5944.500;8176.417;5668.450;5984.483;6006.483;5705.467;5809.500;6455.467;6237.433;6258.450;5845.433;7272.500;6122.467;5095.500;6430.450;7522.500;6556.467;5337.483;6698.417;5781.467;6821.400;6871.450;6309.383;7726.250;5490.417;6043.300;6707.433;6646.250;5448.517;6968.233;5628.450;9026.233;5951.517;6476.250;5201.417;7082.250;6795.417;7145.250;6257.400;7217.083;6519.483;7261.233;6493.417;6533.300;6740.400;5151.283;6270.333;8731.217;8218.433;5778.250;7398.333;10107.267;7082.383;8218.217;6100.367;7473.283;8382.367;6305.217;6739.300;8067.817;7904.333;7415.233;8365.267;9661.333;2884.667;12438.267;8445.317;8550.333;8455.350;7952.283;8475.300;11753.300;10411.417;9733.300;11851.383;10477.433;9829.400;14078.450;12816.367;12745.450;15884.367;15822.450;18190.383;17543.433;19494.350;13666.417;12039.367;6819.483;3579.383;1498.417;414.400;104.450;41.400;16.400;15.383;14.450;15.367;14.450;12.400;11.467;12.367;9.450;11.383;10.383;10.367;12.350;9.400;4.517;9.367;8.417;10.350;11.250
1.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.300;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.000;0.433;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.133;0.417;2.483;0.000;0.000;0.000;1.483;0.000;0.000;0.000;0.000;0.000;1.417;0.450;0.483;0.483;0.000;1.500;0.467;0.433;1.450;0.433;1.500;0.467;0.000;0.450;1.500;1.467;0.000;3.417;0.467;3.400;2.450;3.383;3.250;2.417;1.300;2.433;1.250;1.517;2.233;1.450;3.233;1.517;2.250;0.417;1.250;1.417;1.250;0.400;1.083;0.483;1.233;1.417;0.300;0.400;0.000;1.333;2.217;2.433;0.250;1.333;3.267;0.383;1.217;0.000;0.283;0.367;0.000;0.000;0.817;0.000;0.000;0.267;1.333;0.000;2.267;0.317;0.333;0.000;0.283;0.000;1.300;0.417;0.000;0.383;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4951.500;4254.367;5368.517;5040.317;4637.567;4379.433;6096.517;4921.333;4661.550;5066.383;5153.550;4312.383;5452.567;6844.300;4797.483;4733.400;6574.533;4619.400;4387.567;5290.367;5075.517;5674.350;6143.500;2837.467;5367.517;5685.367;6616.467;6039.400;7029.750;4356.383;5952.500;4923.417;4714.517;5458.350;4807.467;7168.350;4985.500;8047.050;6628.467;4395.433;6790.450;5942.417;5632.467;6700.450;4539.483;6543.400;4810.433;5150.433;7322.433;5676.450;5825.400;6091.467;6822.367;5896.483;2547.600;6855.433;5374.483;6434.133;6527.417;8806.483;5998.450;4103.517;7098.467;7312.483;5970.467;5745.500;6410.483;4878.500;6051.500;8333.417;5782.450;6108.483;6132.483;5831.467;5938.500;6611.467;6390.433;6415.450;5998.433;7470.500;6297.467;5240.500;6619.450;7756.500;6768.467;5516.483;6928.417;5988.467;7070.400;7137.450;6556.383;8047.250;5718.417;6310.300;7009.433;6964.250;5709.517;7327.233;5918.450;9527.233;6286.517;6862.250;5513.417;7535.250;7244.417;7644.250;6705.400;7767.083;7028.483;7861.233;7048.417;7120.300;7372.400;5662.283;6911.333;9685.217;9153.433;6471.250;8333.333;11469.267;8086.383;9456.217;7076.367;8763.283;9916.367;7550.217;8169.300;9936.817;9893.333;9467.233;10920.267;12948.333;4000.667;17826.267;12663.317;13561.333;14299.350;14385.283;16067.300;22210.300;17842.417;13377.300;11095.383;5498.433;2316.400;1180.450;297.367;69.450;26.367;15.450;14.383;13.433;15.350;11.417;13.367;11.483;12.383;11.417;10.400;9.450;11.400;9.400;9.383;9.450;9.367;9.450;7.400;6.467;9.367;6.450;8.383;6.383;8.367;8.350;7.400;4.517;7.367;6.417;6.350;8.250
4935.500;4237.367;5349.517;5026.317;4621.567;4363.433;6070.517;4905.333;4647.550;5048.383;5138.550;4298.383;5436.567;6824.300;4784.483;4724.400;6564.533;4609.400;4375.567;5287.367;5066.517;5667.350;6136.500;2835.467;5362.517;5686.367;6614.467;6042.400;7035.750;4362.383;5961.500;4932.417;4718.517;5470.350;4815.467;7192.350;4999.500;8082.050;6655.467;4409.433;6822.450;5977.417;5665.467;6743.450;4568.483;6589.400;4846.433;5189.433;7389.433;5729.450;5883.400;6151.467;6896.367;5964.483;2575.600;6938.433;5446.483;6527.133;6621.417;8944.483;6094.450;4171.517;7226.467;7450.483;6087.467;5865.500;6549.483;4984.500;6189.500;8538.417;5924.450;6263.483;6298.483;5992.467;6109.500;6814.467;6588.433;6631.450;6201.433;7740.500;6529.467;5439.500;6887.450;8082.500;7063.467;5760.483;7260.417;6283.467;7431.400;7520.450;6924.383;8514.250;6064.417;6711.300;7475.433;7449.250;6122.517;7881.233;6391.450;10329.233;6835.517;7492.250;6045.417;8299.250;8021.417;8506.250;7504.400;8752.083;7963.483;8977.233;8115.417;8266.300;8642.400;6713.283;8298.333;11794.217;11327.433;8152.250;10723.333;15105.267;10960.383;13261.217;10354.367;13493.283;16254.367;13262.217;15253.300;18942.817;17738.333;14078.233;11340.267;7622.333;1015.667;1539.267;273.317;61.333;19.350;15.283;12.300;16.300;13.417;12.300;13.383;11.433;10.400;11.450;10.367;9.450;9.367;9.450;10.383;9.433;9.350;8.417;8.367;7.483;8.383;8.417;6.400;6.450;8.400;6.400;7.383;7.450;7.367;7.450;6.400;6.467;6.367;5.450;6.383;5.383;5.367;6.350;4.400;2.517;6.367;4.417;5.350;6.250
0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.417;1.483;0.000;0.000;0.000;0.483;0.000;0.000;0.483;0.000;0.500;0.417;0.450;0.483;0.483;0.000;0.500;0.467;0.433;0.000;0.000;0.500;0.467;0.000;0.450;0.500;1.467;0.000;1.417;0.467;2.400;1.450;1.383;1.250;1.417;0.000;1.433;0.000;0.517;0.233;0.450;1.233;0.000;0.250;0.000;0.250;0.417;0.250;0.400;0.000;0.483;0.233;0.417;0.000;0.400;0.000;0.000;0.217;0.433;0.000;0.333;1.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4926.500;4230.367;5339.517;5015.317;4613.567;4356.433;6064.517;4898.333;4639.550;5040.383;5134.550;4294.383;5430.567;6825.300;4787.483;4724.400;6564.533;4614.400;4381.567;5289.367;5075.517;5676.350;6148.500;2841.467;5375.517;5700.367;6632.467;6062.400;7061.750;4380.383;5989.500;4955.417;4746.517;5502.350;4843.467;7242.350;5032.500;8150.050;6709.467;4450.433;6885.450;6034.417;5727.467;6818.450;4621.483;6669.400;4909.433;5261.433;7497.433;5813.450;5973.400;6257.467;7018.367;6070.483;2618.600;7080.433;5558.483;6666.133;6771.417;9164.483;6244.450;4278.517;7416.467;7654.483;6259.467;6039.500;6749.483;5142.500;6394.500;8843.417;6139.450;6504.483;6551.483;6241.467;6374.500;7125.467;6902.433;6957.450;6525.433;8160.500;6897.467;5760.500;7311.450;8608.500;7540.467;6170.483;7798.417;6772.467;8043.400;8166.450;7550.383;9333.250;6676.417;7421.300;8315.433;8328.250;6895.517;8933.233;7297.450;11896.233;7946.517;8802.250;7179.417;9987.250;9799.417;10562.250;9500.400;11324.083;10575.483;12285.233;11527.417;12273.300;13566.400;11287.283;15009.333;22520.217;21555.433;13885.250;14097.333;12638.267;4544.383;2045.217;418.367;108.283;29.367;14.217;12.300;13.817;13.333;12.233;12.267;13.333;6.667;15.267;10.317;11.333;10.350;9.283;8.300;11.300;9.417;9.300;9.383;8.433;7.400;9.450;8.367;7.450;8.367;7.450;7.383;6.433;7.350;6.417;7.367;6.483;6.383;6.417;5.400;5.450;6.400;5.400;5.383;6.450;6.367;5.450;5.400;4.467;5.367;4.450;5.383;5.383;4.367;6.350;5.400;3.517;4.367;4.417;4.350;5.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.383;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4908.500;4211.367;5320.517;5001.317;4597.567;4342.433;6046.517;4885.333;4627.550;5031.383;5126.550;4288.383;5422.567;6819.300;4779.483;4723.400;6564.533;4616.400;4384.567;5293.367;5079.517;5686.350;6157.500;2843.467;5389.517;5720.367;6662.467;6089.400;7099.750;4397.383;6024.500;4987.417;4773.517;5542.350;4878.467;7312.350;5077.500;8233.050;6781.467;4499.433;6969.450;6110.417;5801.467;6918.450;4687.483;6777.400;4990.433;5352.433;7637.433;5927.450;6094.400;6396.467;7178.367;6214.483;2676.600;7263.433;5709.483;6857.133;6977.417;9457.483;6451.450;4419.517;7688.467;7954.483;6507.467;6289.500;7046.483;5374.500;6703.500;9293.417;6462.450;6869.483;6937.483;6626.467;6787.500;7613.467;7399.433;7486.450;7043.433;8854.500;7510.467;6296.500;8038.450;9516.500;8386.467;6898.483;8782.417;7679.467;9202.400;9429.450;8808.383;11021.250;7981.417;8997.300;10256.433;10469.250;8863.517;11781.233;9938.450;16793.233;11735.517;13735.250;12044.417;18146.250;18892.417;20172.250;15887.400;14002.083;7668.483;3952.233;1147.417;260.300;49.400;12.283;11.333;14.217;13.433;10.250;10.333;13.267;8.383;10.217;7.367;8.283;8.367;6.217;7.300;7.817;6.333;6.233;7.267;7.333;0.667;9.267;5.317;5.333;4.350;4.283;4.300;6.300;5.417;4.300;5.383;4.433;3.400;4.450;4.367;3.450;4.367;2.450;3.383;3.433;4.350;2.417;3.367;3.483;3.383;3.417;2.400;1.450;3.400;2.400;3.383;2.450;2.367;2.450;2.400;1.467;2.367;0.450;2.383;1.383;2.367;2.350;1.400;0.000;2.367;1.417;1.350;2.250
1.500;0.367;0.517;0.317;0.567;0.433;0.517;0.333;0.000;0.383;0.000;0.383;0.000;1.300;0.000;0.000;0.533;0.400;0.000;0.367;0.000;0.350;0.500;0.000;0.517;0.367;1.467;1.400;0.000;0.383;0.500;0.417;0.517;0.350;0.467;1.350;0.500;2.050;1.467;0.433;0.450;0.417;0.467;1.450;0.483;1.400;0.433;0.433;1.433;0.450;0.400;1.467;1.367;0.483;0.600;1.433;1.483;2.133;1.417;2.483;1.450;1.517;1.467;1.483;1.467;1.500;1.483;1.500;1.500;2.417;2.450;1.483;2.483;1.467;1.500;1.467;2.433;1.450;1.433;2.500;1.467;1.500;1.450;2.500;2.467;0.483;2.417;1.467;3.400;3.450;3.383;2.250;2.417;1.300;2.433;2.250;2.517;1.233;1.450;2.233;1.517;1.250;0.417;1.250;0.417;1.250;0.400;1.083;0.483;1.233;0.417;0.300;0.400;0.000;0.000;0.217;0.433;0.000;0.333;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
