4865.987;4741.932;4817.388;4876.076;4914.349;4912.692;4919.083;4965.606;4964.240;5025.904;5023.282;5031.399;5086.353;5055.741;5128.655;5181.279;5144.911;5244.024;5189.084;5216.663;5115.015;5364.319;5309.139;5346.491;5296.425;5334.134;5368.977;5356.671;5381.340;5536.391;5504.779;5379.725;5531.252;5553.233;5435.234;5597.105;5463.289;5590.996;5549.392;5594.148;5723.178;5610.667;5552.843;5794.732;5525.142;5732.864;5764.260;5812.523;5749.923;5774.957;5830.168;5841.649;5794.007;5875.166;5908.689;5848.196;6033.950;5915.625;5938.075;5927.900;6006.764;6058.226;5965.860;6125.851;6098.436;6101.167;6103.425;6125.916;6171.576;6149.148;6206.164;6282.147;6248.905;6319.397;6260.234;6411.606;6376.470;6381.772;6412.762;6412.185;6565.849;6619.482;6556.793;6603.339;6702.565;6589.313;6771.325;6783.996;6742.637;6855.137;6880.084;6919.277;6988.507;7079.032;7137.371;7243.327;7247.308;7289.709;7238.063;7558.514;7496.957;7609.301;7561.226;7861.727;7849.915;7971.762;8163.919;8276.401;8241.422;8462.217;8500.166;8769.124;9061.829;9009.334;9291.943;9587.217;9875.510;10084.135;10616.295;10892.269;11438.763;12000.574;12775.430;13687.983;14890.188;16351.304;17779.165;19090.666;17975.664;15124.077;11348.584;6525.097;2921.460;1063.885;284.482;64.089;20.807;17.986;13.843;13.794;13.093;12.879;12.315;12.037;12.522;10.055;10.549;10.251;8.972;9.756;10.248;10.083;8.706;9.509;8.031;7.846;8.462;8.527;7.380;8.302;7.442;7.118;7.235;7.344;6.567;7.250;6.975;8.110;6.074;7.600;6.241;6.032;5.728;4.979;4.818;6.825;6.079;5.595;5.237;6.250
4857.114;4734.098;4808.383;4865.405;4905.842;4904.811;4914.221;4958.520;4955.695;5017.940;5019.372;5026.717;5080.740;5056.482;5131.871;5181.279;5144.911;5249.713;5196.200;5218.636;5124.101;5372.837;5319.521;5357.805;5309.265;5347.267;5383.587;5374.401;5401.226;5559.236;5530.634;5404.811;5564.074;5585.718;5466.838;5636.015;5499.350;5638.037;5594.418;5646.164;5776.028;5664.170;5613.611;5859.180;5589.241;5802.465;5839.191;5893.168;5833.961;5859.624;5919.354;5942.311;5896.505;5979.579;6007.335;5967.883;6158.030;6041.602;6072.595;6073.703;6154.606;6213.620;6122.716;6293.581;6270.746;6282.158;6289.804;6320.097;6375.982;6368.801;6431.388;6523.865;6499.914;6581.981;6531.772;6704.220;6680.368;6695.498;6747.803;6760.110;6935.899;7010.117;6960.438;7033.077;7155.193;7058.304;7273.083;7311.949;7297.915;7443.987;7502.079;7584.854;7693.763;7827.935;7939.383;8098.028;8162.319;8262.752;8264.072;8705.181;8715.463;8939.768;8979.562;9460.738;9589.901;9898.574;10335.336;10708.611;10944.585;11580.441;12073.927;13019.862;14224.798;15147.715;16806.493;18306.108;18792.509;17175.716;13956.616;9113.338;4742.728;1850.794;516.189;109.846;26.902;17.528;14.337;13.925;13.512;13.142;12.276;11.414;19.176;10.552;10.738;11.843;11.129;10.925;9.341;9.563;9.189;9.738;8.634;8.879;8.910;8.298;8.514;8.081;8.014;7.691;7.287;6.877;6.843;7.249;7.071;6.798;6.443;6.501;6.227;7.015;5.670;6.006;5.275;6.358;5.676;5.303;5.885;5.602;5.120;6.206;5.263;6.032;4.660;4.979;5.913;9.536;4.169;5.595;4.258;5.250
4839.367;4712.836;4791.273;4851.823;4888.829;4889.049;4899.636;4945.361;4942.877;5008.980;5011.551;5019.694;5073.255;5052.037;5123.295;5180.182;5144.911;5251.988;5199.758;5222.583;5128.140;5382.303;5327.308;5361.576;5323.092;5366.028;5407.938;5398.337;5430.291;5580.811;5562.953;5439.713;5595.725;5626.324;5506.342;5690.489;5548.524;5695.455;5654.452;5708.329;5846.493;5735.507;5686.140;5945.111;5669.061;5896.426;5935.531;5995.095;5942.898;5974.530;6039.259;6074.310;6030.930;6121.423;6140.393;6122.128;6325.317;6214.708;6257.335;6267.887;6358.628;6418.392;6347.268;6540.244;6519.193;6542.203;6566.576;6605.224;6684.087;6692.879;6769.747;6889.952;6882.875;6987.986;6954.962;7163.370;7161.378;7204.581;7283.455;7335.016;7552.315;7662.390;7652.535;7774.906;7957.968;7891.050;8190.796;8291.199;8349.495;8595.253;8752.031;8956.641;9197.617;9490.289;9792.605;10179.844;10491.868;10896.996;11254.899;12288.606;12871.106;13949.836;15064.397;17189.609;18488.489;18904.732;17283.653;13241.060;7936.126;3725.497;1201.815;276.134;51.797;16.484;12.690;11.556;11.711;12.679;10.230;9.566;8.749;9.245;9.089;8.403;7.664;7.665;8.509;7.878;6.418;6.696;7.272;6.278;1.918;6.405;5.534;5.573;4.678;5.041;4.840;5.331;5.286;4.503;4.954;4.667;4.094;3.908;4.443;3.742;4.183;2.529;3.339;3.670;4.050;2.730;3.232;3.652;3.415;3.462;2.768;1.866;3.012;2.669;3.315;2.415;2.110;2.384;2.616;1.839;2.258;0.628;2.330;1.550;2.526;1.843;1.533;0.000;2.260;1.795;1.321;2.250
4833.452;4713.955;4784.068;4844.062;4887.765;4889.049;4897.205;4944.348;4945.014;5014.953;5013.506;5026.717;5084.482;5061.668;5138.302;5195.536;5159.018;5270.191;5219.918;5243.302;5152.369;5412.592;5357.589;5404.944;5358.649;5405.426;5448.524;5443.549;5480.006;5640.459;5620.203;5502.973;5664.887;5698.400;5586.480;5769.087;5633.760;5785.386;5752.008;5812.360;5956.386;5851.899;5805.714;6076.586;5803.305;6041.718;6085.393;6157.505;6111.752;6153.944;6227.540;6268.985;6234.247;6342.068;6374.392;6364.032;6579.018;6481.164;6541.620;6568.773;6678.952;6756.774;6702.257;6921.749;6926.926;6970.756;7020.409;7088.218;7198.593;7240.211;7357.423;7521.830;7550.578;7711.412;7723.466;8007.341;8064.361;8176.554;8342.350;8482.341;8828.385;9069.160;9184.290;9477.518;9873.809;10002.656;10629.639;11076.716;11547.788;12393.610;13308.692;14565.691;16311.253;18240.852;19237.258;18041.346;13896.229;8461.615;3677.608;1150.497;225.404;38.848;19.282;14.446;14.108;13.355;14.578;13.318;12.919;12.474;13.005;13.048;13.002;16.484;13.810;9.931;10.840;15.153;10.230;8.124;11.880;10.150;11.557;11.446;9.497;12.596;10.840;8.885;9.458;9.919;9.273;7.990;27.805;7.096;8.656;9.753;8.979;10.925;9.341;7.870;8.213;8.691;6.794;7.826;10.114;6.542;7.496;8.081;6.099;7.691;7.287;7.945;5.912;7.249;7.071;6.798;6.443;5.488;7.380;8.302;5.670;7.118;5.275;6.358;5.676;6.277;5.885;8.110;6.074;8.995;6.241;6.032;6.795;4.979;5.913;20.383;5.124;8.129;5.237;6.250
4822.607;4701.645;4776.864;4838.241;4879.259;4885.671;4893.153;4944.348;4945.014;5015.949;5015.461;5032.570;5091.031;5075.744;5150.094;5208.697;5184.098;5290.669;5242.451;5276.847;5184.676;5451.399;5399.982;5442.656;5409.020;5458.896;5508.590;5505.605;5557.257;5707.723;5699.614;5585.865;5753.978;5794.839;5690.321;5884.261;5750.686;5921.667;5887.085;5951.915;6115.772;6013.346;5972.335;6266.494;5989.553;6247.041;6304.239;6390.479;6358.419;6411.977;6507.979;6570.019;6550.145;6675.992;6704.742;6748.380;6994.466;6919.819;7007.058;7069.144;7213.153;7326.069;7315.646;7595.960;7638.206;7738.408;7853.522;7990.299;8187.720;8316.152;8535.918;8836.736;9000.078;9343.866;9530.987;10093.275;10429.733;10900.965;11537.649;12266.446;13506.306;14931.104;16616.486;18686.653;19496.664;16751.560;12015.536;6049.828;1946.558;391.458;49.067;13.206;12.004;10.864;9.962;9.967;10.081;9.465;8.437;7.488;8.244;8.379;6.775;6.868;6.279;6.794;5.875;6.698;6.710;5.876;5.673;5.622;4.614;4.406;4.852;5.053;3.865;4.020;4.290;4.519;3.531;3.816;2.920;3.331;3.084;2.733;2.681;3.846;3.378;2.399;2.268;2.853;0.000;2.949;3.452;2.438;1.452;1.510;1.463;1.946;1.382;1.361;2.193;1.509;0.482;2.151;1.391;1.573;2.267;0.465;1.365;0.463;1.257;0.471;1.312;0.507;0.387;1.435;0.461;0.579;0.354;0.445;1.356;0.444;1.218;0.438;0.436;0.000;0.350;0.000;0.375;0.430;0.391;0.274;0.438;0.000;0.350;0.000;0.343;1.250
326.831;319.347;327.357;334.025;333.432;335.999;339.944;342.491;338.120;348.823;345.619;346.926;352.309;358.791;353.185;362.352;363.291;369.064;360.007;370.347;358.920;382.730;378.514;361.025;377.802;387.761;390.808;391.307;356.997;400.260;404.906;394.193;401.513;413.522;397.830;425.949;405.963;431.013;424.798;424.288;441.625;436.861;431.711;460.119;428.714;461.455;454.859;469.794;472.661;478.218;481.999;495.203;495.158;503.824;464.785;517.887;535.633;538.471;550.111;564.978;577.027;584.568;603.867;635.965;648.633;668.315;697.507;722.033;770.263;820.579;882.509;975.381;1092.813;1264.906;1364.351;1291.329;917.920;448.888;122.469;10.355;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4489.367;4386.066;4447.271;4504.524;4548.556;4554.663;4558.489;4613.330;4616.026;4684.432;4688.954;4707.162;4761.707;4746.068;4824.225;4886.265;4858.844;4968.706;4932.925;4958.167;4879.785;5135.258;5090.250;5154.162;5108.767;5161.532;5211.507;5217.488;5262.022;5427.247;5422.598;5321.919;5496.084;5538.006;5446.521;5636.015;5520.112;5693.379;5670.295;5752.733;5917.797;5834.065;5806.695;6104.084;5854.100;6116.540;6197.195;6299.753;6289.943;6370.651;6487.169;6581.415;6589.632;6756.764;6853.859;6907.683;7204.959;7181.744;7322.731;7451.547;7681.319;7906.983;7981.045;8412.413;8610.955;8896.127;9240.180;9660.501;10213.836;10784.189;11659.715;12894.792;14388.328;16666.708;17931.249;16978.646;12103.107;5999.719;1763.550;272.127;31.642;12.778;10.900;10.212;10.881;9.704;11.580;10.221;10.343;9.526;9.323;9.143;8.547;7.700;8.052;8.994;7.714;7.615;6.172;6.757;6.050;6.348;6.775;6.868;5.301;5.857;5.875;6.698;4.640;4.933;4.626;4.562;4.614;4.406;3.732;4.240;4.737;2.783;4.290;3.798;2.487;3.816;2.920;3.331;3.084;1.500;2.681;3.846;2.365;2.399;2.268;2.853;0.000;2.258;1.370;1.393;1.452;1.510;1.463;1.946;2.358;2.408;2.193;1.509;1.686;1.273;1.391;0.488;1.309;1.497;1.365;0.463;2.188;1.600;1.312;0.507;1.396;1.435;0.461;0.579;1.240;0.445;0.376;1.429;1.218;1.411;1.526;0.000;0.350;0.628;0.375;0.430;0.391;1.059;1.533;0.000;0.350;0.528;0.343;1.250
4805.846;4698.288;4769.660;4840.182;4883.512;4893.552;4908.549;4968.643;4969.581;5052.784;5057.497;5084.073;5147.166;5144.642;5222.985;5295.336;5272.661;5398.749;5357.485;5402.149;5312.891;5607.577;5561.770;5618.014;5595.691;5670.896;5732.619;5754.715;5813.484;5998.351;6006.179;5909.800;6103.307;6179.582;6078.595;6327.059;6197.628;6424.590;6413.219;6522.820;6736.539;6674.151;6664.300;7052.765;6778.085;7144.895;7261.691;7443.344;7486.704;7644.691;7847.746;8048.601;8141.396;8455.932;8636.376;8918.770;9474.968;9682.261;10127.019;10663.203;11426.645;12384.374;13409.908;15537.672;17940.737;19542.353;17478.124;11543.318;4931.178;1066.158;95.799;10.515;8.417;7.874;7.685;7.025;7.194;7.170;5.618;6.213;5.497;6.693;6.140;5.310;5.187;5.128;5.052;4.822;4.900;4.968;5.349;3.454;5.090;4.536;4.233;4.133;4.163;2.991;3.907;3.830;3.857;3.301;3.023;3.079;3.344;3.046;2.611;2.916;3.605;2.105;2.531;2.440;1.468;3.064;2.613;1.802;2.121;2.783;2.310;1.634;2.487;1.101;1.686;1.302;2.168;1.500;1.515;0.823;1.351;1.325;1.268;1.141;0.000;1.567;1.370;1.393;1.452;1.510;0.338;1.100;0.407;0.314;0.353;0.456;0.482;1.273;1.391;1.573;0.351;0.465;0.378;1.532;0.326;0.000;0.352;1.555;0.387;0.422;0.461;0.000;0.354;0.445;0.376;0.444;0.327;0.438;0.436;0.585;0.350;0.000;0.375;0.430;0.000;0.274;0.000;0.000;0.350;0.000;0.343;0.250
4805.846;4697.169;4774.163;4849.883;4890.955;4912.692;4926.376;4998.000;4997.352;5089.619;5095.622;5132.065;5197.688;5206.133;5291.589;5375.396;5354.170;5495.452;5458.289;5513.638;5433.031;5748.610;5714.040;5783.945;5765.571;5860.384;5937.168;5975.457;6055.943;6261.059;6291.506;6211.920;6436.224;6543.006;6470.255;6766.743;6657.683;6950.343;6976.040;7145.740;7430.288;7426.944;7482.702;8006.602;7777.053;8315.932;8584.284;8959.917;9190.025;9639.410;10192.339;10857.622;11494.448;12691.541;14091.751;16470.040;19537.674;18668.353;13348.319;6030.625;1200.919;89.340;10.292;8.619;8.482;8.842;7.906;9.217;7.478;6.782;7.804;6.503;6.432;6.819;6.660;6.084;6.226;6.207;6.653;5.385;5.497;5.476;5.188;5.310;5.187;5.128;5.984;4.822;5.807;4.968;5.349;4.267;5.090;4.536;4.233;5.105;4.163;3.916;3.907;3.830;3.857;4.316;3.023;4.026;3.344;3.046;2.611;3.861;2.570;3.048;2.531;3.501;3.565;3.064;2.613;2.615;2.121;2.783;2.310;2.356;2.487;2.006;1.686;2.316;1.252;2.733;2.681;1.831;1.351;1.325;1.268;1.997;0.000;1.567;1.370;1.393;1.452;1.510;1.463;1.946;1.382;1.361;2.193;1.509;1.686;1.273;1.391;0.488;1.309;1.497;1.365;0.463;1.257;1.600;1.312;0.507;1.396;1.435;1.614;1.866;1.240;0.445;1.356;0.444;0.327;0.438;0.436;0.585;1.304;2.022;1.352;1.550;1.459;1.059;1.533;0.000;1.305;1.795;1.321;1.250
4812.748;4710.597;4791.273;4869.285;4916.476;4946.468;4966.893;5039.503;5047.555;5148.357;5166.007;5209.320;5283.761;5302.442;5397.711;5497.130;5486.623;5642.212;5621.946;5692.218;5623.840;5966.312;5947.637;6036.612;6043.108;6165.252;6276.460;6342.474;6468.201;6717.943;6796.599;6751.810;7044.618;7220.112;7211.813;7613.427;7582.164;8026.060;8184.231;8531.136;9072.804;9292.030;9660.531;10745.231;10966.251;12505.915;14177.947;17025.534;19486.989;17454.997;10432.150;2994.643;262.436;10.326;3.671;6.265;4.967;6.465;5.754;4.960;5.372;6.559;4.513;4.508;4.475;3.641;4.178;3.072;3.490;3.181;3.614;3.494;2.464;3.656;2.562;3.262;3.323;2.358;3.550;2.899;2.480;3.042;3.284;2.859;2.341;1.697;3.187;2.663;3.085;2.233;3.362;1.829;2.785;2.426;2.323;2.188;1.795;2.066;1.642;1.634;1.663;1.270;1.772;1.184;1.386;1.171;1.523;1.970;0.500;1.163;1.484;1.379;0.419;0.380;0.373;0.989;0.378;0.309;0.330;0.913;0.400;1.101;0.452;1.302;0.336;0.267;0.350;0.823;0.338;0.251;0.267;0.285;0.000;0.184;0.330;0.348;0.000;0.333;0.000;0.254;0.000;0.314;0.000;0.456;0.000;0.000;0.373;0.000;0.000;0.000;0.000;0.000;0.000;0.471;0.000;0.507;0.387;0.000;0.000;0.000;0.000;0.000;0.376;0.000;0.327;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.350;0.000;0.000;0.250
4815.705;4720.669;4807.482;4889.657;4949.440;4985.874;5015.512;5100.241;5116.984;5232.978;5263.764;5317.009;5405.387;5440.239;5560.645;5674.797;5684.126;5869.748;5870.990;5967.487;5918.635;6313.688;6330.909;6468.410;6516.204;6699.007;6880.366;7017.111;7243.001;7610.135;7816.943;7891.579;8402.077;8816.945;9067.402;9920.019;10346.864;11635.073;12921.937;15369.306;19333.076;18210.088;10927.827;2776.826;131.200;7.308;6.462;7.206;5.006;5.493;5.351;4.242;4.509;5.401;8.259;4.580;4.967;4.652;4.858;4.297;4.386;5.107;3.687;4.508;3.473;4.681;3.246;4.301;4.487;3.181;3.614;3.494;4.448;3.656;3.586;3.262;3.323;3.320;3.550;2.899;3.486;3.042;3.284;2.042;3.290;3.985;3.187;2.663;3.085;3.145;3.362;2.641;3.937;2.426;2.323;2.188;2.979;2.066;2.775;1.634;2.760;2.285;1.772;2.131;2.365;2.109;1.523;1.970;2.570;2.105;2.531;2.440;1.468;3.064;1.493;1.802;1.250;1.546;1.320;1.634;1.444;2.006;1.686;1.302;1.252;1.500;1.515;0.823;1.351;1.325;1.268;1.141;0.000;0.875;1.370;1.393;1.452;1.510;1.463;1.100;1.382;1.361;0.353;1.509;0.482;0.395;1.391;1.573;1.309;0.465;1.365;1.532;0.326;0.471;0.352;0.507;1.396;0.422;1.614;1.866;1.240;1.557;1.356;1.429;1.218;1.411;1.526;0.585;1.304;0.628;1.352;1.550;1.459;1.059;0.438;0.000;1.305;1.795;0.343;1.250
1857.958;1824.503;1866.359;1901.721;1927.395;1946.004;1967.074;2003.654;2018.306;2068.133;2087.645;2119.113;2164.531;2189.416;2246.222;2307.909;2324.218;2413.475;2431.814;2495.543;2499.213;2693.210;2734.382;2827.360;2908.226;3047.152;3207.414;3371.766;3594.635;3976.642;4358.854;4823.475;5961.465;7529.733;6334.811;2697.522;188.502;1.418;1.223;1.818;1.216;1.330;1.438;1.246;3.003;1.218;1.705;1.605;1.115;1.462;1.387;1.393;1.148;1.461;3.671;1.208;1.643;1.027;1.270;0.320;1.429;2.203;1.211;1.220;1.469;1.560;1.382;1.843;1.496;1.020;1.519;1.488;1.472;1.547;2.562;1.380;1.387;1.395;1.482;1.243;1.475;3.042;1.380;1.225;1.392;1.697;1.321;1.583;2.178;2.233;1.374;1.016;1.633;1.371;1.369;1.215;1.795;1.141;1.642;0.903;1.663;1.270;1.772;1.184;1.386;1.171;1.523;1.024;0.500;1.163;1.484;1.379;1.468;1.722;1.493;0.989;1.250;2.783;1.320;0.913;1.444;1.101;1.686;1.302;0.336;1.500;1.515;1.831;1.351;1.325;1.268;1.141;1.918;0.875;1.370;1.393;0.376;1.510;1.463;1.100;0.407;1.361;1.273;0.456;1.686;1.273;0.373;1.573;0.351;1.497;1.365;0.463;1.257;1.600;1.312;1.555;1.396;1.435;0.461;1.866;1.240;0.445;0.376;1.429;0.327;0.438;0.436;1.839;1.304;2.022;1.352;1.550;1.459;0.274;1.533;4.113;0.350;1.795;1.321;1.250
