4887.677;4756.480;4828.194;4886.747;4927.109;4920.573;4927.997;4971.680;4969.581;5027.895;5029.147;5040.764;5090.096;5059.445;5138.302;5187.859;5147.262;5249.713;5198.572;5215.676;5121.073;5365.265;5309.139;5354.033;5302.351;5334.134;5368.165;5358.444;5367.572;5538.930;5506.626;5384.088;5537.113;5555.264;5431.848;5593.214;5462.196;5586.845;5549.392;5603.029;5718.145;5607.851;5554.803;5792.154;5532.399;5729.384;5765.449;5818.124;5749.145;5771.933;5826.204;5842.599;5795.687;5877.136;5917.865;5849.881;6035.058;5914.719;5942.559;5929.888;6008.735;6062.583;5966.686;6129.962;6096.432;6102.207;6103.425;6130.832;6173.570;6147.707;6209.307;6287.162;6255.850;6325.724;6266.382;6417.251;6383.244;6384.659;6422.069;6417.983;6574.899;6632.869;6564.409;6613.143;6713.952;6603.039;6780.651;6799.111;6758.968;6869.721;6890.020;6937.968;7006.945;7100.128;7161.240;7261.802;7276.901;7319.307;7269.772;7589.248;7529.860;7650.942;7605.002;7907.197;7895.910;8025.181;8223.752;8335.977;8311.795;8536.685;8587.101;8866.720;9168.779;9134.141;9422.953;9736.786;10043.772;10291.947;10856.869;11168.447;11783.166;12413.226;13317.078;14378.809;15744.884;17267.367;18415.580;18899.183;16560.986;12629.580;8362.395;4135.862;1569.554;473.631;110.660;29.606;16.506;15.632;12.718;13.794;12.117;12.879;12.315;10.984;12.522;10.933;11.566;10.251;8.972;8.724;9.261;7.945;8.706;8.379;8.031;7.846;7.452;7.514;7.380;8.302;7.442;7.118;6.255;7.344;6.567;7.250;5.885;6.856;6.074;6.206;6.241;6.032;6.795;5.763;5.913;9.536;6.079;5.595;4.258;6.250
4884.719;4755.360;4825.493;4883.837;4922.856;4919.447;4927.187;4970.668;4970.649;5031.878;5030.125;5038.423;5098.516;5066.113;5142.590;5193.343;5155.099;5262.227;5210.431;5233.436;5137.226;5379.463;5327.308;5371.004;5320.129;5356.648;5391.704;5382.379;5400.461;5569.389;5537.098;5418.990;5574.625;5592.824;5480.382;5647.688;5508.092;5643.571;5605.257;5660.119;5786.094;5672.618;5623.412;5870.351;5604.963;5812.905;5851.085;5905.489;5846.411;5873.736;5930.254;5952.757;5907.427;5992.384;6032.570;5977.997;6168.001;6052.478;6086.943;6084.970;6171.361;6225.238;6139.227;6311.670;6289.780;6294.640;6311.237;6342.219;6396.921;6387.525;6451.291;6548.939;6525.709;6610.454;6560.463;6729.624;6708.435;6725.331;6775.723;6789.932;6967.072;7042.974;6997.565;7067.391;7195.047;7098.340;7318.782;7357.294;7346.003;7493.209;7554.740;7640.115;7751.382;7890.168;8005.263;8172.900;8239.260;8351.546;8362.596;8808.359;8830.623;9060.627;9119.645;9622.724;9762.138;10101.002;10572.495;10984.741;11266.439;11970.690;12560.973;13647.872;15039.507;16128.728;17763.867;18772.698;18120.334;15164.394;10955.871;6182.104;2699.269;862.602;197.864;40.865;16.825;15.062;14.337;12.917;11.485;10.994;11.275;10.558;10.547;9.169;10.738;9.753;8.979;8.571;8.216;7.870;9.189;7.644;7.714;7.826;7.706;6.542;6.478;6.997;7.057;6.659;6.300;6.877;5.912;4.990;6.111;5.749;5.434;5.488;5.074;4.440;4.784;4.893;5.275;4.387;4.784;4.330;4.796;4.348;4.166;4.811;3.308;3.791;3.593;3.411;3.723;6.825;3.215;3.062;3.279;4.250
4869.931;4738.574;4813.786;4870.255;4907.969;4907.063;4912.601;4962.570;4962.104;5022.918;5022.304;5037.252;5088.225;5063.150;5141.518;5193.343;5155.883;5259.952;5212.803;5237.382;5140.255;5393.661;5339.420;5384.203;5336.920;5378.223;5415.244;5411.634;5427.996;5597.309;5571.263;5452.801;5608.620;5639.521;5519.887;5698.271;5563.823;5704.448;5666.126;5724.822;5856.560;5749.587;5697.901;5958.001;5687.202;5906.866;5948.614;6011.896;5956.905;5989.649;6057.096;6087.605;6044.372;6137.183;6165.628;6139.828;6341.935;6232.834;6273.477;6283.793;6374.397;6441.629;6369.558;6560.799;6543.236;6564.046;6595.465;6634.720;6710.012;6719.525;6802.221;6922.048;6915.616;7023.841;6993.899;7201.005;7205.898;7250.774;7334.125;7382.234;7607.621;7724.454;7717.271;7841.082;8028.187;7971.122;8271.936;8385.129;8447.486;8708.283;8876.231;9088.294;9352.036;9671.713;9995.018;10412.237;10766.489;11222.576;11646.730;12781.080;13505.037;14779.600;16098.757;18251.512;18922.017;18035.980;14871.813;9947.363;5009.424;1909.990;487.482;94.732;23.487;17.826;14.930;13.182;12.583;15.153;12.210;10.288;10.837;10.150;10.323;10.432;8.581;8.898;9.674;9.893;8.445;8.845;8.273;7.990;13.423;7.096;6.575;7.663;6.828;8.571;7.090;7.024;6.262;7.644;5.874;5.720;6.502;5.664;5.461;5.912;6.099;4.594;5.313;4.739;4.981;6.119;5.151;4.701;4.424;5.488;5.074;5.727;4.784;4.893;4.295;4.387;3.893;3.357;3.706;4.348;4.166;4.811;4.286;3.791;3.593;3.411;3.723;4.113;3.215;5.595;3.279;3.250
4857.114;4729.622;4802.979;4860.554;4900.526;4900.308;4910.170;4956.496;4957.831;5020.927;5024.259;5036.082;5094.774;5069.076;5147.950;5206.503;5167.639;5277.017;5229.406;5257.115;5160.446;5419.217;5366.240;5408.715;5369.513;5415.745;5455.829;5457.733;5477.712;5651.881;5631.283;5512.789;5676.610;5710.582;5590.995;5783.095;5643.595;5799.914;5761.180;5826.316;5969.808;5865.040;5820.416;6092.913;5816.609;6054.769;6103.234;6172.065;6128.871;6167.047;6246.368;6288.927;6253.571;6359.799;6385.862;6386.789;6605.606;6511.072;6567.627;6594.620;6707.534;6788.725;6736.105;6961.215;6960.987;7007.162;7063.276;7132.462;7245.457;7290.624;7408.753;7577.996;7614.074;7778.903;7795.193;8087.316;8150.498;8269.902;8446.792;8591.690;8958.104;9215.191;9346.128;9665.426;10091.108;10249.735;10931.813;11440.561;11989.652;12960.583;14069.791;15592.093;17521.251;19043.549;18717.860;15740.751;10438.601;5230.781;1771.677;420.201;66.373;16.504;13.029;11.604;11.173;10.543;10.226;10.481;8.779;9.646;8.816;8.805;7.759;7.090;7.092;7.492;7.352;6.494;6.270;7.403;5.618;6.531;6.622;6.374;5.832;5.199;5.012;5.862;5.405;4.548;5.271;4.566;0.000;4.331;4.493;4.528;3.602;3.864;3.714;3.639;3.334;2.408;4.034;2.562;2.890;3.030;3.426;2.658;2.267;2.529;3.339;2.601;2.188;1.600;2.272;2.604;2.406;1.435;1.614;1.866;2.126;1.557;1.356;1.429;2.110;2.384;2.616;1.839;1.304;0.628;1.352;1.550;1.459;1.843;1.533;0.000;1.305;0.528;1.321;2.250
4853.170;4728.503;4801.178;4857.644;4898.399;4903.685;4912.601;4961.557;4963.172;5032.873;5032.080;5050.128;5107.872;5095.006;5165.101;5229.534;5195.070;5312.285;5262.611;5292.633;5201.839;5469.383;5416.420;5467.168;5425.811;5476.719;5524.824;5523.335;5557.257;5734.374;5719.005;5608.770;5779.767;5817.173;5708.380;5903.716;5772.542;5941.037;5907.930;5977.288;6141.777;6038.689;5998.798;6290.555;6016.160;6274.882;6332.784;6422.961;6387.209;6447.255;6541.672;6606.106;6586.271;6715.393;6755.213;6788.838;7042.104;6964.229;7056.382;7118.187;7269.333;7388.518;7378.389;7668.314;7718.350;7821.622;7942.984;8087.389;8294.410;8430.659;8670.004;8985.177;9170.724;9538.959;9754.366;10352.018;10740.406;11275.319;12009.189;12868.688;14341.936;16109.091;17970.218;19388.449;18400.677;13725.992;8120.849;3146.628;727.124;107.060;17.272;10.768;10.852;11.919;9.962;9.967;11.265;8.540;9.569;8.220;8.244;8.379;6.775;7.815;6.279;7.732;6.962;6.698;6.710;5.876;5.673;6.683;5.662;5.748;4.852;5.866;4.737;5.257;5.280;4.519;4.575;3.816;2.920;4.345;3.084;3.966;3.846;3.846;3.378;2.399;2.268;2.853;0.000;2.949;3.452;2.438;2.527;3.864;1.463;2.793;3.334;2.408;2.193;2.562;1.686;2.151;1.391;1.573;2.267;1.497;1.365;1.532;2.188;1.600;1.312;0.507;1.396;1.435;1.614;0.579;2.126;1.557;1.356;1.429;1.218;1.411;0.436;0.585;2.258;0.628;1.352;1.550;1.459;1.059;0.438;0.000;1.305;0.528;1.321;1.250
4843.311;4722.907;4793.074;4857.644;4895.209;4904.811;4909.360;4969.656;4968.513;5039.842;5044.788;5071.198;5125.648;5114.268;5189.755;5261.338;5231.906;5352.104;5307.676;5342.951;5254.336;5526.175;5479.578;5540.706;5497.911;5560.206;5610.864;5625.284;5662.042;5847.326;5843.663;5737.471;5916.920;5968.430;5867.527;6081.147;5947.384;6143.728;6113.047;6206.919;6379.178;6295.878;6265.391;6591.314;6317.302;6612.447;6689.599;6809.385;6801.173;6893.774;7019.310;7124.606;7137.412;7318.228;7392.973;7488.420;7815.391;7800.756;7961.252;8116.942;8371.248;8620.054;8724.872;9212.422;9449.464;9785.479;10199.099;10710.061;11381.445;12104.988;13219.519;14857.623;16874.602;19164.953;18847.306;15426.192;8868.626;3218.529;627.099;64.201;12.536;12.778;9.948;8.578;8.983;10.848;9.715;9.141;8.529;7.702;8.330;6.705;8.547;8.755;7.097;7.050;8.898;6.690;7.304;6.025;7.147;6.348;6.775;5.921;5.301;4.920;5.875;4.807;5.675;5.876;5.673;5.622;4.614;7.090;5.972;5.053;4.737;5.257;4.290;3.798;4.575;4.721;5.388;4.345;4.000;3.966;3.846;3.846;3.378;4.548;4.270;3.710;4.794;3.640;2.411;3.483;3.602;2.687;3.714;2.793;2.358;3.455;3.113;2.562;4.094;3.030;3.426;2.658;2.267;3.562;2.352;2.601;2.188;2.730;2.272;2.604;2.406;2.448;2.768;3.153;2.126;1.557;2.335;2.415;2.110;2.384;2.616;1.839;1.304;2.022;2.330;1.550;1.459;1.843;2.628;1.401;2.260;3.062;1.321;3.250
4844.297;4730.741;4797.576;4868.315;4907.969;4919.447;4929.618;4993.950;4992.012;5075.682;5078.026;5109.825;5166.813;5163.164;5246.568;5320.561;5293.038;5423.778;5384.761;5427.801;5340.150;5633.133;5586.860;5655.726;5625.321;5698.100;5761.841;5783.970;5837.959;6031.348;6042.191;5944.702;6139.646;6214.097;6118.099;6365.190;6238.060;6471.631;6457.411;6579.910;6786.871;6727.654;6723.108;7115.495;6847.021;7216.236;7344.948;7532.949;7572.298;7746.493;7961.706;8171.104;8277.500;8611.566;8833.669;9117.687;9710.942;9958.686;10458.835;11071.453;11959.862;13109.063;14440.204;17094.112;19300.182;18797.586;14096.281;7142.294;2041.571;263.164;21.422;9.512;9.409;9.983;9.734;7.966;9.130;8.132;7.687;7.870;8.514;7.910;7.092;6.944;8.034;7.416;6.917;6.982;5.807;6.791;7.336;5.892;7.394;6.645;5.188;5.105;6.530;4.841;6.172;4.561;6.050;4.316;5.524;4.973;4.322;3.983;3.699;4.807;4.640;3.990;4.626;4.562;4.614;4.406;3.732;3.428;2.993;4.020;3.300;3.077;3.531;2.911;1.686;3.331;3.084;3.966;2.681;2.839;2.365;2.399;2.268;1.997;1.918;2.258;2.411;2.438;1.452;2.687;1.463;1.946;2.358;2.408;1.273;1.509;1.686;1.273;1.391;1.573;2.267;0.465;2.352;1.532;2.188;0.471;1.312;1.555;1.396;1.435;0.461;0.579;1.240;1.557;1.356;1.429;1.218;0.438;0.436;1.839;1.304;2.022;1.352;0.430;2.526;1.059;0.438;0.000;1.305;1.795;0.343;1.250
4838.381;4734.098;4803.880;4878.016;4918.603;4938.587;4954.738;5023.307;5024.056;5114.508;5126.904;5160.158;5225.755;5230.580;5318.387;5402.814;5382.385;5526.169;5495.052;5548.170;5465.337;5782.685;5746.052;5823.542;5806.066;5899.782;5980.188;6017.123;6090.362;6314.362;6342.292;6266.454;6493.664;6601.885;6531.205;6831.334;6728.713;7027.130;7058.588;7239.622;7528.436;7530.195;7599.336;8136.358;7925.809;8480.365;8781.721;9183.931;9447.586;9952.880;10582.774;11345.735;12127.924;13596.779;15498.035;18305.810;19800.238;15778.121;8600.669;2469.703;253.746;13.821;6.990;6.975;6.478;6.761;6.042;5.530;6.481;4.621;5.709;5.500;5.440;4.710;4.611;5.143;4.291;4.282;5.618;3.728;3.486;4.259;4.236;3.676;3.290;2.841;4.119;3.743;3.992;3.145;2.368;2.641;3.937;2.426;3.278;3.160;2.979;2.991;1.642;2.366;1.663;3.301;1.772;2.131;1.386;2.109;2.611;1.970;1.535;1.163;1.484;1.379;1.468;0.380;0.373;1.802;2.121;0.309;1.320;0.913;1.444;1.101;1.686;0.287;1.252;0.267;0.350;0.823;1.351;0.251;0.267;1.141;0.000;0.875;1.370;0.348;0.376;1.510;0.338;1.100;0.407;0.314;1.273;0.456;0.000;1.273;0.373;0.488;0.351;0.465;0.378;0.463;0.326;0.471;0.352;0.507;0.387;0.422;0.461;0.579;0.354;0.445;0.376;0.444;0.327;0.438;0.436;0.000;0.350;0.000;0.375;0.430;0.000;0.274;0.438;0.000;0.000;0.000;0.343;0.250
4844.297;4743.051;4819.189;4897.418;4944.123;4971.238;4991.202;5065.823;5075.327;5174.241;5194.356;5239.754;5312.764;5329.113;5430.941;5528.935;5517.973;5677.480;5661.081;5732.669;5664.223;6005.120;5990.896;6093.180;6093.479;6217.784;6330.032;6401.870;6524.801;6792.821;6871.394;6832.521;7140.742;7317.566;7316.783;7739.496;7719.852;8182.402;8364.333;8751.886;9327.822;9598.966;10036.897;11243.633;11607.235;13455.099;15761.014;19061.819;18876.159;13303.281;5294.063;740.209;29.713;6.386;8.259;5.422;6.075;4.652;4.858;4.297;5.372;3.655;4.513;3.686;4.475;4.681;4.178;4.301;3.490;3.901;3.614;3.494;3.456;3.656;4.611;3.262;3.323;2.358;2.516;2.899;2.480;3.042;2.332;2.859;3.290;2.841;3.187;2.663;3.085;3.145;2.368;1.829;1.633;2.426;1.369;2.188;2.979;2.066;2.775;1.634;1.663;2.285;1.772;1.184;1.386;1.171;1.523;1.024;0.500;1.163;1.484;1.379;0.419;1.722;1.493;0.989;1.250;0.309;1.320;0.913;1.444;1.101;1.686;1.302;0.336;0.267;0.350;0.000;0.338;0.251;1.268;1.141;0.000;0.875;0.330;0.348;0.376;0.333;0.338;0.254;0.407;0.314;0.353;0.456;0.482;1.273;0.373;0.488;0.351;0.465;0.378;0.463;0.326;0.471;0.352;0.507;0.387;0.422;0.461;0.579;0.354;0.445;0.376;0.444;0.327;0.438;1.526;0.585;0.350;0.000;0.375;1.550;0.391;0.274;0.438;0.000;0.350;0.000;0.343;0.250
4853.170;4757.599;4841.702;4925.551;4981.340;5017.399;5050.356;5134.658;5153.301;5265.831;5299.934;5357.978;5447.488;5482.467;5603.522;5724.148;5729.584;5919.806;5925.542;6030.631;5982.238;6378.052;6401.853;6553.261;6603.119;6797.503;6985.887;7135.017;7366.908;7763.698;7992.387;8093.356;8643.559;9102.203;9408.270;10374.490;10922.752;12476.277;14261.035;17721.434;19739.092;14152.329;5245.085;504.803;10.260;4.698;4.084;4.966;4.228;3.477;4.360;3.292;3.669;3.431;1.376;2.894;2.751;2.840;3.064;2.309;2.415;3.655;2.036;2.864;2.471;1.560;2.314;1.843;2.493;1.740;1.519;1.488;1.472;1.547;1.537;2.321;1.387;1.395;1.482;1.243;1.475;1.825;1.380;1.225;1.392;0.553;1.321;0.504;1.270;1.322;1.374;1.016;1.633;0.316;0.414;1.215;0.612;1.141;0.510;0.903;0.567;1.270;0.521;0.237;0.408;0.234;0.435;0.079;0.500;0.220;0.436;0.318;0.419;0.000;0.000;0.176;0.378;0.000;0.330;0.913;0.400;0.000;0.000;0.287;0.000;0.000;0.000;0.000;0.338;0.000;0.000;0.285;0.000;0.184;0.330;0.000;0.000;0.333;0.338;0.000;0.000;0.000;0.353;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.327;0.000;0.436;0.000;0.000;0.000;0.375;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.250
4884.719;4792.290;4886.728;4980.848;5056.838;5101.840;5144.353;5247.022;5290.023;5423.128;5471.008;5556.969;5678.577;5738.058;5892.945;6053.160;6104.213;6350.987;6407.027;6575.249;6604.135;7122.025;7235.881;7526.218;7739.934;8137.986;8593.869;9088.007;9825.157;10937.769;12185.493;13954.711;18238.374;18934.959;10702.893;1780.021;26.773;4.185;4.558;4.356;3.733;4.146;3.398;3.824;1.794;3.828;4.084;2.726;3.450;2.469;2.378;2.342;2.829;1.461;3.671;2.051;2.751;2.840;2.167;1.646;1.429;3.655;2.036;2.042;1.469;2.600;1.382;1.843;1.496;1.740;1.519;2.491;1.472;1.547;1.537;1.380;1.387;1.395;1.482;1.243;1.475;0.608;1.380;1.225;1.392;1.697;1.321;1.583;1.270;1.322;1.374;1.016;0.480;1.371;1.369;0.243;0.612;0.216;0.510;0.903;0.567;1.270;1.772;0.237;0.408;0.234;0.435;1.024;0.500;0.220;0.436;0.318;0.419;0.380;0.373;0.176;0.378;0.309;0.330;0.192;0.400;0.196;0.000;0.287;0.336;0.267;0.350;0.000;0.000;0.251;0.267;0.285;0.000;0.184;0.000;0.348;0.000;0.000;0.338;0.254;0.407;0.000;0.000;0.456;0.482;0.000;0.000;0.488;0.351;0.000;0.378;0.463;0.326;0.000;0.352;0.507;0.000;0.000;0.000;0.000;0.354;0.000;0.000;0.444;0.000;0.000;0.000;0.000;0.350;0.000;0.375;0.000;0.391;0.000;0.000;0.000;0.000;0.528;0.000;0.250
3391.057;3337.492;3413.465;3491.730;3556.449;3606.674;3651.737;3740.739;3791.421;3907.905;3970.441;4059.857;4180.710;4264.520;4427.610;4605.508;4707.582;4982.358;5126.230;5394.256;5577.399;6250.271;6673.518;7416.855;8413.528;10470.932;13659.702;9353.961;1374.256;9.370;3.232;1.545;1.778;2.386;1.655;1.829;1.639;2.110;1.223;0.550;1.216;1.330;1.438;1.246;1.794;1.218;1.705;1.605;1.115;1.462;1.387;1.393;1.148;1.461;3.671;1.208;1.643;1.027;1.270;0.983;1.429;2.203;1.211;1.220;1.469;1.560;1.382;1.843;1.496;1.020;2.567;0.485;1.472;1.547;1.537;1.380;1.387;1.395;1.482;1.243;1.475;3.042;1.380;1.225;1.392;1.697;1.321;1.583;1.270;1.322;1.374;1.016;1.633;1.371;1.369;1.215;1.795;1.141;1.642;0.903;1.663;0.254;1.772;1.184;1.386;1.171;1.523;1.024;1.535;1.163;1.484;1.379;0.419;1.722;1.493;0.989;1.250;1.546;1.320;0.192;1.444;1.101;1.686;1.302;1.252;1.500;1.515;0.823;1.351;1.325;0.267;0.285;4.794;0.875;1.370;0.348;1.452;1.510;0.338;0.254;0.407;1.361;1.273;0.456;1.686;1.273;1.391;1.573;0.351;1.497;0.378;0.463;0.326;1.600;0.352;0.507;1.396;1.435;1.614;1.866;0.354;1.557;1.356;0.444;0.327;1.411;0.436;1.839;0.350;2.022;0.375;1.550;1.459;1.059;1.533;1.401;1.305;0.528;1.321;1.250
