2.261;4.098;5.935;7.772;9.609;11.446;13.283;15.120;16.957;18.793;20.630;22.467;24.304;26.141;27.978;29.815;31.652;33.489;35.326;37.162;38.999;40.836;42.673;44.510;46.347;48.184;50.021;51.858;53.695;55.531;57.368;59.205;61.042;62.879;64.716;66.553;68.390;70.227;72.064;73.900;75.737;77.574;79.411;81.248;83.085;84.922;86.759;88.596;90.433;92.269;94.106;95.943;97.780;99.617;101.454;103.291;105.128;106.965;108.802;110.638;112.475;114.312;116.149;117.986;119.823;121.660;123.497;125.334;127.171;129.007;130.844;132.681;134.518;136.355;138.192;140.029;141.866;143.703;145.540;147.376;149.213;151.050;152.887;154.724;156.561;158.398;160.235;162.072;163.909;165.745;167.582;169.419;171.256;173.093;174.930;176.767;178.604;180.441;182.278;184.114;185.951;187.788;189.625;191.462;193.299;195.136;196.973;198.810;200.647;202.483;204.320;206.157;207.994;209.831;211.668;213.505;215.342;217.179;219.016;220.852;222.689;224.526;226.363;228.200;230.037;231.874;233.711;235.548;237.385;239.221;241.058;242.895;244.732;246.569;248.406;250.243;252.080;253.917;255.754;257.590;259.427;261.264;263.101;264.938;266.775;268.612;270.449;272.286;274.123;275.959;277.796;279.633;281.470;283.307;285.144;286.981;288.818;290.655;292.492;294.328;296.165;298.002;299.839;301.676;303.513;305.350;307.187;309.024;310.861;312.697;314.534;316.371;318.208;320.045;321.882;323.719;325.556;327.393;329.230;331.066
4839.367;4738.574;4821.890;4897.418;4947.313;4973.490;5001.736;5070.884;5079.599;5177.227;5197.289;5239.754;5315.571;5335.780;5432.013;5526.741;5522.675;5675.205;5658.710;5726.750;5660.184;6002.280;5983.974;6070.553;6083.602;6203.713;6314.610;6383.253;6511.798;6757.286;6838.152;6789.984;7090.336;7264.779;7253.575;7660.119;7630.245;8075.176;8235.093;8586.958;9129.847;9353.042;9723.258;10811.398;11032.768;12589.436;14273.097;17138.661;19612.268;17535.633;10453.951;2992.744;260.756;10.326;3.671;5.422;4.967;5.559;4.858;4.297;4.386;5.107;3.687;3.686;3.473;3.641;4.178;3.072;3.490;3.181;3.614;2.491;2.464;2.601;2.562;2.321;2.355;2.358;1.482;2.071;2.480;1.825;1.380;2.042;2.341;0.553;1.321;1.583;2.178;2.233;2.368;1.829;0.480;1.371;1.369;1.215;0.612;1.141;1.642;1.634;1.663;0.254;0.521;0.237;1.386;1.171;0.435;1.024;0.500;0.220;0.436;0.318;0.419;1.722;0.373;0.989;0.378;0.309;0.330;0.192;0.400;0.196;0.452;0.287;0.336;0.267;0.350;0.000;0.000;0.251;0.000;0.285;0.000;0.184;0.330;0.348;0.000;0.333;0.338;0.254;0.407;0.314;0.353;0.456;0.000;0.395;0.373;0.000;0.351;0.465;0.378;0.463;0.000;0.471;0.000;0.507;0.387;0.422;0.461;0.579;0.000;0.000;0.376;0.444;0.327;0.438;0.436;0.585;0.350;0.628;0.375;0.000;0.000;0.274;0.438;1.401;0.350;0.528;0.000;0.250
4848.241;4753.122;4839.001;4920.701;4986.657;5018.525;5051.977;5131.621;5154.369;5265.831;5297.001;5350.955;5444.681;5477.281;5592.803;5714.278;5724.097;5906.154;5907.753;6006.952;5965.075;6356.282;6371.572;6509.892;6561.637;6746.847;6928.257;7068.529;7295.776;7659.630;7872.347;7947.204;8464.205;8879.884;9130.609;9990.058;10421.172;11717.395;13017.825;15484.756;19482.396;18314.278;10966.052;2775.107;131.200;6.438;6.462;4.966;5.006;4.485;5.351;5.191;3.669;4.416;3.671;3.737;3.859;3.746;4.858;2.971;3.400;5.107;3.687;3.686;2.471;2.600;2.314;3.072;2.493;2.461;2.567;2.491;2.464;1.547;2.562;2.321;2.355;2.358;2.516;2.071;2.480;3.042;2.332;2.859;2.341;1.697;2.254;2.663;3.085;2.233;2.368;1.829;2.785;2.426;2.323;2.188;1.795;2.066;1.642;0.903;2.760;1.270;1.772;1.184;1.386;1.171;1.523;1.024;1.535;1.163;0.436;1.379;0.419;1.722;0.373;0.989;1.250;1.546;1.320;0.913;1.444;1.101;0.452;0.287;0.336;0.267;1.515;0.823;0.338;0.251;0.267;0.285;0.000;0.875;0.330;0.348;0.376;0.333;0.338;0.254;1.382;0.314;0.353;0.456;0.482;0.395;0.373;0.488;0.351;0.000;0.378;0.463;0.000;0.471;0.352;0.507;0.000;0.422;0.461;0.000;0.354;0.445;0.000;0.444;0.327;0.438;0.436;0.000;0.350;0.000;0.375;0.430;0.391;0.274;0.438;0.000;0.000;0.000;0.343;0.250
4862.043;4774.385;4868.718;4961.445;5037.698;5083.826;5125.716;5226.776;5266.524;5397.243;5447.546;5527.705;5647.703;5703.980;5859.715;6010.389;6057.972;6296.379;6345.359;6504.212;6522.359;7027.372;7129.465;7394.228;7583.881;7943.808;8360.099;8785.706;9433.550;10369.203;11358.137;12570.628;15546.902;19629.322;16480.726;6992.422;501.034;6.952;5.392;8.162;6.250;6.023;6.338;6.402;6.632;4.698;7.652;6.086;5.006;4.485;5.351;4.242;4.509;3.431;15.141;3.737;3.859;3.746;3.961;2.971;4.386;8.012;2.862;3.686;3.473;4.681;3.246;5.530;3.490;2.461;4.662;3.494;3.456;4.710;4.611;4.203;2.355;4.282;3.550;2.899;3.486;4.259;3.284;2.859;4.238;3.985;3.187;3.743;3.992;3.145;3.362;2.641;3.937;2.426;2.323;4.133;4.163;2.066;3.907;1.634;3.857;2.285;4.273;2.131;2.365;2.109;3.699;1.970;2.570;2.105;2.531;2.440;2.516;3.064;2.613;1.802;1.250;4.020;1.320;1.634;2.487;1.101;2.920;3.331;1.252;3.966;2.681;1.831;1.351;2.399;2.268;1.141;13.423;1.567;2.411;2.438;1.452;1.510;1.463;1.100;1.382;2.408;1.273;1.509;1.686;1.273;1.391;1.573;2.267;2.529;1.365;2.601;1.257;2.730;1.312;2.604;1.396;2.448;2.768;3.153;1.240;2.669;1.356;1.429;2.110;2.384;1.526;3.093;2.258;3.417;2.330;1.550;4.660;1.059;1.533;6.825;1.305;1.795;0.343;0.250
3992.466;3928.364;4022.222;4112.600;4185.953;4240.543;4299.186;4400.750;4457.941;4592.841;4666.470;4762.177;4899.237;4993.510;5174.748;5372.106;5485.839;5785.560;5933.844;6220.063;6401.211;7122.972;7540.422;8238.966;9136.507;10740.155;14126.431;15566.649;7317.192;409.143;0.462;0.000;0.000;0.355;0.000;0.272;0.000;0.726;0.389;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.476;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.419;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.380;0.000;0.000;0.378;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.353;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.343;0.250
897.676;882.242;900.993;919.971;938.478;951.855;961.463;985.293;998.231;1026.791;1041.648;1064.463;1095.161;1113.711;1157.136;1200.235;1223.058;1291.722;1326.534;1389.534;1429.067;1588.609;1680.600;1843.089;2037.097;2394.265;3146.536;3465.737;1601.419;98.209;4.155;3.727;4.122;3.401;2.784;2.607;3.825;2.110;2.891;1.818;2.894;2.268;2.418;2.105;1.794;2.958;1.705;1.605;1.893;2.469;1.387;2.342;1.988;2.446;0.000;2.894;2.751;2.840;2.167;1.646;1.429;3.655;2.036;1.220;1.469;1.560;2.314;1.843;2.493;1.740;1.519;1.488;2.464;0.492;1.537;0.439;1.387;1.395;1.482;1.243;1.475;1.825;2.332;1.225;0.443;1.697;2.254;0.504;2.178;1.322;2.368;1.016;2.785;1.371;1.369;1.215;0.612;1.141;0.510;0.903;0.567;1.270;0.521;1.184;0.408;1.171;0.435;1.970;0.500;1.163;1.484;1.379;0.419;0.380;1.493;0.176;0.378;0.309;1.320;0.192;0.400;1.101;0.452;0.287;1.252;0.267;0.350;0.823;1.351;0.251;0.267;1.141;0.000;0.184;0.330;0.348;1.452;0.333;0.338;1.100;1.382;0.314;0.353;0.456;0.482;0.395;0.373;0.488;0.351;0.000;0.378;0.463;0.326;0.471;1.312;0.000;0.387;0.000;0.461;0.000;0.354;0.000;0.376;0.444;0.327;0.000;1.526;0.585;0.350;0.628;0.000;0.430;0.000;0.274;0.438;0.000;0.350;0.528;0.343;0.250
4903.452;4844.886;4977.682;5119.573;5241.861;5342.777;5449.035;5625.618;5750.392;5980.634;6144.552;6361.125;6653.453;6916.000;7350.776;7868.209;8359.043;9305.543;10300.411;12098.392;15575.195;19774.296;6311.875;44.248;0.510;0.344;1.190;0.355;0.000;0.000;0.462;0.000;0.000;0.000;0.000;0.272;0.546;0.726;0.000;0.000;0.377;0.391;0.457;0.000;0.585;0.348;0.515;0.485;0.337;0.454;0.000;0.443;0.000;0.000;0.000;0.000;0.535;0.000;0.374;0.320;0.444;0.000;0.385;0.397;0.468;0.520;0.000;0.000;0.499;0.300;0.471;0.485;0.480;0.492;0.512;0.439;0.419;0.433;0.448;0.414;0.000;0.000;0.428;0.408;0.443;0.000;0.000;0.504;0.000;0.410;0.000;0.203;0.000;0.316;0.414;0.000;0.612;0.216;0.510;0.171;0.567;0.254;0.521;0.000;0.408;0.234;0.435;0.000;0.500;0.220;0.000;0.000;0.419;0.380;0.000;0.176;0.378;0.000;0.000;0.192;0.400;0.196;0.000;0.000;0.000;0.000;0.350;0.000;0.000;0.251;0.000;0.000;0.000;0.184;0.000;0.000;0.000;0.333;0.338;0.000;0.000;0.314;0.353;0.456;0.482;0.395;0.373;0.000;0.351;0.000;0.378;0.000;0.326;0.000;0.000;0.507;0.387;0.422;0.000;0.000;0.000;0.445;0.376;0.444;0.000;0.000;0.000;0.000;0.000;0.000;0.375;0.000;0.000;0.274;0.000;0.000;0.000;0.000;0.000;0.250

Samples: 38
0.000;0.000;0.000;0.000;0.567;0.000;0.517;0.000;0.000;0.383;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.350;0.000;0.000;0.000;0.000;0.467;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.350;0.000;1.050;0.000;0.000;0.000;0.417;0.000;0.000;0.000;0.000;0.000;0.000;0.433;0.000;0.000;0.000;0.367;0.000;0.000;0.000;0.000;0.133;0.000;0.483;0.000;1.517;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.417;0.000;0.000;0.000;0.000;0.000;0.467;0.000;0.450;0.433;0.000;0.000;0.000;0.000;0.000;0.467;0.000;0.000;0.000;0.000;0.000;0.383;0.000;0.000;0.300;0.000;0.250;0.000;0.233;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.083;0.000;0.000;0.417;0.000;0.000;0.283;0.333;0.217;0.000;0.250;0.000;0.267;0.000;0.217;0.000;0.000;0.000;0.000;0.300;0.000;0.000;0.000;0.267;0.333;0.000;0.267;0.000;0.000;0.350;0.000;0.000;0.000;0.417;0.300;0.383;0.000;0.400;0.000;0.367;0.000;0.000;0.000;0.383;0.000;0.000;0.000;0.000;0.000;0.000;0.417;0.000;0.000;0.000;0.000;0.383;0.000;0.367;0.450;0.000;0.000;0.000;0.000;0.383;0.000;0.367;0.350;0.000;0.000;0.000;0.000;0.000;0.000
0.500;0.367;0.517;0.317;0.000;0.000;0.000;0.333;0.000;0.000;0.550;0.383;0.567;0.300;0.483;0.400;0.000;0.400;0.567;0.367;0.517;0.000;0.500;0.000;0.517;0.367;0.467;0.400;0.000;0.383;0.000;0.417;0.517;0.350;0.467;0.350;0.500;0.050;0.467;0.433;0.450;0.000;0.467;0.450;0.483;0.400;0.433;1.433;0.000;0.450;0.400;0.467;0.367;0.483;0.000;0.433;0.483;0.133;0.417;0.000;0.450;0.000;0.467;0.483;0.467;0.000;0.483;0.500;0.500;0.000;0.450;0.483;0.483;0.467;0.000;0.000;0.433;0.450;0.000;0.500;0.000;0.000;0.450;0.500;0.000;0.483;0.417;0.000;0.400;0.450;0.000;0.250;0.417;0.300;0.433;0.250;0.517;0.233;0.450;0.233;0.517;0.250;0.417;0.250;0.417;0.250;0.400;0.000;0.483;0.233;0.417;0.300;0.400;0.283;0.000;0.217;0.433;0.250;0.333;0.267;0.383;0.217;0.367;0.283;0.367;0.217;0.000;0.000;0.333;0.233;0.267;0.333;0.000;0.267;1.317;0.333;0.350;0.283;0.300;0.300;0.000;0.300;0.383;0.433;0.000;0.450;0.367;0.450;0.367;0.450;0.000;0.433;0.350;0.417;0.367;0.483;0.383;0.000;0.400;0.450;0.400;0.400;0.000;0.450;0.000;0.000;0.400;0.467;0.367;0.450;0.000;0.383;0.000;0.350;0.400;0.000;0.367;0.417;0.350;0.250
2.500;2.367;0.517;2.317;0.567;1.433;0.517;0.333;0.550;1.383;0.550;0.383;0.567;0.300;0.483;0.400;0.533;0.400;0.567;1.367;0.517;1.350;0.500;1.467;0.517;0.367;0.467;0.400;0.000;0.383;0.500;0.417;0.517;0.350;1.467;0.350;0.500;0.050;0.467;1.433;0.450;0.417;1.467;0.450;0.483;0.400;0.433;0.433;0.433;0.450;0.400;0.467;0.367;0.483;2.600;0.433;0.000;0.133;0.417;0.483;0.450;0.517;0.467;0.483;0.467;0.500;0.483;0.500;0.500;0.417;0.450;0.483;0.483;0.467;1.500;0.467;0.433;0.000;0.433;0.500;0.467;0.500;0.450;0.500;0.467;0.483;0.417;0.467;0.400;0.450;1.383;0.250;0.417;0.300;0.433;0.250;0.517;0.233;0.450;0.233;0.517;1.250;0.417;1.250;0.000;0.250;0.400;1.083;0.483;0.233;0.417;0.300;0.400;0.283;1.333;0.217;0.433;0.250;0.333;0.267;0.383;0.217;0.367;1.283;0.367;1.217;1.300;0.817;0.333;0.233;0.267;0.333;1.667;0.267;0.317;0.333;0.350;0.283;0.300;0.300;1.417;0.300;0.383;0.433;0.400;0.450;0.367;0.450;0.367;0.450;1.383;0.433;0.350;0.417;0.367;0.483;0.383;0.417;0.400;0.450;0.400;0.400;0.383;0.450;1.367;0.450;0.400;0.467;0.367;0.450;0.383;1.383;1.367;0.350;0.400;1.517;0.367;0.417;0.350;0.250
0.000;0.000;1.517;0.317;1.567;1.433;1.517;1.333;1.550;1.383;1.550;1.383;1.567;2.300;1.483;1.400;2.533;1.400;1.567;1.367;1.517;1.350;1.500;1.467;1.517;2.367;1.467;1.400;0.000;2.383;2.500;2.417;1.517;1.350;1.467;1.350;1.500;2.050;1.467;1.433;1.450;2.417;1.467;1.450;1.483;1.400;1.433;1.433;2.433;1.450;2.400;1.467;1.367;1.483;0.600;1.433;2.483;2.133;1.417;2.483;1.450;2.517;1.467;1.483;1.467;2.500;1.483;1.500;1.500;2.417;2.450;1.483;1.483;1.467;1.500;2.467;1.433;2.450;2.433;1.500;2.467;1.500;1.450;1.500;1.467;1.483;2.417;2.467;2.400;1.450;1.383;2.250;1.417;1.300;1.433;2.250;1.517;1.233;1.450;2.233;1.517;1.250;2.417;1.250;2.417;2.250;1.400;2.083;1.483;2.233;1.417;2.300;1.400;1.283;1.333;2.217;1.433;2.250;1.333;2.267;2.383;2.217;1.367;1.283;2.367;1.217;1.300;1.817;2.333;2.233;1.267;1.333;1.667;2.267;1.317;2.333;1.350;2.283;2.300;2.300;1.417;1.300;1.383;2.433;2.400;2.450;1.367;2.450;2.367;2.450;1.383;1.433;2.350;1.417;2.367;2.483;2.383;2.417;2.400;2.450;3.400;3.400;3.383;3.450;3.367;3.450;2.400;2.467;1.367;1.450;1.383;0.383;0.367;0.350;1.400;2.517;1.367;1.417;0.350;0.250
0.500;0.367;0.000;0.317;0.567;0.000;0.517;0.333;0.550;0.000;0.550;0.383;0.000;0.300;0.483;0.400;0.533;0.400;0.000;0.000;0.517;0.350;0.500;0.000;0.517;0.000;0.467;0.400;0.000;0.000;0.000;0.000;0.517;0.350;0.000;0.350;0.500;1.050;0.467;0.000;1.450;0.417;0.467;0.450;0.483;0.400;0.433;0.000;0.433;0.450;0.400;0.467;0.367;0.483;0.600;0.433;0.000;0.133;0.417;0.483;0.450;0.000;0.467;0.483;0.467;0.500;0.483;0.500;0.500;0.417;0.450;0.483;0.483;0.467;0.500;0.467;0.433;0.450;0.433;0.500;0.467;0.500;0.450;0.500;1.467;0.483;0.000;0.467;0.400;0.450;0.383;0.250;0.000;0.300;0.433;0.250;0.517;1.233;0.450;1.233;0.517;0.250;0.000;0.250;0.417;0.250;0.400;0.083;0.483;0.233;0.417;0.300;0.400;0.283;0.333;0.217;1.433;0.250;1.333;1.267;0.383;0.217;0.367;0.283;0.367;0.217;0.300;0.817;0.333;0.233;1.267;1.333;0.000;1.267;1.317;0.333;0.350;0.283;0.300;1.300;0.417;1.300;1.383;0.433;0.400;0.450;1.367;0.450;0.367;0.450;1.383;1.433;1.350;1.417;1.367;1.483;1.383;1.417;1.400;1.450;2.400;1.400;2.383;3.450;2.367;2.450;1.400;0.467;0.367;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4993.500;4290.367;5413.517;5089.317;4681.567;4421.433;6144.517;4966.333;4707.550;5111.383;5199.550;4350.383;5494.567;6897.300;4832.483;4775.400;6620.533;4656.400;4414.567;5331.367;5105.517;5707.350;6171.500;2862.467;5394.517;5709.367;6635.467;6061.400;7047.750;4374.383;5966.500;4937.417;4721.517;5465.350;4803.467;7166.350;4977.500;8038.050;6611.467;4386.433;6764.450;5916.417;5611.467;6665.450;4516.483;6496.400;4779.433;5115.433;7254.433;5624.450;5768.400;6030.467;6735.367;5824.483;2525.600;6756.433;5299.483;6335.133;6415.417;8646.483;5887.450;4029.517;6951.467;7150.483;5838.467;5613.500;6248.483;4757.500;5885.500;8097.417;5608.450;5922.483;5937.483;5643.467;5728.500;6376.467;6146.433;6171.450;5758.433;7157.500;6024.467;5011.500;6309.450;7380.500;6427.467;5236.483;6558.417;5662.467;6661.400;6714.450;6157.383;7536.250;5353.417;5884.300;6523.433;6458.250;5288.517;6752.233;5447.450;8724.233;5748.517;6249.250;5012.417;6807.250;6531.417;6851.250;5994.400;6903.083;6223.483;6917.233;6175.417;6198.300;6389.400;4869.283;5919.333;8210.217;7719.433;5406.250;6907.333;9405.267;6574.383;7599.217;5627.367;6865.283;7667.367;5748.217;6111.300;7277.817;7096.333;6620.233;7425.267;8511.333;2535.667;10796.267;7278.317;7287.333;7144.350;6626.283;6980.300;9523.300;8300.417;7611.300;9077.383;7821.433;7125.400;9853.450;8597.367;8117.450;9515.367;8870.450;9660.383;9181.433;10848.350;9094.417;11088.367;10507.483;11301.383;12076.417;10835.400;10478.450;16469.400;14204.400;17429.383;18874.450;20543.367;17819.450;12503.400;7569.467;5559.367;1752.450;916.383;238.383;68.367;32.350;18.400;15.517;18.367;15.417;17.350;18.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.483;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.467;0.000;0.417;0.000;2.400;0.450;2.383;1.250;0.417;0.000;1.433;0.000;0.000;0.233;0.450;1.233;0.000;0.250;0.000;0.000;0.417;0.250;0.000;0.083;0.000;0.233;0.417;0.000;0.000;0.000;0.000;0.217;0.433;0.000;0.333;1.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4996.500;4287.367;5413.517;5087.317;4678.567;4415.433;6146.517;4964.333;4700.550;5103.383;5196.550;4347.383;5496.567;6900.300;4834.483;4770.400;6627.533;4653.400;4420.567;5325.367;5110.517;5709.350;6179.500;2856.467;5396.517;5718.367;6649.467;6070.400;7070.750;4377.383;5983.500;4948.417;4734.517;5480.350;4825.467;7194.350;4998.500;8073.050;6644.467;4407.433;6799.450;5950.417;5636.467;6707.450;4543.483;6538.400;4808.433;5145.433;7311.433;5665.450;5812.400;6078.467;6800.367;5876.483;2543.600;6819.433;5350.483;6400.133;6490.417;8753.483;5955.450;4076.517;7040.467;7252.483;5911.467;5692.500;6344.483;4825.500;5979.500;8232.417;5703.450;6022.483;6044.483;5745.467;5846.500;6497.467;6276.433;6299.450;5884.433;7322.500;6161.467;5126.500;6469.450;7567.500;6602.467;5373.483;6740.417;5818.467;6865.400;6915.450;6349.383;7775.250;5522.417;6082.300;6750.433;6687.250;5482.517;7015.233;5661.450;9082.233;5989.517;6516.250;5235.417;7125.250;6839.417;7188.250;6297.400;7263.083;6561.483;7309.233;6534.417;6570.300;6783.400;5185.283;6309.333;8788.217;8271.433;5816.250;7447.333;10172.267;7132.383;8271.217;6142.367;7524.283;8437.367;6347.217;6783.300;8123.817;7957.333;7466.233;8423.267;9726.333;2902.667;12524.267;8499.317;8608.333;8514.350;8005.283;8534.300;11834.300;10478.417;9805.300;11933.383;10551.433;9898.400;14181.450;12908.367;12841.450;16003.367;15938.450;18319.383;17661.433;19606.350;13726.417;12073.367;6821.483;3575.383;1491.417;410.400;102.450;40.400;16.400;14.383;13.450;14.367;13.450;10.400;9.467;11.367;8.450;10.383;9.383;10.367;11.350;9.400;3.517;8.367;7.417;8.350;9.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.350;0.000;0.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.433;0.000;0.000;0.000;0.000;0.000;0.000;0.433;0.000;0.133;1.417;1.483;0.450;0.000;0.467;0.483;0.000;0.000;0.000;0.000;0.500;1.417;1.450;0.000;1.483;0.000;1.500;0.467;1.433;0.450;0.433;1.500;0.467;0.000;1.450;2.500;0.467;0.483;2.417;0.467;4.400;2.450;3.383;3.250;3.417;1.300;2.433;1.250;1.517;2.233;0.450;3.233;1.517;2.250;0.417;2.250;0.417;1.250;1.400;1.083;1.483;1.233;1.417;1.300;1.400;0.000;0.333;1.217;1.433;0.250;1.333;2.267;0.383;1.217;0.000;0.283;0.367;0.000;0.000;0.000;0.333;0.000;0.000;0.333;0.000;1.267;0.317;0.000;0.000;0.283;0.000;1.300;0.417;0.000;0.383;0.000;0.000;0.450;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
4979.500;4277.367;5395.517;5073.317;4664.567;4402.433;6126.517;4951.333;4690.550;5092.383;5184.550;4337.383;5483.567;6881.300;4827.483;4763.400;6618.533;4646.400;4415.567;5320.367;5103.517;5706.350;6174.500;2856.467;5394.517;5714.367;6645.467;6073.400;7070.750;4380.383;5985.500;4955.417;4739.517;5487.350;4830.467;7204.350;5009.500;8092.050;6663.467;4419.433;6824.450;5974.417;5666.467;6737.450;4569.483;6575.400;4835.433;5179.433;7365.433;5706.450;5855.400;6124.467;6859.367;5924.483;2562.600;6890.433;5404.483;6470.133;6563.417;8859.483;6030.450;4129.517;7131.467;7352.483;6004.467;5780.500;6448.483;4903.500;6085.500;8377.417;5810.450;6142.483;6166.483;5865.467;5969.500;6645.467;6424.433;6454.450;6030.433;7509.500;6329.467;5269.500;6655.450;7795.500;6807.467;5546.483;6965.417;6024.467;7106.400;7171.450;6586.383;8089.250;5746.417;6345.300;7046.433;6996.250;5740.517;7365.233;5954.450;9577.233;6316.517;6897.250;5545.417;7574.250;7282.417;7681.250;6741.400;7808.083;7065.483;7905.233;7087.417;7158.300;7410.400;5696.283;6951.333;9740.217;9203.433;6512.250;8378.333;11533.267;8130.383;9513.217;7118.367;8810.283;9971.367;7595.217;8217.300;9993.817;9947.333;9526.233;10985.267;13018.333;4025.667;17939.267;12739.317;13643.333;14384.350;14480.283;16163.300;22322.300;17910.417;13408.300;11103.383;5493.433;2308.400;1173.450;297.367;70.450;26.367;17.450;15.383;15.433;15.350;13.417;13.367;13.483;12.383;13.417;10.400;11.450;11.400;10.400;10.383;12.450;11.367;10.450;9.400;9.467;10.367;7.450;10.383;7.383;9.367;10.350;7.400;5.517;8.367;7.417;8.350;9.250
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.417;0.000;2.400;0.450;2.383;0.250;0.000;0.000;0.433;0.250;0.000;0.233;0.000;1.233;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.083;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.217;0.000;0.000;0.000;1.267;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
