file,z,energy,amp,x0_px,y0_px,sigma_x_px,sigma_y_px,theta_deg,offset,r2,rss,success,x0_mm,y0_mm,sigma_x_mm,sigma_y_mm
../temp/xrv_tr2/2025_0318_0041/00000001.tif,-100.0,244,44748.2599251403,798.2052899165467,605.1719424822725,11.781102154178301,13.217797675483194,0.0,-62.9919688630043,0.9974454641755702,2027705364.221474,True,-71.36006793381553,2.4713737093655888,3.2522918932691867,3.64498184802228
../temp/xrv_tr2/2025_0318_0041/00000002.tif,-100.0,240,43496.46089519233,798.2027674061812,604.5870682238933,12.050504548969512,13.26630638861273,0.0,-72.12963932512402,0.9978716762627449,1627656648.8113773,True,-71.36076429820528,2.3100869271415148,3.3266631374142865,3.6583587647499463
../temp/xrv_tr2/2025_0318_0041/00000003.tif,-100.0,230,42079.94914529085,798.1162550736906,604.5021833400353,12.691543311895002,13.751966864494339,0.0,-82.07120946859948,0.9980541802162063,1486172890.030647,True,-71.3846468988266,2.286678802094506,3.50362834361059,3.7922860393498437
../temp/xrv_tr2/2025_0318_0041/00000004.tif,-100.0,220,40630.52055517607,798.3642331349797,604.3613903352701,13.089262253197239,14.19967666141787,0.0,-86.9126952836883,0.9983609537391233,1220547671.2914596,True,-71.31619005770217,2.247853276140996,3.6134226626538317,3.9157479142425804
../temp/xrv_tr2/2025_0318_0041/00000005.tif,-100.0,210,39470.195075243755,798.3653203576283,604.5030609312381,13.35794032904679,14.5484463301334,0.0,-82.08847890957588,0.9985035611511371,1084663567.2097886,True,-71.31588991894095,2.2869208094305695,3.6875939512607085,4.011925745286766
../temp/xrv_tr2/2025_0318_0041/00000006.tif,-100.0,200,41572.743738337536,798.1052621112511,603.8238026635149,13.549138358681095,14.75429375602174,0.0,-77.55411046860499,0.9987653948334493,1011840198.1102915,True,-71.38768161681452,2.0996063931596636,3.740376092833783,4.068690884930022
../temp/xrv_tr2/2025_0318_0041/00000007.tif,-100.0,190,42117.20472816921,798.221822206129,604.3425767952573,13.682199548449958,15.056442394157967,0.0,-64.86755014564177,0.9988321770454723,1002310783.218492,True,-71.35550402878508,2.2426651946218596,3.777108974284993,4.152012352579204
../temp/xrv_tr2/2025_0318_0041/00000008.tif,-100.0,180,43965.59253422075,798.3924238815412,603.9739987020606,13.901933324561899,15.155193064010843,0.0,-55.71189875723968,0.9988807495214058,1062363684.8540826,True,-71.30840771821414,2.1410249295592134,3.8377686960473443,4.179244150790294
../temp/xrv_tr2/2025_0318_0041/00000009.tif,-100.0,170,43782.12104407259,798.2872697782511,604.5369796867428,14.227776639789761,15.395415738777455,0.0,-42.012967708676925,0.9988595093649558,1100871729.621831,True,-71.33743656739976,2.2962743531265444,3.927721024676944,4.245488718191395
../temp/xrv_tr2/2025_0318_0041/00000010.tif,-100.0,160,43466.96287715839,798.1615524916269,603.8411718321512,14.67145340867948,15.893571307014305,0.0,-17.323030100779434,0.9987667072829732,1220159203.6315017,True,-71.37214209042986,2.104396170242714,4.050202464851888,4.382861679125915
