file,z,energy,amp,x0_px,y0_px,sigma_x_px,sigma_y_px,theta_deg,offset,r2,rss,success,x0_mm,y0_mm,sigma_x_mm,sigma_y_mm
../temp/xrv_tr1/2025_0318_0050/00000020.tif,-100.0,90,13590.85661993311,803.317043160869,597.9370560984661,19.694348898819232,20.79196168174963,0.0,74.39758179934714,0.9990505092478538,117412736.43986908,True,-69.94891697193326,0.4762584724005324,5.436823348834815,5.733657359222797
../temp/xrv_tr1/2025_0318_0050/00000021.tif,-100.0,85,13335.458672085984,803.3816540573272,597.920811504821,20.35470950572086,21.510281083335084,0.0,81.84945472374963,0.9991257288203499,105520887.92506975,True,-69.93108048329088,0.4717788116871139,5.6191225446446715,5.931743397770478
../temp/xrv_tr1/2025_0318_0050/00000022.tif,-100.0,80,9378.540643187791,803.2967801167704,597.9503591950088,21.067573881498877,22.216260081492358,0.0,71.44741234952068,0.9991134897325242,53441370.28613432,True,-69.95451078931914,0.47992697653496685,5.815915934601059,6.126426407493136
../temp/xrv_tr1/2025_0318_0050/00000023.tif,-100.0,75,7656.0825677154035,803.4479280458995,597.973219066484,21.90694701007752,22.982270288889328,0.0,69.32064672859772,0.9991249217642383,35368364.51605837,True,-69.91278488132193,0.48623088726360153,6.0476333397961355,6.337663814049948
../temp/xrv_tr1/2025_0318_0050/00000024.tif,-100.0,70,6242.644166763398,803.3307309224933,598.8808538553609,22.906862316497072,23.861207659866615,0.0,66.2637869334196,0.9991371534320028,23205059.959303886,True,-69.94513832749192,0.7365231380086756,6.3236700299517095,6.580042373732624
../temp/xrv_tr1/2025_0318_0051/00000001.tif,-50.0,244,47404.63331675154,802.7200552020104,598.3278034168816,11.724915588541451,12.419271784744481,0.0,-73.0604880738588,0.9970014835343939,2537245335.3801045,True,-70.11372151004574,0.5840121933876246,3.2367810259886958,3.4247778134033258
../temp/xrv_tr1/2025_0318_0051/00000002.tif,-50.0,240,35078.15668411541,802.6710583102572,597.9850997783826,12.088884211050711,12.742353247670122,0.0,-56.31777868792393,0.9964433951469246,1722175043.744501,True,-70.1272475954458,0.48950715009309276,3.3372582296407662,3.5138717832694817
../temp/xrv_tr1/2025_0318_0051/00000003.tif,-50.0,230,42711.71227704808,802.7282339253918,597.5610261692349,12.811204357786114,13.472753173394596,0.0,-113.08142519749245,0.9959076096265749,3201038032.398312,True,-70.11146369109106,0.3725632653765111,3.536661980395902,3.715289185504397
../temp/xrv_tr1/2025_0318_0051/00000004.tif,-50.0,220,41643.79578126242,802.7741054058331,598.1579461871485,13.280929227670837,13.725431095566556,0.0,-123.70553277800317,0.9958923213637165,3177129159.186928,True,-70.09880040695863,0.537171824490095,3.6663342611723824,3.7849684514702466
../temp/xrv_tr1/2025_0318_0051/00000005.tif,-50.0,210,42633.4655934361,802.9675329835461,597.9491668362583,13.566423199270767,13.771119469401738,0.0,-126.01845307328344,0.9961549970836201,3170872269.099789,True,-70.04540277618538,0.47959816790069154,3.7451477471485113,3.797567622480693
../temp/xrv_tr1/2025_0318_0051/00000006.tif,-50.0,200,43821.65219987784,802.7946369090658,597.7694364873281,13.81160469360533,13.758481775785244,0.0,-115.4670198930329,0.9966995056254991,2908483261.6944437,True,-70.09313247872521,0.4300351563103083,3.812832567801825,3.794082611969568
../temp/xrv_tr1/2025_0318_0051/00000007.tif,-50.0,190,44043.465328874016,802.663662162591,598.3870286115081,14.054620586575366,14.036787995704701,0.0,-112.18120801630494,0.9969060292831131,2825678025.7478704,True,-70.12928937649323,0.60034432107328,3.879919552389401,3.870829218681494
../temp/xrv_tr1/2025_0318_0051/00000008.tif,-50.0,180,45077.2289394018,802.7870266439751,598.005155840147,14.384429307282575,14.295784312421718,0.0,-114.65106709175791,0.9969881472736778,2962751868.199426,True,-70.095233369044,0.4950378733549358,3.97096657113587,3.9422508651853727
../temp/xrv_tr1/2025_0318_0051/00000009.tif,-50.0,170,44900.50253121976,802.8955535694753,598.3002680419706,14.670849433315887,14.644257917738736,0.0,-111.32440259219098,0.9972326012628718,2779024355.174265,True,-70.06527341832066,0.5764189509887773,4.050035731370331,4.038347052846906
../temp/xrv_tr1/2025_0318_0051/00000010.tif,-50.0,160,45289.40409126219,802.8531479320734,597.8916958119355,14.865667071271142,15.13397130114615,0.0,-96.27738783500277,0.9975826431554535,2542314793.2892694,True,-70.0769799215787,0.4637497757867439,4.10381710227229,4.173391970092422
../temp/xrv_tr1/2025_0318_0051/00000011.tif,-50.0,150,45195.77925079303,802.9787911928382,597.9254986363973,15.118996016469762,15.690883719994961,0.0,-84.90967269829767,0.9979410217996445,2226918731.307891,True,-70.04229483413258,0.47307134997028055,4.173751108786926,4.326967906680352
../temp/xrv_tr1/2025_0318_0051/00000012.tif,-50.0,140,45682.35841346052,803.0251328510014,597.6035152625452,15.493555545954075,16.19980984573926,0.0,-62.93065204489493,0.9982331334988642,2017287126.223872,True,-70.029501752705,0.3842801926330362,4.277152038967004,4.467310990745184
../temp/xrv_tr1/2025_0318_0051/00000013.tif,-50.0,130,46098.76981138315,802.9995944434047,597.7104349953806,15.953698904774138,16.816406314885064,0.0,-32.691190807071024,0.9985277530424828,1775333231.6653638,True,-70.03655188731099,0.4137647175855835,4.404179247121836,4.637345590515143
../temp/xrv_tr1/2025_0318_0051/00000014.tif,-50.0,120,22689.486838419944,802.8006165593755,597.8451113649278,16.434843201145927,17.38963853058236,0.0,19.475744213442105,0.9987629893831377,373232032.11658233,True,-70.09148173603813,0.4509035007935781,4.537003975581363,4.795421926090604
../temp/xrv_tr1/2025_0318_0051/00000015.tif,-50.0,115,22858.130425744494,802.8263428799268,596.7746927283811,16.74042216366105,17.70424555073857,0.0,24.58455818127333,0.998895720815734,344112016.6641581,True,-70.08437972616865,0.15572145944379473,4.621362125568974,4.882178956715817
../temp/xrv_tr1/2025_0318_0051/00000016.tif,-50.0,110,22727.641289341784,802.8251307602026,597.1956019886503,17.136572681057267,18.090877596530667,0.0,39.0089840685491,0.9989370020734888,334273894.2011849,True,-70.08471434402537,0.27179273326814485,4.730723465397876,4.988797837059997
../temp/xrv_tr1/2025_0318_0051/00000017.tif,-50.0,105,20719.061360787764,802.7365159206536,597.3915230448043,17.60868753004224,18.55562992405624,0.0,49.01873032252052,0.9989154078140685,289851086.49081653,True,-70.10917736289379,0.325820545681354,4.861055523973675,5.116959414294526
../temp/xrv_tr1/2025_0318_0051/00000018.tif,-50.0,100,20168.730644741016,802.8203405568587,597.0411732755045,18.062168022493378,19.022463683767725,0.0,57.13688549925021,0.9989615144649516,268155317.99696726,True,-70.086036727899,0.2292069810838903,4.986243380767828,5.245694973876327
../temp/xrv_tr1/2025_0318_0051/00000019.tif,-50.0,95,22019.353359688146,802.7780281873044,597.8655307827385,18.563801317612494,19.571968975892695,0.0,80.10743056362416,0.9989736737854824,322118707.6449493,True,-70.09771748362844,0.45653442427224,5.124724303669527,5.397228297684332
../temp/xrv_tr1/2025_0318_0051/00000020.tif,-50.0,90,14597.488763232823,802.7752612254064,597.6313272462116,19.07487144575372,20.12603602558076,0.0,65.8107791007635,0.9989984445244927,140510481.01403606,True,-70.09848133132553,0.39194971354041414,5.265810359362224,5.550019586239627
../temp/xrv_tr1/2025_0318_0051/00000021.tif,-50.0,85,12979.209661308192,802.8633785842486,597.5640292320157,19.684331800391636,20.739055177844012,0.0,68.31656303156156,0.999022572872232,110154938.57753325,True,-70.07415564701618,0.3733913995024419,5.43405802793497,5.7190676937495555
../temp/xrv_tr1/2025_0318_0051/00000022.tif,-50.0,80,10484.572633508698,802.7683000393869,597.7074519461146,20.35503509898203,21.411685398540694,0.0,67.46998317501591,0.9990145955837736,73457816.21830434,True,-70.10040303683006,0.4129421024500322,5.619212427943361,5.9045543387311294
../temp/xrv_tr1/2025_0318_0051/00000023.tif,-50.0,75,8104.599428042318,802.9253259176979,597.7302120053082,21.105581533813186,22.123504272935428,0.0,62.92362332525701,0.9990704930444596,41827823.9451895,True,-70.05705446176627,0.4192184886270212,5.826408329785001,6.100847771264216
../temp/xrv_tr1/2025_0318_0051/00000024.tif,-50.0,70,6706.420074720251,802.8230152722246,598.6377195604316,22.059408455882355,22.927857137744184,0.0,63.52392553221907,0.9991314148539906,26935756.501026466,True,-70.08529834578609,0.6694756529883268,6.089721857299679,6.322658670750954
../temp/xrv_tr1/2025_0318_0052/00000001.tif,0.0,244,49101.940218093005,802.0023269253303,598.7334815433985,11.626923547696045,12.126552726331974,0.0,-80.16128375417304,0.996750066713789,2877331864.796523,True,-70.31185762882889,0.6958832814158991,3.20972933626768,3.344056676593766
../temp/xrv_tr1/2025_0318_0052/00000002.tif,0.0,240,43405.05038426739,801.821556193202,598.6831933095979,12.025155168416097,12.490273628126713,0.0,-78.02341855970582,0.9962446495676578,2731101159.0190682,True,-70.36176120991554,0.6820156384187276,3.3196651856272354,3.4443575071358445
../temp/xrv_tr1/2025_0318_0052/00000003.tif,0.0,230,43927.74581995305,801.9100815472501,598.2871981381827,12.718086896608066,13.204828949772134,0.0,-116.1290230179986,0.9957881988073206,3415600203.466326,True,-70.33732289442081,0.5728147528286867,3.5109559674823503,3.6414055510498673
../temp/xrv_tr1/2025_0318_0052/00000004.tif,0.0,220,42885.34251460039,801.9566233997493,598.2236796780041,13.209517251037392,13.431914021544685,0.0,-132.06761656970744,0.9954743058323169,3642590851.8659773,True,-70.3244745473307,0.5552987006050546,3.6466202658561704,3.70402725134288
../temp/xrv_tr1/2025_0318_0052/00000005.tif,0.0,210,43978.543375537745,802.1716601083893,597.9826826694984,13.497254586397576,13.480987451975974,0.0,-139.92563896708853,0.9956766846122003,3725348584.8050404,True,-70.2651114983466,0.48884060047387373,3.726053054990497,3.7175598963064207
../temp/xrv_tr1/2025_0318_0052/00000006.tif,0.0,200,45196.723036730225,802.0881859249669,597.5090606900033,13.73145632791695,13.44535610372398,0.0,-131.7542477512,0.9961871705304904,3504279853.5173078,True,-70.28815538732144,0.35823309985473245,3.7907068043056955,3.7077340825976837
../temp/xrv_tr1/2025_0318_0052/00000007.tif,0.0,190,45551.26190805965,801.9167756368694,598.0940426785282,13.947156008465674,13.714573819879694,0.0,-130.32032734272713,0.9963782997759681,3465364921.495888,True,-70.33547492356743,0.5195495900858185,3.85025287336177,3.7819744146594862
../temp/xrv_tr1/2025_0318_0052/00000008.tif,0.0,180,46269.55060129348,801.9949273959097,597.803310300973,14.264435764062643,13.934238748750676,0.0,-131.05457893735147,0.9964386567702629,3609660427.591384,True,-70.31390034344366,0.43937630669633415,3.9378411451144664,3.8425499127900826
../temp/xrv_tr1/2025_0318_0052/00000009.tif,0.0,170,41898.03488337927,802.1200689553806,598.0352657172954,14.486546151031234,14.252419155744054,0.0,-109.39506072470834,0.9967033065456945,2809977530.4288864,True,-70.27935375569221,0.5033410686637447,3.999156954237863,3.9302923519135353
../temp/xrv_tr1/2025_0318_0052/00000010.tif,0.0,160,22706.135880462738,802.0641819138694,597.6257801444199,14.604046119449583,14.608181653981285,0.0,-33.40303423307425,0.997156214920637,727037152.3930051,True,-70.29478193632139,0.39042002714056784,4.031594003823317,4.028398547825962
../temp/xrv_tr1/2025_0318_0052/00000011.tif,0.0,150,44645.74088237992,802.214143667009,597.6108009077278,14.887109367308163,15.273215005614148,0.0,-102.22787532707753,0.997580777117733,2488874116.53598,True,-70.25338348415168,0.3862893052774963,4.109736464031626,4.2117902560775855
../temp/xrv_tr1/2025_0318_0052/00000012.tif,0.0,140,47988.67390248525,802.1993487984181,597.2928865439657,15.230220709342044,15.755284247775622,0.0,-91.07048414392452,0.9979243215352007,2548360329.6878896,True,-70.25746775662046,0.29862023108006186,4.204455805361651,4.3447272006661395
../temp/xrv_tr1/2025_0318_0052/00000013.tif,0.0,130,24071.43863553976,802.2147235956306,597.342061995581,15.516863641850213,16.208220626984904,0.0,-14.218415320394143,0.9983288097804474,530340090.98140085,True,-70.25322338901542,0.31218100972920376,4.283586473567307,4.469630374482228
../temp/xrv_tr1/2025_0318_0052/00000014.tif,0.0,120,24067.015224821087,802.0513823405119,597.5040129329664,16.073837418851184,16.863680852542277,0.0,3.8084326907783463,0.9985764878180106,470406285.26049984,True,-70.29831538744705,0.35684111434970217,4.4373446938083,4.6503821670965655
../temp/xrv_tr1/2025_0318_0052/00000015.tif,0.0,115,46112.52196987167,802.0527314652242,596.5452949421439,16.47903423458527,17.295752646012183,0.0,-7.778800694479067,0.998684925555331,1636724859.2612972,True,-70.29794294798363,0.0924619976681004,4.549203355395669,4.769531656512749
../temp/xrv_tr1/2025_0318_0052/00000016.tif,0.0,110,24132.62013410966,802.0689987391673,596.8922952769051,16.72230237097484,17.542323128632756,0.0,19.95019815284047,0.9987823002524063,420912007.8472055,True,-70.29345220318925,0.18815191156414296,4.616359974319468,4.837526715559318
../temp/xrv_tr1/2025_0318_0052/00000017.tif,0.0,105,23922.950054973084,801.9561169624542,596.98065446901,17.147667304984815,17.94600676202493,0.0,33.286553448127115,0.9988026107379506,415838189.42794466,True,-70.32461435444618,0.21251812288281968,4.733786248063388,4.94884779583182
../temp/xrv_tr1/2025_0318_0052/00000018.tif,0.0,100,23873.78500743742,802.0382743577704,596.6993492551815,17.594869617506735,18.40879679410657,0.0,48.43931953113639,0.9988395902882615,410269403.42028964,True,-70.30193397808901,0.1349445040899604,4.857240950062593,5.076468244245255
../temp/xrv_tr1/2025_0318_0052/00000019.tif,0.0,95,22444.266097658696,802.008989520305,597.6325335286332,18.039415173602766,18.899559723938953,0.0,61.876860010410525,0.9988431272144048,368894104.9223446,True,-70.3100183523893,0.39228236181042736,4.97996222769511,5.2118025877447955
../temp/xrv_tr1/2025_0318_0052/00000020.tif,0.0,90,15269.12606820463,802.0331060799422,597.4300709696846,18.511996554626844,19.432370413012592,0.0,52.791780544024284,0.9989132170896671,163479508.40444183,True,-70.30336073323153,0.33645064382002887,5.110423077138594,5.358732154816918
../temp/xrv_tr1/2025_0318_0052/00000021.tif,0.0,85,14460.418277356112,802.1211615363127,597.4147665155992,19.059871117725447,20.005544497718546,0.0,66.97954846944342,0.9989302153086147,146986953.6101466,True,-70.27905213772289,0.33223023897614745,5.261669367746645,5.516792460005665
../temp/xrv_tr1/2025_0318_0052/00000022.tif,0.0,80,10953.699996590027,802.0241995466482,597.4557178234796,19.686285751010914,20.64813623385178,0.0,60.456413866888035,0.9989917304815872,80845481.19033435,True,-70.30581947144209,0.3435231016406791,5.434597435681017,5.693995597124281
../temp/xrv_tr1/2025_0318_0052/00000023.tif,0.0,75,8946.453531222058,802.1811955612968,597.5154242495435,20.361644217906388,21.265158546266097,0.0,60.177215179089906,0.9990484790734826,51577201.260960706,True,-70.26247914054308,0.35998793523520417,5.6210369417806945,5.864147628785841
../temp/xrv_tr1/2025_0318_0052/00000024.tif,0.0,70,7626.002366319282,802.0758961378566,598.4671961176632,21.225397696988335,22.019340778208033,0.0,62.68152013049477,0.9990203815430331,39028984.398532994,True,-70.29154810681963,0.6224515670692359,5.859484788258706,6.072123315282252
../temp/xrv_tr1/2025_0318_0053/00000001.tif,50.0,244,50755.06891555219,801.6169125665909,597.978136569233,11.559841908640124,11.849210791295588,0.0,-89.41085399938416,0.996432711759758,3299019251.4920583,True,-70.41825514394024,0.4875869534326942,3.191210774249151,3.267575984142401
../temp/xrv_tr1/2025_0318_0053/00000002.tif,50.0,240,47534.30219170981,801.5669326466465,597.6627321650818,11.962903767465551,12.234615707734143,0.0,-93.80720172688297,0.9959164965961221,3491951076.2100697,True,-70.43205260417226,0.4006100336656603,3.3024800594814354,3.37385646740042
../temp/xrv_tr1/2025_0318_0053/00000003.tif,50.0,230,45069.58776333773,801.6030179162229,597.285440647059,12.691434228091026,12.951787466629568,0.0,-130.27588990774382,0.9951705115454292,4060063599.406699,True,-70.42209090210278,0.29656692691143594,3.5035982299279556,3.571626028356608
../temp/xrv_tr1/2025_0318_0053/00000004.tif,50.0,220,43955.54744289587,801.7001106610663,597.5639870369857,13.1413833003003,13.181150731394775,0.0,-143.34015725026825,0.9950668590028195,4100763522.168501,True,-70.39528747209964,0.3733797636670159,3.6278112026005687,3.634875970381594
../temp/xrv_tr1/2025_0318_0053/00000005.tif,50.0,210,43869.29008522698,801.8327679081306,597.577717343858,13.421387699841901,13.170723763589061,0.0,-140.22637737332482,0.9951994076655507,4033436735.61052,True,-70.35866610310002,0.3771660766781501,3.70510923692632,3.632000596638188
../temp/xrv_tr1/2025_0318_0053/00000006.tif,50.0,200,46731.06982692722,801.8221413830768,597.3199844316114,13.65533750086957,13.130180336665731,0.0,-146.63710934495288,0.995549855497415,4284866241.7080007,True,-70.36159966235735,0.30609283060180836,3.7696934355315728,3.6208202125212283
../temp/xrv_tr1/2025_0318_0053/00000007.tif,50.0,190,21177.431747297996,801.6033193452503,597.7605546857293,13.747404067707503,13.233639646814602,0.0,-35.31618290184677,0.9959189347741674,815151760.3020324,True,-70.42200768958419,0.42758588250537816,3.795109338479324,3.6493504803283243
../temp/xrv_tr1/2025_0318_0053/00000008.tif,50.0,180,46587.358369510046,801.7235702802757,597.4439392896493,14.149085764137634,13.56629756308109,0.0,-140.91494884394336,0.9958753414556882,4140378345.811938,True,-70.38881120796277,0.3402750157596566,3.905997615983225,3.7410852833690234
../temp/xrv_tr1/2025_0318_0053/00000009.tif,50.0,170,22991.869213817998,801.7826862275006,597.6025388809365,14.269415506119266,13.77417136708944,0.0,-43.54222986684499,0.9962090455814712,941770914.0289437,True,-70.37249165539407,0.38401094254102336,3.9392158530585433,3.7984092234755646
../temp/xrv_tr1/2025_0318_0053/00000010.tif,50.0,160,49149.79703891019,801.7938617069311,597.2922574471008,14.547178512502375,14.352998703935855,0.0,-139.80498734289444,0.9965364899505725,4093441994.8801956,True,-70.36940655175269,0.2984467493314952,4.015895128230559,3.9580284874212985
../temp/xrv_tr1/2025_0318_0053/00000011.tif,50.0,150,24268.81745630535,801.9505306554748,597.0532925822359,14.559693845527056,14.72900918980261,0.0,-43.295762018822074,0.9972234180475505,813607441.6697881,True,-70.3261565107457,0.2325490395819165,4.019350111949828,4.061718332681414
../temp/xrv_tr1/2025_0318_0053/00000012.tif,50.0,140,24618.534621938874,801.9190987509164,596.8043104818306,14.912615205535923,15.225628584835635,0.0,-32.330222115055605,0.9975135633805909,777168840.9707708,True,-70.33483360453943,0.16388894515913618,4.116777607535314,4.198667673616534
../temp/xrv_tr1/2025_0318_0053/00000013.tif,50.0,130,48893.33459733294,801.9499218516671,596.8410358282063,15.354256717986015,15.873134524067728,0.0,-91.84225518829237,0.997893659938414,2709247681.0540953,True,-70.32632457716788,0.17401644326344276,4.238697194673701,4.377225966982248
../temp/xrv_tr1/2025_0318_0053/00000014.tif,50.0,120,25589.210058280674,801.7902534660253,597.0247173212508,15.700627150114999,16.342468570406595,0.0,-11.076390606936044,0.9983604517372655,594626569.836954,True,-70.37040264299215,0.2246690348980455,4.3343162406457045,4.5066510135417905
../temp/xrv_tr1/2025_0318_0053/00000015.tif,50.0,115,25584.970774298577,801.7878218305797,595.9692358204834,16.013107597677983,16.711931302243805,0.0,-2.8371143377893873,0.9984607256478356,570997270.6831746,True,-70.37107392044511,-0.0663938944700233,4.420579615083366,4.608535229364312
../temp/xrv_tr1/2025_0318_0053/00000016.tif,50.0,110,25417.93024907662,801.7491600183231,596.4296164550844,16.380686572908683,17.0633017605902,0.0,8.903557752500546,0.9984912199527731,565065368.5774294,True,-70.38174690306894,0.06056213084532608,4.522053492962866,4.705430262413534
../temp/xrv_tr1/2025_0318_0053/00000017.tif,50.0,105,25469.538389195324,801.6685055792796,596.5317293555869,16.697703222644847,17.37369126545521,0.0,25.071770584045815,0.9986060657806638,533902274.1875811,True,-70.40401237321127,0.08872110845403129,4.609569131693035,4.7910242576331825
../temp/xrv_tr1/2025_0318_0053/00000018.tif,50.0,100,25454.49504057984,801.756206140878,596.2586032965521,17.128933824368154,17.820837305880612,0.0,30.492624474165112,0.9986161753121512,542195385.7670659,True,-70.37980174997848,0.013402999352528339,4.728614682080432,4.914330669244302
../temp/xrv_tr1/2025_0318_0053/00000019.tif,50.0,95,16776.754582817925,801.7020799930548,597.0686667071467,17.525397925058357,18.252309092968733,0.0,35.101403612464,0.9987190549713568,222503013.24998873,True,-70.39474381817173,0.23678865707378144,4.8380625897356335,5.033314698995873
../temp/xrv_tr1/2025_0318_0053/00000020.tif,50.0,90,16840.10668039086,801.7052376446667,596.8764599169392,17.965027269107217,18.758567169667817,0.0,43.81374820373843,0.9987202647996014,228735218.60868657,True,-70.39387211664459,0.18378510242924603,4.959426697522973,5.172922033386046
../temp/xrv_tr1/2025_0318_0053/00000021.tif,50.0,85,12491.838023327042,801.8278149078453,596.826299497978,18.44174590099213,19.276670340805005,0.0,44.14244561431382,0.9988305184320876,117271578.88357928,True,-70.36003342870879,0.16995270605794727,5.091029676731486,5.315795808621737
../temp/xrv_tr1/2025_0318_0053/00000022.tif,50.0,80,11987.942600350565,801.7083057636269,596.8400032409287,19.026579897119923,19.873215092384402,0.0,53.737630779432806,0.9988592597353756,107453626.4086807,True,-70.39302513150761,0.173731693717745,5.252478991033548,5.480300883099689
../temp/xrv_tr1/2025_0318_0053/00000023.tif,50.0,75,10343.929684803654,801.9210524856676,596.9821742636357,19.666691562758526,20.426188809910485,0.0,57.765811991055365,0.9989041102139409,78127180.64692292,True,-70.33429425638595,0.21293722627351125,5.4291882626873145,5.632790670907119
../temp/xrv_tr1/2025_0318_0053/00000024.tif,50.0,70,8065.30354768546,801.7626500959557,597.8835947877386,20.45612656532099,21.094726061829128,0.0,55.50762841823801,0.9989954967798544,44214613.86772013,True,-70.37802283128434,0.4615158116368143,5.647119745285168,5.817148625824981
../temp/xrv_tr1/2025_0318_0054/00000001.tif,100.0,244,52296.15427544568,801.4655732479953,597.7586167174956,11.4735052768471,11.55947245175625,0.0,-91.4485538252865,0.9962544869912817,3584233279.134367,True,-70.4600338869271,0.4270514622329978,3.1673766775748398,3.1876768198318532
../temp/xrv_tr1/2025_0318_0054/00000002.tif,100.0,240,49178.83767789009,801.4013148435247,597.4499426793141,11.908705275029039,11.956496143958734,0.0,-102.137227624878,0.9958720679727587,3697894776.6971264,True,-70.47777306660649,0.3419305295518921,3.28751801982913,3.2971613335793326
